size smiles sa qed qed sa max_or_val 
17 Oc1cc(CNc2ccccn2)cc(O)c1Cl 0.8611607644108784 0.7837623596543106 0.7837623596543106 0.8611607644108784 0
17 Cc1cc(NC(CO)c2ccc(Cl)cc2)no1 0.8191196112318043 0.8785685868654283 0.8785685868654283 0.8191196112318043 0
18 C=CCC(Nc1cc(C)ccn1)c1ccccc1 0.8225636910072287 0.7925030720487083 0.7925030720487083 0.8225636910072287 0
16 Cc1ccnc(Nc2cc(Cl)ccc2C)c1 0.9075711950467665 0.8435512430237792 0.8435512430237792 0.9075711950467665 0
18 C=CCC(Nc1nccs1)c1ccc(Cl)c(O)c1 0.7638874872712964 0.8057259948011659 0.8057259948011659 0.7638874872712964 0
17 Cc1ccnc(NC(C)c2ccc(Cl)cc2)c1 0.8578234573856505 0.8773595215283052 0.8773595215283052 0.8578234573856505 0
13 CCC(CO)Nc1cc(C)ccn1 0.8156272934011418 0.7389627636800742 0.7389627636800742 0.8156272934011418 0
16 Oc1cc(CNc2ncccn2)ccc1Cl 0.881942811546209 0.8581213193162158 0.8581213193162158 0.881942811546209 0
17 Oc1cc(CNc2ccccc2)cc(O)c1Cl 0.891047943898058 0.7818467734610279 0.7818467734610279 0.891047943898058 0
16 Cc1ccnc(NCc2cccc(O)c2)c1 0.9003541827836672 0.8253007667943952 0.8253007667943952 0.9003541827836672 0
12 C=CCc1cc(O)c(Cl)c(O)c1 0.8191904141170778 0.6937173451472965 0.6937173451472965 0.8191904141170778 0
17 CC(Nc1ccccn1)c1ccc(Cl)c(O)c1 0.8344853163600094 0.8722143177321564 0.8722143177321564 0.8344853163600094 0
16 COc1cccc(CNc2ccccn2)c1 0.9299899402731714 0.8492625615929046 0.8492625615929046 0.9299899402731714 0
16 CC(Nc1ccccn1)c1cccc(O)c1 0.8519114409758307 0.8252232961196967 0.8252232961196967 0.8519114409758307 0
10 Oc1cc(Br)cc(O)c1Cl 0.835842391210939 0.7093938097863033 0.7093938097863033 0.835842391210939 0
16 Cc1cc(NCc2ccc(Cl)c(O)c2)no1 0.8644443574399288 0.8632711937765409 0.8632711937765409 0.8644443574399288 0
15 Oc1cc(O)cc(CNc2ncc[nH]2)c1 0.8271269701030829 0.610705497763063 0.610705497763063 0.8271269701030829 0
16 Oc1cc(CNc2nccs2)cc(O)c1Cl 0.8296033317989033 0.7901356108278311 0.7901356108278311 0.8296033317989033 0
12 NC(CO)c1ccc(Cl)c(O)c1 0.8132218570918499 0.648280198650713 0.648280198650713 0.8132218570918499 0
17 N#CC(Nc1ccccn1)c1ccc(Cl)cc1 0.8210076279769639 0.8987706928727264 0.8987706928727264 0.8210076279769639 0
14 CCCNCc1cc(O)c(Cl)c(O)c1 0.859461716299614 0.6756878025305695 0.6756878025305695 0.859461716299614 0
16 Oc1cc(CNc2ccccn2)ccc1Cl 0.8968387981682826 0.8581308623755173 0.8581308623755173 0.8968387981682826 0
17 Cc1ccnc(NC(C)c2cccc(N)c2)c1 0.8359128804625736 0.7918787356075021 0.7918787356075021 0.8359128804625736 0
