size smiles sa qed qed sa max_or_val 
19 CO[P@@](=O)(O)C(Nc1cccc(C)n1)C1CCCC1 0.705292533608942 0.8126353369424766 0.8126353369424766 0.705292533608942 1
22 CCCC(Nc1ncccc1N)c1ccc2cccnc2c1 0.8054949267916283 0.7406564384420284 0.7406564384420284 0.8054949267916283 1
23 c1ccc(NC(c2ccc3cccnc3c2)C2CCCC2)nc1 0.809537565840184 0.7388833297766909 0.7388833297766909 0.809537565840184 1
23 Nc1cccnc1NC(c1ccc2cccnc2c1)C(F)(F)F 0.7833999995937216 0.7678880732333413 0.7678880732333413 0.7833999995937216 1
23 CC(C)(C)C(Nc1ncccc1N)c1ccc2cccnc2c1 0.7915403546233074 0.7519714801454762 0.7519714801454762 0.7915403546233074 1
19 COP(=O)(OC)C(Nc1ccccn1)C1CCCC1 0.7388908018139282 0.8100954388010583 0.8100954388010583 0.7388908018139282 1
20 CO[P@@](=O)(O)C(Nc1nc(C)ccc1N)C1CCCC1 0.6872871739118346 0.7232079373873265 0.7232079373873265 0.6872871739118346 0
24 Cc1cccc(NC(c2ccc3c(N)ccnc3c2)C(F)(F)F)n1 0.7720318220377513 0.7530194531550721 0.7530194531550721 0.7720318220377513 0
24 Oc1c(C(Nc2ccccn2)C2CCCC2)ccc2cccnc12 0.7918023820222275 0.7329079954354156 0.7329079954354156 0.7918023820222275 0
19 CO[P@](=O)(O)C(Nc1cccc(C)n1)C1CCCC1 0.705292533608942 0.8126353369424766 0.8126353369424766 0.705292533608942 0
24 Nc1cccnc1NC(c1ccc2cccnc2c1)C1CCCC1 0.7944394351099849 0.7401786403135925 0.7401786403135925 0.7944394351099849 0
24 Nc1cccnc1NC(c1ccc2c(O)ccnc2c1)C(F)(F)F 0.7594423846095081 0.6810117405863999 0.6810117405863999 0.7594423846095081 0
19 COP(=O)(OC)C(Nc1ccccn1)C1CCCC1 0.7388908018139282 0.8100954388010583 0.8100954388010583 0.7388908018139282 0
24 Oc1ccnc2cc(C(Nc3ccccn3)C3CCCC3)ccc12 0.7860114827806242 0.7329079954354156 0.7329079954354156 0.7860114827806242 0
23 Cc1ccc(N)c(NC(CO)c2ccc3c(N)ccnc3c2)n1 0.7753926623156153 0.5881598299593277 0.5881598299593277 0.7753926623156153 0
24 Cc1ccnc2cc(C(Nc3ccccn3)C3CCCC3)ccc12 0.8004556864642645 0.710959763515847 0.710959763515847 0.8004556864642645 0
24 Cc1cccc(NC(c2ccc3c(N)ccnc3c2)C(C)(C)C)n1 0.7799291813948123 0.7326835614622894 0.7326835614622894 0.7799291813948123 0
19 Cc1ccc(N)c(NC(C2CCCC2)P(=O)(O)O)n1 0.722656975383948 0.6306373523821841 0.6306373523821841 0.722656975383948 0
19 CO[P@@](=O)(O)C(Nc1cccc(C)n1)C1CCCC1 0.705292533608942 0.8126353369424766 0.8126353369424766 0.705292533608942 0
24 Cc1cccc(NC(c2ccc3cccnc3c2)C2CCCC2)n1 0.8019815802887498 0.710959763515847 0.710959763515847 0.8019815802887498 0
24 Cc1cccc(NC(c2ccc3c(Cl)ccnc3c2)C(C)(C)C)n1 0.7852400883982565 0.6557503244597761 0.6557503244597761 0.7852400883982565 0
24 Nc1cccnc1NC(c1ccc2c(N)ccnc2c1)C(F)(F)F 0.7649307887426882 0.6822957674688965 0.6822957674688965 0.7649307887426882 0
22 CCCC(Nc1ncccc1N)c1ccc2cccnc2c1 0.8054949267916283 0.7406564384420284 0.7406564384420284 0.8054949267916283 0
24 Nc1ccnc2cc(C(Nc3ccccn3)C3CCCC3)ccc12 0.7911906810471463 0.7401786403135925 0.7401786403135925 0.7911906810471463 0
22 Cc1ccc(N)c(NC(C)c2ccc3c(O)ccnc3c2)n1 0.7857069615310824 0.6891903219471326 0.6891903219471326 0.7857069615310824 0
23 CCCC(Nc1cccc(C)n1)c1ccc2c(O)ccnc2c1 0.789666257438441 0.7231434903336011 0.7231434903336011 0.789666257438441 0
24 Cc1ccc(N)c(NC(c2ccc3cccnc3c2)C(F)(F)F)n1 0.7755154041273037 0.7530194531550721 0.7530194531550721 0.7755154041273037 0
24 Cc1ccc(N)c(NC(c2ccc3cccnc3c2)C(C)(C)C)n1 0.7834127634843645 0.7326835614622894 0.7326835614622894 0.7834127634843645 0
23 CCCC(Nc1nc(C)ccc1N)c1ccc2cccnc2c1 0.7970012224734061 0.7295099683499029 0.7295099683499029 0.7970012224734061 0
23 Cc1ccc(N)c(NC(CN)c2ccc3c(O)ccnc3c2)n1 0.7661495853925381 0.588594626093221 0.588594626093221 0.7661495853925381 0
23 Cc1ccc(N)c(NC(CF)c2ccc3c(O)ccnc3c2)n1 0.7499095853925382 0.6878017576742711 0.6878017576742711 0.7499095853925382 0
24 CC(C)(C)C(Nc1ncccc1N)c1ccc2c(O)ccnc2c1 0.7673397439665688 0.6753672595322696 0.6753672595322696 0.7673397439665688 0
19 CO[P@](=O)(O)C(Nc1ncccc1N)C1CCCC1 0.693292823884704 0.7187199284568346 0.7187199284568346 0.693292823884704 0
23 Nc1cccnc1NC(c1ccc2cccnc2c1)C(F)(F)F 0.7833999995937216 0.7678880732333413 0.7678880732333413 0.7833999995937216 0
23 c1ccc(NC(c2ccc3cccnc3c2)C2CCCC2)nc1 0.809537565840184 0.7388833297766909 0.7388833297766909 0.809537565840184 0
23 CC(C)(C)C(Nc1ncccc1N)c1ccc2cccnc2c1 0.7915403546233074 0.7519714801454762 0.7519714801454762 0.7915403546233074 0
