size smiles sa qed qed sa max_or_val 
22 C#Cc1c(C)cnc2cc(CNc3cccc(C)n3)ccc12 0.8262456343052565 0.7437246695299348 0.7437246695299348 0.8262456343052565 1
25 Cc1cccc(NC(c2ccc3cccnc3c2O)C2CCCC2)n1 0.7847296291495017 0.7062023691327403 0.7062023691327403 0.7847296291495017 0
25 Oc1c(C(Nc2ccccn2)C2CCCC2)ccc2c(Cl)ccnc12 0.7782232013307452 0.6649505906045966 0.6649505906045966 0.7782232013307452 0
25 C#Cc1c(C)cnc2cc(C(Nc3ccccn3)C(C)(C)C)ccc12 0.7494547473190036 0.6778312629998133 0.6778312629998133 0.7494547473190036 0
25 Nc1cccnc1NC(c1ccc2c(Br)ccnc2c1)C1CCCC1 0.7727861096552974 0.6257110007484606 0.6257110007484606 0.7727861096552974 0
25 C#Cc1c(C)cnc2cc(C(Nc3ccccn3)C(F)(F)F)ccc12 0.7418958462201025 0.7056875035602818 0.7056875035602818 0.7418958462201025 0
25 Nc1cccnc1NC(c1ccc2c(Cl)ccnc2c1)C1CCCC1 0.7816735701400181 0.6761795670604321 0.6761795670604321 0.7816735701400181 0
23 C#Cc1c(C)cnc2cc(CNc3nc(C)ccc3N)ccc12 0.8093179870923224 0.7276493510685691 0.7276493510685691 0.8093179870923224 0
25 C#Cc1ccnc2cc(C(Nc3cccc(C)n3)C(C)(C)C)ccc12 0.7567635385277949 0.6778312629998134 0.6778312629998134 0.7567635385277949 0
24 C#Cc1ccnc2cc(C(CN)Nc3nc(C)ccc3N)ccc12 0.7485893522599436 0.6435962078184893 0.6435962078184893 0.7485893522599436 0
24 C#Cc1c(C)cnc2cc(C(CC)Nc3cccc(C)n3)ccc12 0.7605131079160522 0.7033377342441338 0.7033377342441338 0.7605131079160522 0
23 C#Cc1c(C)cnc2cc(C(C)Nc3ncccc3N)ccc12 0.7597699404221241 0.7245035724776636 0.7245035724776636 0.7597699404221241 0
24 C#Cc1c(C)cnc2cc(C(CN)Nc3ncccc3N)ccc12 0.7419036056536087 0.6435962078184893 0.6435962078184893 0.7419036056536087 0
25 C#Cc1ccnc2cc(C(Nc3ncccc3N)C(F)(F)F)ccc12 0.7424079341321903 0.7085771429905483 0.7085771429905483 0.7424079341321903 0
22 C#Cc1c(C)cnc2cc(CNc3cccc(C)n3)ccc12 0.8262456343052565 0.7437246695299348 0.7437246695299348 0.8262456343052565 0
25 C#Cc1ccnc2cc(C(Nc3ccccn3)C3CCCC3)ccc12 0.7686443701286263 0.6886687980453193 0.6886687980453193 0.7686443701286263 0
24 C#Cc1ccnc2cc(C(CCC)Nc3cccc(C)n3)ccc12 0.7712912573028973 0.6823681024495735 0.6823681024495735 0.7712912573028973 0
23 C#Cc1c(C)cnc2cc(C(C)Nc3cccc(C)n3)ccc12 0.7688454433807039 0.7285570205804641 0.7285570205804641 0.7688454433807039 0
24 C#Cc1c(C)cnc2cc(C(CCC)Nc3ccccn3)ccc12 0.7638765415838338 0.6823681024495735 0.6823681024495735 0.7638765415838338 0
