size smiles sa qed qed sa max_or_val 
22 C=Cc1cnc2cc(CNc3cccc(C)n3)ccc2c1C 0.8354072948669172 0.7680264019987846 0.7680264019987846 0.8354072948669172 1
25 C=Cc1cnc2cc(C(Nc3cccc(C)n3)C(C)C)ccc2c1C 0.761672329736586 0.6515209942617407 0.6515209942617407 0.761672329736586 0
24 C=Cc1cnc2cc(C(CCC)Nc3ccccn3)ccc2c1C 0.7722415360096977 0.6488483492241467 0.6488483492241467 0.7722415360096977 0
23 C=Cc1cnc2cc(C(C)Nc3ncccc3N)ccc2c1C 0.7686497037357334 0.7524456754603382 0.7524456754603382 0.7686497037357334 0
25 C=Cc1cnc2cc(C(Nc3ccccn3)C(C)(C)C)ccc2c1C 0.7577002418244982 0.6581861850340075 0.6581861850340075 0.7577002418244982 0
22 C=Cc1cnc2cc(CNc3ncccc3N)ccc2c1C 0.8257166965763189 0.767312483931588 0.767312483931588 0.8257166965763189 0
24 C=Cc1cnc2cc(C(CC)Nc3cccc(C)n3)ccc2c1C 0.7690011169658261 0.679386480687513 0.679386480687513 0.7690011169658261 0
25 C=Cc1cnc2cc(C(Nc3ccccn3)C(F)(F)F)ccc2c1C 0.7501413407255969 0.6986930829391645 0.6986930829391645 0.7501413407255969 0
24 C=Cc1cnc2cc(C(C)Nc3nc(C)ccc3N)ccc2c1C 0.76120541560836 0.7350010755693032 0.7350010755693032 0.76120541560836 0
23 C=Cc1cnc2cc(C(C)Nc3cccc(C)n3)ccc2c1C 0.7777252066943132 0.7315103872133859 0.7315103872133859 0.7777252066943132 0
23 C=Cc1cnc2cc(CNc3nc(C)ccc3N)ccc2c1C 0.8181977504059318 0.761919835062735 0.761919835062735 0.8181977504059318 0
24 C=Cc1cnc2cc(C(CC)Nc3ncccc3N)ccc2c1C 0.7602836961513463 0.7137839299266374 0.7137839299266374 0.7602836961513463 0
24 C=Cc1cnc2cc(C(CN)Nc3ncccc3N)ccc2c1C 0.7503916147033824 0.6712693623128617 0.6712693623128617 0.7503916147033824 0
24 C=Cc1cnc2cc(C(CO)Nc3cccc(C)n3)ccc2c1C 0.7625366373278168 0.7451064389878702 0.7451064389878702 0.7625366373278168 0
24 C=Cc1cnc2cc(C(CO)Nc3ncccc3N)ccc2c1C 0.7538192165133374 0.6714824418727964 0.6714824418727964 0.7538192165133374 0
25 C=Cc1cnc2cc(C(Nc3ncccc3N)C(C)C)ccc2c1C 0.7528268352310916 0.6919607239152911 0.6919607239152911 0.7528268352310916 0
22 C=Cc1cnc2cc(CNc3cccc(C)n3)ccc2c1C 0.8354072948669172 0.7680264019987846 0.7680264019987846 0.8354072948669172 0
