size smiles sa qed qed sa max_or_val 
24 CC(=O)NC(c1cc(C)c2cccnc2c1)c1cc(C)ccc1F 0.8130077118196114 0.7844038842665209 0.7844038842665209 0.8130077118196114 1
20 Cc1ccc(F)c(Cc2ccc3cccnc3c2O)c1 0.8771811959236684 0.761511525615545 0.761511525615545 0.8771811959236684 1
20 C=Cc1ccccc1Cc1ccc2cccnc2c1O 0.8575291320770493 0.7670702110086327 0.7670702110086327 0.8575291320770493 1
19 Oc1c(Cc2ccc(Cl)cc2)ccc2cccnc12 0.8995674911235386 0.7568394610389187 0.7568394610389187 0.8995674911235386 1
23 C=Cc1cc(Cl)c(C)cc1C(CNC(=O)COC)N1CCCC1 0.7762852769605855 0.8310703183820017 0.8310703183820017 0.7762852769605855 1
20 C=Cc1cc(Cl)c(C)cc1C(C(=O)NC)N1CCCC1 0.765164150829492 0.9243120444180494 0.9243120444180494 0.765164150829492 1
24 Cc1ccc(C)c(C(NC=O)c2cc(C)c3cccnc3c2O)c1 0.77901345234774 0.720549463656941 0.720549463656941 0.77901345234774 0
25 C=Cc1cc(Cl)ccc1C(NC(=O)CC)c1ccc2cccnc2c1 0.7895485222764405 0.6912536218384563 0.6912536218384563 0.7895485222764405 0
19 Cc1cccc(Cc2ccc3cccnc3c2O)c1 0.8942060925221398 0.7481798034306275 0.7481798034306275 0.8942060925221398 0
25 Cc1cc(C(NC(=O)CN)c2ccccc2Cl)c(O)c2ncccc12 0.7994824396266959 0.670726373673597 0.670726373673597 0.7994824396266959 0
24 CC(=O)NC(c1cc(C)c2cccnc2c1)c1cc(C)ccc1F 0.8130077118196114 0.7844038842665209 0.7844038842665209 0.8130077118196114 0
18 Cc1cc(Cc2ccco2)c(O)c2ncccc12 0.85494315779577 0.7447804383017922 0.7447804383017922 0.85494315779577 0
25 C=Cc1cc(Cl)c(C)cc1C(NC=O)c1cc(C)c2cccnc2c1 0.7427411209453773 0.6589565155015036 0.6589565155015036 0.7427411209453773 0
24 C=Cc1ccc(C)cc1C(NC=O)c1ccc2cccnc2c1O 0.7573882210382242 0.7046976227259392 0.7046976227259392 0.7573882210382242 0
24 Cc1ccc(Br)c(C(NC=O)c2cc(C)c3cccnc3c2O)c1 0.7693923272042267 0.6634956591262186 0.6634956591262186 0.7693923272042267 0
22 Cc1cc(Cc2cc(C)c3cccnc3c2O)c(Cl)cc1Cl 0.8531330219631362 0.6763175877476739 0.6763175877476739 0.8531330219631362 0
21 C=Cc1cc(Cl)ccc1Cc1cc(C)c2cccnc2c1 0.8554503669605283 0.6272146228390396 0.6272146228390396 0.8554503669605283 0
21 Cc1ccc(Cl)c(Cc2cc(C)c3cccnc3c2O)c1 0.8700570683946872 0.7366958326095665 0.7366958326095665 0.8700570683946872 0
20 Cc1ccc(Cl)c(Cc2ccc3cccnc3c2O)c1 0.8802162836429667 0.7513809165007233 0.7513809165007233 0.8802162836429667 0
23 C=Cc1ccc(C)cc1C(OCC)c1ccc2cccnc2c1 0.7859268634990472 0.63678055119276 0.63678055119276 0.7859268634990472 0
21 Cc1ccc(Cl)c(C(N)c2cc(C)c3cccnc3c2)c1 0.8230083858805415 0.7530695939480828 0.7530695939480828 0.8230083858805415 0
25 Cc1ccc(F)c(C(NC(=O)CO)c2ccc3cccnc3c2O)c1 0.7963261758904321 0.6816959100069427 0.6816959100069427 0.7963261758904321 0
24 C=Cc1cc(Cl)ccc1C(NC=O)c1cc(C)c2cccnc2c1 0.7577800762418441 0.6875262505493249 0.6875262505493249 0.7577800762418441 0
25 C=CC(=O)NC(c1cc(C)c2cccnc2c1)c1ccccc1C=C 0.7769212200012511 0.696726395266908 0.696726395266908 0.7769212200012511 0
24 C=Cc1ccc(C)cc1C(OCC)c1cc(C)c2cccnc2c1 0.7774307549748758 0.6089947599084985 0.6089947599084985 0.7774307549748758 0
24 C=Cc1ccccc1C(c1ccc2cccnc2c1)N1CCCC1 0.8037306593786739 0.6686693553330334 0.6686693553330334 0.8037306593786739 0
20 Cc1ccc(F)c(Cc2ccc3cccnc3c2O)c1 0.8771811959236684 0.761511525615545 0.761511525615545 0.8771811959236684 0
21 C=Cc1cc(Cl)c(C)cc1Cc1ccc2cccnc2c1 0.847309597729759 0.6272146228390396 0.6272146228390396 0.847309597729759 0
24 Cc1cc(C(c2ccccc2Br)N2CCCC2)cc2ncccc12 0.8170968441797883 0.5963969912621804 0.5963969912621804 0.8170968441797883 0
20 Cc1cc(Cc2ccc(Cl)cc2)c(O)c2ncccc12 0.8886297789196198 0.7513809165007231 0.7513809165007231 0.8886297789196198 0
23 C=Cc1ccc(C)cc1C(NC=O)c1ccc2cccnc2c1 0.7665914322636158 0.7232246058806778 0.7232246058806778 0.7665914322636158 0
23 Cc1cccc(C(NC=O)c2cc(C)c3cccnc3c2O)c1 0.7842844966351417 0.726271438767758 0.726271438767758 0.7842844966351417 0
23 Cc1ccc(C)c(C(NC=O)c2ccc3cccnc3c2O)c1 0.7889969226706446 0.726271438767758 0.726271438767758 0.7889969226706446 0
23 C=Cc1ccccc1C(NC=O)c1ccc2cccnc2c1O 0.7669455115176951 0.7099797347996217 0.7099797347996217 0.7669455115176951 0
21 Cc1cc(Cc2cc(C)c3cccnc3c2)c(Br)cc1Cl 0.8610669771300198 0.557654910229207 0.557654910229207 0.8610669771300198 0
14 Cc1cc(CO)c(O)c2ncccc12 0.8674677061262516 0.7180239630280596 0.7180239630280596 0.8674677061262516 0
20 Cc1ccc(C)c(Cc2ccc3cccnc3c2O)c1 0.8820602782448559 0.7531553752169303 0.7531553752169303 0.8820602782448559 0
18 Cc1cc(Cc2ccsc2)c(O)c2ncccc12 0.8489683057247641 0.7529956833481561 0.7529956833481561 0.8489683057247641 0
20 Cc1cc(Cc2cccc(Cl)c2)c(O)c2ncccc12 0.8814543403231286 0.7513809165007233 0.7513809165007233 0.8814543403231286 0
20 Cc1ccc(Br)c(Cc2ccc3cccnc3c2O)c1 0.8679439489601057 0.7455708234948811 0.7455708234948811 0.8679439489601057 0
21 C=Cc1cc(Cl)ccc1C(N)c1ccc2cccnc2c1 0.7947544701917106 0.7677304039928066 0.7677304039928066 0.7947544701917106 0
20 Cc1cccc(C(N)c2ccc3cccnc3c2O)c1 0.8231477013140951 0.7462932456253184 0.7462932456253184 0.8231477013140951 0
21 Cc1ccc(C)c(C(N)c2cc(C)c3cccnc3c2)c1 0.825663405437256 0.7612364631189085 0.7612364631189085 0.825663405437256 0
20 C=Cc1ccccc1Cc1ccc2cccnc2c1O 0.8575291320770493 0.7670702110086327 0.7670702110086327 0.8575291320770493 0
19 Cc1cc(Cc2cccnc2)c(O)c2ncccc12 0.8700010575571048 0.7591179646393276 0.7591179646393276 0.8700010575571048 0
19 Oc1c(Cc2ccc(Cl)cc2)ccc2cccnc12 0.8995674911235386 0.7568394610389187 0.7568394610389187 0.8995674911235386 0
20 Cc1cc(Cc2ccc(Br)cc2)c(O)c2ncccc12 0.8813901028062594 0.7455708234948811 0.7455708234948811 0.8813901028062594 0
17 Cc1cc(CNCCO)c(O)c2ncccc12 0.8590040336416477 0.6957701524597445 0.6957701524597445 0.8590040336416477 0
24 C=Cc1ccc(C)cc1C(NC(C)=O)c1ccc2cccnc2c1 0.7923859585947852 0.7743279536919698 0.7743279536919698 0.7923859585947852 0
23 C=Cc1cc(Cl)c(C)cc1C(CNC(=O)COC)N1CCCC1 0.7762852769605855 0.8310703183820017 0.8310703183820017 0.7762852769605855 0
20 Oc1c(Cc2ccc(Cl)cc2Cl)ccc2cccnc12 0.8795811959236686 0.7347272904304921 0.7347272904304921 0.8795811959236686 0
22 C=Cc1ccc(C)cc1C(C(=O)N[C@@H](C)C=O)N1CCCC1 0.7239892728133267 0.8211734444236212 0.8211734444236212 0.7239892728133267 0
20 C=Cc1cc(Cl)c(C)cc1C(C(=O)NC)N1CCCC1 0.765164150829492 0.9243120444180494 0.9243120444180494 0.765164150829492 0
