Symbol,Value
CSPG4P11,3.01400565881922
CSPG4P12,2.02753658916141
CSRP1,-1.72624152764868
CTA-14H9.5,-2.72698448459101
CTA-228A9.3,-1.6909947326446
CTA-941F9.10,2.10219539874574
CTA-963H5.5,1.24920172317246
CTB-191K22.5,-6.20479591091871
CTB-31O20.3,-5.41700037919548
CTB-31O20.6,-3.1019050374009502
CTB-43P18.1,-3.5259420981659706
CTB-75G16.3,-2.74299901060893
CTC-203F4.2,-1.95975667266051
CTC-251I16.1,-2.2441517540568303
CTC-260E6.4,2.05704083029246
CTC-338M12.5,-1.8519838906111201
CTC-429P9.1,-1.74793170443655
CTC-444N24.6,-1.05600132243381
CTC-444N24.7,2.33404057468771
CTC-471F3.5,1.71654014282104
CTC-510F12.6,-3.2722865514757298
CTC-526N19.1,-1.75277770918547
CTC-543D15.8,-1.75500925801756
CTC-575D19.1,-2.99203170176515
CTD-2008E3.1,-1.14420105940053
CTD-2012K14.8,-1.69318868936182
CTD-2047H16.4,1.27884656212757
CTD-2049O4.1,-2.4762615698477997
CTD-2126E3.4,-2.74143049909563
CTD-2170G1.2,-3.4738835864977795
CTD-2267D19.1,1.65745259166947
CTD-2287O16.1,-3.0410000746682297
CTD-2292M16.8,-1.6714460264418
CTD-2369P2.12,-6.15537905969702
CTD-2396E7.10,-5.46355614295376
CTD-2514K5.4,-7.41589121968899
CTD-2517O10.6,-1.33861625781003
CTD-2527I21.4,-3.48228684984227
CTD-2531D15.5,-5.12039835754847
CTD-2540B15.11,-4.8595261271940595
CTD-2540B15.13,-2.4616687328437203
CTD-2541J13.1,1.98244735291479
CTD-2541J13.2,0.607409056065201
CTD-2545M3.8,-2.1232946019271397
CTD-2561B21.8,1.87247274027154
CTD-2562J17.6,-2.14688973998261
CTD-2647L4.4,1.79257770578306
CTD-3035K23.3,3.15671587329809
CTD-3131K8.2,1.3956282806727298
CTD-3157E16.2,-1.55122740394196
CTF1,-1.34217586650311
CTHRC1,2.27295579362258
CTRB1,-4.97586153769997
CTXN2,-2.5739535517068597
CXCL11,-7.42653456645631
CXCL14,-4.81693977959597
CXXC4,1.37104722205827
CYB5B,-1.30057973255974
CYGB,-2.0436175239182903
CYP11A1,-2.92954230071734
CYP17A1,-2.09696975157897
CYP26B1,1.3591938837655801
CYP27C1,2.88660822299524
CYP2B7P,-1.47111209781616
CYP2J2,-1.98414600118925
CYP39A1,1.2956163443555602
CYP3A5,1.91000026484119
CYP46A1,-2.6735909807876803
CYP4X1,-2.9373707058851304
CYS1,-1.98663536053025
CYSTM1,-1.6078507870516399
DAD1,-1.0619110018807298
DBNDD2,-2.0748493362401996
DCHS1,2.14171618627298
DCLK2,1.1833740653423102
DCLRE1C,1.33452773642295
DCN,-2.0247096055137397
DCTN1-AS1,-3.11692585862164
DCX,3.59693113544802
DCXR,-1.31273728884145
DDIAS,2.9850747030561697
DDN,-4.10697541526563
DDO,-1.45642667726735
DDX12P,2.7271814995682297
DEPDC1,4.83603486312396
DEPDC1B,2.29862728273674
DGCR6,-1.27661201574569
DGKZ,-1.4852220813734698
DGKZP1,-1.81689654504794
DHRS7,-1.03001221942825
DISP1,1.24524934750384
DKFZp779M0652,-2.5327890826360298
DKK3,-1.48630331891454
DLEU2L,1.8958927908247398
DLG2,-2.2206189428500602
DLG4,-1.22854288586041
DLG5,2.2153767408714704
DLGAP2,-3.0668022556374703
DLL3,3.0011189606239403
DLX1,-4.42062105367313
DLX2,-5.01809788296613
DMKN,-3.8713622535077796
DMRTC1B,-2.7738875348080896
DMTN,-2.7942816329851494
DNAAF1,-2.7299617509928
DNAH14,2.2564266105332202
DNAI1,-2.39154774268474
DNAJB1,1.82158230706328
DNAJC12,-1.54115687007111
DNAJC22,1.41002689235652
DNAL4,-1.0832618642262501
DNASE1,1.0536538622641898
DNASE1L1,-1.46994963472307
DND1P1,1.91793665471251
DNM1P47,1.949052278477
DNM1P51,3.0901410649657595
DNMT1,1.1381665582000702
DNMT3B,1.4711230753631597
DOC2A,-2.38090250961532
DOCK9-AS2,-2.3051250730337403
DOK2,1.69054301922733
DOT1L,1.33516997035814
DPCD,-1.1448185018646202
DPY19L2P2,1.4051179283934099
DPYSL3,1.30001647564464
DRAXIN,3.69045687845688
DRD1,-4.81574241163776
DSCAM,2.18137089971831
DSG2,1.79306382435608
DTL,4.77871977096797
DTX2P1,1.95801736920603
DUOX1,1.27652222414006
DUSP18,1.69048835954016
DUSP26,-1.1872937584185501
DUSP8P5,1.71794435965716
DUX4L50,1.2129411660158798
DUXAP8,2.7124986539017897
DUXAP9,3.24389487311024
DYDC2,-3.6573681535598497
DYNC1I1,-1.7507270400691899
DYNLRB2,-2.7361334894781697
DYRK2,1.7790115725758302
DYRK3,2.17767534983442
E2F2,4.784432622056309
E2F7,3.7976369916819706
E2F8,3.80241634440531
EBI3,-1.65352415754051
ECHS1,-1.72433872857146
ECSCR,-2.3251135215514602
ECT2,2.01551424139031
EDN3,-4.20461485328829
EEF1B2,-1.3277847509141598
EEF1B2P3,-1.6233509393576797
EEF1E1,-1.30915373897597
EEPD1,1.99306622349823
EFCAB13,1.26717197814523
EFCC1,-1.86201871124425
EFHD1,-1.84772602551898
EFNA2,3.4650359733503597
EGFEM1P,2.9288550419426103
EGFL7,-1.69332801531486
EGFR,1.86601474867549
EGR4,-6.41343782444185
EIF4E3,-1.3532349322944999
EIF4EBP1,1.4035051162016299
EIF4EBP3,-1.69017411682132
EIF4EP2,-1.66408566507065
ELFN1,3.3312976848536495
ELL3,-1.72567628892604
ELN,1.8575854925847701
ELOVL2,-3.7989883862823906
ELOVL7,-2.44745157201275
EMC3-AS1,1.4693898935722602
EMC7,-1.4726702190749401
EME1,2.38276288347038
EMILIN3,2.89997558469028
EMX2,-5.869821126311259
EMX2OS,-5.84915861947249
ENHO,-2.05343738009357
ENTPD2,-2.70871795837088
ENTPD3,-2.5912141244072
EPB41L1,-1.20602964709955
EPCAM,-3.77513691473895
EPHB1,1.9450304978718898
EPHB2,1.92635442788086
EPHB3,3.00982856297852
EPHX1,-1.3901709950131003
EPHX2,-1.80137481079027
ERCC6L,3.30810640319163
ERG,-1.5817228077311998
ERICH6-AS1,-1.6648221787289899
ERVW-1,3.00419570806908
ESPL1,4.04909196628485
ETFB,-1.42288373314184
ETNPPL,-3.6186948832350296
ETV1,2.3160848149745497
ETV7,-3.80197264588542
EYA2,1.3824361712327702
EZH2,2.1325376926284902
F11R,-1.82699124169199
F2R,3.1498128669489103
FAAH2,-1.52143473304971
FABP3,-2.2767656823831697
FABP5,-3.8137841907173904
FABP5P7,-5.95138687694749
FABP6,-2.31069672293313
FAHD2B,-1.9233873236394
FAHD2CP,-1.60488951116001
FAIM2,-1.2270408962760901
FAM107A,-2.2131867027002903
FAM109A,1.04902764202718
FAM110A,1.41068668605817
FAM110C,1.25772119790225
FAM132B,2.28748047615852
FAM135B,1.49305248658223
FAM153A,-4.865523095343731
FAM153B,-4.679588010786969
FAM153C,-5.0509442317510995
FAM162B,1.55349755856717
FAM171A2,1.59264269386581
FAM181B,1.3449833935627902
FAM182B,1.43672124774705
FAM184B,2.48783504788269
FAM198A,1.9108647435599997
FAM212B,1.55645296216055
FAM212B-AS1,1.3286374932691998
FAM47E-STBD1,1.14020126395682
FAM50B,-2.41310020464408
FAM58A,-1.2567215148933002
FAM60A,1.57433541433456
FAM64A,5.15792842165852
FAM65B,-1.84247469781273
FAM72A,1.2824188700716201
FAM72B,1.75797376205473
FAM72C,2.68269329097056
FAM72D,2.16470004883451
FAM81A,-1.4733143595865699
FAM83D,3.3672675508777203
FAM84B,1.6050496990879
FAM92B,-4.10426045723742
FAM95B1,1.931309127031605
FAM96B,-1.2950068405508302
FANCA,1.9052249429151398
FANCC,1.45414245708154
FANCD2,2.12417814916371
FANCI,2.7161570823050694
FANK1,-1.98664799109606
FAR2P1,-2.6793364041703702
FBN2,4.60560337303252
FBN3,3.9233220934221804
FBXL14,1.38606650652962
FBXL15,-1.42765702452094
FBXL16,-2.55868816300353
FBXL19-AS1,1.34441596273476
FBXO2,-1.8710163534237298
FBXO44,-1.3097149638623
FBXO46,1.0994780858286801
FBXO5,1.4712505361694599
FCER1G,-1.78813518229482
FCGBP,3.0799945656629504
FCGR1B,-1.8749379678187001
FCGR1C,-2.26506115628754
FERMT1,3.2141889966452597
FEZF1,-6.73236724597207
FEZF1-AS1,-6.62258289892175
FEZF2,-6.4859117726841795
FGD1,1.28593176055871
FGF1,-2.0432940937807103
FGF13,-1.9295174153858798
FGF22,-1.4372009308073703
FHDC1,1.37590308614006
FIBIN,1.0896927295918
FIGF,-2.5581518181683798
FIGN,2.07125880720066
FIRRE,3.5908295196013795
FIS1,-1.2567713986943898
FJX1,1.84832518499228
FKBP10,1.5877161266713797
FKBP1A,-1.1720583686023702
FKBP1B,-1.9780707830256101
FKBP3,-1.3961253208225302
FLJ26850,-1.8679310860356
FLNC,1.7043378895156003
FLRT1,1.8187107844689099
FLRT3,1.53623135903411
FNDC3B,1.6652779594136797
FNDC9,-3.8474342060488396
FOSL2,1.22014381825522
FOXG1,-6.01239656284878
FOXK1,1.96350556335643
FOXM1,4.78684584049404
FOXO3B,3.1597876613265004
FREM2,3.03276181140755
FREM3,3.9182164725687905
FRMPD3,1.81876959863981
FRMPD4,-2.31597541275096
FTCD,-2.2917916206352595
FTH1,-1.15985981190097
FTH1P11,-1.8149025720932201
FTH1P20,-2.08647343673574
FTH1P7,-2.4655935419915
FTH1P8,-1.75940632493482
FTL,-1.06667052415258
FTLP3,-1.1965300859973702
FUNDC1,-1.50962210492663
FXYD1,-3.06182390492041
FXYD2,2.33664115264252
FXYD3,-1.58342910159868
FZD10-AS1,1.82691235337631
FZD2,1.9372809063069099
FZD3,1.05297410966675
GABARAP,-1.1215313041936101
GABARAPL1,-1.63981132779105
GABARAPL2,-1.37728747509389
GABRA1,-4.27707619248246
GABRA4,-3.78352931801512
GABRB2,-3.11248363872036
GABRG2,-3.76843609259263
GAD2,-7.869823954404451
GALNT14,1.49509541337823
GALNTL5,-5.54110218996796
GALR1,3.21897293665734
GAREML,1.16153945674004
GAS1,2.06986597767738
GAS2L1P2,-2.79211929672327
GAS2L2,-2.1592664981242
GAS2L3,2.29029491824964
GAS6-AS2,-1.6148995652593798
GATSL2,2.23236335974473
GCH1,-2.5935601567920803
GCSH,-1.3267512377406498
GCSHP5,-3.09929237666014
GDA,-3.7256455133358597
GFPT2,1.51580248743546
GH1,-11.607686946940598
GHITM,-1.54173015066432
GIMAP4,-2.0736333414471297
GIMAP5,-2.6732329709664397
GIMAP6,-1.27551652804529
GIMAP7,-2.82155759626729
GIMAP8,-1.1525582014295501
GINS1,1.7638769995068797
GINS3,1.2021022793904699
GIPC2,-1.1942144987068999
GJA4,-2.1723788999698503
GJA5,-2.2830139434468304
GJB6,-5.70633649875867
GJC1,2.7549677338601204
GJD2,-2.5926329170258597
GLCCI1,1.69246872392075
GLI2,2.49688312464737
GLIS1,2.5167807740098302
GLIS3,2.4459144311344905
GLP1R,2.3066470634370297
GLRA2,-4.19285517151799
GLS2,-3.02779964399433
GLT8D2,-1.43544533884592
GMFG,-1.5355850816305199
GMPR,-1.89546478420768
GNA14,-2.26626305193327
GNB4,1.5823576390808303
GNG11,-1.43448961819752
GNG12,1.24298304934353
GNG3,-2.84775980868865
GNG7,-1.84304309500347
GNGT2,-1.52914410443341
GNL3LP1,1.6546978037885702
GNLY,-2.6433226255738598
GOLGA2P10,2.0490569465420703
GOLGA2P7,1.89196801072286
GOLGA7B,-1.5264014489520499
GOLT1A,-3.30254940111053
GOT1,-2.04913681088639
GOT2,-1.08663280256112
GP2,-7.944841880604661
GPC1,1.49308148298044
GPC2,2.70164815598674
GPR143,-3.883778832478
GPR153,1.86500495445124
GPR156,2.88092001030769
GPR157,1.3350612998456102
GPR158-AS1,-1.9144241321180502
GPR161,2.07922620478364
GPR17,2.92995273291002
GPR173,1.25288405991748
GPR179,1.6661766479148201
GPR4,-1.4442025790925903
GPR6,-6.604309820685691
GPR61,-1.2978037439947
GPR63,1.34123172020234
GPR83,-2.22892299978416
GPR88,-3.9781424072756804
GPRASP1,-1.12602186722617
GPSM1,1.37490702360812
GPX7,1.24480034849991
GREM2,-2.44305477076826
GRIA4,1.84752211836348
GRID2,2.3771662259640496
GRID2IP,2.2461618866564
GRIK3,2.09213683311242
GRIN2D,2.16504030722123
GRM5-AS1,-6.31231033780154
GRM6,1.6503535091168502
GRP,-6.245959747644339
GS1-124K5.4,-1.26582835638348
GSKIP,-1.57299287076104
GSTM3,-1.4251847566820601
GSTM5,-4.722556360378
GSTO1,-1.82519520856137
GTSE1,5.2491570663539004
GUCY1B3,-1.77132552575176
