Symbol,Value
GXYLT1P3,2.91232663523367
H19,5.0376867600232496
H2AFJ,-1.5773907146516102
H2AFY2,1.19508468708697
H3F3AP4,1.53686204760871
HABP4,-1.4041110717840901
HAGH,-1.07438486822957
HAR1A,-3.18367138644232
HAR1B,-3.19725441691756
HAS1,-1.6475844108738402
HAS2,3.4249858607275097
HAUS3,1.1802270288338201
HCFC1R1,-1.59865697252274
HCG11,-2.19879645182518
HCG25,-2.8130353235922003
HCG4P3,1.4087305716910703
HCST,-2.2098494796750296
HDAC11,-1.6114119457434
HDDC2,-1.7754237967728301
HDHD3,-1.4336976667062602
HEBP1,-1.07572009063226
HELB,1.6301682594425801
HELLPAR,2.91415960946075
HELLS,2.1095136600362303
HEPH,-2.10323767763852
HEPN1,-2.27490663895249
HERC2P4,2.5421464281755
HES6,1.95829895569254
HEY1,1.40262676940866
HHATL,-3.54380074787033
HHLA3,-1.2467263121748
HIGD1A,-2.01804127404472
HILS1,2.85392928839091
HINT1,-1.8594159189040602
HINT2,-1.33552230108192
HIST1H2AG,4.12842159755067
HIST1H2BN,2.65617059103162
HIST1H4I,2.98713430182468
HIST2H2BD,2.4134288725669197
HIST2H3A,4.04020919721632
HIST2H3C,4.3017390437396
HIST3H2A,1.7492828291607903
HIST3H2BB,2.4247278176527
HJURP,5.263872760381349
HK2,2.04598235286075
HLF,-1.5442132376038602
HMCN2,3.5534076030041897
HMGA2,2.4798092454222203
HMGB1P5,-1.57405115706589
HMGCLL1,-1.87573042372528
HMMR,1.83918716031692
HMOX2,-1.2748533372807098
HMP19,-2.53582395901261
HMX1,4.64872093569065
HNRNPCP7,1.4781426117983703
HOOK1,-2.49613456410092
HOTAIRM1,2.9200983702708103
HOXA-AS2,5.58445192717323
HOXA2,6.0877614847675705
HOXA3,5.79675598190391
HOXB2,2.82769234025134
HOXC4,3.4436659836935
HOXD3,4.79446080094238
HOXD4,5.12636895943118
HPCA,-4.63084485005162
HPGD,-2.03195211451847
HPN-AS1,-3.21720657492546
HPRT1,-2.4759781153028797
HRASLS,1.4372056869346599
HRC,-1.6924248877540902
HRCT1,-1.69757368543596
HRH1,2.44836620972923
HRSP12,-2.10109903401086
HS3ST1,2.8415740621871297
HS3ST3A1,5.3528957839704105
HS3ST3B1,3.0465787800799604
HS3ST4,-2.50000601362719
HSBP1L1,-1.16913900539629
HSD11B1,-3.26870448162702
HSD17B6,-2.35429234727765
HSD17B8,-1.16772391466695
HSPA2,-2.53240877856673
HSPA4L,1.22115755534028
HSPB2,-1.23223328421521
HTR1D,-2.8671917453713
HTR1E,-3.96009382014884
HTR2C,-4.296757561298009
HTR5A,-3.08757445667214
HTR5A-AS1,-3.88957578402828
HUNK,2.6212874815393703
HYDIN2,2.01034210722454
ICAM2,-2.60441867812066
ICAM5,-3.88976264617145
IDH3A,-1.50251188517809
IDNK,-1.5358219959813202
IDS,-0.7791557061228338
IER5,1.6041189553572
IFI27,-1.93214323941239
IFI27L2,-1.17989491926041
IFITM1,-3.65090076802055
IFITM2,-2.82870362529208
IFITM3,-2.65167554306582
IGDCC3,1.3547854856789499
IGDCC4,1.7024442359823602
IGF1,-2.4825397445998596
IGF2,3.1240231423599
IGF2BP2,3.31949993734241
IGF2BP3,6.88891834254366
IGFBP2,3.79564070231039
IGFBP5,2.38828083487994
IGFBP6,-3.37320244928521
IGFLR1,-1.19741372643835
IGSF3,2.66636588217237
IGSF9,3.88129852473602
IGSF9B,3.28806302995235
IL1R1,-1.8442934579853898
IL1RAP,1.42048502950364
IL1RL1,-4.193906474290101
IL1RL2,-1.53124066411871
IL20RA,-1.82711744550752
IL34,-2.49825516128152
ILDR2,2.6754041626645297
IMPA2,-1.64540929470428
IMPG2,1.5248392359207499
INCENP,1.77223400712008
INE1,1.4119121074608099
INE2,-2.03981545423278
INHBA-AS1,-4.02757522671252
INO80B-WBP1,-1.4039322436861101
INO80C,-1.15933543361004
INPP5F,-1.6817508550941798
INSRR,2.3596640133367797
IPCEF1,-2.32819429920948
IPMK,1.03645211217324
IQCA1,-1.9637534453898702
IQGAP2,2.49369742810015
IQGAP3,4.2132034068425
IQSEC3,-3.2471383592053598
IRF2BP2,1.65698292051654
IRF6,-3.3728064546087997
IRS1,1.92050617529988
IRS2,1.88038418583632
IRX1,4.52611406740951
IRX2,4.12151185612997
IRX5,2.63852780191266
ISCU,-1.8230809286419698
ITGA4,2.09457739904757
ITGA9,1.53064561044682
ITPKA,-2.41114419735234
ITPRIPL1,2.04638349247164
JADE3,1.0886463895354301
JAKMIP1,-2.03097278881545
JAZF1-AS1,-2.6753336783460804
JPH1,-2.20706957477477
JRK,1.44115288040646
KANSL1L,1.22182787544565
KAZN,1.15830139798399
KB-1125A3.11,-1.79203218852602
KB-1517D11.4,-3.12779295084716
KBTBD12,-2.36850282097822
KCNA3,2.77652344218355
KCNAB2,-1.73053834878215
KCND2,2.3720233327193196
KCNG1,2.25897370850038
KCNIP2,-2.952477456709
KCNJ14,1.2061757973736003
KCNJ4,-2.98046866790338
KCNMB4,-1.75010466548414
KCNQ1OT1,2.7121563782809703
KCNT2,2.26190066132417
KCNV1,-4.46570036559976
KCTD4,-1.92186243346238
KDM4B,1.52498643477023
KDM5B,1.7490879547558102
KDM7A,1.09217600286105
KHDRBS3,1.4284831947296799
KIAA0101,2.7312728533291697
KIAA0513,-1.61706303677005
KIAA0922,1.41802936099559
KIAA1211,2.4983302070755298
KIAA1524,2.0324236117422
KIAA1549,2.51752228804801
KIAA1586,1.17749289064967
KIAA1919,1.7375683803547202
KIAA1958,1.9085912929521298
KIF11,3.4975590418013596
KIF12,-3.2265123629250403
KIF14,5.31148279737491
KIF15,3.18391862609645
KIF17,-1.52081309963588
KIF18A,3.33957066061875
KIF18B,6.09930379240513
KIF20A,5.084006676027871
KIF20B,1.9826206403455902
KIF21B,1.46730016384004
KIF23,3.91352150688927
KIF26A,1.8467331423685198
KIF26B,2.68080114772493
KIF2C,4.20751600279371
KIF4A,3.676582489362
KIF5A,-2.73996382131014
KIF7,1.4375884909387202
KIFC1,4.61454939587362
KIRREL,1.8415402406578703
KIZ,1.26882971550468
KL,-1.7080358434228102
KLF12,1.78370177838839
KLF4,-1.2958103550934499
KLHDC9,-1.41493949298981
KLHL11,2.7761894270921803
KLHL2,-1.638713887944
KLHL25,2.5381802462109904
KLHL3,-1.14244185509708
KLK10,-2.83250484532225
KLK7,-4.1255172680174
KLRC2,2.93161696591416
KLRC3,2.09081970651568
KLRK1,2.4117514089106002
KNTC1,2.0092518970107403
KRT1,-5.88857796619872
KRT13,-8.88706338185312
KRT19,-3.26751523873513
KRT2,-5.90793034836795
KRT222,-4.0284469842414
KRT4,-8.11105593653674
KRT8,-2.2198975999354
LA16c-329F2.1,-3.0687945433919
LA16c-390E6.5,-2.95247438238463
LACC1,-2.2992972615310294
LAMP5,-2.28900868981118
LCMT1,-1.16171622879206
LCORL,1.20547900577844
LDHD,-1.74236263598152
LDLRAD3,1.19017341265156
LDOC1,-1.0848811070786
LFNG,1.27173799214584
LGI1,-2.68514512161206
LGI4,-2.31946815746566
LHFPL3,2.35952046747763
LHPP,-2.06300803969755
LHX6,-3.34971672188455
LIMD1,1.6484229716841101
LIN28B,2.7211729889134997
LIN7B,-1.94963146109068
LIN9,1.51881339847198
LINC00237,2.23856920129402
LINC00282,-2.92342600061292
LINC00320,-3.92102419230874
LINC00463,-3.5426159677581297
LINC00499,-5.27071964277672
LINC00511,1.73202754846307
LINC00689,5.92674387824234
LINC00706,-3.58409753687797
LINC00839,1.7709367503561002
LINC00886,-1.51599410009283
LINC00891,-2.8903674874308503
LINC00900,-2.3005561837219597
LINC00925,1.93031833697391
LINC00957,-1.39406400259247
LINC00997,1.2715911987607098
LINC01018,-1.50621206831505
LINC01106,-5.00800303094752
LINC01123,-3.81034385007116
LINC01126,2.06791907181486
LINC01140,-1.4243125112186
LINC01141,1.61690280510334
LINC01166,-3.30900387319764
LINC01234,2.22308403273641
LINC01260,-2.7541260527260603
LINC01296,2.98643463216585
LINC01299,-4.75071185534223
LINC01480,-2.16180292502318
LINC01503,-1.8346008119438701
LINC01551,-7.47474121560049
LINC01561,1.5117963960019898
LINC01579,2.3196318907876097
LL0XNC01-16G2.1,-4.21960468009012
LLNLF-173C4.2,-2.45375090643475
LLNLF-187D8.1,-1.93235086513205
LLNLR-259H9.1,-4.03251453145806
LMNB1,2.5588675504098903
LMNB2,1.273718617506
LMO1,2.2621381063448998
LMO3,-1.64747035126567
LOX,1.58587425943632
LOXL2,2.19462189299948
LOXL3,1.57391510146549
LPAR6,-1.605008247265
LPIN3,-2.06831867952582
LRFN4,1.1137075297291201
LRIG3,1.31347455695925
LRMP,-1.27830381928082
LRP1,1.7825477290963
LRP11,-1.50000947285164
LRP5,1.5198919690499602
LRP6,1.69395774960659
LRRC10B,-2.55328770177204
LRRC3,1.51117088504861
LRRC32,-2.27656754159873
LRRC3B,-1.8202113729998701
LRRC55,3.12478055871121
LRRC58,1.1045857255574199
LRRC70,-1.4757524710479297
LRRK2,1.49403849519442
LRRN1,2.35003468818006
LRRN2,1.5816991214544902
LTF,2.9375697943572097
LUZP2,2.03256304600206
LY6E,-1.9344832599542998
LY6K,-2.1363951271161596
LY86-AS1,-5.213253224592981
LYPD3,-1.9787955686691499
LYPD6B,-2.63608687879684
LYRM9,-2.0702265231629102
LYSMD2,-1.31434480878582
LYST,2.0126829585630803
MAD2L1,1.66727958087776
MAFB,2.10387253137019
MAGED4,2.47966606588137
MAGEE1,-1.7514501359651597
MAL,-3.71190081025925
MAL2,-3.28357366165582
MAML2,2.13774641891793
MAMLD1,1.14553865086345
MAN1A1,-1.3319222794749899
MAOA,-1.63945129558606
MAP10,1.60656236654966
MAP1LC3A,-1.8631926833218997
MAP3K1,1.82410487347546
MAP3K15,2.03467770514244
MAP3K2,1.11347140617018
MAP3K5,-1.4210433290368998
MAP7,-1.78358382013116
MAPK3,-1.34644060836082
MAPT-IT1,2.42309150862075
MARCH10,-2.8707429389168797
MARCH11,-2.60863289731588
MARCKS,1.7087060680196002
MAST3,-1.1069687170273899
MATK,-2.47978019199198
MATN2,1.32035400386424
MB,-3.2607301580768997
MB21D1,1.43703198523583
MC4R,-3.90157036762613
MCM10,4.32009892827831
MCM2,2.52662266879031
MCM5,1.14686391395441
MCM8,1.28664932111297
MCTP1,-1.7007589156637901
MDFI,4.03688737288774
MDGA2,2.8963258792541597
MDH1,-1.71940666629546
MED13L,1.60142800827951
MED31,-1.07399222902185
MEGF11,2.4687867635900496
MEIS1,1.23049972334148
MEIS3P2,1.54017999512286
MELK,4.56974929898719
MET,2.8092338857590495
MEX3A,4.18930609840822
MEX3B,2.9846299151675897
MEX3D,1.82812915770293
MFAP2,3.69635098640754
MFSD4,-1.8590332606789
MFSD7,-1.4151022045651298
MFSD9,1.05821420899141
MGST1,-2.1176814333
MGST2,-1.3309993972023
MGST3,-1.13068567405357
MICA,-1.9520373544486
MICAL2,-2.5627632940909
MINOS1,-1.64584104726625
MIR22HG,-2.33113739782834
MIR7-3HG,-6.473130727625099
MIRLET7BHG,2.8221017000819395
MKI67,6.06762984967209
MKL1,1.06057956163832
MKRN3,1.88270361664531
MLXIPL,-2.43694030473463
MMD,-1.57142614332088
MMP11,1.2811450823986699
MMP14,1.8084778507752601
MMP15,1.7534172815783402
MMP16,4.141466754537819
MMP9,1.9073228954481798
MMS22L,1.12093149027349
MOAP1,-1.54592963663339
MORN2,-1.28796432885077
MOV10L1,-1.15743468320631
MPC1,-1.58298009314653
MPP7,-2.1202783571638797
MPPED1,-3.8206589773157997
MRAS,-1.2173428648571598
MRC2,1.88258283667363
MRO,-2.53585260063515
MROH7,-1.34739994045419
MRPL22,-1.1022641749205602
MRPL41,-1.66402353972013
MRPS18C,-1.1826461892463898
MRPS36,-1.5615811073120098
MRVI1,-2.13575054271278
MSH5-SAPCD1,0.0373603105465822
MSI1,1.63332683859323
MSRB2,-1.21602576594118
MSTN,3.0910427714267796
MT-ATP6,-2.53517183769265
MT-ATP8,-1.8615392996547402
MT-CO2,-2.47993584661479
MT-CO3,-2.32989268223798
MT-CYB,-2.12133529934223
MT-ND1,-2.69815623675062
MT-ND2,-2.83816869110254
MT-ND3,-2.30510952149071
MT-ND4,-1.76673294601808
MT-RNR1,-4.13058479550569
MT-RNR2,-4.63687513552017
MT1A,-5.00239653257197
MT1E,-3.1561857398760003
MT1F,-1.66729270885473
MT1G,-3.85871848352632
MT1L,-3.58269485972663
MT1M,-3.18847278242038
MT1X,-1.90268438216151
MT2A,-2.54362059102066
MT3,-2.65510699916637
MTIF3,-1.44181312379378
MTND2P28,-3.14383178580656
MTRNR2L8,-4.08682978443984
MTUS1,-1.46489055924907
MTUS2,-2.21603418577798
MURC,1.21504158617208
MUSTN1,-4.028126406919649
MYBL2,5.303492599027719
MYBPC1,-2.68344214856794
MYC,2.72694007833445
MYCL,1.79835572681379
MYCN,2.03567875170629
MYEOV2,-1.7731594930663401
MYH6,-3.2781881670262796
MYL12B,-1.5043149703820402
MYL2,-5.98577629801236
MYL7,-2.14255645517627
MYL9,-2.19714675190121
MYLK3,-3.0847130498601403
MYO15A,-2.63927770593829
MYO3A,-3.68384222493784
MYO5B,1.96289868929026
MYO7B,3.20663283555204
MYO9B,1.10179958672177
MYOCD,-3.00156670948335
MYOT,-2.50276380912489
MYT1,1.9698349835551598
MYT1L,-3.01426241039429
Metazoa_SRP,6.306950667581252
N4BP2,2.21196665946088
N6AMT2,-1.12964186924127
NAA20,-1.1123744848282702
NAGPA,-1.3809075930221497
NAP1L2,-1.7618969573886
NAP1L5,-1.80271797541116
NAPB,-2.2456687788148
NAT16,2.6496636936961
NAV1,1.89499079324155
NAV2,2.08651064918693
NAV2-AS1,0.14310470770668898
NBPF19,1.29453981446927
NBPF26,1.2517312009436001
NCAM1-AS1,1.3940915724567398
NCAN,1.9859595183926102
NCAPD2,1.53039648439419
NCAPG,4.43782927494378
NCAPG2,1.4640465994799
NCAPH,3.5350190862885804
NCDN,-2.5125365042115297
NCOA7,-1.39013501984193
NCS1,-1.6367714710997598
NDC80,4.55304130017684
NDNF,3.0343641279285496
NDRG2,-1.88578866275523
NDUFA1,-1.5716891477588302
NDUFA12,-1.3233912783847799
NDUFA2,-1.5222161447197602
NDUFA4,-2.02484129875508
NDUFA5,-1.7500617938816598
NDUFA8,-1.40183176930096
NDUFAB1,-1.45704546803213
NDUFAF3,-1.31323194380177
NDUFB1,-1.8546447064842901
NDUFB2,-1.32167664279198
NDUFB3,-1.35377040459643
NDUFB6,-1.23485641723202
NDUFB8,-1.5761265102209199
NDUFB9,-1.2886113329711202
NDUFC1,-1.4251010922614
NDUFS3,-1.19381426434632
NDUFS4,-1.08969464100859
NDUFS5,-1.5555352682558399
NDUFV2,-1.06245064412099
NEBL,-1.30809225281718
NECAB1,-2.7106946129714102
NECAB2,-2.59231806874358
NECAP1,-1.3254841850682801
NEDD4,1.47322510992347
NEDD8,-1.5041510418955002
NEK2,4.32001874440746
NES,2.45882698176471
NEU4,1.4192729537262199
NEURL1B,1.2231829772716498
NEUROD6,-6.13190547184506
NFE2L3,1.6195854565181398
NFIA-AS2,2.3019268534506203
NFIB,2.17349039413415
NGB,-4.4578371662011
NGFRAP1,-1.335895084545
NHLRC4,-2.7490942887234904
NHP2L1,-1.22461507199683
NHSL2,-1.32697983525225
NID2,1.9531609683692601
NINJ2,-1.9650604339208702
NKD1,2.27139209696555
NKPD1,1.67064246623025
NKX2-1,-10.828854071297801
NKX2-2,1.6296744125808702
NKX3-1,-1.9857674214782801
NKX6-1,3.66705713823246
NLGN1,2.10193209659863
NMB,1.3706078283039298
NME3,-1.11491916422053
NME5,-2.1480502810373703
NMU,3.27463732571337
NNMT,2.35895115062415
NOS3,-2.44345618240433
NOSTRIN,-1.37392803501354
NOTCH1,2.5657652142071
NOTUM,2.19273675296668
NOVA1,1.38331834714756
NOX4,2.34025541406319
NOXA1,-1.7917550192000702
NPC2,-1.47412854350826
NPM2,-1.93133587905838
NPNT,-3.5866868423370897
NPTN,-1.75333999715799
NPW,3.39009550171487
NPY,-5.44790198072549
NQO1,-2.5721389777339505
NR0B1,2.00045183867042
NR2E1,-6.5131883051548
NR3C2,-2.3416507786495804
NR6A1,1.9094449592234901
NRAP,-2.2471699082507404
NRARP,2.0476258650217303
NRG4,-2.16648311998656
NRGN,-5.241479106648231
NRN1L,-2.0608871338854198
NRP2,1.62661328255907
NRSN1,-3.17036715259148
NRSN2,-1.11491000063757
NSF,-1.3599449350084298
NSUN7,1.79597143947421
NT5DC1,-1.79012999844655
NTN1,3.0838031162097206
NUDT14,-1.81227360436366
NUDT7,-1.4082724478983402
NUDT8,-1.14712086226352
NUF2,3.8233404114477905
NUP210,1.1587535211736102
NUSAP1,3.72617274817717
NXF2B,-3.54620940758085
NXPH4,2.4187375319824103
NXT2,1.3259235161846201
OAF,-1.7393477911513897
OAT,-1.42291164637276
OBSL1,1.19874082379189
OGDHL,-2.46692657348852
OLFM3,-3.2286133337766896
OLFML2B,1.54669383469183
OLIG2,2.2134010625601803
OMD,-2.70562831119421
OPALIN,-6.0068944998534
OPN4,-5.34340691863483
OR7E14P,-1.6315809808561
ORC1,2.62722727172409
OSBPL3,1.14520473640886
OSCP1,-1.28280961495321
OSR1,4.25265319857733
OSTM1-AS1,-6.2131285010799004
OTOF,-3.10830417036403
OTOS,-3.09491584477297
OTUB2,1.72499749398602
OTX1,-4.23541926061775
OTX2,-4.73846665690624
P2RY2,-1.742697491139
P3H4,1.0797880185550799
P4HA1,1.08278222174531
PABPC1L2B-AS1,-2.2719894580277598
PABPC4L,3.02009273092544
PABPC5,1.57100914440015
PACSIN1,-3.3129391447839396
PAG1,1.47383144809099
PAH,-2.46507288185769
PAIP2B,-2.0200649314240198
PAK6,-2.3126116591856802
PALMD,-1.9740370806401297
PAPL,-3.80991178907512
PAPLN,-2.23090301429292
PAPPA2,2.7415277895566703
PAQR5,-1.3316347245331699
PARD6A,-1.3983045007013701
PARD6G,2.3330997982262702
PARM1,-1.72679592092628
PARPBP,1.70705174623903
PARVB,-1.16715068256635
PAX3,5.596468749598969
PBK,5.480165790499691
PBX3,1.52534468592327
PCBP3-OT1,1.30205955106431
PCDH15,2.14611705921589
PCDH18,1.4008105780593
PCDHA2,1.6897660871459197
PCDHB10,1.76313751233868
PCDHB14,1.49421603153137
PCDHB16,1.5319301017440803
PCDHB17P,2.10745656959041
PCDHB18P,2.5960231761675896
PCDHB2,2.4923500573425095
PCDHB3,2.84797321514073
PCDHB5,1.2241073341171398
PCDHB8,2.4095722312907
PCDHB9,2.36714854182671
PCDHGA8,3.87910688141015
PCDHGA9,1.45802365900083
PCDHGB2,2.26731668272421
PCK1,-3.15569917379547
PCP4,-3.2299195323278203
PCP4L1,-3.01541628307446
PDE1A,-2.3679970449104197
PDE1B,-3.34782400742639
PDE2A,-2.15959093313851
PDGFRA,3.77089161328909
PDGFRL,-1.96390087273642
PDK1,1.8280692255308402
PDLIM4,-3.9488799848951603
PDYN,-6.7031460771131695
PDZRN3,1.7426118955393501
PEBP1,-1.64285984551809
PEBP4,-2.5957073719357697
PEX11G,-1.36759638299716
PFDN5,-1.26148418043745
PFKFB2,1.33240327601931
PGAP1,1.3532421035703897
PGC,-5.125518025187691
PGF,1.15637779462343
PGR,-3.42233078326827
PHF11,-2.2394472323859302
PHF24,-1.81405336494825
PHLDA1,1.7160764235910901
PHYH,-1.1459044109849599
PHYHD1,-1.3807115165956598
PHYHIP,-2.85404618434623
PIF1,2.49606959502725
PIGM,1.46767639488147
PIK3R2,1.16741860460473
PIP4K2A,-1.5145442645616698
PIP5K1B,-2.55620477165397
PIPOX,-1.6565727336857
PIR,-2.0174356425621
PITHD1,-1.34889603635659
PKD1L2,-2.34250648293355
PKD1P1,1.5717434487571698
PKD1P6,1.469494027976785
PKIG,-1.1010675371699399
PKMYT1,2.37289222074393
PKNOX2,1.08709259581762
PLA1A,-5.56932100110143
PLA2G16,-1.53386945551455
PLA2G4C,-1.03427211823764
PLAC4,5.03428141939529
PLAG1,2.24691846072719
PLEKHA8,1.2328439038369499
PLEKHB1,-1.72594774859512
PLEKHG2,1.29008907367445
PLEKHG4,2.06475933363209
PLK1,1.7609904628693402
PLK2,-2.24268268021777
PLK4,1.86797508721984
PLK5,-2.9184710054957597
PLOD1,1.42583205721756
PLOD3,1.2765003337605099
PLXNA1,1.21388423571679
PNLIP,-7.997002091137349
PNMA5,-4.85702193531417
PNOC,-3.36929445149473
PNP,-1.78685808340949
PNPLA4,-2.3516545250166803
PNPLA5,-3.5737835995253397
POC1A,1.4849169835206002
POLB,-1.24443489505865
POLD4,-1.06876733727596
POLH,1.5111215125958501
POLQ,4.01426535672677
POLR2I,-1.53359359151369
POLR2J2,1.8783425247818797
POMK,3.17155942322475
POMP,-1.71085952580378
PON3,-2.42210096154204
POSTN,2.7133497540084797
POU2AF1,-2.79077496003733
POU3F2,1.31524266197476
PPCS,-1.2816171458098302
PPM1H,-1.47271132059605
PPP1R14A,-2.65717344365087
PPP1R14BP3,1.58199054718757
PPP1R1B,-2.4299762397228797
PPP1R36,-1.58501709807646
PPP1R3E,-1.3449854940514498
PPP1R7,-1.2404065408167
PPP2R2C,-2.11189521103336
PPP2R3B,1.6536361595530098
PPP4R4,-1.65129939882421
PRB2,-3.77190832419074
PRC1,2.5403988297435895
PRCD,-1.92750510029397
PRDX5,-1.19318505047496
PRICKLE1,1.40703090903925
PRIM1,1.39367409058069
PRKAA2,1.2665480835941698
PRKAR2B,-1.56245165271111
PRKCDBP,-2.1564747112858895
PRKCG,-3.40748493494223
PRKCZ,-1.6443480113180602
PRKXP1,1.8250696479580102
PRL,-8.751234106267201
PRLHR,-3.0817408122059797
PRMT8,-3.4477950241394706
PROCR,-1.6097150973330001
PROM1,2.8325582038454
PROSER2-AS1,-2.41723157566177
PROX1,2.04808985447945
PRR11,3.1824626463555896
PRR13,-1.48163088414229
PRR26,3.0360546912382103
PRR29,-1.98787370509828
PRR5,-1.2229752228192
PRRT1,-1.49773848139873
PRRX1,1.25686659874234
PRSS1,-9.01616584932564
PRSS12,1.66919517562307
PRSS2,-9.417323927319538
PRSS3,-3.30343427643675
PRTG,1.36108147669573
PSD,-2.90201482191553
PSMA3,-1.46121445196503
PSMA6,-1.0457805387549302
PSMB10,-1.64948352286958
PSMD6-AS2,2.07750909317755
PSME1,-1.34806984850092
PSME2,-1.4226299089369199
PSME2P2,-2.9420848003037
PTAR1,1.4204519689178703
PTCH1,1.73409674945002
PTER,-2.47122061474211
PTGDS,-2.19904552505613
PTGES3L,-1.4127725082661498
PTGFRN,2.1775926008819697
PTK7,1.87138585699491
PTPN5,-2.97624243703196
PTPRN,-2.15286424489683
PTPRR,-3.83056753343879
PTPRS,2.15019299130108
PTPRZ1,2.09463058294054
PTRHD1,-1.3761262070118503
PTS,-1.41896235084369
PTTG1,1.87219480039754
PVRL3,1.59645560740828
PVT1,3.13144724345597
PXDN,2.61038842346681
PXYLP1,1.738004695321
PYCR1,1.280175301046
PYDC1,-5.05641470466274
PYGO1,1.33606645788018
PYURF,-1.51913059495785
PZP,-2.9069142269833703
QDPR,-2.46545657326843
RAB11FIP1P1,2.11495911654037
RAB26,-2.45118434635335
RAB34,-2.77857903689532
RAB39A,2.70670678871526
RAB3A,-2.39385112759157
RAB40B,-2.40360153854917
RAB4B,-1.3630884550713798
RACGAP1,1.82617498146332
RAD51,2.8158153536982202
RAD51AP1,2.0845697859049697
RAD54B,1.31937847492844
RAD54L,1.5147331880528199
RAET1E-AS1,1.9065208680639698
RALGPS2,1.28570651199517
RAMP2-AS1,1.60525508592901
RANBP17,1.3113859886002601
RANBP3L,-1.9279228114853302
RAP1GAP,-1.67104466510584
RAPGEF3,-1.72025747735312
RAPGEF4,-2.20522930380469
RAPGEFL1,-1.8288094160030601
RARA,1.32019072288634
RARRES2,-1.9697418939093998
RARRES3,-2.21345641024816
RASA4,1.0732628962778301
RASAL1,-3.3453646711269998
RASD2,-2.7491561507802005
RASGRF2,-1.89111931794431
RASL11A,-1.6795923075537198
RAVER1,1.4671907999416598
RBFOX1,-2.56269727243279
RBFOX3,-2.70263236053414
RBM12B,1.85824813528497
RBM14-RBM4,1.20021002856203
RBM15,2.43217776710427
RBM20,2.7442371945500397
RBP4,-3.09012179089679
RBP7,-3.6332632158543396
RBX1,-1.54982280866642
RCAN2,-1.9386024576593501
RCC1,1.3814246472248999
RCC2,1.38540409739458
RCOR2,2.95781474112773
RECQL4,1.47472892902768
REEP6,-1.7228834318136101
RERG,-2.1960269467508797
RERGL,-2.50275761422929
RESP18,-4.41210232748766
RFX3,1.6219558186568301
RFX3-AS1,1.22760296343748
RGMA,2.04542755657626
RGMB-AS1,1.92978665600901
RGN,-1.3358674814474498
RGS14,-3.90499768631853
RGS17,1.34011482778496
RGS20,-3.28119242020682
RGS4,-3.2905225442710604
RGS5,-1.1077977802617023
RGS7,-2.34315241391289
RHBDL1,-1.9021651240233701
RHCG,0.19485921000168802
RHOD,-3.8349300950811203
RHOV,-1.56251329609276
RILP,-1.69346942088633
RIPPLY2,-1.44021259398622
RLTPR,-3.0742107636327303
RMRP,7.7520484889741805
RN7SK,7.07970261763974
RN7SL1,7.2832344618394105
RNA5-8S5,2.4443898759196
RNASE1,-1.71960015162722
RNASEK,-1.55619296161202
RNF122,1.3978207545499
RNF144A-AS1,-1.74902909554217
RNF165,1.56089584399219
RNF169,1.78107373184677
RNF181,-1.25357822324955
RNF182,1.4823209532753403
RNF2,1.3892577960152301
RNF208,-1.5673762787526297
RNF212,-3.3141807716068796
ROBO1,1.9016885508599402
ROCK1P1,-2.1313883945474
ROGDI,-1.93205521864214
ROR1,1.7069269382543897
ROR2,2.14400757770106
RP1-140K8.5,4.39579032752893
RP1-168L15.6,-1.32864780791595
RP1-179N16.6,-1.16434375035597
RP1-198K11.5,0.32537106175731106
RP1-244F24.1,-1.67673995360027
RP1-257A7.4,1.37919555677878
RP1-257A7.5,-3.98157265823833
RP1-261G23.7,2.03339883488362
RP1-317E23.3,1.3914325427390102
RP1-40E16.9,-2.8220658437779598
RP1-79C4.4,3.21285863280548
RP11-100M12.3,-5.68834080259847
RP11-1017G21.6,-1.93157299691513
RP11-1023L17.2,4.61509577713469
RP11-1026M7.2,-3.87557221295399
RP11-104H15.10,2.01044676158279
RP11-106M7.1,-2.8549737844906904
RP11-108M9.4,-1.4261594990157198
RP11-1099M24.6,1.3374983079724199
RP11-10N23.2,1.3071289383247
RP11-1100L3.7,-7.110222249873461
RP11-1100L3.8,-3.15755761358705
RP11-1114A5.4,1.6921138803440703
RP11-118K6.3,-1.56840044463454
RP11-121L10.2,2.0132280818149497
RP11-1263C18.1,-3.1956320614485496
RP11-1277A3.2,2.04877883411891
RP11-127B20.2,-3.1071057570649505
RP11-129M16.4,-1.707238852037
RP11-12A20.4,1.8533681334744998
RP11-12A20.7,1.6375731336937498
RP11-1319K7.1,1.4232304907229798
RP11-131L12.4,-1.8759117685053102
RP11-136C24.3,2.03995010514538
RP11-1406H17.1,-2.4008028605855602
RP11-1415C14.3,2.09882673518473
RP11-146D12.2,2.4978379123625203
RP11-159D12.5,-1.6086165090792
RP11-15E1.5,1.45827028722541
RP11-161H23.9,3.01121617816634
RP11-168O16.1,1.4782286607157
RP11-16P20.4,2.71843308130496
RP11-173C1.1,-1.6996942911389301
RP11-176H8.1,-0.0947060436567312
RP11-188C12.2,2.4056554170627598
RP11-192H23.6,-3.24071990724362
RP11-192H23.8,-2.3620391828871297
RP11-196E1.3,-2.178995901279
RP11-196G18.22,1.2521152207076
RP11-196G18.3,1.16736699031483
RP11-19P22.8,-3.97626475262116
RP11-203B9.4,1.5935967866663199
