size smiles rges sa qed qed sa max_or_val 
32 Nc1cc2cccnc2c(ONO)c1C(Nc1ccc(O)cn1)c1ccc(Cl)c(Cl)c1O 8.360959093296652 0.6963938241615484 0.17680133671302606 0.17680133671302606 0.6963938241615484 1
31 CN1Oc2cnc(C(Nc3ccc(Cl)c(Cl)c3)c3ccc4cccnc4c3O)cc2O1 7.4110304866487 0.7082665093516112 0.4280176325766647 0.4280176325766647 0.7082665093516112 1
21 CN1Oc2cnc(C(N)c3oc(Br)cc(=O)c3O)cc2O1 3.7443048478658145 0.6121967867257513 0.8225925603615385 0.8225925603615385 0.6121967867257513 1
25 Cc1cc(=O)c(O)c(C(NC(C)(C)C)c2cc3c(cn2)ON(C)O3)o1 2.419926632394451 0.6349340362653514 0.870751557039014 0.870751557039014 0.6349340362653514 1
24 CCCCNC(c1cc2c(cn1)ON(C)O2)c1occc(=O)c1O 1.1425859641397043 0.6534993070110748 0.771882569750589 0.771882569750589 0.6534993070110748 1
24 CN1Oc2cnc(C(NC(C)(C)C)c3occc(=O)c3O)cc2O1 0.7145996600987063 0.6343839703869146 0.8767237547010174 0.8767237547010174 0.6343839703869146 1
26 CN1Oc2cnc(C(Nc3ccccn3)c3occc(=O)c3O)cc2O1 4.538120531722722 0.6626131001283826 0.7251803766416899 0.7251803766416899 0.6626131001283826 1
23 CN1Oc2cnc(C(NC3CC3)c3occc(=O)c3O)cc2O1 0.26439815180305914 0.6420700587653191 0.8655222701467931 0.8655222701467931 0.6420700587653191 1
25 CCCCCNC(c1cc2c(cn1)ON(C)O2)c1occc(=O)c1O 3.443090662062319 0.6597355211930168 0.7354788747181037 0.7354788747181037 0.6597355211930168 1
21 Cc1cc(=O)c(O)c(C(N)c2cc3c(cn2)ON(C)O3)o1 3.0263806454409714 0.6340365745241596 0.8283914777846193 0.8283914777846193 0.6340365745241596 1
25 CCCCNC(c1cc2c(cn1)ON(C)O2)c1oc(C)cc(=O)c1O 2.209464568147305 0.653394307758564 0.7666171204732027 0.7666171204732027 0.653394307758564 1
26 CN1Oc2cnc(C(Nc3ccccc3)c3occc(=O)c3O)cc2O1 2.9160768024109815 0.6811421257694081 0.7382958678308074 0.7382958678308074 0.6811421257694081 1
21 CN1Oc2cnc(C(N)c3oc(Br)cc(=O)c3O)cc2O1 3.7443048478658145 0.6121967867257513 0.8225925603615385 0.8225925603615385 0.6121967867257513 0
25 CN1Oc2cnc(C(Nc3nccs3)c3occc(=O)c3O)cc2O1 3.0911260255468087 0.6380711026303589 0.7208189269986736 0.7208189269986736 0.6380711026303589 0
25 Cc1cc(=O)c(O)c(C(NC(C)(C)C)c2cc3c(cn2)ON(C)O3)o1 2.419926632394451 0.6349340362653514 0.870751557039014 0.870751557039014 0.6349340362653514 0
26 CN1Oc2cnc(C(Nc3ccccn3)c3occc(=O)c3O)cc2O1 2.695080697754854 0.6626131001283826 0.7251803766416899 0.7251803766416899 0.6626131001283826 0
26 Cc1cc(=O)c(O)c(C(Nc2nccs2)c2cc3c(cn2)ON(C)O3)o1 2.731183216549701 0.6380928478761302 0.7101162847917449 0.7101162847917449 0.6380928478761302 0
24 CCCCNC(c1cc2c(cn1)ON(C)O2)c1occc(=O)c1O 1.1425859641397043 0.6534993070110748 0.771882569750589 0.771882569750589 0.6534993070110748 0
20 CN1Oc2cnc(C(N)c3occc(=O)c3O)cc2O1 1.90824964022252 0.632175009970351 0.8069686200641153 0.8069686200641153 0.632175009970351 0
26 CN1Oc2cnc(C(Nc3ccccc3)c3occc(=O)c3O)cc2O1 2.2297136939648476 0.6811421257694081 0.7382958678308074 0.7382958678308074 0.6811421257694081 0
24 CN1Oc2cnc(C(NC(C)(C)C)c3occc(=O)c3O)cc2O1 0.7145996600987063 0.6343839703869146 0.8767237547010174 0.8767237547010174 0.6343839703869146 0
25 CC(C)NC(c1cc2c(cn1)ON(C)O2)c1oc(CO)cc(=O)c1O 3.26225853929164 0.6345190123293557 0.7218967134876432 0.7218967134876432 0.6345190123293557 0
26 CN1Oc2cnc(C(Nc3cccnc3)c3occc(=O)c3O)cc2O1 2.620338030136933 0.6608473565386388 0.7251803766416899 0.7251803766416899 0.6608473565386388 0
26 Cc1cc(NC(c2cc3c(cn2)ON(C)O3)c2occc(=O)c2O)no1 3.385248824895585 0.6419207065039889 0.7128876074865461 0.7128876074865461 0.6419207065039889 0
25 CN1Oc2cnc(C(Nc3ccon3)c3occc(=O)c3O)cc2O1 3.376308047200067 0.6257811453654016 0.7186329067696428 0.7186329067696428 0.6257811453654016 0
25 COCCCNC(c1cc2c(cn1)ON(C)O2)c1occc(=O)c1O 2.4336846818070645 0.6537121192428543 0.7076603378564742 0.7076603378564742 0.6537121192428543 0
25 CCCCCNC(c1cc2c(cn1)ON(C)O2)c1occc(=O)c1O 0.6538029401421095 0.6597355211930168 0.7354788747181037 0.7354788747181037 0.6597355211930168 0
23 CN1Oc2cnc(C(NCCN)c3occc(=O)c3O)cc2O1 2.339369322245235 0.6352440232623606 0.6931375263954394 0.6931375263954394 0.6352440232623606 0
25 CN1Oc2cnc(C(NCCCCl)c3oc(Br)cc(=O)c3O)cc2O1 3.8438158129406403 0.6189178242420805 0.5302732958505985 0.5302732958505985 0.6189178242420805 0
21 Cc1cc(=O)c(O)c(C(N)c2cc3c(cn2)ON(C)O3)o1 3.0263806454409714 0.6340365745241596 0.8283914777846193 0.8283914777846193 0.6340365745241596 0
24 CC(C)NC(c1cc2c(cn1)ON(C)O2)c1oc(Br)cc(=O)c1O 2.3830739370161678 0.6193956253985696 0.8088168892768652 0.8088168892768652 0.6193956253985696 0
26 CN1Oc2cnc(C(Nc3ccon3)c3oc(Br)cc(=O)c3O)cc2O1 3.084147715970337 0.6090173801006624 0.645835902871133 0.645835902871133 0.6090173801006624 0
25 CCCCNC(c1cc2c(cn1)ON(C)O2)c1oc(C)cc(=O)c1O 2.209464568147305 0.653394307758564 0.7666171204732027 0.7666171204732027 0.653394307758564 0
24 CN1Oc2cnc(C(NCCCCl)c3occc(=O)c3O)cc2O1 0.6072835553356819 0.6366368635721609 0.5965293811848237 0.5965293811848237 0.6366368635721609 0
26 CN1Oc2cnc(C(Nc3nccs3)c3oc(Br)cc(=O)c3O)cc2O1 2.5254256152217938 0.6209751763584587 0.6341694309017637 0.6341694309017637 0.6209751763584587 0
22 CN1Oc2cnc(C(N)c3oc(CO)cc(=O)c3O)cc2O1 3.0598401779991775 0.6306593025797745 0.7056693328465145 0.7056693328465145 0.6306593025797745 0
26 CN1Oc2cnc(C(NC3CCCO3)c3oc(Br)cc(=O)c3O)cc2O1 0.5408045408550619 0.573412072054674 0.7578073364425145 0.7578073364425145 0.573412072054674 0
