size smiles rges sa qed qed sa max_or_val 
31 Cc1cc(Cl)c(Cl)cc1C(Nc1cc2cc(n1)CN=C2)c1ccc2cccnc2c1O 6.670364001711601 0.6204592635952586 0.3959939961471421 0.3959939961471421 0.6204592635952586 1
26 C1=NCc2cc1cc(NC(c1ccccc1)c1c[nH]c3ccccc13)n2 3.0904916058583365 0.653271218731669 0.5666926367334651 0.5666926367334651 0.653271218731669 1
25 COC(=O)C(C#N)C(Nc1cc2cc(n1)CN=C2)c1ccc(Cl)cc1 3.6365068589822815 0.5725309957801255 0.8332809978353921 0.8332809978353921 0.5725309957801255 1
19 Clc1ccc(CNc2cc3cc(n2)CN=C3)cc1Cl 2.564817411254116 0.6891169484393945 0.9301881583032042 0.9301881583032042 0.6891169484393945 1
17 C1=NCc2cc1cc(NCc1ccccc1)n2 0.6125533648085038 0.7038461445294221 0.8680784922441526 0.8680784922441526 0.7038461445294221 1
25 CCOP(=O)(OCC)C(Nc1cc2cc(n1)CN=C2)c1ccccc1 2.8778573356942854 0.6121986019042569 0.7077857052009836 0.7077857052009836 0.6121986019042569 1
20 N#CC(Nc1cc2cc(n1)CN=C2)c1cccc(Cl)c1 3.036431954837129 0.6029162076148441 0.9389749993003742 0.9389749993003742 0.6029162076148441 1
24 COP(=O)(OC)C(Nc1cc2cc(n1)CN=C2)c1cccc(Cl)c1 3.746535976448015 0.5941489782306743 0.7740072905971354 0.7740072905971354 0.5941489782306743 1
25 Clc1cccc(C(Nc2cc3cc(n2)CN=C3)c2ccc(Br)cc2)c1 3.8251222855921716 0.6516062327437371 0.6026210638846934 0.6026210638846934 0.6516062327437371 1
21 NC(=O)C(Nc1cc2cc(n1)CN=C2)c1cccc(Cl)c1 2.5731913988783592 0.6225283797220188 0.908931162488036 0.908931162488036 0.6225283797220188 1
21 C=CCC(Nc1cc2cc(n1)CN=C2)c1cccc(Cl)c1 3.59852258017779 0.6107908555521997 0.8307496956190693 0.8307496956190693 0.6107908555521997 1
25 COC(=O)[C@H](C#N)C(Nc1cc2cc(n1)CN=C2)c1cccc(Cl)c1 3.32352839582018 0.5666683738949683 0.8332809978353921 0.8332809978353921 0.5666683738949683 1
20 N#CC(Nc1cc2cc(n1)CN=C2)c1ccc(Cl)cc1 2.399124771755548 0.6082318574822181 0.9389749993003742 0.9389749993003742 0.6082318574822181 1
23 COP(=O)(O)C(Nc1cc2cc(n1)CN=C2)c1cccc(Cl)c1 3.9321800732580403 0.5550020980661539 0.8038456010483954 0.8038456010483954 0.5550020980661539 1
18 Cc1cccc(CNc2cc3cc(n2)CN=C3)c1 2.723996512554191 0.6947492492322227 0.8907715198880741 0.8907715198880741 0.6947492492322227 1
