size smiles rges sa qed qed sa max_or_val 
32 NOc1cc(O)nc(C(Nc2cc(Cl)c(Cl)cc2N)c2ccc3cccnc3c2OO)c1 6.824739273278531 0.688246302794027 0.15435412732063628 0.15435412732063628 0.688246302794027 1
31 Cc1c(NC(c2ccc(Cl)cc2)c2ccc3cccnc3c2O)ncc(CN)c1N=N 7.784652174242652 0.7354711392722524 0.294517072327822 0.294517072327822 0.7354711392722524 1
20 Cc1c(NCCc2ccccc2)ncc(CN)c1N=N 5.357273151456905 0.8185636520640193 0.7037706873756179 0.7037706873756179 0.8185636520640193 1
19 Cc1cnc(CNc2ncc(C)c(N=N)c2C)cn1 2.0902069768935534 0.7698821606050004 0.8228151402369991 0.8228151402369991 0.7698821606050004 1
19 Cc1cnc(NCC2CCN(C)CC2)c(C)c1N=N 3.5058477360716274 0.7838264276587014 0.8184352299904496 0.8184352299904496 0.7838264276587014 1
19 COc1ccccc1Nc1ncc(C)c(N=N)c1C 4.0402036311639264 0.8237927556703125 0.8084057628638995 0.8084057628638995 0.8237927556703125 1
18 Cc1cnc(Nc2cccc(Cl)c2)c(C)c1N=N 4.7882424714100935 0.8142577731803856 0.7819115435765122 0.7819115435765122 0.8142577731803856 1
19 Cc1cnc(NCc2ccc(Cl)cc2)c(C)c1N=N 4.522618009780702 0.8237968195309799 0.7988400622780039 0.7988400622780039 0.8237968195309799 1
19 Cc1noc(C(C)Nc2ncc(C)c(N=N)c2C)n1 2.9933226625006375 0.7041945493484449 0.8218051985358882 0.8218051985358882 0.7041945493484449 1
17 CNC/C=C/Nc1ncc(CN)c(N=N)c1C 3.2278352043551513 0.6839709253492309 0.5623105196487906 0.5623105196487906 0.6839709253492309 0
18 Cc1cnc(NCCc2ccno2)c(C)c1N=N 3.0690713720421487 0.7403557520642469 0.792466283393771 0.792466283393771 0.7403557520642469 0
23 Cc1cnc(NC(CC(=O)C2CC2)c2ccco2)c(C)c1N=N 1.8564422362615325 0.7033239788836626 0.7374372029368615 0.7374372029368615 0.7033239788836626 0
20 Cc1c(NCC(O)c2ccsc2)ncc(CN)c1N=N 3.932895060047332 0.7049728121681533 0.6135933540666432 0.6135933540666432 0.7049728121681533 0
16 Cc1c(NCC(C)C)ncc(CN)c1N=N 2.9035616271900606 0.7628512427510005 0.6676440589128256 0.6676440589128256 0.7628512427510005 0
21 Cc1c(N[C@H](C)CC2CCCCC2)ncc(CN)c1N=N 4.646509860476299 0.7267004328166561 0.6828487708417367 0.6828487708417367 0.7267004328166561 0
17 Cc1c(NCC2(C)CC2)ncc(CN)c1N=N 3.315873448805155 0.733502932749786 0.6831755762564398 0.6831755762564398 0.733502932749786 0
20 Cc1c(NCCc2ccccc2)ncc(CN)c1N=N 5.357273151456905 0.8185636520640193 0.7037706873756179 0.7037706873756179 0.8185636520640193 0
19 Cc1cnc(Nc2ccccc2CO)c(C)c1N=N 3.5350078423102245 0.8032264276587016 0.7308981712168735 0.7308981712168735 0.8032264276587016 0
19 Cc1cnc(CNc2ncc(C)c(N=N)c2C)cn1 2.0902069768935534 0.7698821606050004 0.8228151402369991 0.8228151402369991 0.7698821606050004 0
18 Cc1c(NCc2nccs2)ncc(CN)c1N=N 4.436873962313311 0.7519412724262379 0.7207860590009066 0.7207860590009066 0.7519412724262379 0
15 Cc1c(NC2CC2)ncc(CN)c1N=N 2.3891441785720198 0.7606075146294585 0.657488424265137 0.657488424265137 0.7606075146294585 0
18 Cc1cnc(NCc2ccccn2)c(C)c1N=N 2.957690452694548 0.8001593719737491 0.8057551688401833 0.8057551688401833 0.8001593719737491 0
16 COCCNc1ncc(CN)c(N=N)c1C 2.567256474605845 0.7686365330421044 0.5034338226552444 0.5034338226552444 0.7686365330421044 0
18 Cc1c(NCc2ccoc2)ncc(CN)c1N=N 4.248756221598259 0.7543654051562528 0.7047780316826975 0.7047780316826975 0.7543654051562528 0
15 CCCNc1ncc(CN)c(N=N)c1C 3.3079552645902135 0.7668172707270196 0.6473882575558659 0.6473882575558659 0.7668172707270196 0
19 Cc1cc(CCNc2ncc(C)c(N=N)c2C)on1 3.469708342968479 0.7667303463814882 0.8062071794029777 0.8062071794029777 0.7667303463814882 0
23 CCOC(=O)C(Cc1ccno1)Nc1ncc(C)c(N=N)c1C 0.9294386669901651 0.6967948923452008 0.5992491967612403 0.5992491967612403 0.6967948923452008 0
13 CNc1ncc(CN)c(N=N)c1C 3.6387366628300533 0.7360676224043918 0.6150184165998793 0.6150184165998793 0.7360676224043918 0
16 Cc1c(NCC2CC2)ncc(CN)c1N=N 3.9002714636778326 0.7641889805945521 0.664025815655186 0.664025815655186 0.7641889805945521 0
15 CSCCNc1ncc(C)c(N=N)c1C 1.438184068335478 0.754283312002817 0.596354507317346 0.596354507317346 0.754283312002817 0
