size smiles plogp qed sa rges rges qed sa max_or_val 
25 O=C(C1=CC=C(Cl)C=C1O)N1CCN(C2=NC=NC3=C2C=CS3)CC1 0.7042910715156658 0.7462820021579075 0.8546212301684073 3.2957234764518084 4.705037287471258 0.7462820021579075 0.8546212301684073 1
27 Cc1cc(C(=O)N2CCN(c3ncnc4sccc34)CC2)c(O)c(C)c1Cl 1.0465905563806048 0.7083771998003683 0.8241167284867336 3.2683198311688866 2.545767495315433 0.7083771998003683 0.8241167284867336 1
27 C=Cc1cc(C(=O)N2CCN(c3ncnc4sccc34)CC2)c(O)cc1Cl 0.9848777344656776 0.7261858285615187 0.8143530816072972 5.492175479225974 4.512931125100204 0.7261858285615187 0.8143530816072972 1
28 C=Cc1cc(C(=O)N2CCN(c3nc(C)nc4sccc34)CC2)c(O)cc1Cl 1.2478092420948865 0.7019271892587131 0.8092988046772093 3.590576805402808 3.4531464934854683 0.7019271892587131 0.8092988046772093 1
29 CCc1cc(C(=O)N2CCN(c3ncnc4sc(C)c(C)c34)CC2)c(O)cc1Cl 1.6748596938633948 0.6741573378056094 0.8314355215403767 1.119869513865928 0.8625752242474963 0.6741573378056094 0.8314355215403767 1
28 C=Cc1c(Cl)cc(O)c(C(=O)N2CCN(c3ncnc4sccc34)CC2)c1C 1.1305147922409429 0.7019271892587129 0.7962660880267711 4.924352635832302 4.630613077064368 0.7019271892587129 0.7962660880267711 1
29 CCc1cc2c(N3CCN(C(=O)c4cc(C)c(Cl)cc4O)CC3)nc(C)nc2s1 1.6380511468548464 0.6741573378056094 0.8273456829838715 0.7005666043706201 0.9570777923675616 0.6741573378056094 0.8273456829838715 1
28 C=Cc1cc(C(=O)N2CCN(c3ncnc4sccc34)C(=C)C2)c(O)cc1Cl 1.0093585702351016 0.6987325267900658 0.7599953966927886 5.560449405538534 4.016716607369006 0.6987325267900658 0.7599953966927886 1
28 C=C(C)c1cc(C(=O)N2CCN(c3ncnc4sccc34)CC2)c(O)cc1Cl 1.388915532260416 0.6998094624431285 0.8159017258067125 3.003055851181713 3.34191843643086 0.6998094624431285 0.8159017258067125 1
28 CC(C)c1cc(C(=O)N2CCN(c3ncnc4sccc34)CC2)c(O)cc1Cl 1.590892650079308 0.6945217077331818 0.828310294453256 5.320317035534481 3.497505473255827 0.6945217077331818 0.828310294453256 1
28 CCCc1cc(C(=O)N2CCN(c3ncnc4sccc34)CC2)c(O)cc1Cl 1.4412195707219562 0.6965275999044761 0.830668841191328 2.077982574339905 1.6636019579680652 0.6965275999044761 0.830668841191328 1
28 CCc1c(Cl)cc(O)c(C(=O)N2CCN(c3ncnc4sccc34)CC2)c1C 1.1942758438475645 0.7011113559593632 0.8123062048719513 3.051803324787116 3.5992349014486895 0.7011113559593632 0.8123062048719513 1
28 CC=Cc1cc(C(=O)N2CCN(c3ncnc4sccc34)CC2)c(O)cc1Cl 1.3506084168758026 0.6998094624431285 0.8116453796528665 4.828867543113715 3.6552850958250724 0.6998094624431285 0.8116453796528665 1
28 C=Cc1c(O)c(C(=O)N2CCN(c3ncnc4sccc34)CC2)cc(C)c1Cl 1.145331929534029 0.7019271892587131 0.7979124366148918 3.9287091374159666 3.4483371077282543 0.7019271892587131 0.7979124366148918 1
28 C=Cc1cc(C(=O)N2CCN(c3ncnc4sc(C)cc34)CC2)c(O)cc1Cl 1.2447806150257534 0.7019271892587129 0.8089622905584167 3.7942266271540497 2.431795538912264 0.7019271892587129 0.8089622905584167 1
29 Cc1sc2ncnc(N3CCN(C(=O)c4c(O)cc(Cl)c(C)c4C)CC3)c2c1C 1.624370847709546 0.6578252682853124 0.8197767608566158 1.1828661832363112 1.239224092647909 0.6578252682853124 0.8197767608566158 1
28 C=Cc1c(Cl)cc(O)c(C(=O)N2CCN(c3ncnc4sccc34)CC2)c1C 1.1305147922409429 0.7019271892587129 0.7962660880267711 3.9089749685695305 4.608080145667907 0.7019271892587129 0.7962660880267711 0
29 C=Cc1cc2c(N3CCN(C(=O)c4cc(C)c(Cl)cc4O)CC3)nc(C)nc2s1 1.4805434545471536 0.6740730062977232 0.8008892727274611 3.225254002097796 2.378156548452675 0.6740730062977232 0.8008892727274611 0
