size smiles rges rges qed sa max_or_val 
29 Cc1ccc(C(Nc2ncc3cc2C=N3)c2cc3oc2c2nc(C)ccc32)nc1 9.812540061685617 9.230893642641208 0.4615455802859178 0.5680120323498287 1
31 C=Cc1ccc2ccc(C(Nc3nc4c#cc3c(O)c4C)c3ccccn3)c(O)c2n1 5.099571907784912 6.412945484732608 0.38164935631255104 0.5683135419012224 0
31 Nc1ccnc(C(Nc2nc3ccc2cn3)c2ccc3ccc(C=NO)nc3c2O)c1 6.979514408049102 5.463604930359452 0.19220903463255554 0.6009440115065234 0
31 N=Cc1ccc2ccc(C3(c4ccccn4)C(N=N)c4cccnc4N3O)c(O)c2n1 8.302994674410904 4.946119183125548 0.2957214729859406 0.6219081306896308 0
32 C#Cc1c(O)ccnc1NC(c1cccc(C)n1)c1c(O)cc2ccc(C=N)nc2c1O 6.765567751918436 8.237018683990271 0.24331748379767523 0.6682967301444545 0
30 N=Cc1ccc2c3cc(C4(c5ccccn5)Nc5ncc(N)cc5C4N)c(o3)c2n1 7.439478931721275 6.69528822171247 0.3439951687679018 0.5507644266815132 0
31 CNc1ccc(C(c2ccc3ccc(C)nc3c2O)N(C)C2=NC3=CC=C2C3=N)nc1 5.442190249876229 5.8124880384984134 0.6047985640067238 0.5887823798048917 0
29 Cc1ccc(C(Nc2ncc3cc2C=N3)c2cc3oc2c2nc(C)ccc32)nc1 8.721622613907108 9.540150681642164 0.4615455802859178 0.5680120323498287 0
32 C#Cc1ccc2ccc(C(Nc3nc(C)ccc3C=N)c3cc(N)c(C)cn3)c(O)c2n1 6.640759685406639 6.429972279818083 0.2836910043231111 0.6833994651871893 0
32 CCc1ccc(N)c(C(Nc2ncccc2C=NO)c2ccc3ccc(C)nc3c2O)n1 6.586777160311936 5.9395531280451355 0.20573758829440447 0.7114995515965066 0
31 C=Cc1cc2nc3c(O)c(C(Nc4ncccc4C=N)c4ccccn4)cc(c13)C2=N 7.281339532861262 7.1205579407044794 0.30754134607624806 0.5551623945963723 0
31 Cc1ccnc(C(c2c(N)cc3ccc(C#N)nc3c2O)n2c3cnc2c(CN)c3)c1 6.886470375086353 6.539984797832712 0.38763947813313 0.5977655965881085 0
32 Cc1cnc(NC(c2ccc(N)c(O)n2)c2ccc3ccc(CN)nc3c2O)c(CN)c1 6.170001463055789 7.921583801887879 0.2682927668046871 0.7067945079222322 0
32 Cc1cccc(C(Nc2nc(N)ccc2CN=O)c2ccc3ccc(C=O)nc3c2O)n1 6.724966076250993 5.724993743123507 0.29691357876805247 0.7053188246311641 0
31 NCc1cccnc1NC1(c2ncc(O)cc2N)c2ccc3ccc(nc3c2O)C1O 7.825579197156818 7.76418621044279 0.29135199270416234 0.5488896531992444 0
30 Cc1cc(C)c2c3cc(C4(c5ccc(O)cn5)Nc5nc4ccc5CN)c(o3)c2n1 6.344795476103624 6.217264025886003 0.42559616685386076 0.5542558965810677 0
32 C=Cc1cc(C)cnc1NC(c1cc(N)ccn1)c1cc(C)c2c(O)cc(C)nc2c1O 4.670681180223081 4.3770332430752275 0.3617066911688435 0.6971384433875158 0
32 Cc1ccnc(C(Nc2nc(O)c(C)c(O)c2C)c2ccc3ccc(C=O)nc3c2O)c1 6.7287960295884 7.413079477685034 0.3487327775326787 0.7070986853927017 0
32 C=Cc1c(NC(c2cccc(N)n2)c2ccc3ccc(C=N)nc3c2O)ncc(C)c1C 6.309644674639403 6.527927007364705 0.3308673952737713 0.6879372429649673 0
31 Cc1c2cnc(NC(c3ccc4ccc(C=N)nc4c3O)c3ncccc3N)c1C=C2 6.150083302121207 6.141310487100316 0.3217502657706589 0.5934075782020004 0
32 C#Cc1cnc(NC(c2cccc(O)n2)c2ccc3ccc(C)nc3c2O)c(C#C)c1C 4.3900256230157435 5.623253577993314 0.4284587958156693 0.6861557045034288 0
31 Cc1ccc(C(Nc2nc(C)ccc2C=N)c2cc3oc2c2nc(C=N)ccc32)nc1 9.492273012307471 8.4553548556894 0.3415183286828138 0.5983992808813433 0
29 Cc1ccc(C(Nc2ncccc2C=N)c2cc3oc2c2nc(C)ccc32)nc1 8.878558771997 8.788077142401196 0.41719768364978715 0.6390050483433813 0
31 Cc1ccc2c3cc(C(Nc4nccc(O)c4C=N)c4cc(O)c(C)cn4)c(o3)c2n1 5.100255558425911 5.500363672079226 0.31366259368614696 0.6022206665181786 0
31 Cc1ccc(C(Nc2nc(O)c(C)cc2C=N)c2cc3oc2c2nc(C)ccc32)nc1 9.545227617723135 8.167116109361668 0.349794766730409 0.6062977644202765 0
31 C=Cc1nc2c3oc(cc3C(Nc3ncccc3C=N)c3ccc(C)cn3)c2cc1O 6.994096418348567 7.105281535107012 0.33818624208980974 0.5969811304924064 0
31 Cc1ccc(C(Nc2nc(C)ccc2C=NO)c2cc3oc2c2nc(C)ccc32)nc1 6.157845456096016 5.979024211473335 0.23601365669134006 0.6374895142434869 0
31 Cc1ccc(C(Nc2nc(O)ccc2C=N)c2cc3oc2c2nc(C)cc(O)c32)nc1 7.7076733128895025 6.555636602083062 0.3136625936861468 0.591491995189507 0
30 C#Cc1ccc2c3cc(C(Nc4ncc5cc4C=N5)c4ccc(C)cn4)c(o3)c2n1 5.770431772613703 8.217905460539095 0.4398652874691526 0.5397505542489811 0
31 Cc1ccc(C(C)(Nc2ncccc2C=N)c2cc3oc2c2nc(C=N)ccc32)nc1 5.58448341195244 4.105736898452866 0.3464692588724736 0.5891348037854056 0
