size smiles plogp qed sa rges qed sa max_or_val 
27 C=C1N(C(=O)c2ccc(OC(C)(C)c3ccccc3)cc2)C(C)=CC1(C)O 1.3363792832509418 0.8618697362126426 0.7457088092501041 4.618984551511206 0.8618697362126426 0.7457088092501041 1
22 C=C1N(C(=O)c2ccc(CCC(C)C)cc2)C(C)=CC1(C)O 0.6523262446448661 0.9157118142126516 0.7503140271827625 3.737350533432153 0.9157118142126516 0.7503140271827625 1
22 C=C1N(C(=O)c2ccc(-c3cccs3)cc2)C(C)=CC1(C)O 0.7688013146429427 0.9090646586309703 0.7477112571825487 4.733247467075534 0.9090646586309703 0.7477112571825487 1
22 C=C1N(C(=O)c2ccc(C(C)(C)CC)cc2)C(C)=CC1(C)O 0.5921825904615283 0.9161882404066781 0.7326313989401694 2.6971026675831835 0.9161882404066781 0.7326313989401694 1
24 C=C1N(C(=O)c2ccc(/C=C\C=C\C=C\C)cc2)C(C)=CC1(C)O 0.7360382509647536 0.8320075545331587 0.6977375834405276 4.971390500850276 0.8320075545331587 0.6977375834405276 1
22 C=C1N(C(=O)c2ccc(C(CC)CC)cc2)C(C)=CC1(C)O 0.7974010816722465 0.9042072748267811 0.731433453519138 4.941542878548561 0.9042072748267811 0.731433453519138 1
22 C=C1N(C(=O)c2ccc(C3CCCC3)cc2)C(C)=CC1(C)O 0.716668527757697 0.8970316695526124 0.7497965030841881 2.8583867532145595 0.8970316695526124 0.7497965030841881 1
23 C=C1N(C(=O)c2ccc(CC3CCCC3)cc2)C(C)=CC1(C)O 0.8136763868760424 0.9148088668810775 0.7522307096528932 0.8987587278185274 0.9148088668810775 0.7522307096528932 1
22 C=C1N(C(=O)c2ccc(-c3ccsc3)cc2)C(C)=CC1(C)O 0.6933057282621107 0.9090646586309703 0.7393228586957896 4.089549293585565 0.9090646586309703 0.7393228586957896 1
22 C=C1N(C(=O)c2ccc(CCCCC)cc2)C(C)=CC1(C)O 0.893613571893888 0.8334642623582751 0.7611126190993205 4.15857335409135 0.8334642623582751 0.7611126190993205 1
22 C=C1N(C(=O)c2ccc(SCCCC)cc2)C(C)=CC1(C)O 0.8486451103554273 0.6532912853931027 0.7383939011506025 1.618888275650621 0.6532912853931027 0.7383939011506025 0
22 C=C1N(C(=O)c2ccc(CCC(C)C)cc2)C(C)=CC1(C)O 0.6523262446448661 0.9157118142126516 0.7503140271827625 3.737350533432153 0.9157118142126516 0.7503140271827625 0
22 C=C1N(C(=O)c2ccc(C(C)(C)CC)cc2)C(C)=CC1(C)O 0.5921825904615283 0.9161882404066781 0.7326313989401694 2.4130931096383454 0.9161882404066781 0.7326313989401694 0
22 C=C1N(C(=O)c2ccc(C=CCCC)cc2)C(C)=CC1(C)O 0.6878220334323499 0.907668386956903 0.7292913370480384 1.4662516662523708 0.907668386956903 0.7292913370480384 0
21 C=C1N(C(=O)c2ccc(C=C(Br)Br)cc2)C(C)=CC1(C)O 0.6922593526045189 0.7814223350159587 0.6992399280671684 4.584368275576583 0.7814223350159587 0.6992399280671684 0
22 C=C1N(C(=O)c2ccc(SC(C)(C)C)cc2)C(C)=CC1(C)O 0.6488120334323497 0.8310581215579875 0.716368003714705 3.2326914429648568 0.8310581215579875 0.716368003714705 0
22 C=C1N(C(=O)c2ccc(C(C)CCC)cc2)C(C)=CC1(C)O 0.6119756356264414 0.9042072748267811 0.7108306261807152 1.1952520136508586 0.9042072748267811 0.7108306261807152 0
22 C=C1N(C(=O)c2ccc(/C=C/CCC)cc2)C(C)=CC1(C)O 0.6878220334323499 0.907668386956903 0.7292913370480384 3.1314267022760625 0.907668386956903 0.7292913370480384 0
22 C=C1N(C(=O)c2ccc(-c3cccs3)cc2)C(C)=CC1(C)O 0.7688013146429427 0.9090646586309703 0.7477112571825487 3.8305858803880426 0.9090646586309703 0.7477112571825487 0
22 C=C1N(C(=O)c2ccc(CCCCC)cc2)C(C)=CC1(C)O 0.893613571893888 0.8334642623582751 0.7611126190993205 3.683292887277381 0.8334642623582751 0.7611126190993205 0
22 C=C1N(C(=O)c2ccc(SCC(C)C)cc2)C(C)=CC1(C)O 0.6094400647230929 0.8514445611694519 0.727826673858121 1.1260557406638791 0.8514445611694519 0.727826673858121 0
22 C=C1N(C(=O)c2ccc(CC(C)(C)C)cc2)C(C)=CC1(C)O 0.5233552695066188 0.8994521292764157 0.7359839188340683 1.5620333621453657 0.8994521292764157 0.7359839188340683 0
22 C=C1N(C(=O)c2ccc(-c3ccsc3)cc2)C(C)=CC1(C)O 0.6933057282621107 0.9090646586309703 0.7393228586957896 4.0193245728308895 0.9090646586309703 0.7393228586957896 0
23 C=C1N(C(=O)c2ccc(NCCCCC)cc2)C(C)=CC1(C)O 0.705706606656261 0.7827055844776919 0.754745178517362 3.8169990024721425 0.7827055844776919 0.754745178517362 0
22 C=C1N(C(=O)c2ccc(C3CCCC3)cc2)C(C)=CC1(C)O 0.716668527757697 0.8970316695526124 0.7497965030841881 0.6101221548681488 0.8970316695526124 0.7497965030841881 0
24 C=C1N(C(=O)c2ccc(/C=C\C=C\C=C\C)cc2)C(C)=CC1(C)O 0.7360382509647536 0.8320075545331587 0.6977375834405276 4.971390500850276 0.8320075545331587 0.6977375834405276 0
22 C=C1N(C(=O)c2ccc(C(CC)CC)cc2)C(C)=CC1(C)O 0.7974010816722465 0.9042072748267811 0.731433453519138 4.941542878548561 0.9042072748267811 0.731433453519138 0
23 C=C1N(C(=O)c2ccc(CC3CCCC3)cc2)C(C)=CC1(C)O 0.8136763868760424 0.9148088668810775 0.7522307096528932 0.8987587278185274 0.9148088668810775 0.7522307096528932 0
