"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log2FoldChange","Symbol"
"RPS26",2.3700561062485e-12,-0.360289380491303,0.97,0.979,6.25149699145167e-08,-0.360289380491303,"RPS26"
"TSPAN3",2.46217254550315e-12,0.473006071028145,0.758,0.626,6.49447252327365e-08,0.473006071028145,"TSPAN3"
"SCPEP1",3.0006439874471e-12,0.430506201614045,0.575,0.381,7.91479864568922e-08,0.430506201614045,"SCPEP1"
"CLIC1",3.4802582192921e-12,0.367567785540612,0.795,0.651,9.17987710502678e-08,0.367567785540612,"CLIC1"
"SAA2",3.60746771109053e-12,-0.650147608796425,0.423,0.63,9.5154175815435e-08,-0.650147608796425,"SAA2"
"S100A13",3.61457064608145e-12,0.397792397604618,0.734,0.587,9.53415299316905e-08,0.397792397604618,"S100A13"
"FXYD5",3.63073446135596e-12,0.307794641755772,0.21,0.036,9.57678828871862e-08,0.307794641755772,"FXYD5"
"PCSK1N",3.84260711956133e-12,0.334236218078706,0.18,0.018,1.01356447992669e-07,0.334236218078706,"PCSK1N"
"TMEM258",4.0380018254309e-12,0.405132306327482,0.814,0.762,1.06510374149391e-07,0.405132306327482,"TMEM258"
"COA3",4.0426717432471e-12,0.342201675811721,0.468,0.26,1.06633552571629e-07,0.342201675811721,"COA3"
"NFE2L2",4.05190159803531e-12,0.353415153919437,0.469,0.249,1.06877008451377e-07,0.353415153919437,"NFE2L2"
"TM4SF1",4.09795551935178e-12,0.715085723675619,0.599,0.388,1.08091772733942e-07,0.715085723675619,"TM4SF1"
"PFDN2",4.18204707348314e-12,0.316315571275275,0.364,0.157,1.10309855657265e-07,0.316315571275275,"PFDN2"
"FGGY",4.66431240503058e-12,-0.302664423029997,0.268,0.456,1.23030568307492e-07,-0.302664423029997,"FGGY"
"CCDC107",4.72021952674612e-12,0.279456079320991,0.265,0.078,1.24505230456982e-07,0.279456079320991,"CCDC107"
"MFSD10",4.78906209791294e-12,0.349715200109956,0.427,0.221,1.2632109095665e-07,0.349715200109956,"MFSD10"
"NDUFS5",4.80151275951628e-12,0.400305967552798,0.741,0.605,1.26649502057761e-07,0.400305967552798,"NDUFS5"
"ANAPC11",4.9074339827397e-12,0.35380711108098,0.687,0.52,1.29443386162725e-07,0.35380711108098,"ANAPC11"
"IGFBP2",5.20614811053633e-12,0.424563781370506,0.417,0.192,1.37322568711617e-07,0.424563781370506,"IGFBP2"
"SULT2B1",5.24063026613448e-12,-0.494224628313189,0.459,0.623,1.38232104529829e-07,-0.494224628313189,"SULT2B1"
"CXCL3",6.01379941786315e-12,-0.77324728492697,0.086,0.217,1.58625987244976e-07,-0.77324728492697,"CXCL3"
"PPIC",6.33675746380396e-12,0.343829916424689,0.523,0.31,1.67144651622757e-07,0.343829916424689,"PPIC"
"NME2",6.36198015414811e-12,0.372747313848151,0.906,0.893,1.67809950525965e-07,0.372747313848151,"NME2"
"PPDPF",6.61381860237017e-12,0.316689837095405,0.984,0.993,1.74452693274718e-07,0.316689837095405,"PPDPF"
"ZNF593",6.66373654524233e-12,0.305497036178429,0.4,0.192,1.75769378853857e-07,0.305497036178429,"ZNF593"
"SDF4",7.19694442869942e-12,0.328715256103804,0.392,0.189,1.89833803195805e-07,0.328715256103804,"SDF4"
"SFTPA1",7.59467628603497e-12,0.729490441789846,0.264,0.078,2.00324776396744e-07,0.729490441789846,"SFTPA1"
"YWHAB",7.8752680970425e-12,0.381857285871896,0.659,0.477,2.0772594659569e-07,0.381857285871896,"YWHAB"
"TMSB4X",8.06899317210096e-12,0.597356556799396,0.943,0.904,2.12835832900507e-07,0.597356556799396,"TMSB4X"
"LGMN",8.44561484104194e-12,0.279113950809033,0.218,0.046,2.22769982662163e-07,0.279113950809033,"LGMN"
"MPZL2",1.13980456870308e-11,0.316650715177864,0.448,0.235,3.0064625108681e-07,0.316650715177864,"MPZL2"
"NDRG1",1.30049966952548e-11,0.327496282584266,0.215,0.046,3.43032797830735e-07,0.327496282584266,"NDRG1"
"CDC42",1.31001318801001e-11,0.376271693608992,0.548,0.352,3.45542178601401e-07,0.376271693608992,"CDC42"
"JUNB",1.39205067217552e-11,-0.503492844545947,0.579,0.712,3.67181205799736e-07,-0.503492844545947,"JUNB"
"SFTPA2",1.48414059921762e-11,0.842402119651853,0.268,0.078,3.91471765855631e-07,0.842402119651853,"SFTPA2"
"LAPTM4A",1.53221204803105e-11,0.401036862032363,0.754,0.633,4.04151571909149e-07,0.401036862032363,"LAPTM4A"
"HSPA1B",1.75952319723064e-11,0.473408083747298,0.321,0.128,4.64109433733526e-07,0.473408083747298,"HSPA1B"
"SELT",1.86115973638972e-11,0.310134329221268,0.345,0.149,4.90918103667516e-07,0.310134329221268,"SELT"
"ALDH3A2",1.98133291567915e-11,0.344318491324291,0.42,0.221,5.22616183168689e-07,0.344318491324291,"ALDH3A2"
"SERPINF1",2.01137252242579e-11,-0.391671177169369,0.795,0.886,5.3053973024025e-07,-0.391671177169369,"SERPINF1"
"CCPG1",2.10350759070015e-11,0.354900185908258,0.475,0.27,5.5484219719898e-07,0.354900185908258,"CCPG1"
"LAMTOR4",2.10766727727999e-11,0.374989114768217,0.533,0.338,5.55939397728142e-07,0.374989114768217,"LAMTOR4"
"COX8A",2.14933166010046e-11,0.3296936861453,0.785,0.655,5.66929211984699e-07,0.3296936861453,"COX8A"
"TMEM147",2.19020313851137e-11,0.333126914817653,0.416,0.217,5.77709881845144e-07,0.333126914817653,"TMEM147"
"KRTCAP3",2.929296896662e-11,0.348858812997018,0.56,0.391,7.72660642432536e-07,0.348858812997018,"KRTCAP3"
"ATP5D",3.08427225876755e-11,0.360599875220075,0.749,0.612,8.13538493695116e-07,0.360599875220075,"ATP5D"
"ODF2L",3.11891159088157e-11,-0.403839268835145,0.323,0.491,8.22675310326831e-07,-0.403839268835145,"ODF2L"
"VAMP8",3.24595445752419e-11,0.353360239368681,0.888,0.851,8.56185407261155e-07,0.353360239368681,"VAMP8"
"PRDX2",3.30940327917811e-11,0.379283205724059,0.725,0.616,8.7292130294881e-07,0.379283205724059,"PRDX2"
"RBM3",3.33457252687342e-11,-0.331564369623202,0.541,0.73,8.79560195413402e-07,-0.331564369623202,"RBM3"
"SPINT1",3.68818511828152e-11,0.432161689903589,0.797,0.751,9.72832588649116e-07,0.432161689903589,"SPINT1"
"GPRC5A",3.80755362157507e-11,0.522981981475554,0.643,0.459,1.00431841876286e-06,0.522981981475554,"GPRC5A"
"GRN",3.87367505514169e-11,0.396024170138308,0.426,0.235,1.02175926929472e-06,0.396024170138308,"GRN"
"ATP1B3",4.08213783871597e-11,0.269541267958512,0.213,0.046,1.07674549771811e-06,0.269541267958512,"ATP1B3"
"CMTM7",4.29594744612769e-11,0.364290368306328,0.438,0.242,1.1331420578651e-06,0.364290368306328,"CMTM7"
"INSR",4.56675824334678e-11,-0.312514354233174,0.346,0.523,1.20457382184758e-06,-0.312514354233174,"INSR"
"PGAM1",4.85838738056135e-11,0.330392158703552,0.416,0.217,1.28149683937067e-06,0.330392158703552,"PGAM1"
"RAC1",5.34103753002254e-11,0.40980982936761,0.782,0.655,1.40880546929405e-06,0.40980982936761,"RAC1"
"ZFP36L1",5.64391147830821e-11,0.429841613697251,0.907,0.843,1.48869453063336e-06,0.429841613697251,"ZFP36L1"
"ODF3B",6.72531319594993e-11,0.261987623222707,0.237,0.064,1.77393586169571e-06,0.261987623222707,"ODF3B"
"TCIRG1",6.85404495665557e-11,0.300856230601536,0.289,0.107,1.80789143821704e-06,0.300856230601536,"TCIRG1"
"TMEM208",6.93094403593097e-11,0.324389282118783,0.444,0.249,1.82817510835751e-06,0.324389282118783,"TMEM208"
"CSNK1A1",6.93779214930187e-11,0.311751087458013,0.609,0.42,1.82998143522135e-06,0.311751087458013,"CSNK1A1"
"SRPRA",6.98944382005087e-11,0.311835628851749,0.352,0.157,1.84360559641482e-06,0.311835628851749,"SRPRA"
"PPIA",7.0462483563604e-11,0.387679326318806,0.961,0.95,1.85858892895718e-06,0.387679326318806,"PPIA"
"PRDX1",8.57246215580619e-11,0.347539175822076,0.825,0.722,2.261158342837e-06,0.347539175822076,"PRDX1"
"ITGB1",8.72998052093723e-11,0.362388788667975,0.419,0.224,2.30270696200761e-06,0.362388788667975,"ITGB1"
"DSG2",8.83977704199076e-11,0.281604630174286,0.236,0.068,2.3316679903659e-06,0.281604630174286,"DSG2"
"C19orf60",9.01227705821130e-11,0.312673707552945,0.405,0.214,2.3771683196444e-06,0.312673707552945,"C19orf60"
"PDZK1IP1",9.63701301390406e-11,0.518620508937627,0.553,0.381,2.54195492267747e-06,0.518620508937627,"PDZK1IP1"
"FHL2",1.00926474785358e-10,0.325086948000517,0.358,0.171,2.66213762541339e-06,0.325086948000517,"FHL2"
"RAB31",1.01767261003933e-10,0.286313618093447,0.211,0.05,2.68431504350075e-06,0.286313618093447,"RAB31"
"RPS19BP1",1.04024750765978e-10,0.305002539158716,0.394,0.203,2.74386085095421e-06,0.305002539158716,"RPS19BP1"
"BSG",1.04821439436562e-10,0.37544699206618,0.606,0.456,2.76487510801819e-06,0.37544699206618,"BSG"
"SAA1",1.1728032588703e-10,-0.406304162398036,0.655,0.786,3.09350315592219e-06,-0.406304162398036,"SAA1"
"CCDC124",1.24328170946668e-10,0.294045323749032,0.378,0.189,3.27940416506027e-06,0.294045323749032,"CCDC124"
"PPP4R1",1.24495542730949e-10,0.250150164114773,0.261,0.085,3.28381893061425e-06,0.250150164114773,"PPP4R1"
"ANKRD37",1.26875537150948e-10,0.305503740058212,0.2,0.043,3.34659604343056e-06,0.305503740058212,"ANKRD37"
"TMEM179B",1.4103294033332e-10,0.329878453595132,0.507,0.313,3.72002586717198e-06,0.329878453595132,"TMEM179B"
"ZNHIT1",1.4832300417942e-10,0.326657149855231,0.504,0.313,3.91231588124056e-06,0.326657149855231,"ZNHIT1"
"H3F3A",1.69330740508062e-10,0.332340526726136,0.976,0.975,4.46643694238116e-06,0.332340526726136,"H3F3A"
"CEACAM5",1.86290981045034e-10,0.517352926875616,0.186,0.036,4.91379720702487e-06,0.517352926875616,"CEACAM5"
"ETHE1",1.92331922400067e-10,0.296901669079911,0.322,0.142,5.07313911714656e-06,0.296901669079911,"ETHE1"
"IFITM3",1.93630641968151e-10,0.451693949734749,0.921,0.868,5.10739544319392e-06,0.451693949734749,"IFITM3"
"COX4I1",1.94402381896429e-10,0.318565765414119,0.947,0.897,5.12775162728211e-06,0.318565765414119,"COX4I1"
"NDUFA3",2.236765556053e-10,0.351102628714088,0.647,0.495,5.899916507201e-06,0.351102628714088,"NDUFA3"
"GUK1",2.25040802599272e-10,0.329597032874847,0.675,0.512,5.93590125016099e-06,0.329597032874847,"GUK1"
"PDLIM1",2.32450003686419e-10,0.404497198028122,0.642,0.527,6.13133374723667e-06,0.404497198028122,"PDLIM1"
"POMP",2.42264795402254e-10,0.322003094266118,0.612,0.427,6.39021850832526e-06,0.322003094266118,"POMP"
"ENO1",2.55244262320171e-10,0.35187626418576,0.655,0.463,6.73257790721916e-06,0.35187626418576,"ENO1"
"PEBP1",2.65739751012637e-10,0.33416280010279,0.637,0.477,7.00941741246034e-06,0.33416280010279,"PEBP1"
"MVP",2.76259394485523e-10,0.312632559996766,0.463,0.267,7.28689404834464e-06,0.312632559996766,"MVP"
"BCL3",2.8793812778942e-10,-0.329406195570401,0.23,0.391,7.59494399670152e-06,-0.329406195570401,"BCL3"
"ANKRD65",3.35707541923532e-10,0.270944641728663,0.323,0.142,8.854957833317e-06,0.270944641728663,"ANKRD65"
"NNMT",3.37303958536868e-10,0.397622733785392,0.214,0.057,8.89706651432697e-06,0.397622733785392,"NNMT"
"GTF2A2",3.45729147923232e-10,0.307262917083142,0.408,0.221,9.11929773477109e-06,0.307262917083142,"GTF2A2"
"PCBD1",3.55716030506347e-10,0.328062600566372,0.534,0.349,9.38272173666591e-06,0.328062600566372,"PCBD1"
"FAU",3.81141611815889e-10,0.267479236551502,0.985,0.993,1.00533722948677e-05,0.267479236551502,"FAU"
"DCXR",3.8517469335859e-10,-0.339245311779345,0.535,0.69,1.01597528867195e-05,-0.339245311779345,"DCXR"
"USMG5",4.05154280527901e-10,0.394131696319124,0.737,0.626,1.06867544574844e-05,0.394131696319124,"USMG5"
"ACADVL",4.08598822462947e-10,0.32611920273835,0.505,0.324,1.07776111401051e-05,0.32611920273835,"ACADVL"
"CCND1",4.1244834225173e-10,0.517862237483635,0.583,0.409,1.08791499235739e-05,0.517862237483635,"CCND1"
"ORMDL2",4.25167798462159e-10,0.289206664749349,0.34,0.16,1.12146510200364e-05,0.289206664749349,"ORMDL2"
"MRPL52",4.27975888049621e-10,0.328739128147768,0.543,0.359,1.12887199990849e-05,0.328739128147768,"MRPL52"
"UQCR10",4.33422727408908e-10,0.335582137243971,0.828,0.751,1.14323912808648e-05,0.335582137243971,"UQCR10"
"LAMTOR5",4.42239832991573e-10,0.349361884547326,0.518,0.338,1.16649600748187e-05,0.349361884547326,"LAMTOR5"
"AES",4.52534098452208e-10,0.361655021990211,0.623,0.448,1.19364919148739e-05,0.361655021990211,"AES"
"TOMM5",5.08194039725343e-10,0.295798751395418,0.421,0.235,1.34046341858354e-05,0.295798751395418,"TOMM5"
"TMA7",5.1691977904238e-10,0.323746381816978,0.877,0.851,1.36347930118009e-05,0.323746381816978,"TMA7"
"GSTA1",5.38036022802793e-10,-0.372677910904185,0.716,0.851,1.41917761734693e-05,-0.372677910904185,"GSTA1"
"TRAPPC5",5.41246466072061e-10,0.284146278427797,0.472,0.281,1.42764580355828e-05,0.284146278427797,"TRAPPC5"
"TNC",5.61519424469487e-10,0.274563814876543,0.204,0.05,1.48111978592317e-05,0.274563814876543,"TNC"
"REXO2",5.66482464385022e-10,0.306354113478464,0.459,0.274,1.49421079630837e-05,0.306354113478464,"REXO2"
"FKBP11",5.73033809275315e-10,0.4011143526166,0.392,0.214,1.5114912787255e-05,0.4011143526166,"FKBP11"
"UBXN4",5.73797956355212e-10,0.32101853300132,0.604,0.434,1.51350686947814e-05,0.32101853300132,"UBXN4"
"CLTA",6.02148433752774e-10,0.318981289544273,0.666,0.505,1.58828692370969e-05,0.318981289544273,"CLTA"
"CD59",6.13904768391623e-10,0.38789052636354,0.806,0.758,1.61929660758658e-05,0.38789052636354,"CD59"
"COX7C",6.33567885171394e-10,0.306779042198407,0.951,0.943,1.67116201071659e-05,0.306779042198407,"COX7C"
"CHL1",6.40463578201224e-10,0.303205904844428,0.368,0.181,1.68935078022137e-05,0.303205904844428,"CHL1"
"POLR1D",6.6777058092271e-10,0.274707095054234,0.443,0.249,1.76137846129983e-05,0.274707095054234,"POLR1D"
"SARAF",6.8095188693031e-10,0.341096286055907,0.705,0.555,1.79614679215608e-05,0.341096286055907,"SARAF"
"CANX",8.72590283897545e-10,0.380804062638345,0.616,0.466,2.30163139183656e-05,0.380804062638345,"CANX"
"NAPSA",8.89970461925358e-10,0.461944852083153,0.169,0.028,2.34747508742052e-05,0.461944852083153,"NAPSA"
"TOB1",9.26168794548224e-10,-0.341656056788828,0.497,0.662,2.44295542937985e-05,-0.341656056788828,"TOB1"
"DYNLT1",1.00298928908488e-09,0.344090166274928,0.635,0.477,2.64558484781919e-05,0.344090166274928,"DYNLT1"
"KRT4",1.01042999689775e-09,-0.517201558510357,0.244,0.413,2.66521120281719e-05,-0.517201558510357,"KRT4"
"ENY2",1.02603995079327e-09,0.300048224396776,0.507,0.324,2.7063855782074e-05,0.300048224396776,"ENY2"
"NDUFB11",1.04942885402816e-09,0.323883836548977,0.777,0.68,2.76807848827007e-05,0.323883836548977,"NDUFB11"
"COX6C",1.08187172824372e-09,0.331223585589719,0.834,0.747,2.85365305758847e-05,0.331223585589719,"COX6C"
"RBX1",1.1100457106749e-09,0.337978069431455,0.57,0.402,2.92796757104719e-05,0.337978069431455,"RBX1"
"SEMA4B",1.17990954870059e-09,0.251810984527218,0.303,0.132,3.11224741660755e-05,0.251810984527218,"SEMA4B"
"HMGB1",1.20030825200709e-09,0.328736389809205,0.839,0.754,3.1660530763191e-05,0.328736389809205,"HMGB1"
"PDIA3",1.2128054368857e-09,0.485138867060224,0.766,0.712,3.1990169008734e-05,0.485138867060224,"PDIA3"
"TCEA1",1.23471731143453e-09,0.316306296028697,0.574,0.391,3.25681385237085e-05,0.316306296028697,"TCEA1"
"CD44",1.23507832319688e-09,0.255471195999613,0.161,0.025,3.25776609309641e-05,0.255471195999613,"CD44"
"MBOAT2",1.31421264112556e-09,0.285698319626416,0.275,0.11,3.4664986834969e-05,0.285698319626416,"MBOAT2"
"MTDH",1.34276378459301e-09,0.35976560461796,0.521,0.352,3.54180803462099e-05,0.35976560461796,"MTDH"
"MANF",1.3832301156747e-09,0.332692511714878,0.369,0.192,3.64854607611517e-05,0.332692511714878,"MANF"
"HSPA5",1.43033543693541e-09,0.463617852526785,0.61,0.47,3.77279578200453e-05,0.463617852526785,"HSPA5"
"CDKN2A",1.51780809941273e-09,0.255578600914747,0.117,0,4.00352242382096e-05,0.255578600914747,"CDKN2A"
"TMEM123",1.57323167469449e-09,0.3384003814962,0.638,0.484,4.14971318834166e-05,0.3384003814962,"TMEM123"
"ALOX15",1.61045973123447e-09,-0.371901373121641,0.028,0.1,4.24790963307717e-05,-0.371901373121641,"ALOX15"
"FOLR1",1.67067884890129e-09,-0.419608242384446,0.891,0.911,4.40674959974693e-05,-0.419608242384446,"FOLR1"
"MRPL41",1.87315649725066e-09,0.318164139500134,0.522,0.356,4.94082489279806e-05,0.318164139500134,"MRPL41"
"AGPAT2",2.03241626536304e-09,0.261917729863317,0.309,0.135,5.36090438314809e-05,0.261917729863317,"AGPAT2"
"OAZ1",2.07832628556609e-09,0.31449025774855,0.799,0.712,5.48200124343768e-05,0.31449025774855,"OAZ1"
"HP",2.09530371366849e-09,1.58778827107615,0.177,0.039,5.52678260554338e-05,1.58778827107615,"HP"
"HIST1H2AC",2.14080723187064e-09,0.301969439421726,0.251,0.093,5.64680723550518e-05,0.301969439421726,"HIST1H2AC"
"EDN2",2.27458811132213e-09,0.678422889432512,0.139,0.014,5.99968106123439e-05,0.678422889432512,"EDN2"
"SNRPG",2.2943722398646e-09,0.343588642899435,0.598,0.456,6.05186565709086e-05,0.343588642899435,"SNRPG"
"PAPSS1",2.39372460076176e-09,-0.2985420816416,0.274,0.431,6.31392737942929e-05,-0.2985420816416,"PAPSS1"
"CD81",2.51297907369716e-09,0.363669269780594,0.588,0.427,6.62848490269101e-05,0.363669269780594,"CD81"
"VAPA",2.54254794270855e-09,0.310016735308289,0.702,0.566,6.70647870848235e-05,0.310016735308289,"VAPA"
"YWHAZ",2.63151021524089e-09,0.345448290367204,0.706,0.569,6.9411344947409e-05,0.345448290367204,"YWHAZ"
"BRK1",2.68209027457095e-09,0.306506457199924,0.622,0.445,7.07454951723579e-05,0.306506457199924,"BRK1"
"ARF5",2.78311102575627e-09,0.333131045069889,0.608,0.463,7.34101195263731e-05,0.333131045069889,"ARF5"
"POLD4",3.04362684207908e-09,0.273814711752358,0.484,0.292,8.028174521352e-05,0.273814711752358,"POLD4"
"PCBP2",3.43474403144743e-09,-0.305419363994055,0.729,0.854,9.05982433174888e-05,-0.305419363994055,"PCBP2"
"C9orf16",3.6119447030383e-09,0.338405237698139,0.712,0.605,9.52722654320413e-05,0.338405237698139,"C9orf16"
"PSMB6",3.731200436999e-09,0.311228161703112,0.565,0.413,9.84178739267226e-05,0.311228161703112,"PSMB6"
"BANF1",3.7591852017842e-09,0.314194508100043,0.484,0.32,9.91560280674618e-05,0.314194508100043,"BANF1"
"MRPS25",4.14551040486621e-09,0.269320156659243,0.292,0.128,0.000109346127949156,0.269320156659243,"MRPS25"
"AQP5",4.73650830378415e-09,0.418071569811693,0.788,0.651,0.000124934879528915,0.418071569811693,"AQP5"
"PAM",4.766631249607e-09,0.361586231865255,0.599,0.452,0.000125729432470884,0.361586231865255,"PAM"
"TYMP",4.95991820883815e-09,0.265865465736478,0.234,0.082,0.000130827762594524,0.265865465736478,"TYMP"
"PROM2",5.04429141227876e-09,0.32275340187081,0.401,0.235,0.000133053274581677,0.32275340187081,"PROM2"
"QSOX1",5.40603164511566e-09,0.30122315323514,0.404,0.231,0.000142594896703216,0.30122315323514,"QSOX1"
"AUP1",5.88530587816585e-09,0.296816069008633,0.443,0.278,0.000155236713148381,0.296816069008633,"AUP1"
"MBD4",6.05596602956163e-09,0.28404774570306,0.285,0.125,0.000159738215961747,0.28404774570306,"MBD4"
"RAB11B",6.14959407611512e-09,0.286352348681535,0.484,0.313,0.000162207842945688,0.286352348681535,"RAB11B"
"EPS8",6.32556151543125e-09,0.315263043509233,0.365,0.199,0.00016684933609253,0.315263043509233,"EPS8"
"MYEOV2",6.36588262879593e-09,0.294876898188436,0.519,0.349,0.00016791288609975,0.294876898188436,"MYEOV2"
"ARPC2",6.80728335507637e-09,0.291154435520546,0.466,0.285,0.000179555713056849,0.291154435520546,"ARPC2"
"KRT23",8.03526160750721e-09,0.415282003141964,0.156,0.028,0.000211946095421218,0.415282003141964,"KRT23"
"CCDC80",8.04831642060756e-09,0.373444303562402,0.292,0.128,0.000212290442226366,0.373444303562402,"CCDC80"
"TMBIM1",8.18306395494345e-09,0.25792081449114,0.295,0.132,0.000215844677939543,0.25792081449114,"TMBIM1"
"DNAJC3",8.49607470344019e-09,0.321968842653698,0.427,0.263,0.000224100962452642,0.321968842653698,"DNAJC3"
"ADAM28",8.87368681711466e-09,-0.319553907143654,0.379,0.541,0.000234061237175033,-0.319553907143654,"ADAM28"
"PHPT1",8.94149749379307e-09,0.320365863092877,0.654,0.505,0.00023584987939378,0.320365863092877,"PHPT1"
"MRPL14",9.36447390891116e-09,0.299610712629696,0.466,0.295,0.00024700672829535,0.299610712629696,"MRPL14"
"PSMB3",9.4369194352899e-09,0.308690151297077,0.533,0.359,0.000248917623944642,0.308690151297077,"PSMB3"
"TRAPPC1",9.60379282759493e-09,0.286135051931162,0.452,0.278,0.000253319243413471,0.286135051931162,"TRAPPC1"
"NDUFA4",9.74511388335085e-09,0.300147477607292,0.887,0.843,0.000257046868901145,0.300147477607292,"NDUFA4"
"PRSS8",9.85318444708524e-09,0.279857207526396,0.403,0.231,0.000259897446160767,0.279857207526396,"PRSS8"
"MYDGF",1.08952900676514e-08,0.427598274117286,0.567,0.445,0.000287385066114441,0.427598274117286,"MYDGF"
"GABARAPL2",1.11049731938041e-08,0.300437458188666,0.565,0.409,0.000292915877932971,0.300437458188666,"GABARAPL2"
"NEDD8",1.19183186094702e-08,0.295726618446682,0.515,0.356,0.000314369489961996,0.295726618446682,"NEDD8"
"TAX1BP1",1.20165359988163e-08,0.326652278707802,0.554,0.409,0.000316960170040777,0.326652278707802,"TAX1BP1"
"ST14",1.22214984123295e-08,0.277063190471706,0.406,0.235,0.000322366463622015,0.277063190471706,"ST14"
"LRP10",1.24235153899602e-08,0.266635974223086,0.424,0.246,0.00032769506544098,0.266635974223086,"LRP10"
"ATRAID",1.25090991967833e-08,0.29982546595568,0.459,0.295,0.000329952509513552,0.29982546595568,"ATRAID"
"DSP",1.33471608948873e-08,0.326516137731095,0.396,0.238,0.000352058062924443,0.326516137731095,"DSP"
"HN1",1.4285426034596e-08,0.283614629008356,0.277,0.125,0.000376806682514539,0.283614629008356,"HN1"
"APRT",1.4597592899981e-08,0.321200350608213,0.607,0.477,0.000385040707922798,0.321200350608213,"APRT"
"COX5A",1.48027077899739e-08,0.338999998820494,0.702,0.598,0.000390451023376142,0.338999998820494,"COX5A"
"SEC11C",1.54862246968898e-08,0.425237421842491,0.497,0.335,0.000408480148829862,0.425237421842491,"SEC11C"
"GNG10",1.56051858798369e-08,0.286639476025129,0.351,0.192,0.000411617987952458,0.286639476025129,"GNG10"
"CSNK2B",1.5878071922324e-08,0.262216150871037,0.48,0.295,0.000418815903095141,0.262216150871037,"CSNK2B"
"MIEN1",1.6385207157222e-08,0.259979909217313,0.48,0.306,0.000432192609186044,0.259979909217313,"MIEN1"
"C15orf48",1.77871232638528e-08,0.749113938209796,0.236,0.089,0.000469170950330644,0.749113938209796,"C15orf48"
"CTSA",1.84114937981304e-08,0.258371125108104,0.256,0.107,0.000485639971913286,0.258371125108104,"CTSA"
"SPTSSA",1.93262405211255e-08,0.328201314574545,0.457,0.285,0.000509768246225727,0.328201314574545,"SPTSSA"
"MUC4",1.94721229647467e-08,0.467148531320213,0.643,0.52,0.000513616187441123,0.467148531320213,"MUC4"
"NDUFB2",2.07725733284775e-08,0.303579915367029,0.781,0.708,0.000547918166685252,0.303579915367029,"NDUFB2"
"DYNLRB1",2.09622255424858e-08,0.296886036294608,0.484,0.327,0.000552920623134148,0.296886036294608,"DYNLRB1"
"ETFB",2.26108130438807e-08,0.267606063052798,0.431,0.26,0.000596405415658441,0.267606063052798,"ETFB"
"NDUFAB1",2.3462369025827e-08,0.312528540117907,0.532,0.388,0.000618866907794239,0.312528540117907,"NDUFAB1"
"COA4",2.37235168878921e-08,0.250168565954592,0.355,0.192,0.000625755204951929,0.250168565954592,"COA4"
"LAMTOR1",2.39198907784039e-08,0.299383336894007,0.463,0.306,0.000630934959061959,0.299383336894007,"LAMTOR1"
"SPCS3",2.39590964876363e-08,0.254405558841063,0.338,0.174,0.000631969088054382,0.254405558841063,"SPCS3"
"IFT57",2.42629467654395e-08,0.278872108353732,0.297,0.142,0.000639983746831999,0.278872108353732,"IFT57"
"PDCD5",2.45425769629166e-08,0.276543386451285,0.426,0.263,0.000647359552550851,0.276543386451285,"PDCD5"
"ERP29",2.47972539983703e-08,0.317127862925982,0.641,0.498,0.000654077168715014,0.317127862925982,"ERP29"
"SF3B5",2.49314259545012e-08,0.300048224396775,0.447,0.288,0.000657616222401877,0.300048224396775,"SF3B5"
"LGALS3BP",2.49987987490889e-08,0.344585931218985,0.727,0.648,0.000659393314604717,0.344585931218985,"LGALS3BP"
"POLE4",2.51623681775062e-08,0.278008458144485,0.472,0.306,0.00066370778541808,0.278008458144485,"POLE4"
"BAG1",2.57357730587783e-08,0.326395949070243,0.684,0.548,0.000678832485971395,0.326395949070243,"BAG1"
"STT3B",2.58196447460448e-08,0.346744021632447,0.529,0.381,0.000681044769466423,0.346744021632447,"STT3B"
"GSN",2.62599552562731e-08,0.396626887049443,0.703,0.562,0.000692658839794717,0.396626887049443,"GSN"
"ATPIF1",2.67716538062948e-08,0.318815709271359,0.748,0.644,0.000706155912448639,0.318815709271359,"ATPIF1"
"PFDN5",2.7219116275717e-08,0.265918453579746,0.94,0.929,0.000717958630004588,0.265918453579746,"PFDN5"
"ARHGDIA",2.99815195037278e-08,0.273185394150408,0.342,0.185,0.000790822539949829,0.273185394150408,"ARHGDIA"
"HOPX",3.01118576331851e-08,0.406780912652232,0.462,0.288,0.000794260468790525,0.406780912652232,"HOPX"
"TMED10",3.34308749798996e-08,0.324675195767868,0.731,0.619,0.000881806189344813,0.324675195767868,"TMED10"
"SRD5A3",3.41849813008746e-08,0.317194789921222,0.414,0.256,0.000901697251773169,0.317194789921222,"SRD5A3"
"C19orf43",3.49881609596542e-08,0.307345635205352,0.612,0.463,0.000922882721632798,0.307345635205352,"C19orf43"
"DDX5",3.53184135987023e-08,0.333450219946168,0.874,0.826,0.000931593795492972,0.333450219946168,"DDX5"
"LINC01420",3.77407954480914e-08,0.274899808932169,0.339,0.185,0.000995488961534308,0.274899808932169,"LINC01420"
"RUNX2",3.99662769694792e-08,0.25261516189747,0.243,0.1,0.00105419048762395,0.25261516189747,"RUNX2"
"TMPRSS4",3.9988741243004e-08,0.311205350515615,0.46,0.292,0.00105478302776672,0.311205350515615,"TMPRSS4"
"RASSF9",4.26175803158537e-08,-0.274997521479538,0.274,0.413,0.00112412391599127,-0.274997521479538,"RASSF9"
