"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log2FoldChange","Symbol"
"CD151",4.41495248603515e-08,0.340125663772111,0.711,0.616,0.00116453201724149,0.340125663772111,"CD151"
"SFTPC",4.51680379443485e-08,0.329114127610656,0.431,0.324,0.00119139733685808,0.329114127610656,"SFTPC"
"CKB",4.67501945577647e-08,0.323736675163582,0.265,0.114,0.00123312988185016,0.323736675163582,"CKB"
"SEC61G",4.73976505714472e-08,0.351953714705863,0.742,0.662,0.00125020782912306,0.351953714705863,"SEC61G"
"ATP5H",4.85175776602966e-08,0.291021948607482,0.624,0.488,0.00127974814594564,0.291021948607482,"ATP5H"
"BHLHE40",5.23011416874943e-08,0.495151717439874,0.505,0.377,0.00137954721429104,0.495151717439874,"BHLHE40"
"ISCU",5.67117925820553e-08,0.2756268788506,0.461,0.299,0.00149588695293687,0.2756268788506,"ISCU"
"LAMP1",6.05345004348939e-08,0.279679438493593,0.49,0.331,0.0015967185179712,0.279679438493593,"LAMP1"
"NDUFB6",6.07124882702455e-08,0.266998649217335,0.455,0.299,0.00160141330310426,0.266998649217335,"NDUFB6"
"LMAN2",6.19357413914816e-08,0.280622139765223,0.589,0.452,0.00163367905068311,0.280622139765223,"LMAN2"
"GPRC5C",6.20654874000526e-08,0.278966315944264,0.424,0.267,0.00163710136115119,0.278966315944264,"GPRC5C"
"TMED4",6.35414946967785e-08,0.264906418276518,0.385,0.228,0.00167603400561693,0.264906418276518,"TMED4"
"PIGR",6.39258928577278e-08,-0.32848075961816,0.952,0.979,0.00168617327590829,-0.32848075961816,"PIGR"
"HIST1H1E",6.5509405425902e-08,-0.313148735319119,0.177,0.306,0.00172794158691902,-0.313148735319119,"HIST1H1E"
"PSMA7",6.57891428557561e-08,0.304777084268642,0.524,0.367,0.00173532022110628,0.304777084268642,"PSMA7"
"ATP5G1",7.22649401100335e-08,0.268048166799731,0.531,0.367,0.00190613232528235,0.268048166799731,"ATP5G1"
"DNAJC15",7.48725116217373e-08,0.304222692126707,0.495,0.345,0.00197491223904657,0.304222692126707,"DNAJC15"
"RBM39",7.76893374589995e-08,0.291098345480308,0.501,0.349,0.00204921165415603,0.291098345480308,"RBM39"
"ERGIC3",7.97457343300472e-08,0.295612162107949,0.624,0.509,0.00210345323442366,0.295612162107949,"ERGIC3"
"ATP2A2",8.04773377936866e-08,0.275277161263721,0.364,0.206,0.00212275073898407,0.275277161263721,"ATP2A2"
"MRPL54",8.24271290461539e-08,0.250920687096436,0.438,0.278,0.0021741803828504,0.250920687096436,"MRPL54"
"RPL22L1",8.87969173138089e-08,0.306471892345766,0.523,0.374,0.00234219628798634,0.306471892345766,"RPL22L1"
"GTF2I",9.728164993242e-08,0.303385480201085,0.447,0.295,0.00256599808026744,0.303385480201085,"GTF2I"
"TMED3",1.00120164897632e-07,0.278480571715812,0.577,0.409,0.00264086958950484,0.278480571715812,"TMED3"
"CFI",1.06355013384151e-07,0.260282125177732,0.381,0.224,0.00280532618803374,0.260282125177732,"CFI"
"HS3ST1",1.09647620078247e-07,0.311981524317447,0.603,0.452,0.00289217527480392,0.311981524317447,"HS3ST1"
"IFITM2",1.1124978640636e-07,0.5245891123118,0.71,0.637,0.00293443561604057,0.5245891123118,"IFITM2"
"ARPC5",1.13244987824733e-07,0.260452888631905,0.345,0.185,0.00298706304385299,0.260452888631905,"ARPC5"
"CLCA2",1.14417251818782e-07,-0.323996863734,0.131,0.253,0.00301798385122402,-0.323996863734,"CLCA2"
"SSR3",1.16873237433136e-07,0.302494161757258,0.516,0.381,0.00308276538377382,0.302494161757258,"SSR3"
"SELENBP1",1.23927635255457e-07,-0.281446720811289,0.576,0.694,0.00326883923513318,-0.281446720811289,"SELENBP1"
"CAST",1.24419279132248e-07,0.304872973194483,0.534,0.384,0.00328180732567132,0.304872973194483,"CAST"
"MUC5AC",1.24810706835536e-07,-1.0140070267193,0.181,0.302,0.00329213201420095,-1.0140070267193,"MUC5AC"
"FDFT1",1.35440243732461e-07,-0.301624344652835,0.422,0.562,0.00357250730893111,-0.301624344652835,"FDFT1"
"EFNA1",1.44913731911228e-07,0.285455700541589,0.466,0.302,0.00382238950662247,0.285455700541589,"EFNA1"
"EIF4G2",1.47723645946607e-07,0.296053345708312,0.598,0.456,0.00389650660913365,0.296053345708312,"EIF4G2"
"DHRS7",1.47954389462164e-07,0.256246611942575,0.388,0.238,0.00390259293084349,0.256246611942575,"DHRS7"
"CFD",1.48756833905313e-07,0.455508746443148,0.196,0.071,0.00392375900792043,0.455508746443148,"CFD"
"C14orf2",1.55620535544997e-07,0.307927836601828,0.718,0.616,0.00410480286607037,0.307927836601828,"C14orf2"
"RPL18A",1.62111440658942e-07,0.255356322141396,0.994,0.996,0.0042760134702609,0.255356322141396,"RPL18A"
"SNRPE",1.64598351993773e-07,0.252696386916937,0.41,0.253,0.00434161073053976,0.252696386916937,"SNRPE"
"ZNF428",1.65332545646691e-07,0.254031755226875,0.45,0.288,0.00436097655652276,0.254031755226875,"ZNF428"
"YWHAQ",1.73538801512187e-07,0.290537408015689,0.421,0.267,0.00457743296748696,0.290537408015689,"YWHAQ"
"NDUFB4",1.8148142350065e-07,0.278411496682966,0.715,0.637,0.00478693550767665,0.278411496682966,"NDUFB4"
"JTB",1.83348829418646e-07,0.281334522193939,0.604,0.47,0.00483619207357561,0.281334522193939,"JTB"
"SRSF11",1.85770115822971e-07,0.263764107071999,0.477,0.32,0.0049000583450625,0.263764107071999,"SRSF11"
"RPSA",2.05955799696429e-07,-0.324550732423988,0.969,0.982,0.00543249612859271,-0.324550732423988,"RPSA"
"GADD45GIP1",2.06514427930881e-07,0.265052803040572,0.442,0.292,0.00544723106553286,0.265052803040572,"GADD45GIP1"
"NOP10",2.08456790271365e-07,0.280260326340798,0.425,0.281,0.00549846475698779,0.280260326340798,"NOP10"
"VSTM2L",2.23297020733812e-07,0.281747407653832,0.377,0.224,0.00588990551589575,0.281747407653832,"VSTM2L"
"EPCAM",2.32829838922094e-07,0.301369494789419,0.79,0.722,0.00614135266124808,0.301369494789419,"EPCAM"
"SDF2L1",2.37234350093391e-07,0.327231698601984,0.301,0.164,0.00625753045241338,0.327231698601984,"SDF2L1"
"CTNNA1",2.453294679883e-07,0.274038595330559,0.53,0.381,0.00647105537712739,0.274038595330559,"CTNNA1"
"TMEM165",2.55912251720465e-07,0.302517888407951,0.493,0.345,0.00675019746363071,0.302517888407951,"TMEM165"
"ATP5J2",2.57631001173519e-07,0.268519278003808,0.701,0.594,0.00679553291795391,0.268519278003808,"ATP5J2"
"PRSS22",2.61669007940852e-07,0.291272680058767,0.458,0.31,0.00690204342245585,0.291272680058767,"PRSS22"
"LTBR",2.61897415530959e-07,0.259011467687119,0.357,0.214,0.0069080681294601,0.259011467687119,"LTBR"
"EDF1",2.64977174658247e-07,0.278216356976285,0.846,0.847,0.00698930293596057,0.278216356976285,"EDF1"
"RPN2",2.77417501792562e-07,0.339215461505098,0.572,0.452,0.00731744144478241,0.339215461505098,"RPN2"
"S100A9",2.82535243870082e-07,0.480644702963051,0.345,0.206,0.00745243212756116,0.480644702963051,"S100A9"
"NUCB1",3.02245384581272e-07,0.25306856081838,0.343,0.196,0.00797232650910022,0.25306856081838,"NUCB1"
"ANKRD36C",3.04829764489879e-07,0.260598002121647,0.333,0.185,0.00804049469794955,0.260598002121647,"ANKRD36C"
"CAPNS1",3.12343891807058e-07,0.293139165800308,0.461,0.317,0.00823869483419476,0.293139165800308,"CAPNS1"
"CLU",3.41190301221742e-07,0.616636723100533,0.93,0.833,0.00899957657532588,0.616636723100533,"CLU"
"RAN",3.6647257333746e-07,0.292476897295866,0.589,0.448,0.00966644706692217,0.292476897295866,"RAN"
"MALAT1",3.73301019456908e-07,0.30959569169453,0.978,0.922,0.00984656099021486,0.30959569169453,"MALAT1"
"MRPL51",3.85738254619993e-07,0.283228505574664,0.502,0.363,0.0101746179421116,0.283228505574664,"MRPL51"
"SYNE2",3.95954065286532e-07,0.272169191821339,0.497,0.345,0.0104440803800629,0.272169191821339,"SYNE2"
"PRR13",4.00678135340702e-07,0.27075934405293,0.465,0.317,0.0105686871758817,0.27075934405293,"PRR13"
"UFC1",4.02740654690724e-07,0.270753917602737,0.471,0.324,0.0106230902487772,0.270753917602737,"UFC1"
"ADM",4.05208295696684e-07,0.283680357929324,0.132,0.028,0.0106881792155914,0.283680357929324,"ADM"
"GDF15",4.2634326906786e-07,0.50281694898061,0.384,0.228,0.0112456564082029,0.50281694898061,"GDF15"
"TMEM14C",4.26720356121955e-07,0.292704425973592,0.614,0.502,0.0112556028334288,0.292704425973592,"TMEM14C"
"UQCRH",4.27230322742537e-07,0.278836464985278,0.774,0.715,0.0112690542229799,0.278836464985278,"UQCRH"
"MT-ND4L",4.27957112714242e-07,0.276753012516599,0.986,0.979,0.0112882247620636,0.276753012516599,"MT-ND4L"
"NDUFA2",4.31738820447218e-07,0.286019861164587,0.591,0.466,0.0113879748669363,0.286019861164587,"NDUFA2"
"PHLDA2",5.38720807423424e-07,0.334781654108523,0.357,0.203,0.0142098387374077,0.334781654108523,"PHLDA2"
"TMEM98",5.48588154915901e-07,0.263952768644243,0.415,0.274,0.0144701097622167,0.263952768644243,"TMEM98"
"SNU13",5.60826171091742e-07,0.276390492181291,0.545,0.427,0.0147929119148869,0.276390492181291,"SNU13"
"AQP3",6.64171115629631e-07,0.345712599210733,0.821,0.779,0.0175188415169628,0.345712599210733,"AQP3"
"MRPL20",7.87768763615779e-07,0.251478858108593,0.539,0.395,0.0207789766778934,0.251478858108593,"MRPL20"
"RAB13",7.89817457632088e-07,0.252956566133669,0.411,0.267,0.0208330150799616,0.252956566133669,"RAB13"
"MYH14",8.05598235473772e-07,0.255359406836728,0.428,0.281,0.0212492646570917,0.255359406836728,"MYH14"
"P4HB",8.56339707830584e-07,0.337821567028701,0.779,0.74,0.0225876724734473,0.337821567028701,"P4HB"
"AURKAIP1",9.16692154740967e-07,0.261981203384012,0.573,0.456,0.0241795889656025,0.261981203384012,"AURKAIP1"
"TMEM219",1.07429396216654e-06,0.253292282266884,0.588,0.473,0.0283366518400667,0.253292282266884,"TMEM219"
"SPCS2",1.07466090286711e-06,0.290744446071946,0.642,0.527,0.0283463306349257,0.290744446071946,"SPCS2"
"COMMD6",1.09523662482023e-06,0.267637658893317,0.827,0.794,0.0288890564528833,0.267637658893317,"COMMD6"
"MRPL33",1.13492487312609e-06,0.279511989443175,0.541,0.423,0.0299359133784468,0.279511989443175,"MRPL33"
"PRDX5",1.19475003920135e-06,0.264607595494718,0.901,0.843,0.031513921784014,0.264607595494718,"PRDX5"
"MACC1",1.200316140876e-06,0.261531861863626,0.273,0.142,0.0316607388478863,0.261531861863626,"MACC1"
"CD82",1.21876083831213e-06,-0.251647653595935,0.65,0.74,0.0321472546321591,-0.251647653595935,"CD82"
"CYP24A1",1.23465631095934e-06,0.251393921248253,0.138,0.036,0.0325665295141744,0.251393921248253,"CYP24A1"
"HM13",1.30387739540968e-06,0.318065375506196,0.542,0.42,0.0343923740587212,0.318065375506196,"HM13"
"SMIM22",1.49025117881291e-06,0.295678767071335,0.735,0.651,0.0393083553435482,0.295678767071335,"SMIM22"
"ATP1B1",1.58874749660064e-06,0.333665306795748,0.799,0.74,0.041906392717835,0.333665306795748,"ATP1B1"
"TMED9",1.60029775081938e-06,0.316922042961172,0.547,0.445,0.0422110537733628,0.316922042961172,"TMED9"
"TECR",1.81458146932064e-06,0.256193934807348,0.655,0.544,0.0478632154162706,0.256193934807348,"TECR"
"SERINC2",1.85833758436261e-06,0.27098364120582,0.598,0.484,0.0490173704627326,0.27098364120582,"SERINC2"
"PIP",1.87083290045424e-06,0.292261879138525,0.188,0.075,0.0493469594152814,0.292261879138525,"PIP"
"BTG1",2.06135192827955e-06,0.349070722119903,0.543,0.423,0.0543722798122297,0.349070722119903,"BTG1"
"RPS19",2.14429198974815e-06,0.282478598570466,0.991,1,0.0565599898135869,0.282478598570466,"RPS19"
"RPN1",2.3482708183138e-06,0.266452255125172,0.532,0.395,0.0619403393746631,0.266452255125172,"RPN1"
"MT-ND1",2.36803486584528e-06,0.261171777065086,0.986,0.972,0.062461655656401,0.261171777065086,"MT-ND1"
"IGFBP3",2.86431246172741e-06,0.644859587350584,0.423,0.299,0.0755519698029839,0.644859587350584,"IGFBP3"
"MT1E",3.33253675051356e-06,0.264440448494884,0.506,0.345,0.0879023218682962,0.264440448494884,"MT1E"
"CLIC3",3.37017635931409e-06,0.267255048567704,0.165,0.06,0.0888951418296279,0.267255048567704,"CLIC3"
"ZFP36L2",3.52879696025996e-06,0.334868848640247,0.322,0.189,0.0930790774207769,0.334868848640247,"ZFP36L2"
"SDPR",3.6333210781444e-06,-0.256180302549924,0.181,0.292,0.0958361100782148,-0.256180302549924,"SDPR"
"SRI",3.95996127757012e-06,0.314998565862747,0.701,0.609,0.104451898618467,0.314998565862747,"SRI"
"GADD45B",4.08155537284597e-06,-0.333219646582414,0.316,0.434,0.107659186069558,-0.333219646582414,"GADD45B"
"REEP3",4.12302884607252e-06,0.273665388270459,0.523,0.409,0.108753131872855,0.273665388270459,"REEP3"
"SOD1",4.96994795018875e-06,0.278005210027427,0.684,0.616,0.131092317082129,0.278005210027427,"SOD1"
"CITED2",5.14824996530116e-06,0.281933429837171,0.265,0.146,0.135795389334749,0.281933429837171,"CITED2"
"SUMO2",5.61223623018756e-06,0.270957746262616,0.837,0.819,0.148033955043657,0.270957746262616,"SUMO2"
"TBCA",5.63327156926153e-06,0.250665728572687,0.566,0.448,0.148588804182411,0.250665728572687,"TBCA"
"LMAN1",6.07904555194449e-06,0.272865612470967,0.495,0.37,0.16034698452364,0.272865612470967,"LMAN1"
"TMEM45A",6.34512731470255e-06,0.374531407923596,0.8,0.765,0.167365423179909,0.374531407923596,"TMEM45A"
"HSPA8",6.49443274738909e-06,0.334330655498805,0.564,0.452,0.171303652577882,0.334330655498805,"HSPA8"
"ERRFI1",6.55742296697382e-06,0.294349018751435,0.356,0.224,0.172965145599869,0.294349018751435,"ERRFI1"
"UBD",7.21459169926079e-06,-0.514158112871274,0.27,0.384,0.190299285251402,-0.514158112871274,"UBD"
"TNFRSF12A",7.77777355775369e-06,0.34009713523921,0.239,0.125,0.205154333132869,0.34009713523921,"TNFRSF12A"
"APP",8.34697998398424e-06,0.285407910831407,0.662,0.555,0.220168291037552,0.285407910831407,"APP"
"PET100",8.71600314274311e-06,0.266144251935372,0.566,0.463,0.229902014896135,0.266144251935372,"PET100"
"CLDN3",9.88847777135771e-06,0.365702096902195,0.599,0.509,0.260828378175102,0.365702096902195,"CLDN3"
"RHOC",9.97387359082979e-06,0.254824757733389,0.591,0.48,0.263080863705317,0.254824757733389,"RHOC"
"TUBB4B",1.0206921508274e-05,0.27163461045048,0.361,0.235,0.269227968623744,0.27163461045048,"TUBB4B"
"SELM",1.04315954361105e-05,0.292850882114734,0.557,0.456,0.275154192818287,0.292850882114734,"SELM"
"SSR2",1.04485780969524e-05,0.263806844727626,0.687,0.644,0.275602144463314,0.263806844727626,"SSR2"
"TSC22D3",1.06646774162121e-05,0.257626347369927,0.514,0.377,0.281302196207426,0.257626347369927,"TSC22D3"
"CD47",1.07312363674353e-05,0.263539572627309,0.397,0.27,0.28305782166384,0.263539572627309,"CD47"
"CXCL17",1.34280604803197e-05,0.262236300383826,0.994,0.989,0.354191951289393,0.262236300383826,"CXCL17"
"NDUFB1",1.3540101044443e-05,0.26342134856287,0.587,0.491,0.357147245249273,0.26342134856287,"NDUFB1"
"KRT18",1.85960576294707e-05,0.352596975578296,0.922,0.89,0.490508212092548,0.352596975578296,"KRT18"
"CLDN4",2.33786789587032e-05,-0.326621506334134,0.813,0.836,0.616659414893715,-0.326621506334134,"CLDN4"
"DUSP5",2.35648626111662e-05,-0.289914957382747,0.134,0.224,0.62157038109473,-0.289914957382747,"DUSP5"
"APOD",2.9545309187776e-05,-0.375892380239749,0.279,0.381,0.779316620445968,-0.375892380239749,"APOD"
"CEBPD",3.18720221520257e-05,-0.290479759166414,0.634,0.73,0.840688328303982,-0.290479759166414,"CEBPD"
"STOM",3.21578583984768e-05,0.260988847487034,0.397,0.278,0.848227830976623,0.260988847487034,"STOM"
"PON2",3.51678649624991e-05,0.266142339699391,0.434,0.331,0.927622774115838,0.266142339699391,"PON2"
"SEC61B",3.61717672344056e-05,0.28322541831814,0.787,0.772,0.954102704341915,0.28322541831814,"SEC61B"
"PDIA4",5.23091797604084e-05,0.268672127914111,0.424,0.32,1,0.268672127914111,"PDIA4"
"EMP1",7.65554527334203e-05,0.257105485567528,0.265,0.157,1,0.257105485567528,"EMP1"
"ALDH3A1",7.68017229718579e-05,0.284813710701615,0.211,0.11,1,0.284813710701615,"ALDH3A1"
"IFITM1",9.64757717960499e-05,0.433364737116456,0.702,0.637,1,0.433364737116456,"IFITM1"
"FAM3D",0.000108138854784442,-0.286235728251796,0.513,0.641,1,-0.286235728251796,"FAM3D"
"HLA-DQB1",0.000118473154391326,0.25275582162197,0.44,0.338,1,0.25275582162197,"HLA-DQB1"
"AREG",0.000126291923383088,0.28090534175037,0.108,0.036,1,0.28090534175037,"AREG"
"DMBT1",0.00028663751779918,0.306399056549164,0.134,0.057,1,0.306399056549164,"DMBT1"
"MGP",0.000306152720958315,-0.322235201605948,0.25,0.342,1,-0.322235201605948,"MGP"
"CLDN7",0.000442128974472733,0.257509320741064,0.734,0.687,1,0.257509320741064,"CLDN7"
"KRT15",0.000588818252338189,0.331989491050113,0.311,0.217,1,0.331989491050113,"KRT15"
"CXCL6",0.000726367461817721,-0.428347385553155,0.44,0.52,1,-0.428347385553155,"CXCL6"
"AGR2",0.0007715584484082,0.701895644803906,0.972,0.982,1,0.701895644803906,"AGR2"
"FGFBP1",0.000924551255870912,0.330687788948753,0.189,0.11,1,0.330687788948753,"FGFBP1"
"IFI27",0.00102153582103818,0.350520270344311,0.256,0.171,1,0.350520270344311,"IFI27"
"CXCL1",0.00116644765609925,-0.330800212626207,0.596,0.701,1,-0.330800212626207,"CXCL1"
"TFF3",0.00187100519287635,-0.323532135563858,0.719,0.786,1,-0.323532135563858,"TFF3"
"LGALS3",0.00200410140725346,0.279036423378087,0.97,0.982,1,0.279036423378087,"LGALS3"
"RNASE1",0.00208234397526756,0.419555656061971,0.818,0.797,1,0.419555656061971,"RNASE1"
"S100A16",0.00216327923139205,0.252290650088667,0.652,0.601,1,0.252290650088667,"S100A16"
"FOSB",0.0029372185053706,0.445767415418969,0.416,0.367,1,0.445767415418969,"FOSB"
"HLA-DRB5",0.00326191952391119,0.520369295713528,0.537,0.505,1,0.520369295713528,"HLA-DRB5"
"F3",0.00338669153683078,-0.285886864148207,0.371,0.438,1,-0.285886864148207,"F3"
"RARRES1",0.00380516812892708,0.689230780082836,0.628,0.601,1,0.689230780082836,"RARRES1"
"MT2A",0.0167820822705264,-0.568110239593019,0.508,0.552,1,-0.568110239593019,"MT2A"
"PRSS23",0.0231437963772674,-0.37941123702327,0.587,0.577,1,-0.37941123702327,"PRSS23"
"KRT17",0.0302218776442236,0.558137082559697,0.191,0.139,1,0.558137082559697,"KRT17"
"BPIFA1",0.0331797066556451,0.309414303124919,0.337,0.409,1,0.309414303124919,"BPIFA1"
"DUSP1",0.04517550534659,0.303102553915662,0.788,0.776,1,0.303102553915662,"DUSP1"
"SERPINB3",0.127734613699292,-0.984241954168871,0.259,0.288,1,-0.984241954168871,"SERPINB3"
"BPIFB1",0.333443407553646,0.294825595945716,0.94,0.979,1,0.294825595945716,"BPIFB1"
"ATF3",0.414498733014844,0.306893337944053,0.34,0.338,1,0.306893337944053,"ATF3"
"LYPD2",0.422876734721513,0.618110359634938,0.15,0.139,1,0.618110359634938,"LYPD2"
