size smiles qed sa rges qed sa max_or_val 
25 C=C1CN(c2nc(C)nc3c2cnn3CC(=O)OCC)CC(=C)N1C 0.7789438727764534 0.7527804832341821 1.1674979139173667 0.7789438727764534 0.7527804832341821 1
26 C#CCN1C(=C)CN(c2nc(C)nc3c2cnn3CC(C)CC)CC1=C 0.7761596517659435 0.6668201001283826 1.971389263810951 0.7761596517659435 0.6668201001283826 1
22 C=C1CN(c2nc(C)nc3[nH]ncc23)CC(=C)N1CN(C)C 0.92226468693111 0.707132517549517 1.121779205629325 0.92226468693111 0.707132517549517 1
24 C=C1CN(c2nc(C)nc3c2cnn3CCC(C)C)CC(=C)N1C 0.8644041344541387 0.7484706363865015 0.26028568808399954 0.8644041344541387 0.7484706363865015 1
26 C=C1CN(c2ncnc3c2cnn3Cc2ccc(O)cc2)CC(=C)N1C 0.7835131678886377 0.7750232422194454 -0.0 0.7835131678886377 0.7750232422194454 1
28 C=C1CN(c2nc(C)nc3c2cnn3CC)CC(=C)N1CC(=O)N1CCCC1 0.8059781274589897 0.758328794940111 1.121779205629325 0.8059781274589897 0.758328794940111 1
29 C=Cc1ccc(Cn2ncc3c(N4CC(=C)N(CCO)C(=C)C4)ncnc32)cc1 0.7001310804381372 0.7534807691976726 2.226959483075377 0.7001310804381372 0.7534807691976726 1
26 C=C1CN(c2nc(C)nc3c2cnn3C(C)(C)C)CC(=C)N1CN(C)C 0.8433999354472709 0.7159506672268703 0.6583875651187578 0.8433999354472709 0.7159506672268703 1
28 C=Cc1ccc(Cn2ncc3c(N4CC(=C)N(CO)C(=C)C4)ncnc32)cc1 0.7403284475608609 0.7493194181144048 1.2983458599531823 0.7403284475608609 0.7493194181144048 1
26 C=C1CN(c2ncnc3c2cnn3Cc2ccc(N)cc2)CC(=C)N1C 0.732444810177437 0.7726891465853498 1.3454598273451088 0.732444810177437 0.7726891465853498 1
27 C#CCn1ncc2c(N3CC(=C)N(CN4CCSCC4)C(=C)C3)ncnc21 0.7460836849124235 0.7045510272513967 1.8514963938183846 0.7460836849124235 0.7045510272513967 1
23 C=C1CN(c2nc(C)nc3c2cnn3C)CC(=C)N1CN(C)C 0.8522509435436321 0.7259483280334325 0.5988793922888462 0.8522509435436321 0.7259483280334325 1
26 C=C1CN(c2ncnc3c2cnn3Cc2ccc(Br)cc2)CC(=C)N1C 0.6613545805155037 0.7768567141529173 -0.0 0.6613545805155037 0.7768567141529173 1
29 C=C1CN(c2ncnc3c2cnn3Cc2ccc(O)cc2)CC(=C)N1CN(C)C 0.7150156344802234 0.7544196783050211 1.3454598273451088 0.7150156344802234 0.7544196783050211 1
27 C=C1CN(c2nc(C)nc3c2cnn3Cc2ccc(O)cc2)CC(=C)N1C 0.7724470214355982 0.7708537730211467 0.9463474192098084 0.7724470214355982 0.7708537730211467 1
28 C#CCN1C(=C)CN(c2ncnc3c2cnn3Cc2ccc(O)cc2)CC1=C 0.7092840595875022 0.7493821104220972 1.8531667335645505 0.7092840595875022 0.7493821104220972 1
31 C#CCN1C(=C)CN(c2nc(C)nc3c2cnn3Cc2ccc(C=C)c(C)c2)CC1=C 0.5970054805246143 0.7202665204072785 1.1109016782462222 0.5970054805246143 0.7202665204072785 0
25 C=C1CN(c2nc(C)nc3c2cnn3CC(=O)OCC)CC(=C)N1C 0.7789438727764534 0.7527804832341821 1.1674979139173667 0.7789438727764534 0.7527804832341821 0
26 C#CCN1C(=C)CN(c2nc(C)nc3c2cnn3CC(C)CC)CC1=C 0.7761596517659435 0.6668201001283826 1.971389263810951 0.7761596517659435 0.6668201001283826 0
32 C=C1CN(c2ncnc3c2cnn3Cc2ccc(O)cc2)CC(=C)N1CN1CCSCC1 0.6375401747164136 0.7456528860806279 1.2567363269933196 0.6375401747164136 0.7456528860806279 0
22 C=C1CN(c2nc(C)nc3[nH]ncc23)CC(=C)N1CN(C)C 0.92226468693111 0.707132517549517 1.121779205629325 0.92226468693111 0.707132517549517 0
30 C=Cc1ccc(Cn2ncc3c(N4CC(=C)N(CC(=O)O)C(=C)C4)ncnc32)cc1 0.6782677112080556 0.7578454493538761 1.121779205629325 0.6782677112080556 0.7578454493538761 0
27 C=C1CN(c2ncnc3c2cnn3CC(=O)OC)CC(=C)N1C[C@@H](O)CCl 0.5678900202369511 0.6798901758474706 1.1674979139173667 0.5678900202369511 0.6798901758474706 0
27 C=C1CN(c2nc(C)nc3c2cnn3CC2CC2)CC(=C)N1C[C@@H](O)CCl 0.7655017405447107 0.6711330476423423 1.0117705173217149 0.7655017405447107 0.6711330476423423 0
27 C#CCN1C(=C)CN(c2nc(C)nc3c2cnn3CC(=O)OCC)CC1=C 0.5859039643046988 0.7279772521034676 1.089676127870607 0.5859039643046988 0.7279772521034676 0
30 C=Cc1ccc(Cn2ncc3c(N4CC(=C)N(CN(C)C)C(=C)C4)ncnc32)cc1 0.632370345372658 0.745122010439849 0.8966022019428449 0.632370345372658 0.745122010439849 0
26 C#CCN1C(=C)CN(c2nc(C)nc3c2cnn3CC2CCC2)CC1=C 0.795385222604881 0.719984031670646 1.089676127870607 0.795385222604881 0.719984031670646 0
35 C=Cc1ccc(Cn2ncc3c(N4CC(=C)N(CN5CCSCC5)C(=C)C4)nc(C)nc32)cc1C 0.5141047004147942 0.7179964203738354 0.9463474192098084 0.5141047004147942 0.7179964203738354 0
29 C#CCN1C(=C)CN(c2ncnc3c2cnn3Cc2ccc(C=C)cc2)CC1=C 0.6339601336998577 0.7402739109956336 1.051534020599638 0.6339601336998577 0.7402739109956336 0
27 C=C1CN(c2ncnc3c2cnn3Cc2ccc(N)cc2)CC(=C)N1CO 0.6790780202264768 0.75660023445445 1.2567363269933196 0.6790780202264768 0.75660023445445 0
28 C#CCn1ncc2c(N3CC(=C)N(CN4CCSCC4)C(=C)C3)nc(C)nc21 0.7333500461212411 0.7020734565759433 0.9463474192098084 0.7333500461212411 0.7020734565759433 0
28 C=C1CN(c2nc(C)nc3c2cnn3CC(=O)OC)CC(=C)N1C[C@@H](O)CO 0.649439387884378 0.6858141940062601 1.089676127870607 0.649439387884378 0.6858141940062601 0
30 C=Cc1ccc(Cn2ncc3c(N4CC(=C)N(CCCCl)C(=C)C4)ncnc32)cc1 0.5333047150744349 0.7495619788708708 1.7399818642851246 0.5333047150744349 0.7495619788708708 0
28 C=C1CN(c2nc(C)nc3c2cnn3C(C)C)CC(=C)N1CN1CCSCC1 0.7834569311547508 0.7244137024376767 1.0117705173217149 0.7834569311547508 0.7244137024376767 0
29 C=C1CN(c2ncnc3c2cnn3Cc2ccc(O)cc2)CC(=C)N1CN(C)C 0.7150156344802234 0.7544196783050211 1.2983458599531823 0.7150156344802234 0.7544196783050211 0
24 C=C1CN(c2nc(C)nc3c2cnn3CC(=O)OC)CC(=C)N1C 0.7805480045516694 0.7479634102792754 1.0117705173217149 0.7805480045516694 0.7479634102792754 0
30 C=C1CN(c2nc(C)nc3c2cnn3Cc2ccccc2)CC(=C)N1C[C@@H](O)CCl 0.6133650508371405 0.7076915133693722 1.0117705173217149 0.6133650508371405 0.7076915133693722 0
28 C=C1CN(c2ncnc3c2cnn3CC(=O)OCC)CC(=C)N1C[C@@H](O)CCl 0.539764933101429 0.6841412925487432 1.0117705173217149 0.539764933101429 0.6841412925487432 0
27 C=C1CN(c2nc(C)nc3c2cnn3CC(C)=O)CC(=C)N1C[C@@H](O)CCl 0.7470797675767095 0.6670285597698544 1.0117705173217149 0.7470797675767095 0.6670285597698544 0
28 C=C1CN(c2nc(C)nc3c2cnn3CC)CC(=C)N1CC(=O)N1CCCC1 0.8059781274589897 0.758328794940111 1.121779205629325 0.8059781274589897 0.758328794940111 0
31 C=C1CN(c2nc(C)nc3c2cnn3CC2CCOC2)CC(=C)N1Cc1cccnc1 0.6319867654024758 0.6924238626599758 1.2567363269933196 0.6319867654024758 0.6924238626599758 0
30 C=Cc1ccc(Cn2ncc3c(N4CC(=C)N(CCCO)C(=C)C4)ncnc32)cc1 0.6550653661413512 0.7556977570461839 1.2983458599531823 0.6550653661413512 0.7556977570461839 0
29 C=Cc1ccc(Cn2ncc3c(N4CC(=C)N(CCO)C(=C)C4)ncnc32)cc1 0.7001310804381372 0.7534807691976726 2.226959483075377 0.7001310804381372 0.7534807691976726 0
30 C=Cc1ccc(Cn2ncc3c(N4CC(=C)N(CCO)C(=C)C4)ncnc32)cc1C 0.6836305145613165 0.7364622819330617 1.121779205629325 0.6836305145613165 0.7364622819330617 0
27 C=C1CN(c2ncnc3c2cnn3CC(=O)OCC)CC(=C)N1CN(C)C 0.6976222039058426 0.7375327392829549 1.121779205629325 0.6976222039058426 0.7375327392829549 0
26 C=C1CN(c2nc(C)nc3c2cnn3C(C)(C)C)CC(=C)N1CN(C)C 0.8433999354472709 0.7159506672268703 0.6583875651187578 0.8433999354472709 0.7159506672268703 0
27 C=Cc1ccc(Cn2ncc3c(N4CC(=C)N(C)C(=C)C4)ncnc32)cc1 0.7162094999075018 0.7647870476412632 1.2983458599531823 0.7162094999075018 0.7647870476412632 0
28 C=Cc1ccc(Cn2ncc3c(N4CC(=C)N(CO)C(=C)C4)ncnc32)cc1 0.7403284475608609 0.7493194181144048 1.2983458599531823 0.7403284475608609 0.7493194181144048 0
23 C#CCN1C(=C)CN(c2ncnc3c2cnn3CC#C)CC1=C 0.7987142220490568 0.6937818924177661 1.0117705173217149 0.7987142220490568 0.6937818924177661 0
26 C=C1CN(c2ncnc3c2cnn3Cc2ccc(N)cc2)CC(=C)N1C 0.732444810177437 0.7726891465853498 1.3454598273451088 0.732444810177437 0.7726891465853498 0
27 C=C1CN(c2nc(C)nc3c2cnn3Cc2ccc(Br)cc2)CC(=C)N1C 0.6404058460643147 0.7726389956932115 1.0117705173217149 0.6404058460643147 0.7726389956932115 0
31 C=C1CN(c2ncnc3c2cnn3Cc2ccncc2)CC(=C)N1CN1CCSCC1 0.6066940227890302 0.7393703689901723 1.089676127870607 0.6066940227890302 0.7393703689901723 0
27 C#CCn1ncc2c(N3CC(=C)N(CN4CCSCC4)C(=C)C3)ncnc21 0.7460836849124235 0.7045510272513967 1.8514963938183846 0.7460836849124235 0.7045510272513967 0
28 C=C1CN(c2ncnc3c2cnn3CCCC)CC(=C)N1CN1CCSCC1 0.7402222062900258 0.7348941284657821 1.0117705173217149 0.7402222062900258 0.7348941284657821 0
29 C=Cc1ccc(Cn2ncc3c(N4CC(=C)N(CC)C(=C)C4)ncnc32)cc1C 0.6634610703719277 0.7423776520386046 1.121779205629325 0.6634610703719277 0.7423776520386046 0
25 C#CCn1ncc2c(N3CC(=C)N(C[C@@H](O)CCl)C(=C)C3)ncnc21 0.639662681734374 0.6511833187475751 1.8768299730026712 0.639662681734374 0.6511833187475751 0
23 C=C1CN(c2nc(C)nc3c2cnn3C)CC(=C)N1CN(C)C 0.8522509435436321 0.7259483280334325 0.5988793922888462 0.8522509435436321 0.7259483280334325 0
