size smiles bbbp rges rges qed sa max_or_val 
44 CNC(=O)C1CCC(CNC(=O)CCC(C)=CCc2c(O)c3c(c(C)c2OCCOCCN2CCOC2=O)COC3=O)CC1 0.945605417296193 5.796158172407073 4.486781900683802 0.15346027085618183 0.7349920994732817 1
30 CCOC(C)Oc1c(C)c2c(c(O)c1CC=C(CC[N+](=O)[O-])C(C)CC)C(=O)OC2 0.6870638501465751 6.01394866733953 5.829943270274557 0.18635926110504322 0.6344420654368911 1
44 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCOCCOCCOC(=O)NO)COC2=O)CCC(=O)NCCO[N+](=O)[O-] 0.9855624443333112 5.667170610516412 5.751433005562758 0.03854391714571225 0.6541872793292318 1
40 CCOC(C)Oc1c(C)c2c(c(O)c1CC=C(CCNC(=O)c1ccc(Br)cc1)c1ccc(F)cc1)C(=O)OC2 0.9048044222562492 5.939095778258334 4.748767332696735 0.19030709382199867 0.7211897066702913 1
43 CNC1CCN(CCCOc2c(C)c3c(c(O)c2CC=C(C)CCCNC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)C(=O)OC3)C1 0.8437831460975211 3.228895815116008 3.4436659734164596 0.09070904186389646 0.7103212392138069 0
38 CCN(CCCCC(C)(C)F)CCCNC(=O)CCC(C)=CCc1c(O)c2c(c(C)c1C1CC1)COC2=O 0.9520739381134158 3.7021864905480832 5.115005674132869 0.14974263322641843 0.7417858623248698 0
44 Cc1c2c(c(O)c(CC=C(CCc3cnn(C4CCOCC4)c3C)c3ccc(F)cc3)c1OC(=O)CCN(C)C)C(=O)OC2 0.9405485075747041 4.013401267325782 4.5512142587857465 0.22644680063428752 0.7269504121283688 0
37 CCCCCCCCOc1cc2c(c(O)c1CC=C(C)CCN(Cc1ccccc1)C(C)C)C(=O)OC2 0.6421696841784548 2.466990985715759 3.7267255824348178 0.14404811705583356 0.7882176777040386 0
38 Cc1ccc(C(=O)CCC(=CCc2c(O)c3c(c(C)c2OCCCN2CCCCC2)COC3=O)C(C)C)o1 0.6576856122922473 2.911225178887492 3.0586574040105385 0.15077803729651365 0.749564890970559 0
43 Cc1c2c(c(O)c(CC=C(CCC3C(=O)C4CCN3CC4)C(C)C)c1OCCCCCCOCC1CCCC1)C(=O)OC2 0.9316675143466696 3.0995646462965736 3.887379090612229 0.12411190637721209 0.5977435477434898 0
37 Cc1c2c(c(O)c(CC=C(CCN(C)Cc3ccccc3)C(C)C)c1Oc1ccc(F)cc1)C(=O)OC2 0.8269992734705036 4.859207935767893 4.740395903084236 0.23965440813218408 0.7791949318601389 0
40 C=CCCCOc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCC(=O)NCC13CCN(CC1)CC3)C(=O)OC2 0.9807193053038824 3.475135227339222 2.2049646604926805 0.20050060514343676 0.6455986659403398 0
40 CC(=CCc1c(O)c2c(c(C)c1C(N)=O)COC2=O)CCNc1ccc(NC(=O)c2ccc(F)c(Cl)c2)c(C)c1 0.5124855850966211 4.092090871397459 3.839395819727514 0.19110345121801617 0.773811963745469 0
44 CNC(=O)Nc1ccc(C(=O)NCCCC(=CCc2c(O)c3c(c(C)c2OCCCF)COC3=O)c2ccccc2)cc1C 0.8687245305423007 4.3167291221419335 4.105848270682678 0.14018502795370663 0.7617010324757633 0
39 CCCCOc1c(C)c2c(c(O)c1CC=C(CCC(=O)NC)c1ccc(N3C(=O)CCC3=O)cc1)C(=O)OC2 0.9275606478712368 3.701242475562272 3.3765215072530617 0.24957888101028658 0.7627441150631538 0
38 CCCCCCCOc1c(C)c2c(c(O)c1CC=C(CCC)CCC(=O)NCC1CCOCC1)C(=O)OC2 0.8966455003440071 3.69333763826421 4.460607975431843 0.14800435476343018 0.7608354623687005 0
46 CC(=CCc1c(O)c2c(c(C)c1OCCCCCOC(=O)C(C)C)COC2=O)CCC(=O)NC(CC(N)=O)C(=O)N[C@@H](C)C(N)=O 0.5114297452209126 4.654267526954625 2.3642950890151133 0.0830756812621601 0.6675167547435409 0
44 CNC(=O)C1CCC(CNC(=O)CCC(C)=CCc2c(O)c3c(c(C)c2OCCOCCN2CCOC2=O)COC3=O)CC1 0.945605417296193 5.796158172407073 3.7423896705379205 0.15346027085618183 0.7349920994732817 0
37 COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)NCCCCNC(=O)CCC1CCCC1)C(=O)OC2 0.8752871550655157 4.70993519798945 4.63893171849642 0.18947268117140345 0.7846759969488962 0
48 COCCOCCOc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)NCCc1ccccc1OCCOCCNS(C)(=O)=O)C(=O)OC2 0.8927383043349437 3.9585432132973555 3.584786713586514 0.08900358168972594 0.7429714361861038 0
