size smiles bbbp rges rges qed sa max_or_val 
25 C/C=C\C(=O)NCCC=CCc1c(O)c2c(c(C)c1CC)COC2=O 0.9356341865773287 6.738153349217108 6.025302243297858 0.3451525365766321 0.7575753550290538 1
44 C=CCNC(=O)CCC(=CCc1c(O)c2c(c(C)c1OCCOCCN1CC3(CC3)C3(C1)OCCO3)COC2=O)C(C)CC 0.9957883955609633 5.5942477824535946 5.120626385992821 0.16100634490665125 0.5561120063621505 1
47 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCOCCN1CCN(C)CC1)COC2=O)CCC(=O)NC(C)C(=O)OCCCCO 0.9692070340159986 6.022641179019729 5.150686825173816 0.1076225967770149 0.6468131418428891 1
43 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCOCCN1CCN(CCC(=O)NO)CC1)COC2=O)CCNC(N)=O 0.9752801286539939 5.909422993229002 5.252606819191024 0.057923195061279666 0.6794307263932939 1
42 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCOCCN1CCN(C3CN(C)C3)CC1)COC2=O)CCNC(N)=O 0.9765834594852297 5.688662298801299 5.150487572766734 0.1607629417755147 0.6746610905539749 1
39 CCC(=O)Nc1ccc(CCCOc2c(C)c3c(c(O)c2CC=C(C)CCC(=O)N(C)O)C(=O)OC3)cc1C 0.7743226702300651 3.797487078381324 3.959286898436031 0.1120990607219354 0.7625555793255483 0
39 CCC(C)=CCc1c(O)c2c(c(C)c1OCCNC(=O)C[n+]1c(C)cc(C(=O)N3CCC3)cc1C)COC2=O 0.8515787129330323 3.084857977439161 3.901645310983411 0.2089543330938483 0.729006909303981 0
49 CC(=CCc1c(O)c2c(c(C)c1OCCCN1CCCCC1CCNc1ccccc1)COC2=O)CCSCCC(=O)NCc1ccco1 0.8587748989271633 4.0954768405436575 4.448519938297557 0.06730309851307181 0.6876401126185474 0
41 COc1c(C)c2c(c(O)c1CC=C(C)CCNC(=O)CCCNC(=O)CCNC(=O)c1ccc(Br)cc1)C(=O)OC2 0.9321374399708467 4.046712996507348 3.685271642810717 0.14113781539587025 0.7853411074133889 0
41 COc1c(C)c2c(c(O)c1CC=C(C)CCNC(=O)CNC(=O)c1ccc(C3(C4=NCCO4)CC3)cc1)C(=O)OC2 0.9455017866337803 2.25782035480589 2.9447891225081415 0.2830780789752767 0.729675510980836 0
40 C=CC(N)CCC(C)=CCc1c(O)c2c(c(C)c1OCCCCCCCN(C)C(=O)Cc1cccs1)COC2=O 0.889709328526886 4.385008498649354 4.457715073064252 0.13296555439057853 0.6895566022746866 0
44 CC(=CCc1c(O)c2c(c(C)c1OCCCN1CCN(CC3CCCCC3)CC1)COC2=O)CCNC(=O)Nc1ccsc1 0.950233206659741 4.73763552650102 4.412945518156232 0.14061989644345615 0.749421347631778 0
31 C=CCCC(=CCc1c(O)c2c(c(C)c1OCCCOCCCC)COC2=O)C(=C)C 0.7630671347163878 4.011987334531049 4.012686332837409 0.1711784913755719 0.7459949969561239 0
45 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCOCCN1CCN(C3CCNC3)CC1)COC2=O)CCC(=O)N1CCCC1 0.9834479183979985 4.752840402637254 4.497938579241636 0.17156061192666486 0.6471161954425172 0
47 CC(=CCc1c(O)c2c(c(C)c1OCCCN(CC1CC1)C(=O)CCCn1cncc1C)COC2=O)CCn1cc([N+](=O)[O-])nc1C 0.8329516225399011 3.824694431060044 3.140117214534406 0.06699448866382553 0.702206194536108 0
25 C/C=C\C(=O)NCCC=CCc1c(O)c2c(c(C)c1CC)COC2=O 0.9356341865773287 6.738153349217108 6.613326491386957 0.3451525365766321 0.7575753550290538 0
41 CC(=CCc1c(O)c2c(c(C)c1OCCc1cccs1)COC2=O)CCNC(=O)COC(=O)c1cnc(Cl)c(Cl)c1 0.923322746586742 3.3849934782832465 2.7723158075360663 0.15246582304583758 0.7538716313821738 0
44 CCCCNC(=O)CNC(=O)C(C)Oc1c(C)c2c(c(O)c1CC=C(C)CCNC(=O)c1cccc([C@H](C)F)n1)C(=O)OC2 0.9065096736255981 4.317618467907478 2.9421599674214303 0.13408246173044489 0.6644112778891524 0
42 CC(=CCc1c(O)c2c(c(C)c1OCCCl)COC2=O)CCNC(=O)CCCOc1cccc(-c2c(C)n[nH]c2C)c1 0.8241430474233519 3.22458892338302 2.1987883257125973 0.09242917951245977 0.7440355355571168 0
38 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCCC(=O)NO)COC2=O)CCNC(=O)c1ccccc1 0.8927714869795169 4.690274888999562 4.930920644383806 0.10048696091710319 0.7147625387762522 0
44 CCNC(=O)NCCCOc1c(C)c2c(c(O)c1CC=C(CCNC(=O)CCCOCC(=O)NO)C1CCCC1)C(=O)OC2 0.9876305249448392 4.039673724269644 3.864200560987223 0.04732695746809977 0.7313623227983438 0
44 Cc1c2c(c(O)c(CC=CCCNC(=O)CCCOCCCO[N+](=O)[O-])c1OCCCNCCN1CCCCC1)C(=O)OC2 0.9789346180403528 2.9882395950087863 2.572117572630074 0.057379882765919835 0.7368847281707491 0
42 CC(=CCc1c(O)c2c(c(C)c1OCCCOc1ccccc1)COC2=O)CCNC(=O)CCCN1CCN(C)CC1 0.9237328233423293 3.4006429334329544 2.7649606709212464 0.18367213574665942 0.7788559353832792 0
46 CC(=CCc1c(O)c2c(c(C)c1OCCN1CCCCC1)COC2=O)CCNC(=O)CCCN1CCN(C2CCC(Cl)CC2)CC1 0.9722041956007703 2.769132077634687 2.9796846057377393 0.1605623151556968 0.7406019819904337 0
49 COc1c(C)c2c(c(O)c1CC=C(C)CCNC(=O)CCCNCCCNC(=O)/C=C\c1cccc(NC(=O)/C=C/N(C)C)c1)C(=O)OC2 0.9324526779376413 5.688135039698125 5.000575853707716 0.06431118805676014 0.7291900753364942 0
37 CCOC(=O)CCN1CCN(CCOCCOc2c(C)c3c(c(O)c2CC=C(C)CC)C(=O)OC3)CC1 0.7230385552964597 3.8559374689678405 3.2831152134075823 0.22610599872877485 0.7721477425110265 0
32 CCC(C)=CCc1c(O)c2c(c(C)c1OCCCCCOC[C@H]1CCCN1C)COC2=O 0.6984296608438509 3.3538092505362247 3.2124696416283696 0.27951004291806486 0.7188211745888987 0
37 CCC(C)=CCc1c(O)c2c(c(C)c1OCCCONC(=O)Cc1cccc3ccccc13)COC2=O 0.6231536196338888 2.457622947887869 2.8081108480507466 0.15571249239593557 0.7710622198285806 0
42 CC(=CCc1c(O)c2c(c(C)c1OCCCN1CCN(CCC(N)=O)CC1)COC2=O)CCC(N)C[C@@H](O)CCCN 0.7736150718583099 0.886500905627222 2.263373121248046 0.09619952724834402 0.6621530336052379 0
46 CC(=CCc1c(O)c2c(c(C)c1OCCCN1CCN(c3cccc4ccsc34)CC1)COC2=O)CCc1cc2ccccc2o1 0.6504572042315889 4.183554155276235 3.2650939046188725 0.0893504626681919 0.7454591454737167 0
43 CC(=CCc1c(O)c2c(c(C)c1OCCCN1CCN(CC(=O)Nc3cccc(Cl)c3Cl)CC1)COC2=O)CC[N+](=O)[O-] 0.8747179716710406 3.656187600952607 2.447443388986559 0.1040926124921141 0.7529859821364706 0
42 CC(=CCc1c(O)c2c(c(C)c1OCCCN1CCN(C3CCNCC3)CC1)COC2=O)CCNC(=O)c1ccoc1 0.9548968175330048 5.07201621620222 3.991933073992231 0.19731921658668294 0.7431728118401558 0
43 CC(=CCc1c(O)c2c(c(C)c1OCCCN1CCN(Cc3n[nH]c(=O)o3)CC1)COC2=O)CCNc1cccc(F)c1 0.7473179228891598 3.0175797260153874 3.197328877425778 0.15240387075786216 0.7417251660013862 0
37 CC(=O)SCCCC(C)=CCc1c(O)c2c(c(C)c1OCCNC(=O)C(=O)OCC(F)(F)F)COC2=O 0.8031474722560868 3.2606063061139983 3.6598028198825894 0.18508664320006168 0.7367693993157602 0
43 CCCCN(C)CCC(C)=CCc1c(O)c2c(c(C)c1OCCCn1cc(N3CCN(C)CC3)c(=O)[nH]c1=O)COC2=O 0.7538944966163146 4.904340967946702 5.358551444886911 0.19236016774292103 0.733197392392881 0
43 CC(=CCc1c(O)c2c(c(C)c1Oc1ccc(C(F)(F)F)nn1)COC2=O)CCNC(=O)C1CCCN(C(=O)C2CC2)C1 0.7494637518975904 3.4223163952411118 3.603737473027241 0.31431572906645583 0.6896593775460629 0
38 CC(C)=CC(=O)NCCCOc1c(C)c2c(c(O)c1CC=C(C)CC/C(=N\O)c1ccccn1)C(=O)OC2 0.6008008952058016 4.357092875489158 3.7356747025463997 0.06978055115832826 0.7375117108232508 0
37 CC(=CCc1c(O)c2c(c(C)c1OCCCNC(=O)C(=O)NCCN(C)C)COC2=O)CCS(=O)(=O)[O-] 0.9098704878240462 2.2384108921552195 3.189480559634062 0.10413651434774807 0.7305872454696064 0
43 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCOCCN1CCN(C)CC1)COC2=O)CCc1cc(C)c(O)c(C)c1 0.9185335693876363 4.333847403289559 4.846176987227651 0.1687723910969197 0.6855525212650888 0
42 C#CCCCCN1CCN(CCOCCOc2c(C)c3c(c(O)c2CC=C(C=C)CCN(CC)CC)C(=O)OC3)CC1 0.9558505578485145 5.050311999102607 5.154701288973239 0.11024903795554834 0.7237654074798101 0
47 Cc1c2c(c(O)c(CC=C(CCc3cccc(Cl)c3)C3CCCC3)c1OCCOCCN1CCN(CCCC(=N)O)CC1)C(=O)OC2 0.9732434745814541 5.008143306373679 4.032948134118577 0.05652687294134026 0.7260810106558097 0
44 C=CCNC(=O)CCC(=CCc1c(O)c2c(c(C)c1OCCOCCN1CC3(CC3)C3(C1)OCCO3)COC2=O)C(C)CC 0.9957883955609633 5.5942477824535946 5.917189294520005 0.16100634490665125 0.5561120063621505 0
42 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCOCCN1CCN(CCC(=N)O)CC1)COC2=O)CCNC(N)=O 0.9732447148879131 5.741960822206675 5.358245620480059 0.060251403266439636 0.6677477440713978 0
47 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCOCCN1CCN(CCN(C)C)CC1)COC2=O)CCC(=O)NC(C)C(=O)OC 0.97573159348959 3.9258826243457468 3.35368571908389 0.12912311815085156 0.6494544183233084 0
42 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCOCCN1CCN([C@H]3CCOC3)CC1)COC2=O)CCC(F)(F)F 0.9643637700634188 5.719474085216989 4.905818417350011 0.18157393133650984 0.6417257466954216 0
40 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCOCCN1CCN(C)CC1)COC2=O)CCOCCN=C=S 0.966232809608816 5.150777461562447 5.964238836849514 0.09713991388087288 0.6598478317310711 0
40 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCOCCN1CCN(C)CC1)COC2=O)CCNS(=O)(=O)CC 0.9483331584412616 5.2093327940360705 5.235194872631741 0.17263931779527664 0.6835995571801415 0
41 CC(=CCc1c(O)c2c(c(C)c1OCCCCCCCN(C)CCOCc1ccccc1)COC2=O)CCC(=O)O 0.5142123150011152 4.815712201022106 3.365909261866073 0.11740703050662006 0.7744965892878365 0
44 CC(=CCc1c(O)c2c(c(C)c1OCCCCCCCNC(=O)N(O)C(C)C)COC2=O)CCC(=O)Nc1ccccc1N 0.8228926604984519 5.180029073401005 4.769431278195345 0.03858123097823334 0.7483700781577386 0
42 CCN(C)CC(=O)NCCC(C)=CCc1c(O)c2c(c(C)c1OCCCCCCCNCCCNCCN)COC2=O 0.9276489958959234 3.0119426327897028 2.9067585265544733 0.07401866854784897 0.7459951183472079 0
