ID,Z_RGES
Z2006820455,-2.391941621189213
Z1276436408,-2.391941621189213
Z45520609,-2.391941621189213
Z1436487454,-2.390904554817837
Z99529252,-2.3899663158606304
Z2177418342,-2.389581837439189
Z1675199614,-2.389581837439189
Z1383432318,-2.3892330021410597
Z220628336,-2.388643251491932
Z357788354,-2.388417908451444
Z204264278,-2.387824266728698
Z56801363,-2.3872901430445257
Z67740770,-2.3854823635307962
Z3133971072,-2.3854823635307962
Z3037488302,-2.3854823635307962
Z27699873,-2.385074790166979
Z1249718136,-2.3836697962739164
Z98332604,-2.3836697962739164
Z1384021897,-2.3783578040197044
Z211761004,-2.3770227031430347
Z941242950,-2.3770227031430347
Z1822535680,-2.3770227031430347
Z56763823,-2.3770227031430347
Z199418016,-2.3770227031430347
Z27327725,-2.3770227031430347
Z1272002685,-2.3769467393455948
Z184479200,-2.375574471342503
Z220430734,-2.3735257817869497
Z231000364,-2.373218709596614
Z2582963425,-2.373218709596614
Z3217362532,-2.3723456900918314
Z1542452889,-2.3713893190700883
Z2732438462,-2.3713893190700883
Z1823104162,-2.3713893190700883
Z238883622,-2.3713893190700883
Z2900814166,-2.3711271181928333
Z2997649822,-2.36973087697301
Z1556164172,-2.36973087697301
Z1303353823,-2.36973087697301
Z1424309649,-2.36973087697301
Z910661892,-2.36973087697301
Z228410042,-2.3687502856334337
Z1689006213,-2.367711540928643
Z56781868,-2.367098263546237
Z3476327968,-2.3653323952203107
Z56759989,-2.3650335602142842
Z279095834,-2.3650335602142842
Z1872630452,-2.362677805497624
Z1233726600,-2.3626332872303566
Z898516548,-2.362441415070319
Z1883260172,-2.362441415070319
Z238663526,-2.356336241695478
Z646100714,-2.356115690753863
Z56780078,-2.356115690753863
Z16522988,-2.3557211889699796
Z166706900,-2.3557211889699796
Z1457954170,-2.3536937071692092
Z4521694848,-2.3535913031235696
Z57110492,-2.352320785939923
Z30632686,-2.352320785939923
Z2507223410,-2.3510578279586305
Z763574284,-2.3510578279586305
Z55863135,-2.3510578279586305
Z1699834763,-2.3510578279586305
Z2057372799,-2.3510578279586305
Z1161217700,-2.3510578279586305
Z1129154964,-2.3492609404858626
Z1213745476,-2.3492609404858626
Z2434540783,-2.347698823274083
Z756958504,-2.347698823274083
Z56755486,-2.347698823274083
Z2047158994,-2.347698823274083
Z1591396684,-2.347698823274083
Z298261722,-2.3475266397666026
Z1652308090,-2.345169341423416
Z1238996160,-2.345169341423416
Z738153296,-2.3447227159524187
Z1681205434,-2.341606203404271
Z1002201608,-2.338880595872066
Z1401143536,-2.338880595872066
Z218660102,-2.338880595872066
Z82927236,-2.338880595872066
Z44426685,-2.3379682334659773
Z970663136,-2.3356929366523578
Z3048354401,-2.3356929366523578
Z3099057785,-2.3356929366523578
Z3952007206,-2.3356929366523578
Z2582359090,-2.3356929366523578
Z1778719204,-2.3356929366523578
Z1329704937,-2.3356929366523578
Z24580555,-2.3356929366523578
Z1856577546,-2.334326128910101
Z1102998814,-2.334209118230297
Z1013695802,-2.3332828777946713
Z17375671,-2.331916248827087
Z3086721331,-2.331916248827087
Z169863110,-2.331916248827087
Z3876013724,-2.331916248827087
Z2440738931,-2.3305747277389055
Z30200180,-2.329251471800113
Z53173233,-2.3284605039505766
Z2313405381,-2.328121344013147
Z89622248,-2.328121344013147
Z1528280001,-2.328121344013147
Z3713009435,-2.328121344013147
Z1005097330,-2.328121344013147
Z1869808262,-2.328121344013147
Z2259589628,-2.328121344013147
Z1261650891,-2.328121344013147
Z1324015854,-2.328121344013147
Z2699589876,-2.327385699994286
Z2723076319,-2.3261808924294884
Z3989662828,-2.3261808924294884
Z2836669429,-2.325071983896934
Z56781651,-2.3250418794066317
Z2065935265,-2.324142221856256
Z1229730605,-2.323722862260448
Z1510254698,-2.322730479829115
Z1190483418,-2.322677911792396
Z2126033755,-2.322677911792396
Z1782769726,-2.322677911792396
Z372514392,-2.322316347167148
Z48955803,-2.31785290322392
Z2832190970,-2.317751654262364
Z1747559808,-2.3173570978571054
Z1134131914,-2.3167422279900136
Z1158349238,-2.3157804370365946
Z2065935344,-2.3101765355144837
Z3325175255,-2.3097698328850345
Z1211730941,-2.3086003859136444
Z55426700,-2.3086003859136444
Z1416999680,-2.3086003859136444
Z1318887273,-2.3086003859136444
Z316139738,-2.3086003859136444
Z1272175741,-2.3086003859136444
Z382984684,-2.3086003859136444
Z1525619081,-2.3086003859136444
Z385141168,-2.3086003859136444
Z297022778,-2.3086003859136444
Z1425893837,-2.3086003859136444
Z3071535298,-2.3086003859136444
Z1333156057,-2.3086003859136444
Z916351148,-2.3086003859136444
Z2595830729,-2.3086003859136444
Z225731630,-2.307795611484708
Z104483432,-2.3069305355223566
Z979275388,-2.306590539799754
Z2982733175,-2.305339119670589
Z1021019062,-2.305339119670589
Z1580653258,-2.3027032081132597
Z2936890814,-2.3027032081132597
Z31510801,-2.3027032081132597
Z2936913163,-2.3027032081132597
Z1416569579,-2.3027032081132597
Z993466150,-2.3027032081132597
Z212627784,-2.3027032081132597
Z145917438,-2.3027032081132597
Z54489205,-2.3027032081132597
Z968028712,-2.3027032081132597
Z1846169830,-2.3027032081132597
Z1529453018,-2.3019535936434243
Z3048354445,-2.3019535936434243
Z56982797,-2.3019535936434243
Z928038738,-2.3016661417418836
Z1210077281,-2.3013546619672653
Z1144152644,-2.3012655524686174
Z2654393526,-2.3004789824181353
Z1337375936,-2.299117092594143
Z2159547090,-2.299117092594143
Z445011192,-2.299117092594143
Z1766368563,-2.299117092594143
Z57728895,-2.299117092594143
Z1461949070,-2.299117092594143
Z18979485,-2.299117092594143
Z57974772,-2.299117092594143
Z821196378,-2.299117092594143
Z2107879154,-2.297395506523415
Z3809933189,-2.295817323167901
Z245436670,-2.294461592287486
Z4081407388,-2.293093621430455
Z2504743688,-2.293003692417051
Z2784498840,-2.2923744238413626
Z2936915924,-2.292249525177936
Z2911630888,-2.290844675084542
Z1663535232,-2.290844675084542
Z56802520,-2.2908113036843654
Z144957644,-2.2908113036843654
Z45691330,-2.2898018774120144
Z2617940117,-2.2898018774120144
Z1128974324,-2.2887924494705065
Z1498692811,-2.2887924494705065
Z300205966,-2.2887924494705065
Z1139199021,-2.2887924494705065
Z1238998304,-2.2887924494705065
Z3765847383,-2.2887924494705065
Z2615603841,-2.2887924494705065
Z3009187121,-2.2887924494705065
Z771103770,-2.286850970990714
Z644841134,-2.286850970990714
Z227821116,-2.286850970990714
Z32681344,-2.286850970990714
Z1078996104,-2.286850970990714
Z1357329025,-2.286850970990714
Z1275838233,-2.286850970990714
Z44381770,-2.286850970990714
Z1102413454,-2.286850970990714
Z91228536,-2.286850970990714
Z997262052,-2.2860793370890287
Z1160874145,-2.2847050192909357
Z815785298,-2.284475853069109
Z56773193,-2.283642161975828
Z262916976,-2.2813719977948326
Z2000258983,-2.2813719977948326
Z1420831608,-2.2798386254181677
Z222945188,-2.2781872550532745
Z1671152339,-2.2778155784210874
Z905878188,-2.2762607144726674
Z1694157929,-2.275795147138331
Z3025864364,-2.2750983587856393
Z16523174,-2.2749363426969356
Z235633760,-2.2740734504673035
Z3335288319,-2.2740734504673035
Z2787447824,-2.2740734504673035
Z1481692401,-2.2740734504673035
Z56837681,-2.2740734504673035
Z1449896913,-2.273303929937042
Z1531197571,-2.2732360419118707
Z131184284,-2.2732360419118707
Z4136002329,-2.2732360419118707
Z2760963831,-2.2732360419118707
Z1764835662,-2.2732360419118707
Z297772806,-2.2721014728452866
Z1454359667,-2.2717656312613093
Z1900731866,-2.271493989636105
Z1143057295,-2.2713927234367706
Z1743577873,-2.271301841467353
Z62879968,-2.2698668617836875
Z1177734662,-2.2678785822331062
Z2982147205,-2.2673394130377695
Z197187084,-2.265665915022729
Z1367147298,-2.2652834030406783
Z3216001309,-2.264582349444713
Z2409517382,-2.2635654228182207
Z4056452376,-2.262881677625603
Z92213546,-2.262881677625603
Z1165432789,-2.262881677625603
Z14487083,-2.262881677625603
Z2069879765,-2.262881677625603
Z1229677456,-2.262881677625603
Z1210347778,-2.262881677625603
Z769905002,-2.262881677625603
Z1386497049,-2.2626558654931075
Z2042834153,-2.261256667552776
Z1553137322,-2.2609248288309134
Z899394084,-2.260418868552656
Z1454533694,-2.2601464474192174
Z49907357,-2.2601464474192174
Z990829490,-2.2600225274099093
Z1334987570,-2.2585372390086995
Z1260483445,-2.2585372390086995
Z2189323776,-2.258116419559445
Z1815350814,-2.257526251663849
Z31191559,-2.2572548136804893
Z1281764436,-2.256984499825218
Z1128126764,-2.256984499825218
Z4121064275,-2.256984499825218
Z20213448,-2.255947433453842
Z1507321810,-2.2534547603092108
Z643663240,-2.2530976620738516
Z270736512,-2.2530976620738516
Z990846178,-2.252986972771242
Z1273694130,-2.2526691171900133
Z285568568,-2.2526691171900133
Z108790440,-2.2526691171900133
Z1966539006,-2.2520041502425006
Z1700667053,-2.2520041502425006
Z218484402,-2.2520041502425006
Z1413896774,-2.2520041502425006
Z203182878,-2.2520041502425006
Z57455500,-2.2520041502425006
Z3409795134,-2.2520041502425006
Z454296384,-2.2515375395873862
Z1689307566,-2.25149454878841
Z2700038660,-2.25149454878841
Z990867574,-2.2477550495133665
Z1481115743,-2.2466713912193383
Z364083110,-2.2461069724421154
Z383097884,-2.2461069724421154
Z1420527548,-2.2461069724421154
Z1213671075,-2.2461069724421154
Z353298006,-2.2461069724421154
Z1531368057,-2.2460841772945566
Z1449888594,-2.2460381804989087
Z1959855780,-2.2460381804989087
Z1824576013,-2.2452604564494356
Z2272761412,-2.2452457744600207
Z1886386967,-2.2432291790597114
Z1695946947,-2.2431986245631013
Z2273446820,-2.2426778357511337
Z454020842,-2.2426778357511337
Z1129152023,-2.2424750424797635
Z1328278020,-2.2424750424797635
Z56773042,-2.2424750424797635
Z1897217990,-2.2421030765686893
Z2992570511,-2.2406721197588393
Z45627910,-2.2406721197588393
Z108860618,-2.239205652892325
Z951367464,-2.238965369697102
Z1443188824,-2.238965369697102
Z1439779211,-2.2388829309371943
Z1787212033,-2.2388829309371943
Z2252342644,-2.2388829309371943
Z56778553,-2.2388829309371943
Z2169096094,-2.2388829309371943
Z2952762674,-2.2388829309371943
Z1678284222,-2.2388829309371943
Z131087840,-2.2388829309371943
Z296199636,-2.2388829309371943
Z222999072,-2.2388829309371943
Z57221622,-2.2388829309371943
Z2242926339,-2.2388829309371943
Z25075148,-2.2388829309371943
Z383196458,-2.238414317214963
Z2616114729,-2.2369424793535355
Z1711680307,-2.23690103243767
Z71189522,-2.2368775221302637
Z1148793967,-2.2354218164101125
Z1956955830,-2.2350939346409016
Z3104452001,-2.23460875931561
Z1169953850,-2.234484449184495
Z645026572,-2.234484449184495
Z1127255800,-2.2335533905648646
Z1239663429,-2.233326809737073
Z17357137,-2.233326809737073
Z52554493,-2.233326809737073
Z57000164,-2.233326809737073
Z1824057295,-2.233326809737073
Z666065286,-2.233326809737073
Z2714013546,-2.233326809737073
Z1460929530,-2.233326809737073
Z1197694362,-2.2323583243877323
Z1529946337,-2.230778599866885
Z1516314927,-2.230778599866885
Z758880560,-2.230778599866885
Z2091513065,-2.230778599866885
Z220420468,-2.230778599866885
Z1172318275,-2.230778599866885
Z2283242087,-2.230778599866885
Z1264382855,-2.230778599866885
Z31388451,-2.230778599866885
Z57298627,-2.230778599866885
Z2709922322,-2.230778599866885
Z282938050,-2.230778599866885
Z2494725553,-2.230778599866885
Z1303527971,-2.230778599866885
Z1874258275,-2.230778599866885
Z2505681914,-2.230778599866885
Z237657042,-2.230778599866885
Z1240714796,-2.230778599866885
Z2439272941,-2.230778599866885
Z1724000927,-2.230778599866885
Z343351036,-2.230778599866885
Z168971704,-2.230778599866885
Z1480678843,-2.230778599866885
Z1641345705,-2.230778599866885
Z2573655425,-2.230778599866885
Z1413955886,-2.230778599866885
Z1642823420,-2.230542006184626
Z2379498301,-2.229191817499311
Z26299216,-2.229191817499311
Z2504725765,-2.229191817499311
Z45723020,-2.226959483075377
Z1481848876,-2.226959483075377
Z991009118,-2.226959483075377
Z1831641501,-2.225872594419564
Z90742775,-2.2248814220665
Z2011371658,-2.2248814220665
Z335508788,-2.2248814220665
Z55748454,-2.2248814220665
Z1652303043,-2.2248814220665
Z2963125225,-2.2248814220665
Z1652576096,-2.2248814220665
Z1411253039,-2.2248814220665
Z90167545,-2.2248814220665
Z1373424921,-2.2248814220665
Z1648326542,-2.2238443556951237
Z90747494,-2.2229061167379176
Z2479485159,-2.2222950497957874
Z56799221,-2.2218599657873757
Z2279036973,-2.2216151508147988
Z384597430,-2.2215552786640154
Z1443606123,-2.2211735092402263
Z169788346,-2.2211735092402263
Z1552410305,-2.2210463325332452
Z45690070,-2.2210463325332452
Z94793750,-2.2210463325332452
Z1274477636,-2.2210463325332452
Z1874225878,-2.2210463325332452
Z2752916244,-2.2210463325332452
Z3016336127,-2.2191989114671866
Z2617126673,-2.217627824703049
Z1139744207,-2.216583428600405
Z324594236,-2.2163871982088077
Z968756640,-2.215299963569306
Z3888289046,-2.214303819121868
Z786280736,-2.2132114650724155
Z1210101570,-2.2123924803091812
Z1437889494,-2.2121451907885152
Z1815340361,-2.2121162488913124
Z73486051,-2.2121162488913124
Z50124005,-2.209351781672186
Z909655176,-2.209351781672186
Z1918242795,-2.2085071289511298
Z846861246,-2.2082055285067463
Z1098495043,-2.2080655736202295
Z2040089635,-2.2080655736202295
Z146327004,-2.20754555165036
Z1507347459,-2.2067784400468162
Z2959216509,-2.2050895641832575
Z235559318,-2.2036509234895734
Z2159803412,-2.2036509234895734
Z56755810,-2.2036509234895734
Z729556314,-2.2036509234895734
Z45670750,-2.2036509234895734
Z2955409276,-2.2036509234895734
Z2025131401,-2.203426291738765
Z644863504,-2.203426291738765
Z1082414070,-2.202172426136885
Z285905392,-2.1985155333877042
Z339628670,-2.198499086061565
Z56899893,-2.198270837887279
Z20244662,-2.198074152686292
Z1519225395,-2.197973361091571
Z44590488,-2.197973361091571
Z994119292,-2.197973361091571
Z771101632,-2.197973361091571
Z27367380,-2.197973361091571
Z46027886,-2.197973361091571
Z1815551126,-2.197973361091571
Z2585353992,-2.197612557914761
Z57101713,-2.1973558367372394
Z17356722,-2.1973558367372394
Z2752916206,-2.1973558367372394
Z278448300,-2.1973558367372394
Z220403668,-2.1973558367372394
Z124240612,-2.1973558367372394
Z1411461794,-2.1973558367372394
Z44452920,-2.1973558367372394
Z2984450782,-2.1973558367372394
Z1530432845,-2.1973558367372394
Z1654665534,-2.1973558367372394
Z3016337988,-2.1973558367372394
Z28250818,-2.1973558367372394
Z236125730,-2.1973558367372394
Z1131469811,-2.1973558367372394
Z980296324,-2.1973558367372394
Z99599956,-2.1973558367372394
Z606008264,-2.1973558367372394
Z2099300342,-2.196959127463092
Z1981144909,-2.196959127463092
Z1836189924,-2.196959127463092
Z2738328535,-2.196959127463092
Z1442094849,-2.1968893590723604
Z1956671856,-2.1953304313629785
Z942422866,-2.1953304313629785
Z1900456305,-2.1953304313629785
Z844227220,-2.1953304313629785
Z1674059734,-2.1953304313629785
Z1217131092,-2.1953304313629785
Z1311036241,-2.1953304313629785
Z2997930847,-2.1953304313629785
Z1609732898,-2.194734064980359
Z1193240786,-2.194233158662227
Z57922164,-2.194233158662227
Z2997966031,-2.194233158662227
Z744104744,-2.194233158662227
Z821199662,-2.194233158662227
Z1732376149,-2.193164222649153
Z245295956,-2.193164222649153
Z146328348,-2.193164222649153
Z1530436455,-2.193164222649153
Z1959855823,-2.193164222649153
Z1147674769,-2.193164222649153
Z1459795964,-2.193164222649153
Z2968013749,-2.193164222649153
Z220430714,-2.193164222649153
Z1131688747,-2.193164222649153
Z1567398744,-2.193164222649153
Z1954378835,-2.193164222649153
Z2719623573,-2.193164222649153
Z247218662,-2.192848610551871
Z2272278037,-2.192848610551871
Z340464784,-2.192848610551871
Z1784209990,-2.1926364925959163
Z51136121,-2.1926364925959163
Z2065935621,-2.1926364925959163
Z17288333,-2.191300349823036
Z223826558,-2.191300349823036
Z281818400,-2.191223771065494
Z2654954003,-2.190084758042637
Z2234586462,-2.1894338024888773
Z2829486564,-2.1892760425727653
Z2016410371,-2.1892760425727653
Z46080521,-2.1892760425727653
Z1569375868,-2.1869000857885883
Z70969243,-2.1869000857885883
Z1232083257,-2.186739314795531
Z1074817932,-2.186739314795531
Z30194159,-2.186739314795531
Z27668447,-2.186739314795531
Z56817578,-2.186739314795531
Z1055057536,-2.186739314795531
Z3409692495,-2.186739314795531
Z3464816522,-2.18608160007999
Z1661522599,-2.1854963474887166
Z56758317,-2.1854963474887166
Z2298304348,-2.1854963474887166
Z3709602909,-2.1854963474887166
Z1725547032,-2.1854963474887166
Z2851833171,-2.1853499501155143
Z223278380,-2.1853499501155143
Z56787244,-2.1853499501155143
Z1822536175,-2.1853499501155143
Z364508692,-2.1853499501155143
Z1799272716,-2.1853499501155143
Z1408444758,-2.1853499501155143
Z2370536689,-2.1853499501155143
Z2453051804,-2.1853499501155143
Z29335044,-2.1853499501155143
Z595935856,-2.1853499501155143
Z2771861520,-2.1853499501155143
Z236779476,-2.1853499501155143
Z2599305017,-2.1853499501155143
Z2716084867,-2.1853499501155143
Z2233919460,-2.1853499501155143
Z278097408,-2.1853499501155143
Z775286016,-2.1853499501155143
Z1337127116,-2.1853499501155143
Z642901396,-2.1853499501155143
Z1483055891,-2.1853499501155143
Z82241570,-2.185160518022004
Z224341142,-2.1838661316934536
Z213141352,-2.1838661316934536
Z74192380,-2.1830192182820216
Z31146729,-2.1830192182820216
Z845600030,-2.18228669526605
Z59421407,-2.18228669526605
Z915023392,-2.18228669526605
Z1675413961,-2.18228669526605
Z235528966,-2.18228669526605
Z2710278824,-2.18228669526605
Z1726593836,-2.18228669526605
Z736057568,-2.182240836870325
Z336513324,-2.182240836870325
Z738966512,-2.182240836870325
Z1088304274,-2.1822007413631495
Z4120106824,-2.1822007413631495
Z729847932,-2.1820778501073845
Z57984404,-2.1817406974575553
Z367567568,-2.1817406974575553
Z451133938,-2.1817406974575553
Z3709602964,-2.1802504328275134
Z2700008774,-2.1800589958935257
Z332765860,-2.1800589958935257
Z368852518,-2.177051944367857
Z1071103072,-2.177051944367857
Z1566672374,-2.174848960190151
Z332657442,-2.173890258789949
Z26788825,-2.173205603642339
Z647209930,-2.170569919224106
Z2998071480,-2.170569919224106
Z730796950,-2.170569919224106
Z1368556470,-2.170569919224106
Z2951070988,-2.170569919224106
Z1319528463,-2.170569919224106
Z2654693348,-2.170569919224106
Z56795849,-2.170569919224106
Z1139220551,-2.170569919224106
Z3217362568,-2.170569919224106
Z961869890,-2.170569919224106
Z1675244305,-2.170569919224106
Z3409369246,-2.170569919224106
Z56874448,-2.170569919224106
Z1872598773,-2.1699987182982063
Z3104749799,-2.16879509598556
Z195789436,-2.1687708885421464
Z1183573383,-2.1687113285885298
Z1170280633,-2.168178566745665
Z1213672117,-2.168178566745665
Z1567475331,-2.1680550526164732
Z1722729098,-2.1680550526164732
Z2186145949,-2.16699647227943
Z2346883700,-2.1665670215770754
Z2723072096,-2.166397540603271
Z16593778,-2.1659082599738717
Z4119332711,-2.1659082599738717
Z729912476,-2.1659082599738717
Z198288244,-2.1659082599738717
Z3216017459,-2.1659082599738717
Z274619066,-2.1659082599738717
Z57728514,-2.1659082599738717
Z2065934978,-2.1659082599738717
Z1856276447,-2.1659082599738717
Z2798549663,-2.1659082599738717
Z1189023364,-2.1659082599738717
Z101336292,-2.165323568510819
Z2527334329,-2.1648560497043743
Z2755286581,-2.1648560497043743
Z2298098016,-2.1648560497043743
Z1698138133,-2.1648560497043743
Z2660595135,-2.1648560497043743
Z285522922,-2.1648560497043743
Z2798534272,-2.1646677590742978
Z31191961,-2.1646677590742978
Z31146717,-2.164197466019797
Z71388721,-2.1636583328019467
Z1095694432,-2.162648904860439
Z367283470,-2.162648904860439
Z2709922840,-2.162648904860439
Z1916157801,-2.162256135712457
Z45700430,-2.161516099967007
Z1563435682,-2.161061144890435
Z2582963603,-2.161061144890435
Z56883739,-2.161061144890435
Z127009304,-2.161061144890435
Z368201138,-2.161061144890435
Z29083689,-2.161061144890435
Z1260087336,-2.161061144890435
Z218389146,-2.161061144890435
Z424659576,-2.161061144890435
Z56781437,-2.161061144890435
Z2999869057,-2.161061144890435
Z1626082414,-2.161061144890435
Z356299912,-2.161061144890435
Z71409306,-2.161061144890435
Z236606564,-2.161061144890435
Z366538882,-2.161061144890435
Z57167525,-2.161061144890435
Z2636427290,-2.161061144890435
Z1724000893,-2.161061144890435
Z2219026192,-2.1598312538206024
