"","pert_iname","mean","n","median","sd","sRGES"
"3139","BRD-K55260239",-0.216408748889428,7,-0.290278648587548,0.169001719152222,-0.216408748889428
"3140","BRD-K94373167",-0.216399984647534,1,-0.216399984647534,NA,-0.216399984647534
"3141","BRD-K43631199",-0.216386998790871,3,-0.401042386965661,0.338052251716959,-0.216386998790871
"3142","BRD-K92740670",-0.216307443302803,1,-0.216307443302803,NA,-0.216307443302803
"3143","BRD-K61881697",-0.216265097751583,2,-0.216265097751583,0.152910399335137,-0.216265097751583
"3144","BRD-K42943439",-0.216243202098114,1,-0.216243202098114,NA,-0.216243202098114
"3145","BRD-K70901996",-0.216164810823404,2,-0.216164810823404,0.127447923662942,-0.216164810823404
"3146","BRD-K73876582",-0.216158476109393,6,-0.162405437953602,0.156832582504939,-0.216158476109393
"3147","BRD-K37184875",-0.216156277545543,6,-0.212975043448512,0.183826481624079,-0.216156277545543
"3148","BRD-K62447749",-0.21610005281386,1,-0.21610005281386,NA,-0.21610005281386
"3149","BRD-K01055635",-0.216098090253288,2,-0.216098090253288,0.106685032937283,-0.216098090253288
"3150","BRD-K17883815",-0.216077640355537,2,-0.216077640355537,0.210027700889836,-0.216077640355537
"3151","BRD-K68548958",-0.216047522358373,46,-0.245834479671864,0.171216270677693,-0.216047522358373
"3152","PSH-012",-0.215899516591215,2,-0.215899516591215,0.185568139773971,-0.215899516591215
"3153","BRD-K89451495",-0.215861470673437,1,-0.215861470673437,NA,-0.215861470673437
"3154","BRD-K14611588",-0.215803945970666,2,-0.215803945970666,0.15227196162119,-0.215803945970666
"3155","BRD-K71404640",-0.215793304347602,1,-0.215793304347602,NA,-0.215793304347602
"3156","BRD-K53923665",-0.215773129978613,1,-0.215773129978613,NA,-0.215773129978613
"3157","BRD-K20382089",-0.21570306332166,3,-0.360163599182004,0.360224608441733,-0.21570306332166
"3158","BRD-K54652275",-0.215696056480038,5,-0.186191560548883,0.148708774392393,-0.215696056480038
"3159","BRD-K96704748",-0.21568697190576,3,-0.275984445588701,0.14473452561747,-0.21568697190576
"3160","BRD-K38011931",-0.21555472220718,1,-0.21555472220718,NA,-0.21555472220718
"3161","MD-II-008-P",-0.215544768693825,15,-0.284934684170842,0.15071998780025,-0.215544768693825
"3162","M-344",-0.21554050727515,6,-0.253131963762312,0.148394314853503,-0.21554050727515
"3163","BRD-K88402291",-0.215507005779095,1,-0.215507005779095,NA,-0.215507005779095
"3164","BRD-K68038686",-0.215361449675187,7,-0.296359360380794,0.159909047479874,-0.215361449675187
