ID,Z_RGES,Z_Up,Z_Down,Penalty,Similarity,SMILES,LogS
ZINC000100149777,-5.589138384112546,-3.3213069000931514,2.267831484019395,0.016270701129856062,0.38596491228070173,CC1=NN(c2nc(-c3cccc([N+](=O)[O-])c3)cs2)C(=O)/C1=N/Nc1ccc(Cl)cc1,-7.2989999999999995
ZINC000097785513,-4.793114435466854,-2.61022834966279,2.1828860858040637,0.02528633338492493,0.3018867924528302,C[C@H](NC(=O)Nc1ccccc1CCC(=O)N(C)C)c1ccc(F)cc1,-2.6
ZINC000095479042,-5.099064860220416,-2.7367796895149468,2.3622851707054693,0.04176984986844142,0.30357142857142855,O=C(Nc1ccc(C(F)(F)F)nc1)c1cccc(Nc2ncccn2)c1,-3.6460000000000004
ZINC000408962831,-6.027094049446932,-3.689614366573968,2.337479682872964,0.07431125212815354,0.3333333333333333,Oc1ccc(/C=N\Nc2ccc(C(F)(F)F)cn2)cc1I,-4.669
ZINC000409068347,-5.127657675867924,-3.0659830841721534,2.06167459169577,0.0619873084661817,0.34545454545454546,O=[N+]([O-])c1cc(Br)c(O)c(/C=N/Nc2ccc(C(F)(F)F)cn2)c1,-5.087
ZINC000409101638,-5.909112229891293,-3.6192379136332176,2.289874316258074,0.036275344373935925,0.42,O=[N+]([O-])c1cccnc1N/N=C/c1cc(Br)cc(Br)c1O,-4.561
ZINC000002882849,-4.519816902820702,-2.4511458982728587,2.068671004547844,0.050147036062529016,0.32075471698113206,COC(=O)c1cc(NC(=O)[C@@H](C)N(c2ccc(C)c(C)c2)S(C)(=O)=O)ccc1Cl,-4.876
ZINC000002383611,-5.44024708403418,-3.208394480226922,2.231852603807257,0.045078161275344385,0.30612244897959184,COc1ccc(/C=C/C(=O)Nc2ccc(I)cc2)c(OC)c1OC,-5.915
ZINC000015008818,-6.792174479716562,-3.676954199089343,3.11522028062722,0.08311406902956199,0.40816326530612246,Oc1ccc(Cl)cc1/C=N\Nc1ncc(F)c(N2CCOCC2)n1,-4.026
ZINC000015883219,-6.717617029766051,-4.344176087328183,2.373440942437868,0.09394830521591084,0.39215686274509803,O=C(Nc1ccccc1C(F)(F)F)c1ccc(=O)n(Cc2cccc(Cl)c2)c1,-5.399
ZINC000016511543,-4.992726374183302,-2.6102259345613845,2.3825004396219174,0.021765206624361558,0.32,COc1ccccc1/C=C(\NC(=O)c1ccccc1)C(=O)Nc1ccc(Cl)cc1,-5.529
ZINC000008871548,-5.116095975335601,-2.9704079917024235,2.145687983633178,0.045078161275344385,0.32653061224489793,O=C(NN=Cc1ccc(OC(=O)c2ccccc2)cc1)c1cccc([N+](=O)[O-])c1,-4.895
ZINC000067335563,-5.22851209881345,-3.191282769258324,2.0372293295551263,0.055428726203374086,0.36538461538461536,O=C(Nc1ccsc1C(=O)NCc1ccc(F)c(Cl)c1)c1cnccn1,-4.621
ZINC000067336020,-5.183060606331111,-3.14965245990959,2.033408146421521,0.041557034514781,0.3695652173913043,O=C(Nc1ccsc1C(=O)Nc1ccc(F)c(Cl)c1)c1cnccn1,-4.865
ZINC000072329396,-4.662505262228819,-2.1441257319241176,2.5183795303047,0.06177449311252128,0.3392857142857143,O=C(NCc1ccccc1C(F)(F)F)c1cn[nH]c1-c1ccc([N+](=O)[O-])cc1,-4.489
ZINC000001124829,-6.170884824241356,-3.7612451577992676,2.409639666442087,0.06599210648506422,0.5,O=C(/C=C/c1ccccc1[N+](=O)[O-])Nc1ccc(I)cc1,-6.255
ZINC000001151142,-6.592138263928812,-4.433903640473186,2.1582346234556278,0.047051540009286484,0.4,COc1cc(/C=C/C(=O)Nc2ccc(Cl)c([N+](=O)[O-])c2)cc(OC)c1OC,-5.749
ZINC000001170050,-5.02033126651609,-2.732795614956395,2.2875356515596947,0.02155239127070113,0.44680851063829785,O=C(NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)c1cccc(Br)c1,-6.016
ZINC000001164967,-5.7475977038445105,-3.649442350649572,2.0981553531949384,0.03408915028633338,0.40816326530612246,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1c1ccc(Br)c2cccnc12,-6.374
ZINC000001410091,-5.272646948811339,-2.732795614956395,2.5398513338549438,0.03803590775421761,0.40384615384615385,O=C(/C=C/c1ccc(Cl)c([N+](=O)[O-])c1)Nc1ccc(N2CCOCC2)cc1,-6.15
ZINC000006083653,-4.7955594906661085,-2.687603997475645,2.1079554931904645,0.0452909766290048,0.5,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1ccc(Br)c(Cl)c1,-3.705
ZINC000019782442,-6.081052467910147,-3.3427897716027704,2.738262696307376,0.02880746014548832,0.3076923076923077,O=C(c1ccc([N+](=O)[O-])cc1)N1CCN(Cc2ccccc2C(F)(F)F)CC1,-4.081
ZINC000004108163,-5.8816900371913245,-3.5866556719241967,2.295034365267129,0.0323285869060517,0.3333333333333333,Cc1cc(NC(=O)c2cccc([N+](=O)[O-])c2)nc2c1c(=O)oc1ccccc12,-5.019
ZINC000001062142,-5.0648178674659645,-2.587694212474379,2.477123654991586,0.03782309240055719,0.4222222222222222,O=C(c1cccc([N+](=O)[O-])c1)c1ccc2c(c1)C(=O)N(c1ccc(F)cc1)C2=O,-5.202000000000001
ZINC000001744554,-5.090114060029837,-2.9403523807042236,2.1497616793256125,0.030568023525770007,0.4489795918367347,O=[N+]([O-])c1cccc([C@@]2(O)C[N+]3=C(CCCCC3)N2c2ccc(Cl)cc2)c1,-5.352
ZINC000001744557,-6.1099569764798245,-3.825204016976989,2.284752959502834,0.023525770004643246,0.4791666666666667,O=[N+]([O-])c1cccc([C@]2(O)C[N+]3=C(CCCCC3)N2c2ccc(Cl)cc2)c1,-5.1979999999999995
ZINC000005512938,-6.385533199042435,-3.900744772293465,2.484788426748969,0.0360625290202755,0.5348837209302325,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)Nc1ccc(I)cc1,-6.2860000000000005
ZINC000001516063,-5.400635048711946,-3.242226002289892,2.1584090464220544,0.02331295465098282,0.3469387755102041,CC(=O)Nc1ccc(Oc2cc(NC(=O)C(F)(F)F)cc([N+](=O)[O-])c2)cc1,-5.2170000000000005
ZINC000006357748,-4.174519860451786,-2.0432352941340812,2.131284566317705,0.03803590775421761,0.32142857142857145,COc1cc(NC(=O)/C=C/c2cccc([N+](=O)[O-])c2)ccc1NC(=O)C(C)C,-6.087999999999999
ZINC000216926295,-4.65829089990109,-2.63788418780052,2.0204067121005704,0.02528633338492493,0.3392857142857143,CN1CCC(Oc2ccc(NC(=O)/C=C/c3cccc([N+](=O)[O-])c3)cc2)CC1,-5.445
ZINC000005670783,-5.106706341810184,-3.028866417942951,2.077839923867231,0.01803126451013775,0.4418604651162791,O=C(Nc1ccc(F)c([N+](=O)[O-])c1)C(F)(F)F,-2.9730000000000003
ZINC000004826304,-4.437194673982377,-2.171847157767143,2.265347516215234,0.030780838879430433,0.3333333333333333,Nc1cc2c(cc1[N+](=O)[O-])-c1ccc([N+](=O)[O-])cc1C2=O,-6.0889999999999995
ZINC000226310635,-6.340589958009021,-3.9408167978889352,2.3997731601200862,0.03761027704689676,0.34615384615384615,NNc1nc2c(Cl)cc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2s1,-6.091
ZINC000000830068,-4.900344054825123,-2.880648301856134,2.019695752968988,0.02725971211886705,0.4528301886792453,O=C(Nc1ccc(O)c(-c2nc3ccccc3s2)c1)c1ccc([N+](=O)[O-])cc1,-5.687
ZINC000001000131,-6.011481490677833,-3.900744772293465,2.110736718384369,0.06177449311252128,0.3018867924528302,COc1cc(/C=C/C(=O)Nc2ccc(C(C)(C)C)cc2)c([N+](=O)[O-])cc1OC,-6.57
ZINC000001167751,-5.858217389466536,-3.718298634245961,2.139918755220576,0.030568023525770007,0.38181818181818183,O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1cccc(NC(=O)c2cccs2)c1,-6.41
ZINC000001426283,-5.67704916608067,-3.249794478961745,2.4272546871189253,0.09100758396533044,0.35185185185185186,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)Nc1ccc(C(=O)c2cccs2)cc1,-5.68
ZINC000002270841,-5.9502014393274685,-3.853066463449121,2.0971349758783484,0.05057266676984987,0.3409090909090909,O=[N+]([O-])c1ccc(/C=C/c2ccccc2)c(S(=O)(=O)Oc2ccccc2)c1,-6.375
ZINC000067335535,-6.9445112738039185,-4.571070331366052,2.373440942437868,0.057189289583655774,0.33962264150943394,O=C(Nc1ccsc1C(=O)NCc1ccc(F)cc1F)c1cnccn1,-4.087
ZINC000008608682,-5.224392130594207,-3.0659830841721534,2.1584090464220544,0.030780838879430433,0.3584905660377358,O=C1C[C@@H](c2ccccc2)Cc2[nH]c(=O)c(C(=O)Nc3cccc(Cl)c3)cc21,-5.483
ZINC000077200291,-4.430206653660214,-2.205680420185613,2.2245262334746005,0.10044884692772016,0.3469387755102041,O=C(Nc1ccc(F)cc1)O[C@H]1CCC[C@@H](NC(=O)c2c(F)cccc2F)C1,-6.2010000000000005
ZINC000077200293,-4.7256112223925975,-2.6102259345613845,2.1153852878312125,0.0876992725584275,0.36,O=C(Nc1ccc(F)cc1)O[C@@H]1CCC[C@@H](NC(=O)c2c(F)cccc2F)C1,-6.019
ZINC000077200294,-4.781384833665983,-2.131802228477996,2.6495826051879883,0.08572589382448538,0.34,O=C(Nc1ccc(F)cc1)O[C@@H]1CCC[C@H](NC(=O)c2c(F)cccc2F)C1,-5.321000000000001
ZINC000077200378,-4.3083099024399925,-2.2879031903394225,2.0204067121005704,0.0360625290202755,0.3148148148148148,CN(C)c1cccc(C(=O)N[C@H]2CCC[C@@H](OC(=O)Nc3ccc(F)cc3)C2)c1,-4.65
ZINC000005214755,-4.737421478613516,-2.376636321161405,2.360785157452111,0.02880746014548832,0.3829787234042553,O=C1S/C(=C\c2cccc(Br)c2)C(=O)N1c1ccc(O)cc1,-4.378
ZINC000013512577,-4.536073621626672,-2.3889174298530134,2.1471561917736595,0.0360625290202755,0.3404255319148936,O[C@@]1(c2ccccc2)C[N+]2=C(CCCCC2)N1c1ccc(Br)cc1,-4.92
ZINC000005810349,-4.642022604403151,-2.573640562213017,2.0683820421901338,0.05057266676984987,0.3148148148148148,CN1CCN(c2ccc(NC(=O)/C=C/c3ccc(Cl)cc3Cl)cc2)CC1,-6.063
ZINC000000063871,-5.3649766338578715,-3.2262698771976233,2.1387067566602496,0.032541402259712124,0.35294117647058826,O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1nccs1,-4.117
ZINC000000265845,-4.799755844300487,-2.6730766594716817,2.1266791848288045,0.02528633338492493,0.5111111111111111,COc1cccc(C(=O)Nc2ccc(F)c([N+](=O)[O-])c2)c1,-4.687
ZINC000000368346,-5.553592669395141,-2.993745219000437,2.5598474503947046,0.03451478099365423,0.3673469387755102,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)Nc1nccs1,-4.325
ZINC000000464147,-6.518731239151168,-4.339711480297929,2.179019758853239,0.062470979724500865,0.34,O=C(/C=C/c1ccccc1[N+](=O)[O-])Nc1nccs1,-4.061
ZINC000000475504,-4.214675275785122,-2.205680420185613,2.0089948555995067,0.05649280297167621,0.3333333333333333,Cc1ccnc(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)c1,-4.5760000000000005
ZINC000035305215,-5.449115463458824,-3.301959271685165,2.1471561917736595,0.05212041479647113,0.45652173913043476,O=C1Nc2ccccc2/C1=C/c1ccc(O)c([N+](=O)[O-])c1,-4.459
ZINC000096179315,-5.777872955709928,-3.6023930743142203,2.175479881395709,0.04289196718774184,0.3269230769230769,C/C(=C/c1oc2ccc(O)cc2c1[N+](=O)[O-])N(C)C,-3.04
ZINC000004754638,-6.575375874458133,-4.396356115604894,2.179019758853239,0.060923231697879575,0.34,O=[N+]([O-])c1ccccc1/C=C/c1ccc2cccc(O)c2n1,-5.287000000000001
ZINC000001724352,-5.092823958380839,-2.9661447735520348,2.1266791848288045,0.01803126451013775,0.38636363636363635,O=[N+]([O-])c1ccc2c(c1)Cc1c(Cl)cc(Cl)cc1-2,-7.066
ZINC000004865542,-6.0752221966474975,-3.7612885714348,2.3139336252126967,0.05409379353041325,0.38095238095238093,O=C(/C=C/c1ccc(F)cc1)c1cc(Cl)ccc1O,-5.7
ZINC000005891778,-5.851189520058695,-3.798173165592795,2.0530163544658997,0.059375483671258326,0.3111111111111111,O/N=C(\Nc1ccc(Cl)cc1)c1cccc(Cl)c1,-5.601
ZINC000033547911,-6.1088853377440575,-3.695855284221756,2.4130300535223017,0.0397964711344993,0.32653061224489793,Clc1ccccc1N/N=C\c1ccnc2ccccc12,-5.204
ZINC000044835606,-6.202732107622932,-3.9248278153597216,2.277904292263211,0.06508280451942425,0.3488372093023256,Oc1ccc(Cl)cc1/C=N/Cc1ccc(F)c(Cl)c1,-5.388999999999999
ZINC000000315509,-5.50199667039899,-3.448980315933091,2.0530163544658997,0.030568023525770007,0.3333333333333333,O=C(Nc1ccc(Cl)cc1)O/N=C/c1ccc(F)cc1,-6.193
ZINC000005288114,-5.455566525976876,-3.3868955214290324,2.068671004547844,0.03761027704689676,0.30434782608695654,Oc1ccc2ccccc2c1/C=N\Cc1ccc(F)cc1,-5.855
ZINC000005344599,-7.778940300063906,-5.035127094766914,2.7438132052969904,0.14190914719083733,0.34,Oc1ccc(Cl)cc1/C=N/Nc1cccc2cccnc12,-4.688
ZINC000012693482,-5.8269384754155995,-2.865928282994418,2.9610101924211825,0.07804519424237734,0.4772727272727273,CC(/C=C/c1ccc(F)cc1)=N\Nc1ccc([N+](=O)[O-])cc1,-5.9239999999999995
ZINC000026570567,-5.484322049697401,-3.1386423140984703,2.3456797355989294,0.06705618325336635,0.3695652173913043,CC(/C=C/c1ccccc1)=N/Nc1ccc([N+](=O)[O-])cc1,-5.57
ZINC000028627804,-5.698960349240379,-3.1504244953323384,2.548535853908041,0.061561677758860865,0.32608695652173914,CC(/C=C/c1ccc(F)cc1)=N/Nc1ccccc1,-5.101
ZINC000013817968,-4.353445047787488,-2.111819128098262,2.241625919689226,0.06529561987308466,0.4,Nc1ccccc1NS(=O)(=O)c1ccccc1[N+](=O)[O-],-3.51
ZINC000190745445,-6.216644941407247,-3.679698133763264,2.536946807643982,0.06310942578548212,0.34,O=c1ccc(F)cn1CCOc1cccc([N+](=O)[O-])c1,-3.339
ZINC000002897820,-4.9265649262039695,-2.8962315084575785,2.030333417746391,0.036275344373935925,0.34,O=C1N=C(O)/C(=C/c2ccc(Cl)c([N+](=O)[O-])c2)C(=O)N1,-3.528
ZINC000045789222,-7.069954639425492,-3.1394624543788683,3.930492185046625,0.15342052313883298,0.3220338983050847,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cn2cc(Br)ccc2n1,-5.66
ZINC000035880453,-4.951923655759446,-2.6257343059502167,2.326189349809229,0.03430196563999381,0.3333333333333333,COC(=O)[C@H]1C(=O)C2=C(C[C@H]1C)NC(C)=C(C(=O)OC(C)C)[C@H]2c1cc(OC)c(O)c([N+](=O)[O-])c1,-4.297
ZINC000072232757,-5.066341369418726,-2.831094940447306,2.2352464289714207,0.30550611360470514,0.3275862068965517,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C\c1cnc2ccc(Br)cn12,-5.145
ZINC000226094628,-5.352771206367544,-3.3213069000931514,2.0314643062743927,0.016270701129856062,0.3090909090909091,COc1cc(/C=N\Nc2ncc(F)c(N3CCCC3)n2)cc(I)c1O,-4.638
ZINC000033892657,-5.1441875017822065,-2.8268212544607048,2.3173662473215013,0.0397964711344993,0.32075471698113206,CC1(C)O[C@@H]2O[C@@H](C(=O)Nc3ccc([N+](=O)[O-])cc3)[C@H]3OC(C)(C)O[C@H]3[C@H]2O1,-4.651
ZINC000408921187,-5.204077999647133,-2.9704079917024235,2.233670007944709,0.07804519424237734,0.32608695652173914,O=C1NC(=O)C(=Cc2cc(Cl)cc(I)c2O)C(=O)N1,-3.6439999999999997
ZINC000409377750,-4.780362697352915,-2.554902250314286,2.2254604470386297,0.025073518031264508,0.3076923076923077,O=C(COc1cccc(C=C2C(=O)NC(=O)NC2=O)c1)Nc1ccccc1F,-4.337
ZINC000004402300,-5.714604933835775,-3.20221922604136,2.512385707794415,0.0619873084661817,0.3333333333333333,CN(C)c1nc(N/N=C/c2cc(Cl)ccc2O)nc(N2CCOCC2)n1,-4.012
ZINC000005246461,-4.339696243755455,-2.205680420185613,2.134015823569842,0.01803126451013775,0.3018867924528302,O=C(/N=C1\S[C@H]2CS(=O)(=O)C[C@@H]2N1CCc1ccc(F)cc1)C1CC1,-3.361
ZINC000057426131,-4.929567416981246,-2.7564870190192567,2.173080397961988,0.029020275499148738,0.3050847457627119,O=C(CSc1nc2ccsc2c(=O)n1Cc1ccccc1F)Nc1cc(F)cc(F)c1,-5.704
ZINC000239222130,-5.3841396937662855,-3.014158254061673,2.3699814397046115,0.02331295465098282,0.31666666666666665,O=C(Nc1cc(C(F)(F)F)ccc1Cl)c1cccc(NC(=O)[C@H]2[C@H]3C(=O)O[C@H]4C[C@H]2C[C@@H]43)c1,-5.83
ZINC000001328798,-4.93118742788716,-2.5162401432928694,2.41494728459429,0.04662590930196564,0.3333333333333333,O=C(NC1CCCC1)[C@@H](c1ccc(F)cc1)N(C(=O)c1ccc2c(c1)OCCO2)c1cccc(O)c1,-5.127000000000001
ZINC000003213942,-4.8945168313280085,-2.384119982045509,2.5103968492824986,0.04838647268224733,0.32075471698113206,O[C@]1(c2ccc(OC(F)F)cc2)C[N+]2=C(CCCCC2)N1c1ccc(Br)cc1,-6.109
ZINC000003213943,-5.3519192024306586,-2.9831083563118104,2.368810846118848,0.05212041479647113,0.34615384615384615,O[C@@]1(c2ccc(OC(F)F)cc2)C[N+]2=C(CCCCC2)N1c1ccc(Br)cc1,-5.832000000000001
ZINC000000064027,-4.743304803047289,-2.6107357611183044,2.1325690419289853,0.03430196563999381,0.3404255319148936,COC(=O)c1ccc(NC(=O)/C=C/c2ccc(Cl)cc2)cc1,-5.615
ZINC000000574906,-5.640639089391644,-3.2358877585608417,2.4047513308308015,0.02880746014548832,0.37209302325581395,O=C1Nc2ccccc2/C1=C/c1ccc(Br)cc1,-5.315
