Compound ID	SMILES
KV-00053241	CN1CNc2c(c(=O)n(C)c(=O)n2C)C1
KV-00053242	Cn1c2c(c(=O)n(C)c1=O)CN(CCO)CN2
KV-00053243	O=[N+]([O-])/C=C/c1ccc(/C=C/[N+](=O)[O-])cc1
KV-00053244	COc1ccc(Cc2nnc(N)o2)cc1OC
KV-00053245	Cc1cc(O)nn(-c2ccccc2)c1=O
KV-00053246	CC(C)(C)c1ccc(N2C(=O)c3cc(Cl)c(Cl)cc3C2=O)cc1
KV-00053247	CCCSC(=S)c1c(C)nn(-c2ccccc2)c1O
KV-00053248	COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O
KV-00053249	COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
KV-00053250	COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
KV-00053251	C#CC(/C=C/C)OC(=O)c1ccccc1C(=O)O
KV-00053252	COC(=O)CCC(C)[C@H]1CCC2C3C(C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O
KV-00053253	O=[N+]([O-])c1ccc(CO/N=C(/c2ccc(Cl)cc2)C2CC2)cc1
KV-00053254	CCOC(=O)C(N)CCCCN
KV-00053255	O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1
KV-00053256	CCOC(=O)C(N)C(=O)OCC
KV-00053257	CCSC(=S)c1c(C)nn(-c2ccccc2)c1O
KV-00053258	Cn1nc(O)c2cc(Cl)c(Cl)cc2c1=O
KV-00053260	O=C1CSC2(N1)C1CC3CC(C1)CC2C3
KV-00053261	COc1ccc2c(c1)CCC1=C2NC(=S)NC1c1cccc(Br)c1
KV-00053262	O=C1/C(=C/c2cccc([N+](=O)[O-])c2)CSc2ccc(Cl)cc21
KV-00053263	N#Cc1c(-c2ccncc2)[nH]c(=S)[nH]c1=O
KV-00053264	O=c1c(Cl)c(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)cnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl
KV-00053265	Nc1ncnc2oc(-c3ccccc3)nc12
KV-00053266	O=S(=O)(NCc1ccc(C(F)(F)F)cc1)c1c(Cl)cc(C(F)(F)F)cc1Cl
KV-00053268	CC(C)(C)C(=O)NNC(=O)c1ccc[nH]1
KV-00053269	COc1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)c(OC)n1
KV-00053270	Cc1ccc(C(=O)Nc2ccc(N3CCOCC3)nc2N2CCOCC2)cc1
KV-00053271	O=[N+]([O-])c1ccc(SCCO)nc1SCCO
KV-00053272	CCOC(=O)N/N=C(\C)c1ccccc1-c1ccccc1/C(C)=N/NC(=O)OCC
KV-00053273	Cn1cc2c(n1)-c1cc(Cl)ccc1SC2
KV-00053274	COc1cc(NC(=O)OC(C)(C)C)cc(OC)c1OC
KV-00053275	O=C(N/N=C/c1ccc(C(F)(F)F)cc1)Nc1ccc(C(F)(F)F)cc1Cl
KV-00053276	COc1ccc(Nc2ccc([N+](=O)[O-])c(Nc3ccc(OC)cc3)n2)cc1
KV-00053277	O=C(Nc1ccc(N2CCOCC2)nc1N1CCOCC1)c1cccc(C(F)(F)F)c1
KV-00053278	COc1ccc(NS(=O)(=O)c2c(C)noc2C)c(OC)n1
KV-00053279	Cc1oc(N)c(S(=O)(=O)/C(C#N)=C/c2cc(Cl)cc(Cl)c2)c1C
KV-00053280	COc1ccc(Oc2cc(C(F)(F)F)ccn2)cc1
KV-00053281	CS/C(=N\C#N)N1CCC(C(=O)c2ccccc2)CC1
KV-00053282	COC(=O)c1cc(Cl)ccc1Oc1ccc([N+](=O)[O-])c(Oc2ccc(Cl)cc2C(=O)OC)n1
KV-00053283	O=C(c1ccc(F)cc1F)C1CCN(S(=O)(=O)c2ccc(F)cc2F)CC1
KV-00053284	Cc1sc(-c2ccc(Cl)cc2)nc1CC(=O)NN
KV-00053285	COc1cccc(OC)c1/C=N/Nc1ccc([N+](=O)[O-])cn1
KV-00053286	CN1CCN(c2ccccc2/C=N\Nc2ncc(C(F)(F)F)cc2Cl)CC1
KV-00053287	N#Cc1nc(-c2ccccc2OC(F)(F)F)oc1N
KV-00053288	C=CCNC(=S)N1CCC(C(=O)c2ccc(C)cc2)CC1
KV-00053289	Cc1ccc(C(=O)C2CCN(C(=S)Nc3ccc(F)cc3)CC2)cc1
KV-00053290	Nc1ccccc1Sc1nc(Sc2ccccc2N)c(C(F)(F)F)cc1C(F)(F)F
KV-00053291	COc1ccc(NS(=O)(=O)c2sc(Cl)cc2Br)c(OC)n1
KV-00053292	Cc1noc(C)c1C(=O)Nc1ccc(N2CCOCC2)nc1N1CCOCC1
KV-00053293	Nc1ccccc1Sc1nc(-c2ccccc2N)ccc1[N+](=O)[O-]
KV-00053294	O=C(O)C1CC=CCC1c1ccc(Cl)cc1Cl
KV-00053295	N#C/C(=C\c1ccc(Oc2ccccc2)nc1)S(=O)(=O)c1ccccc1
KV-00053296	Cc1cc(C)c(C=C2C(=O)NC(=O)NC2=O)[nH]1
KV-00053297	Cc1cc(C)c(C=C2C(=O)CCCC2=O)[nH]1
KV-00053298	O=C1Nc2ccccc2/C1=C/c1ccc(Oc2ccccc2)nc1
KV-00053299	CS(=O)(=O)CS(=O)(=O)NCc1ccc(Cl)cc1
KV-00053300	COC(=S)Nc1ccccc1Cl
KV-00053301	Clc1ccc2nc(N3CCCCC3)sc2c1
KV-00053302	O=C(NNC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccc[nH]1
KV-00053303	CCOC(=O)CS/C(Nc1ccccc1C(F)(F)F)=C(/C#N)C(=O)OCC
KV-00053304	Cc1ccc(C(=O)C2CCN(C(=S)Nc3ccc(Br)cc3C)CC2)cc1
KV-00053305	CCOC(=O)c1ccc(-n2cccc2)cc1
KV-00053306	NC(=S)c1cc(Br)cc(Br)c1
KV-00053307	COc1ccc(-c2n[nH]cc2/C=C(\C#N)S(C)(=O)=O)cc1
KV-00053308	Cc1noc(C)c1S(=O)(=O)N(C)Cc1ccccc1
KV-00053309	Cc1noc(C)c1S(=O)(=O)N(C(C)C)C(C)C
KV-00053310	O=c1c(Cl)c(N2CCCC2)cnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl
KV-00053311	N#Cc1nc(-c2ccc(C(F)(F)F)cc2)oc1N
KV-00053312	O=c1c(Cl)c(N2CCOCC2)cnn1-c1cnc2ccccc2n1
KV-00053313	Cc1ccc(C(=O)C2CCN(C(=S)Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)cc1
KV-00053314	CCN(CC)c1cc(Cl)cc(Cl)c1
KV-00053315	O=C(O)c1c2c(nc3ccc(F)cc13)CCCCC2
KV-00053316	Cc1ccc(C2CC=CCC2[N+](=O)[O-])cc1
KV-00053317	N#Cc1ccc(Sc2ccccc2)nc1
KV-00053318	N#Cc1sc(C(N)=O)c2c1CCCC2
KV-00053319	NC(=S)N/N=C1\CCOc2ccc(F)cc21
KV-00053320	CC(=O)N(CC(=O)O)c1ccccc1C(=O)O
KV-00053321	COCCCNC(=S)NNC(=O)c1c(OC)cc(C(F)(F)F)cc1C(F)(F)F
KV-00053322	CC1C/C(=N\NC(N)=S)c2cc(Cl)ccc2S1
KV-00053323	CC(C)=NN(C)c1ncccc1[N+](=O)[O-]
KV-00053324	CC(=O)Nc1ccccc1Sc1ccc([N+](=O)[O-])c(Sc2ccccc2NC(C)=O)n1
KV-00053325	NNC(=O)c1cc(Br)c[nH]1
KV-00053326	COC(=O)CSc1ccc([N+](=O)[O-])c(SCC(=O)OC)n1
KV-00053328	Cc1ccc(C(=O)C2CCN(C(=S)Nc3cccc(Cl)c3)CC2)cc1
KV-00053329	CCO/C=N/c1oc(-c2ccccc2)nc1C#N
KV-00053330	CC(=O)c1ccc(Oc2ccc([N+](=O)[O-])c(Oc3ccc(C(C)=O)cc3)n2)cc1
KV-00053331	CCN(CC)c1cnn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(=O)c1Cl
KV-00053332	COc1cccc(C(=O)Nc2ccc(Cl)cc2OC(F)(F)F)c1
KV-00053333	Cc1cc(NC(=O)c2c(C)noc2C)no1
KV-00053334	O=C(NC(=O)N1CCCCC1)c1cc(Br)cc(Br)c1
KV-00053335	NC(=S)c1nc(-c2ccccc2)oc1N
KV-00053336	O=C(O)C(c1ccccc1)n1cccc1
KV-00053337	Cc1ccc(C(=O)C2CCN(C(=S)Nc3ccc(Cl)cc3Cl)CC2)cc1
KV-00053338	COC(=O)c1cccn1S(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
KV-00053339	CC(C)NC(=O)NNC(=O)c1ccc[nH]1
KV-00053340	COC(=O)c1cccn1S(=O)(=O)c1ccc(Cl)cc1
KV-00053341	CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N
KV-00053342	O=[N+]([O-])c1ccc(Sc2ccccc2)nc1Sc1ccccc1
KV-00053343	CCOC(=O)N/N=C(C)/C(C)=N/NC(=O)OCC
KV-00053344	COc1ccc(NC(=O)OC(C)(C)C)cc1
KV-00053345	CCOC(=O)N/N=C(\CC)c1ccc(-c2ccccc2F)cc1
KV-00053346	CCN(CC)c1ccc([N+](=O)[O-])c(N(CC)CC)n1
KV-00053347	O=[N+]([O-])c1ccc(S(=O)(=O)c2ccccc2)nc1S(=O)(=O)c1ccccc1
KV-00053348	COc1ccc(NC(=O)Nc2cccc(Cl)c2Cl)c(OC)n1
KV-00053349	Cc1ccc(/C=C(\C#N)S(=O)(=O)c2c(N)oc(C)c2C)cc1
KV-00053350	CN(C)c1ccc(/C=N/Nc2cnc3ccccc3n2)c(Cl)c1
KV-00053351	CCCNC(=S)N1CCC(C(=O)c2ccc(C)cc2)CC1
KV-00053352	CN(C)c1cnn(-c2cnc3ccccc3n2)c(=O)c1Cl
KV-00053353	O=c1c(Cl)c(N2CCOCC2)cnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl
KV-00053354	CCOC(=O)c1cc(OC(C)=O)c2ccc(OC)c(OC)c2c1
KV-00053355	CC(C)(C)c1ccc(-c2nc3ccccc3c(=O)o2)cc1
KV-00053356	N#Cc1c(-c2ccc(Cl)c(Cl)c2)cc(-c2ccc(Cl)cc2)[nH]c1=O
KV-00053357	CC(C)Cn1c(=S)[nH]c2ccccc2c1=O
KV-00053358	CC(C)(C)NNC(=S)Nc1cccc(F)c1
KV-00053359	Cc1c(CSC(=N)N)c(C)c(CSC(=N)N)c(C)c1CSC(=N)N
KV-00053360	CCOC(=O)NC(=S)Nc1cc(C)cc(C)n1
KV-00053361	O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CNc1ccc(Cl)cc1
KV-00053362	CC(C)c1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)SC2=S)cc1
KV-00053363	CCOC(=O)NC(=S)Nc1sc2c(c1C(=O)OCC)CCCC2
KV-00053364	CCOC(=O)c1sc(Nc2cccc(Cl)c2)nc1C
KV-00053365	CN(C)c1ccc(-n2nnnc2S)cc1
KV-00053366	Cc1ccccc1NC(=O)/C=C/C(=O)O
KV-00053367	CCOC(=O)c1ccc(Cl)c(NC(=S)N(C)C)c1
KV-00053368	O=C1c2cccc3cccc(c23)C(=O)N1Nc1ccccc1
KV-00053369	FC(F)(F)c1cc2[nH]c(=S)[nH]c2cc1Cl
KV-00053371	CC(NCc1ccccc1)c1ccccc1O
KV-00053372	O=C(c1ccc(Cl)cc1)N1C(=O)c2ccc([N+](=O)[O-])cc2C1=O
KV-00053374	Cc1onc(-c2ccccc2)c1C(=O)N1CCN(C(=O)c2c(-c3ccccc3)noc2C)CC1
KV-00053375	CCN(CC)CCCNC(=O)/C=C/C(=O)O
KV-00053376	C#CCSc1nnnn1-c1ccc(Br)c(C)c1
KV-00053377	COc1ccc(Nc2cc(C(F)(F)F)ccc2Cl)c(C(=O)O)c1
KV-00053378	CC(C)c1ccc(N2C(=O)SC(c3ccccc3)C2=O)cc1
KV-00053379	N#CC(Nc1ccc(F)cc1)=C1C(=O)c2ccccc2C1=O
KV-00053380	N#Cc1c(-c2ccccc2)cc(-c2ccc(F)cc2)[nH]c1=O
KV-00053381	CC(=O)N1C(=O)c2ccc([N+](=O)[O-])cc2C1=O
KV-00053382	Cc1onc(-c2ccccc2Cl)c1C(=O)N1C=Cc2ccccc2C1C#N
KV-00053384	CN(C)C(=S)NCCCN1CCOCC1
KV-00053385	CNN1C(=O)c2cccc3cccc(c23)C1=O
KV-00053386	Cc1cc(NC(=S)NCCO)ccc1F
KV-00053387	CC(=O)c1ccc(Cl)c(-n2c(=S)[nH]c3ccccc3c2=O)c1
KV-00053388	O=C(Nc1cccc(F)c1)c1cccc([N+](=O)[O-])c1
KV-00053389	FC(F)(F)c1ccc(Nc2n[nH]c(=S)s2)cc1
KV-00053390	CCOC(=O)/C(C#N)=C/c1ccc([N+](=O)[O-])s1
KV-00053391	CNNC(=S)Nc1ccc(F)c(C)c1
KV-00053392	O=C(O)/C=C/C(=O)Nc1ccc(N2CCCCCC2)c(NC(=O)/C=C/C(=O)O)c1
KV-00053393	O=C(O)c1cc(-c2ccco2)nc2cc3ccccc3cc12
KV-00053394	CCOC(=O)c1ccc(NC(=S)N(Cc2ccccc2)C(C)C)cc1
KV-00053395	CC1(C)CC(=O)C2=C(C1)NC1=C(C(=O)CC(C)(C)C1)C2c1ccccc1Cl
KV-00053396	Cc1ccc2[nH]c(=S)n(-c3ccc(Br)c(C)c3)c(=O)c2c1
KV-00053397	N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1O
KV-00053398	N#CC(NCc1cccnc1)=C1C(=O)c2ccccc2C1=O
KV-00053399	C#CCSc1nnnn1-c1cccc(Cl)c1
KV-00053400	CN(C)C(=O)Nc1ccc(C(C)(C)C)cc1
KV-00053401	C#CCOC(=O)Nc1ccc(Cl)cc1
KV-00053402	Cc1cccc(NC(=O)/C=C/C(=O)O)c1
KV-00053403	COc1ccc(Br)c(NC2=NCCS2)c1
KV-00053404	N/C(=N\O)c1c(-c2ccccc2)cc(-c2ccc(F)cc2)[nH]c1=O
KV-00053405	Cc1cc(-n2c(=S)[nH]c3ccccc3c2=O)ccc1Br
KV-00053406	NC(=[NH2+])SCCN1C(=O)c2ccccc2C1=O
KV-00053408	C=CC/N=C1/NC(=O)C(CC(=O)Nc2ccc(Cl)cc2)S1
KV-00053409	FC(F)(F)c1ccc(Cl)c(NC(=S)NC2CCCCC2)c1
KV-00053410	O=C1c2ccccc2C(=O)N1Cc1cccnc1
KV-00053411	C=CC(=O)N1CN(C(=O)C=C)CN(C(=O)C=C)C1
KV-00053412	FC(F)(F)c1cc(NC(=S)NNc2ccccc2)cc(C(F)(F)F)c1
KV-00053413	CCOc1ccc(NC(=S)NC(c2ccccc2)c2ccccc2)cc1
KV-00053414	O=c1c2cc(Br)cc(Br)c2[nH]c(=S)n1-c1ccc2c(c1)OCCO2
KV-00053415	O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CO
KV-00053416	Cc1c(C)c(C)c(NC(=O)/C=C/C(=O)O)c(NC(=O)/C=C/C(=O)O)c1C
KV-00053417	CCN(CC)C(=O)Sc1c(Br)cc(Br)cc1Br
KV-00053418	CCOC(=O)c1ccc(Cl)cc1Nc1ccc([N+](=O)[O-])cc1C(=O)OCC
KV-00053419	O=[N+]([O-])c1ccc2c(O)nnc(O)c2c1
KV-00053420	CCOC(=O)C1=C(N)n2c(s/c(=C\c3ccc(OC)cc3)c2=O)=CC1c1ccc(OC)cc1
KV-00053421	O=C1CSC(c2ccccc2)N1c1ccc(Cl)cc1
KV-00053422	C#CC(C)(C)NC(=O)c1ccc(C(C)(C)C)cc1
KV-00053423	CCc1ccc(-n2nn[nH]c2=S)cc1
KV-00053424	C#CCOC(=O)Nc1c(-c2ccccc2)noc1C
KV-00053425	CCCCCCCCSc1nnc(/N=C/N(C)C)s1
KV-00053426	Cc1cc(C)c(-n2nn[nH]c2=S)c(C)c1
KV-00053427	CC(C)(C)c1ccc(C(=O)NCC(=O)O)cc1
KV-00053428	CCOC(=O)c1ccc(N2C(=O)CSC2c2ccccc2)cc1
KV-00053429	CCOC(=O)c1sc(NC(C)=O)nc1C
KV-00053430	O=[N+]([O-])c1ccc(/C=N/c2c(F)cccc2F)s1
KV-00053431	O=C(O)/C=C/C(=O)Nc1ccc(Cl)c(C(=O)O)c1
KV-00053432	CCN(CC)C(=S)Oc1ccc(Cl)cc1Cl
KV-00053433	COc1ccc(CC/N=C(\C)c2ccc3ccccc3c2)cc1OC
KV-00053434	CCOc1ccc(NCN2C(=O)c3ccc([N+](=O)[O-])cc3C2=O)cc1
KV-00053435	O=C1CCC([N+](=O)[O-])C(c2ccccc2Cl)N1
KV-00053436	CCOC(=O)c1c(/N=C/c2ccccc2O)sc2c1CCC2
KV-00053437	S=C(NCc1ccco1)Nc1ccc(Oc2ccc(Cl)cc2)cc1
KV-00053438	O=C1CSC(=S)N1c1ccccc1
KV-00053439	CCc1ccc(NC(=S)NNC(C)(C)C)cc1
KV-00053440	O=C(O)CNC(=O)/C=C/c1ccccc1
KV-00053441	CCOC(=O)c1c(C)n[nH]c1N/N=C(\C)c1ccc(Br)cc1
KV-00053442	O=C1OC(c2ccccc2Cl)Sc2ccccc21
KV-00053443	CC(=O)/C=C1/N(C)c2ccccc2C1(C)C
KV-00053444	O=C(O)C12CC3CC(C1)CC(C(F)(F)C(F)C(F)(F)F)(C3)C2
KV-00053445	CC1=C(C(=O)OCc2ccccc2)C(c2ccc3ccccc3c2)N(C)C(=O)N1C
KV-00053446	CCOC(=O)C1=NN(c2ccc([N+](=O)[O-])cc2)C(C(=O)OCC)=NN1c1ccc([N+](=O)[O-])cc1
KV-00053447	O=S(=O)(C1=CC23CCCC2(C=C(S(=O)(=O)c2ccc(Cl)cc2)C3)C1)c1ccc(Cl)cc1
KV-00053448	O=S(=O)(NC1CCN(Cc2ccccc2)CC1)c1ccc(Cl)cc1
KV-00053449	CCc1ccc2cc3c(=O)n(C)c4c(c(=O)n(C)c(=O)n4C)c3nc2c1
KV-00053450	Cc1nc2c(=O)n(C)c3c(c(=O)n(-c4ccccc4)c(=O)n3-c3ccccc3)c2o1
KV-00053451	Cc1ccc(-c2nc(/N=C/N(C)C)sc2C)cc1Cl
KV-00053452	C[C@@H](NC(=O)C(=O)N[C@H](C)c1ccccc1)c1ccccc1
KV-00053453	Cn1c(=O)c2cc3c(=O)n(C)c(=O)c3cc2c1=O
KV-00053454	COc1cc(OC)c(Br)cc1Br
KV-00053455	COc1cc(C2SCCS2)cc([N+](=O)[O-])c1OS(=O)(=O)c1cc(Cl)ccc1Cl
KV-00053456	O=c1cc(NCc2ccccc2)n(-c2ccccc2)c(=O)n1-c1ccccc1
KV-00053457	Cn1c(=O)c2c(N3CCOCC3)cc(=O)n(C)c2n(C)c1=O
KV-00053458	CC(=O)Oc1ccc(OC(C)=O)c2cc3c(OC(C)=O)ccc(OC(C)=O)c3cc12
KV-00053459	O=C(O)/C(=N\NC(=O)c1ccccc1)c1ccccc1
KV-00053460	CC1=NNC(=O)/C1=N\Nc1ccc(F)cc1
KV-00053461	CC1=C(C(=O)OCc2ccccc2)C(c2ccccc2)NC(=O)N1C
KV-00053462	O=[N+]([O-])c1ccccc1Sc1c(-c2ccccc2)nc2ccccn12
KV-00053463	CCOC(=O)CSc1nc(=O)c(NCC(=O)OC)n[nH]1
KV-00053464	Cc1ccc(NC(=O)CC2Sc3ccccc3NC2=O)c([N+](=O)[O-])c1
KV-00053465	COC(=O)c1ccccc1Sc1c(-c2ccccc2)nc2ccccn12
KV-00053466	CC1=C(C(=O)OC(C)(C)C)C(c2ccccc2)NC(=O)N1C
KV-00053467	CC1=NN(c2ccccc2)C(=O)/C1=N\Nc1ccc(C)cc1C
KV-00053468	Cn1/c(=N\N=C2CCCCC2)sc2ccccc21
KV-00053469	CC1=CC(=O)C(CCOCCC2=CC(=O)C(C)=CC2=O)=CC1=O
KV-00053470	Cn1c(=O)c2c(Nc3ccc(F)cc3)cc(=O)n(-c3ccccc3)c2n(C)c1=O
KV-00053471	CCc1nc2c(=O)n(C)c3c(c(=O)n(-c4ccccc4)c(=O)n3-c3ccccc3)c2o1
KV-00053472	O=C1/C(=C\c2cc([N+](=O)[O-])ccc2SC2CCCCC2)SC(=S)N1c1ccccc1Cl
KV-00053473	CC1=CC(=O)C(CCCCCC2=CC(=O)C(C)=CC2=O)=CC1=O
KV-00053474	Cc1ccc(-c2nc(-n3c(C)ccc3C)sc2C)cc1Cl
KV-00053475	c1ccc2c(c1)Oc1ccccc1S2
KV-00053476	O=[N+]([O-])c1cccc(NC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1
KV-00053477	COC(=O)C(Cc1ccccc1)NC(C)=O
KV-00053478	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br
KV-00053479	O=C1/C(=C\c2ccc(SC3CCCCC3)c([N+](=O)[O-])c2)SC(=S)N1Cc1ccccc1
KV-00053480	CCc1nc2c(=O)n(C)c3c(c(=O)n(C)c(=O)n3C)c2o1
KV-00053481	Cn1c2c(c(=O)n(C)c1=O)C(=O)/C(=C/NCc1ccccc1)C(=O)N2c1ccccc1
KV-00053482	CC1=CC(=O)C(CCCC2=CC(=O)C=CC2=O)=CC1=O
KV-00053483	O=C1C=CC(=O)C2C3c4ccccc4C(c4ccccc43)C12
KV-00053484	COc1nccnc1NS(=O)(=O)c1ccc(NC(=O)c2ccc(Br)cc2)cc1
KV-00053486	COc1ccc(OC(=O)Nc2ccc(Cc3ccc(NC(=O)Oc4ccc(OC)cc4)cc3)cc2)cc1
KV-00053487	C/C(=N/OC(=O)Nc1ccccc1Cl)C1CC1
KV-00053488	Cc1cccc(NC(=O)Nc2ccc(Cc3ccc(NC(=O)Nc4cccc(C)c4)cc3)cc2)c1
KV-00053489	N=C1NC(=O)C(Cc2ccccc2)S1
KV-00053490	CC1=C(C(=O)OC(C)(C)C)C(c2ccc3ccccc3c2)NC(=O)N1C
KV-00053491	COc1nccnc1NS(=O)(=O)c1ccc(NC(=O)c2cc(Cl)cc(Cl)c2)cc1
KV-00053492	O=C(O)COc1ccc2oc3ccccc3c(=O)c2c1
KV-00053493	COc1ccc(OC)c(OCCOCCOc2cc(OC)ccc2OC)c1
KV-00053494	Cc1cc(S(=O)(=O)N2CCN(Cc3ccccc3)CC2)c(C)cc1Cl
KV-00053495	Cn1c(=O)c2c3oc(-c4ccc(Cl)c(Cl)c4)nc3c(=O)n(C)c2n(C)c1=O
KV-00053496	COc1ccc(-c2oc3ccccc3c(=O)c2OS(=O)(=O)c2cc(Cl)ccc2Cl)cc1
KV-00053497	CC1(C)OC2[C@H](O1)[C@@H](CO)O[C@H]2n1cnc2c(N)ncnc21
KV-00053498	NNC(=O)C1C(C(=O)NN)C1c1ccccc1
KV-00053499	Cc1c(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)c(=O)n(-c2ccccc2)n1C
KV-00053500	Cc1c(/N=C/c2ccc(-c3cccc([N+](=O)[O-])c3)o2)c(=O)n(-c2ccccc2)n1C
KV-00053501	CC(C)(C)NS(=O)(=O)NC(C)(C)C
KV-00053502	Cc1ccc(S(=O)(=O)On2nnc3ccccc32)cc1
KV-00053503	O=C(/C=C/c1ccccc1)O/N=C/c1ccc(Cl)cc1
KV-00053504	CCOC(=O)C(C#N)c1c([N+](=O)[O-])c(=O)n(C)c2ccccc12
KV-00053505	COc1ccc(CCNS(=O)(=O)c2ccc(C)cc2)cc1OC
KV-00053506	O=C1C=CC(=O)C(CCC2=CC(=O)C=CC2=O)=C1
KV-00053507	CC1=NNC(=O)/C1=N\Nc1ccc(C)cc1C
KV-00053508	O=C1C2ON(c3ccccc3)C(c3ccc(F)cc3)C2C(=O)N1Cc1ccccc1
KV-00053509	COc1ccc(C2NC(=O)N(C)C(C)=C2C(=O)Nc2ccccc2)cc1
KV-00053510	CC(C)(C)NS(=O)(=O)C1CCS(=O)(=O)C1
KV-00053511	O=C(Oc1ccc2c(c1)oc(=O)c1ccccc12)c1ccccc1Cl
KV-00053512	C=C(C)C(=O)Oc1c2ccccc2cc2ccccc12
KV-00053513	O=C(O)CCn1nc(Nc2ccccc2)n(-c2ccccc2)c1=S
KV-00053514	Cc1c(NC(N)=S)c(=O)n(-c2ccccc2)n1C
KV-00053515	O=C(O)CN1C(=O)c2ccc(C(=O)O)cc2C1=O
KV-00053516	CC1=NNC(=O)/C1=N\Nc1ccccc1C
KV-00053517	O=C1C=CC(=O)C(CCCCCCC2=CC(=O)C=CC2=O)=C1
KV-00053518	O=S(=O)(NC1CCN(Cc2ccccc2)CC1)c1cc(Cl)c(Cl)cc1Cl
KV-00053519	COc1ccc(Nc2cc(=O)n(-c3ccccc3)c3c2c(=O)n(C)c(=O)n3C)cc1
KV-00053520	Cc1cc(C)c(S(=O)(=O)Oc2ccc(C3SCCS3)cc2)c(C)c1
KV-00053521	COc1ccc(C(OCC(O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)(c2ccccc2)c2ccc(OC)cc2)cc1
KV-00053522	CC1(NC(=O)OCc2ccccc2)CC1NC(=O)OCc1ccccc1
KV-00053523	CC(C)=NNS(=O)(=O)c1ccc(C)cc1
KV-00053524	CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
KV-00053525	CC1(c2ccc(OS(=O)(=O)c3ccc(Cl)cc3)cc2)SCCS1
KV-00053526	CCc1c(O)c2ccccc2n(C)c1=O
KV-00053527	Cc1cc(S(=O)(=O)NC2CCN(Cc3ccccc3)CC2)c(C)cc1Cl
KV-00053528	O=S(=O)(C1=CC23CCCCC2(C=C(S(=O)(=O)c2ccc(Cl)cc2)C3)C1)c1ccc(Cl)cc1
KV-00053529	CC1=NNC(=O)/C1=N\Nc1ccccc1Cl
KV-00053530	CC1=C(C(=O)O)C(c2ccccc2)NC(=O)N1C
KV-00053531	CC(C1CC1)N(Cc1ccccc1)C(=O)CCC(=O)O
KV-00053532	N#CCCn1nc(Nc2ccccc2)n(-c2ccccc2)c1=S
KV-00053533	NCCNc1cccc2c(S(=O)(=O)O)cccc12
KV-00053534	CSc1nnc(-c2cccc([N+](=O)[O-])c2)o1
KV-00053535	FC(F)(F)c1ccccc1NC(=S)Nc1ccc(-c2csnn2)cc1
KV-00053536	NC(=O)N/N=C/c1cc(C(F)(F)F)cc(C(F)(F)F)c1
KV-00053537	CCOC(=O)N/N=C(\C)c1ccc(C(F)(F)F)cc1
KV-00053538	CCOC(=O)N/N=C1\CCCc2ccccc21
KV-00053539	CC1C/C(=N\Nc2ccc(I)cc2)c2cc(Cl)ccc2S1(=O)=O
KV-00053540	CSc1nc(/N=C/N(C)C)n(-c2c(Cl)cc(Cl)cc2Cl)n1
KV-00053541	C#Cc1cccc(NC(=O)CC(C)S(=O)(=O)c2ccc(Cl)cc2)c1
KV-00053542	CCOC(=O)N/N=C1\CC(C)S(=O)(=O)c2ccc(Cl)cc21
KV-00053543	CCOC(=O)N/N=C(\C)C(=O)OCC
KV-00053544	CCOC(=O)N/N=C(\C)c1ccc(F)cc1F
KV-00053545	O=[N+]([O-])/C=C/c1cc(C(F)(F)F)cc(C(F)(F)F)c1
KV-00053546	O=C(O)C1CC(=O)N(Cc2ccccc2Cl)C1
KV-00053547	CNc1scnc1S(=O)(=O)c1ccc(C)cc1
KV-00053548	COc1ccc(NN=C(C#N)C#N)c([N+](=O)[O-])c1
KV-00053549	Cc1ccccc1C(=O)NNc1ccc(-c2csnn2)cc1
KV-00053550	O=C(c1ccc(Cl)cc1)N1CCc2sccc2C1c1ccc(Cl)cc1
