Compound ID	SMILES
KV-00042212	O=C(Nc1cc2cc([N+](=O)[O-])ccc2oc1=O)c1c(F)cccc1F
KV-00042213	COc1ccc(C(C(C)=O)C(C)=O)c(C(=O)O)c1
KV-00042214	COc1cc(C2=NNC(=O)CC2)cc(OC)c1OC
KV-00042215	CC(C)(C)NC(=S)Nc1cc(C(F)(F)F)ccc1N1CCCCC1
KV-00042216	Cc1nn(-c2ccccc2)nc1C(=O)Nc1ccc2[nH]ncc2c1
KV-00042217	Cc1nn(-c2ccccc2)nc1C(N)=O
KV-00042218	CSC1=NCCN1C(=O)c1c(-c2c(F)cccc2Cl)noc1C
KV-00042219	COC(=O)C/C(=N\NC(=O)c1cccs1)C(=O)OC
KV-00042220	CC(=O)Nc1cc(Sc2ccc(Cl)cc2)c(F)cc1[N+](=O)[O-]
KV-00042221	O=[N+]([O-])c1ccc(Oc2c(Cl)cccc2Cl)nc1
KV-00042222	O=C(Nc1nnc(C(F)(F)F)s1)c1ccc(F)c(Cl)c1
KV-00042223	O=C(COC(=O)c1ccc(F)c(Cl)c1)c1ccc(Cl)cc1
KV-00042224	O=C(Nc1cc(F)c(Cl)cc1NC(=O)c1ccccc1Cl)c1ccccc1Cl
KV-00042225	CC(=O)Nc1cc(Sc2ccc(C)cc2)c(F)cc1[N+](=O)[O-]
KV-00042226	COC(=O)C/C(=N\NC(=O)CCc1nc(-c2ccc(Cl)cc2)no1)C(=O)OC
KV-00042227	CSC1=NCCN1C(=O)c1c(-c2ccccc2)noc1C
KV-00042228	Cc1ccc(-n2c(S)nnc2-c2nn(-c3ccccc3)nc2C)cc1C
KV-00042229	Cc1nn(-c2ccccc2)nc1C(=O)NN
KV-00042230	CC(=O)C(=NNc1cc(Cl)cc(Cl)c1)C(C)=O
KV-00042231	CC(=O)c1cnn(C(=O)CNC(=O)c2cccnc2Oc2ccccc2)c1C
KV-00042232	Cc1ccc(NC(=O)c2ccc(CSc3ccc(Cl)cc3)cc2)c(O)c1
KV-00042233	CNc1ccccc1C(=O)NCCc1ccncc1
KV-00042234	Cc1onc(-c2ccccc2Cl)c1NC(=O)NCc1cccs1
KV-00042235	CCOC(=O)/C(C#N)=C/NC1CCN(Cc2ccccc2)CC1
KV-00042236	Cc1onc(-c2ccccc2Cl)c1NC(=O)NCCc1ccncc1
KV-00042237	O=C(NC(=O)c1c(Cl)cccc1Cl)Nc1c(F)cc(F)cc1Br
KV-00042238	CC(=O)C(=NNc1ccc(F)cc1F)C(C)=O
KV-00042239	CC1=NN=C(C)C1=NNc1cc(Cl)cc(Cl)c1
KV-00042240	CSCc1ccc(C(=O)Nc2ccc(C)cc2O)cc1
KV-00042241	Cc1nn(-c2ccccc2)nc1-c1nnc(S)n1-c1cccc(Cl)c1C
KV-00042242	CSC1=NCCCN1C(=O)c1c(-c2c(F)cccc2Cl)noc1C
KV-00042243	O=C(O)CCC(=O)Nc1ccc(Br)cn1
KV-00042244	CC(=O)Nc1cc(N2CCOCC2)c(F)cc1[N+](=O)[O-]
KV-00042245	Fc1cc2nc(-c3ccccc3)c(-c3ccccc3)nc2cc1Cl
KV-00042246	CC(C)=Cc1nc2cccc(F)c2c(=O)o1
KV-00042247	CC(=O)Nc1ccc(NC(=O)c2cc(C)ccc2[N+](=O)[O-])c(C)c1
KV-00042248	Cc1ccc(C2(C)SCc3cc(C)c(C)cc3CS2)cc1
KV-00042249	O=C(c1ccc([N+](=O)[O-])cc1)N(c1cccc(Cl)c1)c1nc2ccccc2s1
KV-00042250	Cc1ccc(NS(=O)(=O)c2cc(Cl)c(Cl)cc2Cl)c(N)c1
KV-00042251	O=C(O)C(c1ccccc1)C1CCCC1
KV-00042252	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1
KV-00042253	O=S(=O)(c1ccc(Cl)cc1)N(CCc1ccccn1)c1ccc(Cl)cc1
KV-00042254	Cc1ccc([N+](=O)[O-])c(-c2nnc(S)n2-c2cccc(Cl)c2)c1
KV-00042255	Fc1ccc(NC(=S)N2CCCCC2CCN2CCOCC2)cc1
KV-00042256	C/C=C(\C)C(=O)Nc1cc(C)ccc1-n1cccc1
KV-00042257	COc1cc(C2NC(=O)c3cc([N+](=O)[O-])ccc3N2)cc(OC)c1OC
KV-00042258	CCOC(=O)C(=CNc1cc(C)ccc1-n1cccc1)C(=O)OCC
KV-00042259	CCOC(=O)C(=CNc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)OCC
KV-00042260	COc1cccc(/C=N/NC(=O)c2cc(C)nc3ccc(Br)cc23)c1O
KV-00042261	C/C=C(\C)C(=O)Nc1ccccc1CC1c2ccccc2CCN1C
KV-00042262	FC(F)(F)c1cccc(NC(=S)N2CCCCC2CCN2CCOCC2)c1
KV-00042263	Cc1ccc(-c2nnc(-c3ccncc3)[nH]2)c([N+](=O)[O-])c1
KV-00042264	O=S(=O)(c1ccc(Cl)cc1)N(CCc1ccccn1)c1ccccc1
KV-00042265	CCc1cc(CC)c(NC(=O)C(C)(C)C)c(CC)c1
KV-00042266	Fc1ccc(NC(=S)Nc2ccccc2)cc1
KV-00042267	CCOC(=O)c1c(C)[nH]c2ccc(O)cc12
KV-00042268	Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c([N+](=O)[O-])c1
KV-00042269	Cc1cc2c(cc1C)CSC(C)(c1ccccc1)SC2
KV-00042270	CC(=O)Nc1ccc(NC(=O)c2c(-c3ccccc3Cl)noc2C)c(C)c1
KV-00042271	COc1cccc(C2SCc3cc(C)c(C)cc3CS2)c1O
KV-00042272	Cc1cc2c(cc1C)CSC(C)(c1cccc([N+](=O)[O-])c1)SC2
KV-00042273	Cc1ccc(C(=O)N(c2cccc(Cl)c2)c2nc3ccccc3s2)c([N+](=O)[O-])c1
KV-00042274	Cc1ccc(S(=O)(=O)n2c(=S)[nH]c3cc(C)ccc32)cc1
KV-00042275	C=C1S/C(=N\c2cccc(OC)c2)N(C(=O)c2c(F)cccc2F)C12CCCCC2
KV-00042276	CC(C)(C)C(=O)Nc1c(Cl)c(Cl)cc(Cl)c1Cl
KV-00042277	CC(C)c1ccc(N(CCc2ccccn2)S(=O)(=O)c2ccc(Cl)cc2)cc1
KV-00042278	COc1cc(C2OC(c3cc(C)ccc3[N+](=O)[O-])=NN2C(C)=O)cc(OC)c1OC
KV-00042279	S=C(Nc1cc(Cl)ccc1Cl)N1CCCCC1CCN1CCOCC1
KV-00042280	Cc1ccc2nc(-c3ccc(NC(=O)C(c4ccccc4)C4CCCC4)cc3)sc2c1
KV-00042281	Cc1cc(C(=O)N/N=C/c2ccccc2O)c2cc(Br)ccc2n1
KV-00042282	CCOC(=O)C(=CNc1cc(OC)cc(C(F)(F)F)c1)C(=O)OCC
KV-00042283	CCOC(=O)C(=CNc1ccccc1SCCC#N)C(=O)OCC
KV-00042284	CN1CCc2ccccc2C1Cc1ccccc1NS(=O)(=O)c1cc(Cl)c(Cl)cc1Cl
KV-00042285	Cc1ccc(-n2cccc2)c(NC(=O)C(c2ccccc2)C2CCCC2)c1
KV-00042286	FC(F)(F)c1cc(NC(=S)N2CCCCC2CCN2CCOCC2)cc(C(F)(F)F)c1
KV-00042287	CC(=O)N1N=C(c2cc(C)ccc2[N+](=O)[O-])OC1c1ccc(N(C)C)cc1
KV-00042288	N#C/C(=C\c1cccs1)c1csc2ccc(Cl)cc12
KV-00042289	FC(F)(F)c1cc(Nc2nc3ccccc3s2)cc(C(F)(F)F)c1
KV-00042290	C=C1S/C(=N\c2cc(C)c(C)c(C)c2)N(C(=O)c2c(F)cccc2F)C1(C)C
KV-00042291	COCCCNC(=S)Nc1cc(C)ccc1NS(=O)(=O)c1ccc(C)cc1
KV-00042292	O=C(c1sc2ccccc2c1Cl)N(c1cccc(Cl)c1)c1nc2ccccc2s1
KV-00042293	C=C1S/C(=N\c2cccc(Cl)c2C)NC12CCCCC2
KV-00042294	Cc1cc2c(cc1C)CSC(c1ccc(Cl)c(Cl)c1)SC2
KV-00042295	Cc1ccc(C2SCc3cc(C)c(C)cc3CS2)cc1
KV-00042296	C=C1S/C(=N/c2cccc(C(F)(F)F)c2)NC1(C)C
KV-00042297	Cc1ccc(S(=O)(=O)N(c2cccc(Cl)c2)c2nc3ccccc3s2)cc1
KV-00042298	Cc1ccc(S(=O)(=O)Nc2ccc(C)cc2NS(=O)(=O)c2cccc(C(F)(F)F)c2)cc1
KV-00042299	C=C1S/C(=N\c2ccccc2Cl)N(C(=O)c2c(F)cccc2F)C12CCCCC2
KV-00042300	Cc1ccc(NC(=O)c2ccccc2N)c(N)c1
KV-00042302	COc1ccc(NC(=O)c2ccc(C)cc2N)c(N)c1
KV-00042304	Cc1ccc(S(=O)(=O)N2CN3CCN(C3)C2)cc1
KV-00042305	COc1cc(NC(=O)C(c2ccccc2)C2CCCC2)cc(C(F)(F)F)c1
KV-00042306	CCOC(=O)C(=CNc1ccc(F)cc1)C(=O)OCC
KV-00042307	CCOC(=O)C(=CNc1cc(C(F)(F)F)ccc1N1CCCCC1)C(=O)OCC
KV-00042308	C/C=C(\C)C(=O)NC(=S)NNC(=O)c1c(-c2ccccc2)noc1C
KV-00042309	Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1ccccc1CC1c2ccccc2CCN1C
KV-00042310	C/C(=C1\SC(=S)NC1=O)c1cccc([N+](=O)[O-])c1
KV-00042311	CCOC(=O)c1ccc([N+](=O)[O-])c(C)c1
KV-00042312	C1CCN(CCC2CCCCN2)CC1
KV-00042313	C=C1S/C(=N\c2cccc(OC)c2)N(C(=O)C(c2ccccc2)C2CCCC2)C1(C)C
KV-00042314	C=C1S/C(=N\c2cccc(Cl)c2C)N(C(=O)c2c(F)cccc2F)C12CCCCC2
KV-00042315	Cc1ccc(S(=O)(=O)Nc2ccc(C)cc2NS(=O)(=O)c2ccc(F)cc2)cc1
KV-00042316	Cc1ccc(S(=O)(=O)Nc2cc([N+](=O)[O-])ccc2C)cc1
KV-00042317	Cc1ccc(S(=O)(=O)Nc2ccc(C)cc2[N+](=O)[O-])cc1
KV-00042318	Cc1cc2c(cc1C)CSC(c1ccccc1Cl)SC2
KV-00042319	C=C1S/C(=N\c2cc(C)c(C)cc2C)NC1(C)C
KV-00042320	Clc1cccc(Nc2nc3ccccc3s2)c1
KV-00042321	COc1ccc(NS(=O)(=O)c2ccc(C)cc2)c([N+](=O)[O-])c1
KV-00042322	Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1
KV-00042323	O=C(Nc1cccc(C(F)(F)F)c1)c1c(F)cccc1F
KV-00042324	CC(=O)Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
KV-00042325	Nc1cc(Cl)ccc1NC(=O)c1ccccc1N
KV-00042326	Cc1ccc([N+](=O)[O-])c(C(=O)N(CCc2ccccn2)c2ccccc2)c1
KV-00042327	COCCCNC(=S)NNS(=O)(=O)c1ccc(C)cc1
KV-00042328	Cc1c(Cl)cccc1NC(=S)N1CCCCC1CCN1CCCCC1
KV-00042329	C/C=C(\C)C(=O)NC(=S)NNC(=O)c1ccc(N(C)C)cc1
KV-00042330	NC(=O)c1ccccc1NCC(=O)c1ccc(Cl)cc1
KV-00042331	C/C=C(\C)C(=O)NC(=S)NNC(=O)c1cccnc1
KV-00042332	O=C1NC(=S)S/C1=C/c1ccccn1
KV-00042333	Cc1ccc(S(=O)(=O)NNC(=S)NCc2ccccc2)cc1
KV-00042334	CC(C)c1ccc(N(CCc2ccccn2)C(=O)C(C)(C)C)cc1
KV-00042335	O=C(Nc1ccc(Cl)cc1[N+](=O)[O-])c1ccccc1[N+](=O)[O-]
KV-00042336	CC(=O)Nc1ccc(C)c(NC(=S)Nc2ccc(Cl)c(Cl)c2)c1
KV-00042337	N#Cc1c(N)nc2ccc(Cl)cc2c1-c1ccccc1
KV-00042338	COc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c([N+](=O)[O-])c1
KV-00042339	C=C1S/C(=N\c2ccccc2OC)NC1(C)C
KV-00042340	COc1ccc(NC(=S)NC(=O)c2ccccc2)c([N+](=O)[O-])c1
KV-00042341	C=C1S/C(=N\c2ccccc2Cl)NC1(C)C
KV-00042342	CCOC(=O)c1ccc(N2CC3CCCCN3C2c2cccc(OC)c2O)cc1
KV-00042343	COc1cc(C(=O)Nc2ccc3[nH]nnc3c2)cc(OC)c1OC
KV-00042344	O=C(/C(=N\N=C\c1ccc(Cl)cc1)c1ccccc1)c1ccccc1
KV-00042345	O=C(NNC(=S)Nc1cc(Cl)ccc1Cl)c1ccccc1Cl
KV-00042346	CCOC(=O)C1=C(C)NC(=O)C1CC(=O)Nc1ccc(C(=O)OCC)cc1
KV-00042347	COc1cc(/C=N/c2ccc(N3N=C(C)CC3=O)cc2)ccc1O
KV-00042348	CCOC(=O)/C(=C(/C)N)C1CC(=O)N(c2ccc(C(=O)OCC)cc2)C1=O
KV-00042349	COc1cc(C2N(Cc3ccc(N(C)C)cc3)CCCN2Cc2ccc(N(C)C)cc2)cc(OC)c1OC
KV-00042350	O=C(CCc1ccc(O)cc1)NNC(=S)Nc1ccc(F)cc1
KV-00042351	CC(=O)c1cc2cc(Br)ccc2oc1=O
KV-00042352	O=C(CCc1ccc(O)cc1)NNC(=S)Nc1cccc(C(F)(F)F)c1
KV-00042353	Cc1ccc(NC(=S)N2CCCc3ccccc32)c(C)c1
KV-00042354	Cc1cccc(C)c1NC(=S)NNC(=O)CCc1ccc(O)cc1
KV-00042355	CS(=O)(=O)N(Cc1ccccc1)Cc1ccc2c(c1)OCO2
KV-00042356	CC(=O)Nc1cc2ccccc2oc1=O
KV-00042357	CCOC(=O)/C=C(\C)Nc1ccc(Cl)cc1
KV-00042358	CCOC(=O)/C(=C(/C)N)C1CC(=O)N(c2ccccc2)C1=O
KV-00042359	CC1=NN(c2ccc(/N=C/c3ccc(Cl)c(Cl)c3)cc2)C(=O)C1
KV-00042360	CCOC(=O)C1=C(C)NC(=O)C1CC(=O)Nc1ccccc1
KV-00042361	Cc1cc(Cl)ccc1Nc1nnc(-c2ccccc2Cl)s1
KV-00042362	CC(C)N(Cc1ccc(N(C)C)cc1)S(=O)(=O)c1cccc(C(F)(F)F)c1
KV-00042363	O=C(Nc1ccc2c(c1)COCO2)c1sc2ccccc2c1Cl
KV-00042364	CCOC(=O)c1ccc(N2CC3CCCCN3C2c2ccccc2)cc1
KV-00042365	Cc1cccc(NC(=S)Nc2ccc(C)c(NS(C)(=O)=O)c2)c1
KV-00042366	COc1ccc(C(C)=O)cc1COc1cc(C)nc2ccc(Cl)cc12
KV-00042367	CC(C)N(Cc1ccc(N(C)C)cc1)S(=O)(=O)c1ccc(F)cc1
KV-00042368	Fc1ccc(Nc2nnc(-c3ccccc3Cl)s2)cc1
KV-00042369	CCOC(=O)/C=C(\C)Nc1ccc(OC)cc1
KV-00042370	COCCCNC(=S)Nc1ccc(F)cc1
KV-00042371	c1ccc2c(c1)CCCN2c1nc(N2CCCC2)nc(N2CCOCC2)n1
KV-00042372	Cc1cc(O)c2c(Cl)ccc(C)c2n1
KV-00042373	Oc1ccc(CCc2nnc(S)n2-c2ccc(F)cc2)cc1
KV-00042374	CC(C)N(Cc1ccc(N(C)C)cc1)C(=S)Nc1ccc(F)cc1
KV-00042375	O=C(CCc1ccc(O)cc1)NNC(=S)Nc1ccccc1Cl
KV-00042376	O=C(CCc1ccc(O)cc1)N/N=C/C=C/c1ccccc1
KV-00042377	CN(C)c1ccc(/C=N/NC(=O)CCc2ccc(O)cc2)c(Cl)c1
KV-00042378	Cc1ccccc1NC(=S)NNC(=O)CCc1ccc(O)cc1
KV-00042379	CC(C)N(Cc1ccc(N(C)C)cc1)C(=S)Nc1ccc(Cl)c(Cl)c1
KV-00042380	Cc1c(Cl)cccc1-n1c(S)nnc1CCc1ccc(O)cc1
KV-00042381	CCOC(=O)/C(=C(/C)Nc1ccc(F)cc1)C1CC(=O)N(c2ccccc2)C1=O
KV-00042382	COCCCNC(=S)Nc1cccc(Cl)c1C
KV-00042383	COCCCNC(=S)Nc1c(C)cccc1C
KV-00042384	Cc1cc(Cl)ccc1NC(=S)NNC(=O)c1ccccc1Cl
KV-00042385	Cc1ccccc1-n1c(-c2ccccc2Cl)n[nH]c1=S
KV-00042386	CC(C)N(Cc1ccc(N(C)C)cc1)S(=O)(=O)c1ccccc1[N+](=O)[O-]
KV-00042387	O=C(c1ccccc1)c1cc(Cl)ccc1NC(=S)Nc1cccc(Cl)c1
KV-00042388	O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(Cl)c1
KV-00042389	Cc1ccc(NC(=S)Nc2cccc(Cl)c2)cc1NS(C)(=O)=O
KV-00042390	Cc1nc2cc(Cl)ccc2c(=O)n1-c1ccncc1
KV-00042391	CC(C)N(Cc1ccc(N(C)C)cc1)S(=O)(=O)c1cc(Cl)c(Cl)cc1Cl
KV-00042392	CCN(Cc1cc(OC)c(OC)c(OC)c1)S(=O)(=O)c1cc(Cl)c(Cl)cc1Cl
KV-00042393	Cc1cccc(C)c1NC(=S)NNC(=O)c1ccccc1Cl
KV-00042394	COCCCNC(=S)Nc1ccccc1OC
KV-00042395	COCCCNC(=S)Nc1ccccc1C
KV-00042396	Cc1ccc(NS(C)(=O)=O)cc1[N+](=O)[O-]
KV-00042397	Cc1ccc(-n2c(S)nnc2CCc2ccc(O)cc2)c(C)c1
KV-00042398	Cc1ccc(NC(=S)N(Cc2ccc(N(C)C)cc2)C(C)C)c(Cl)c1
KV-00042399	Cc1ccc(NC(=S)NNC(=O)CCc2ccc(O)cc2)c(Cl)c1
KV-00042400	Fc1ccc(N(Cc2ccc3c(c2)OCO3)C(=S)Nc2cccc(C(F)(F)F)c2)cc1
KV-00042401	Fc1ccc(N(Cc2ccc3c(c2)OCO3)C(=S)Nc2ccccc2Cl)cc1
KV-00042402	O=C(CCc1ccc(O)cc1)NNC(=S)Nc1ccc(Cl)c(Cl)c1
KV-00042403	O=C(NCc1ccc(Cl)cc1)c1ccccc1
KV-00042404	Oc1ccc(CCc2nnc(S)n2-c2cccc(C(F)(F)F)c2)cc1
KV-00042405	CCOC(=O)/C(=C(/C)Nc1ccc(F)cc1)C1CC(=O)N(c2ccc(F)cc2)C1=O
KV-00042406	COCCCn1c(=S)[nH]c2ccccc2c1=O
KV-00042407	CCOC(=O)C1=C(C)N(c2ccc(F)cc2)C(=O)C1CC(=O)Nc1ccc(F)cc1
KV-00042408	Cc1c(Cl)cccc1NC(=S)NNC(=O)c1ccccc1Cl
KV-00042409	CN(C)c1ccc(/C=N/N=C(\C(=O)c2ccccc2)c2ccccc2)cc1
KV-00042410	Cc1cc(OC(=O)c2c(-c3ccccc3)noc2C)c2cc(F)ccc2n1
KV-00042411	Cc1nc2cc(Cl)ccc2c(=O)n1Cc1ccncc1
KV-00042412	Cc1ccc(NC(=S)Nc2ccccc2Cl)cc1NS(C)(=O)=O
KV-00042413	O=C(c1ccccc1)c1cc(Cl)ccc1NC(=S)Nc1ccc(F)cc1
KV-00042414	Cc1nc2cc(Cl)ccc2c(=O)n1CC1CCCO1
KV-00042415	Cc1cc(OC(=O)c2sc3ccccc3c2Cl)c2cc(F)ccc2n1
KV-00042416	O=C(/C(=N\N=C\c1ccc2c(c1)OCO2)c1ccccc1)c1ccccc1
KV-00042417	Cc1ccccc1NC(=S)NNC(=O)c1ccccc1Cl
KV-00042418	CCOC(=O)C1=C(CC(=O)Nc2ccc(OC)cc2)C(=O)N(c2ccc(F)cc2)C1C
KV-00042419	COCCCNC(=S)Nc1ccc(C)cc1C
KV-00042420	CCOC(=O)/C(=C(/C)Nc1ccc(F)cc1)C1CC(=O)N(c2ccc(OC)cc2)C1=O
KV-00042421	COc1cc(C(=O)NNC(=O)Nc2c(-c3c(Cl)cccc3Cl)noc2C)cc(OC)c1OC
KV-00042422	CC(=O)c1cc2cc(Cl)cc(Cl)c2oc1=O
KV-00042423	CS(=O)(=O)N1CCc2ccccc2C1
KV-00042424	Cc1ccccc1NC(=S)N(Cc1ccc2c(c1)OCO2)c1ccc(F)cc1
KV-00042425	O=C(Nc1ccc(F)cc1)c1ccccc1NC(=S)Nc1ccccc1Cl
KV-00042426	CS(=O)(=O)N1CCCc2ccccc21
KV-00042427	Clc1ccc(/C=N/CCC/N=C/c2ccc(Cl)c(Cl)c2)cc1Cl
KV-00042428	Cc1onc(-c2ccccc2Cl)c1NC(=O)NNC(=O)c1c(-c2ccccc2)noc1C
KV-00042429	c1ccc2c(c1)CCCN2c1nc(N2CCOCC2)nc(N2CCOCC2)n1
KV-00042430	CC1=NN(c2ccc(/N=C/c3ccc(N(C)C)cc3)cc2)C(=O)C1
KV-00042431	CCOC(=O)C1=C(C)N(c2ccc(F)cc2)C(=O)C1CC(=O)Nc1ccc(C(=O)OCC)cc1
KV-00042432	O=C(NNC(=S)Nc1ccc(F)cc1)c1ccccc1Cl
KV-00042433	O=C(/C(=N/N=C/c1cccs1)c1ccccc1)c1ccccc1
KV-00042434	O=C(Nc1ccc2[nH]nnc2c1)c1sc2ccccc2c1Cl
KV-00042435	CCOC(=O)c1ccc(N2CC3CCCCN3C2c2ccc(Cl)cc2)cc1
KV-00042436	Cc1ccc(C2=N/C(=C\c3cccs3)C(=O)O2)cc1[N+](=O)[O-]
KV-00042437	Cc1cc(C)c(NC(=S)NC(C)(C)C)c(C)c1
KV-00042438	Cc1ccc(-n2c(-c3ccc(Cl)c(C)c3)csc2=N)c(C)c1
KV-00042439	C/C(COc1ccc(Cl)cc1Cl)=N\OC(=O)c1c(F)cccc1F
KV-00042440	COC1(C)CNc2ccccc2C(=O)N1
KV-00042441	NC(=O)c1cccnc1Oc1ccccc1
KV-00042442	CC(=O)c1cc2cc([N+](=O)[O-])ccc2o1
KV-00042443	COc1ccc(NC(=S)NC(C)(C)C)cc1OC
KV-00042444	CC(C)NC(=O)N1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1
KV-00042445	Nc1cc2cc([N+](=O)[O-])ccc2oc1=O
KV-00042446	O=C(NCc1cccs1)NC(=O)c1c(Cl)cccc1Cl
KV-00042447	Cc1nc2c(Br)cc(Br)cc2c(=O)n1Cc1cccs1
KV-00042448	CNc1ccccc1C(=O)NCc1cccs1
KV-00042449	CCOC(=O)C(=CNc1c(F)cccc1Cl)C(=O)OCC
KV-00042450	CC(C)(C)NC(=S)Nc1ccc([N+](=O)[O-])cc1Cl
KV-00042451	C/C(=N\OS(C)(=O)=O)c1cc2cc([N+](=O)[O-])ccc2o1
KV-00042452	CC(=O)Nc1cc2cc(N)ccc2oc1=O
KV-00042453	Cc1cc(=O)cc(C)n1NC(=O)c1cccnc1
KV-00042454	Cc1cc(Nc2nnc(-c3cccnc3Oc3ccccc3)s2)ccc1Br
KV-00042455	CNc1ccccc1C(=O)NNC(=O)c1cccnc1Oc1ccccc1
KV-00042456	C/C(COc1ccc(Cl)cc1Cl)=N\O
KV-00042457	C#CC(C)(C)NC(=O)c1cccnc1Oc1ccccc1
KV-00042458	Cc1cc(-c2csc(=N)n2-c2cccc(C(F)(F)F)c2)ccc1Cl
KV-00042459	CC(C)(C)NC(=S)Nc1c(Cl)cc(Cl)cc1Cl
KV-00042460	CC(C)(C)NC(=S)Nc1ccccc1C(F)(F)F
KV-00042461	O=[N+]([O-])c1cc(C(F)(F)F)ccc1Oc1ccc(-c2ncon2)cc1
KV-00042462	CC(C)(C)CC(C)(C)NC(=O)c1cccnc1Oc1ccccc1
KV-00042463	CC(=O)COc1ccc(Cl)cc1Cl
KV-00042464	Cc1onc(-c2ccccc2Cl)c1NC(=O)NNC(=S)NC(C)(C)C
KV-00042465	NNC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
KV-00042466	COc1ccc(C(=O)Nn2c(C)cc(=O)cc2C)cc1
KV-00042467	CC(=O)Nc1cc2cc([N+](=O)[O-])ccc2oc1=O
KV-00042468	C/C(=N\O)c1cc2cc([N+](=O)[O-])ccc2o1
KV-00042469	COc1ccc(NC(=S)NC(C)(C)C)c([N+](=O)[O-])c1
KV-00042471	Nc1ccc(Cl)cc1C(=O)NCc1cccs1
KV-00042472	S=C1NCN(Cc2cccs2)CN1
KV-00042473	CC(=N/NCCC#N)/C(=N\OC(=O)c1ccc([N+](=O)[O-])cc1)C(=O)Nc1ccccc1
KV-00042474	O=C(Nc1ccc(Br)cn1)c1sc2ccccc2c1Cl
KV-00042475	Cc1ccc2cccc(OC(=O)c3c(F)cccc3Cl)c2n1
KV-00042476	CC(C)(C)NC(=S)Nc1ccccc1[N+](=O)[O-]
KV-00042477	C#CC1(NC(=O)c2cc(Cl)cc(Cl)c2)CCCCC1
KV-00042478	O=C(Nn1c(S)nc2ccccc2c1=O)c1cccnc1Oc1ccccc1
KV-00042479	Cc1c(C(=O)c2ccc(Cl)cc2)oc2c(Cl)cc(Cl)cc12
KV-00042480	C#CC(C)(C)N1CN=C(SC)NC1
KV-00042481	O=C(Nc1cc(C(F)(F)F)ccc1N1CCOCC1)c1cccnc1Oc1ccccc1
KV-00042482	Cc1cc(C2=CSC3=NCCCN23)ccc1Cl
KV-00042483	CC(C)(C)NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
KV-00042484	CC(C)(C)NC(=S)Nc1cc(C(F)(F)F)ccc1Cl
KV-00042485	Cc1cc(C2=CSC3=NCCN23)ccc1Cl
KV-00042486	O=C(Nc1ccc(F)cc1)c1cccnc1Oc1ccccc1
KV-00042487	O=C(NNC(=O)c1cccnc1Oc1ccccc1)c1cccnc1Oc1ccccc1
KV-00042488	Nc1ccc([N+](=O)[O-])cc1C(=O)NNC(=O)c1cccnc1Oc1ccccc1
KV-00042489	O=C(Nn1c(S)nc2ccc(Cl)cc2c1=O)c1cccnc1Oc1ccccc1
KV-00042490	O=C(CNc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccc(Cl)cc1
KV-00042491	CCC(C)NC(=O)c1c(OC)ccc([N+](=O)[O-])c1OC
KV-00042492	Cn1sc(=O)c2cc(S(=O)(=O)Oc3ccc(C(C)(C)C)cc3)ccc21
KV-00042493	Brc1ccc(-n2cccc2)nc1
KV-00042494	CC(=O)/C(=N\O)C(=O)Nc1ccccc1
KV-00042495	Cc1nn(-c2ccccc2)nc1C(=O)ONC(=O)Cc1ccccc1
KV-00042496	Cc1nn(-c2ccccc2)nc1C(=O)ONC(=O)c1ccco1
KV-00042497	CCOC(=O)CCC(C#N)(c1cc(OC)c(OC)c(OC)c1)N1CCOCC1
KV-00042498	Cc1onc(-c2c(Cl)cccc2Cl)c1NC(=O)Nc1ccc(N(C)C)c(Cl)c1C#N
KV-00042499	Cn1sc(=O)c2cc(S(=O)(=O)Oc3ccc(Cl)cc3Cl)ccc21
KV-00042500	COC(=O)c1c(OC)ccc([N+](=O)[O-])c1OC
KV-00042501	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Oc2c(C)cccc2OC)cc1
KV-00042502	C/C(COc1ccc(Cl)cc1Cl)=N\OC(=O)c1cccc(C)c1
KV-00042503	Nc1ccc(Cl)cc1C(=O)NNC(=O)c1cccnc1Oc1ccccc1
KV-00042504	CCOC(=O)c1ccc(OC(=O)c2cccnc2Oc2ccccc2)c(Cl)c1
KV-00042505	Nc1nc(-c2ccncc2)nc2c1cnn2-c1ccccc1
KV-00042506	Cc1ccc(S(=O)(=O)Oc2ccc(Cl)cc2Sc2cc(Cl)ccc2OS(=O)(=O)c2ccc(C)cc2)cc1
KV-00042507	Cc1cc(NC(=S)NC(C)(C)C)ccc1Br
KV-00042508	CC(C)(C)NC(=S)Nc1cccc(Cl)c1Cl
KV-00042509	O=C(O)c1cccnc1Oc1ccccc1
