size smiles rges sa qed qed sa max_or_val 
26 Oc1c(C(c2ccccc2)N2Oc3ccnc2c3)ccc2cccnc12 7.576990224232878 0.6638337715634529 0.6039156188536383 0.6039156188536383 0.6638337715634529 1
26 Clc1ccc(C(c2ccc3cccnc3c2)N2Oc3ccnc2c3)cc1 3.7547895544231236 0.6699051002347814 0.5044543398578881 0.5044543398578881 0.6699051002347814 1
25 c1ccc(C(c2ccc3cccnc3c2)N2Oc3ccnc2c3)cc1 2.92902188911138 0.6754409865196416 0.5544119961209937 0.5544119961209937 0.6754409865196416 1
26 Clc1ccc(C(c2ccc3cccnc3c2)N2Oc3ccnc2c3)cc1 2.878946190158353 0.6699051002347814 0.5044543398578881 0.5044543398578881 0.6699051002347814 0
25 c1ccc(C(c2ccc3cccnc3c2)N2Oc3ccnc2c3)cc1 2.374792205597479 0.6754409865196416 0.5544119961209937 0.5544119961209937 0.6754409865196416 0
26 Oc1c(C(c2ccccc2)N2Oc3ccnc2c3)ccc2cccnc12 7.576990224232878 0.6638337715634529 0.6039156188536383 0.6039156188536383 0.6638337715634529 0
28 OOc1c(C(Nc2ncccc2O)c2ccc(Cl)cc2)ccc2cccnc12 8.08348992547426 0.7681358575279236 0.324919909867512 0.324919909867512 0.7681358575279236 1
12 OOc1cccc2cccnc12 3.696808706593287 0.8740178729082866 0.5139723234488167 0.5139723234488167 0.8740178729082866 1
18 OOc1c(Cc2ccsc2)ccc2cccnc12 3.6290641372390215 0.8229443914677587 0.5738264296087947 0.5738264296087947 0.8229443914677587 1
17 CC(=O)NCc1ccc2cccnc2c1OO 3.4788467891201056 0.8459761490262631 0.6240370902003521 0.6240370902003521 0.8459761490262631 1
18 CCC(=O)NCc1ccc2cccnc2c1OO 3.3002497546194447 0.8460236253674142 0.6399068799661914 0.6399068799661914 0.8460236253674142 1
20 CC(=O)NC(c1ccc2cccnc2c1OO)C(C)C 4.038627543207895 0.7669812137665548 0.6639457517546289 0.6639457517546289 0.7669812137665548 1
19 CCC(=O)NC(C)c1ccc2cccnc2c1OO 2.401719477103496 0.7871251511124286 0.6545658730363301 0.6545658730363301 0.7871251511124286 1
20 OOc1c(Cc2ccc(Cl)cc2)ccc2cccnc12 3.184276953435229 0.8640599013078183 0.5751320760581863 0.5751320760581863 0.8640599013078183 1
