size smiles rges sa qed qed sa max_or_val 
31 C=Cc1cc(Cl)ccc1C(Nc1cc(C)ccn1)c1ccc2cccnc2c1ONO 9.301266383458097 0.7213066130681196 0.3245312469464654 0.3245312469464654 0.7213066130681196 1
20 ONOc1c(Cc2ccccc2)ccc2cccnc12 3.0572320375887334 0.8444822229370951 0.7124178091321511 0.7124178091321511 0.8444822229370951 1
25 CC(=O)NC(c1ccccc1Br)c1ccc2cccnc2c1ONO 5.553094837277779 0.7531385547791491 0.5694253385628182 0.5694253385628182 0.7531385547791491 1
23 C=Cc1ccccc1C(N)c1ccc2cccnc2c1ONO 5.859047441810296 0.7362198704920541 0.6307323436825834 0.6307323436825834 0.7362198704920541 1
21 ONOc1c(Cc2ccccc2Cl)ccc2cccnc12 3.4934154786173535 0.8299470378306418 0.7205449789137757 0.7205449789137757 0.8299470378306418 1
20 ONOc1c(CC2CCCCC2)ccc2cccnc12 3.8622438295564834 0.8155732268484379 0.8344632513950201 0.8344632513950201 0.8155732268484379 1
22 C=Cc1ccccc1Cc1ccc2cccnc2c1ONO 5.465610155139827 0.8017069934322407 0.703345720168357 0.703345720168357 0.8017069934322407 1
21 ONOc1c(Cc2ccc(Cl)cc2)ccc2cccnc12 2.8526729453801725 0.8375538474145005 0.7205449789137757 0.7205449789137757 0.8375538474145005 1
15 OCc1ccc2cccnc2c1ONO 3.019778693819252 0.803074733967126 0.6530930988135106 0.6530930988135106 0.803074733967126 0
19 CN(CCO)Cc1ccc2cccnc2c1ONO 2.2200161946343284 0.8003304592665066 0.6730258396310436 0.6730258396310436 0.8003304592665066 0
22 ONOc1c(C(O)c2ccccc2Br)ccc2cccnc12 4.197670838069708 0.7594815568282584 0.6217718833253713 0.6217718833253713 0.7594815568282584 0
25 CC(=O)NC(c1ccccc1C)c1ccc2cccnc2c1ONO 4.6644702043795565 0.7619899090586723 0.6233797633712165 0.6233797633712165 0.7619899090586723 0
21 CC(c1ccccc1)c1ccc2cccnc2c1ONO 2.9591611325391542 0.7765045920916687 0.7160806258126815 0.7160806258126815 0.7765045920916687 0
22 CCC(=O)NC(c1ccc2cccnc2c1ONO)C(C)C 0.993294198995154 0.7430898196037341 0.7146637327027511 0.7146637327027511 0.7430898196037341 0
20 ONOc1c(Cc2ccccc2)ccc2cccnc12 3.0572320375887334 0.8444822229370951 0.7124178091321511 0.7124178091321511 0.8444822229370951 0
22 ONOc1c(C(O)c2ccccc2F)ccc2cccnc12 5.237576865262678 0.7665311294778309 0.6460206395076586 0.6460206395076586 0.7665311294778309 0
25 CC(=O)NC(c1ccccc1F)c1ccc2cccnc2c1ONO 4.00490917041009 0.7594722492536885 0.6216727703464446 0.6216727703464446 0.7594722492536885 0
23 C=Cc1cc(Cl)ccc1Cc1ccc2cccnc2c1ONO 3.636143908931004 0.7903473290324334 0.6825064566393859 0.6825064566393859 0.7903473290324334 0
22 NC(c1ccccc1F)c1ccc2cccnc2c1ONO 3.4947741960415577 0.762425390772092 0.6453983571516311 0.6453983571516311 0.762425390772092 0
17 CCOCc1ccc2cccnc2c1ONO 2.792456682635544 0.805051175190575 0.7750134582540646 0.7750134582540646 0.805051175190575 0
21 ONOc1c(Cc2ccccc2Cl)ccc2cccnc12 2.460346746627138 0.8299470378306418 0.7205449789137757 0.7205449789137757 0.8299470378306418 0
25 CC(=O)NC(c1ccccc1Br)c1ccc2cccnc2c1ONO 5.553094837277779 0.7531385547791491 0.5694253385628182 0.5694253385628182 0.7531385547791491 0
24 CC(=O)NC(c1ccccc1)c1ccc2cccnc2c1ONO 3.687542360617932 0.7744995070241906 0.6288827620131069 0.6288827620131069 0.7744995070241906 0
23 C=Cc1ccccc1C(N)c1ccc2cccnc2c1ONO 5.859047441810296 0.7362198704920541 0.6307323436825834 0.6307323436825834 0.7362198704920541 0
22 NC(c1ccccc1Cl)c1ccc2cccnc2c1ONO 3.676509146711072 0.7642239255706271 0.6441530499353508 0.6441530499353508 0.7642239255706271 0
18 CS(=O)(=O)Cc1ccc2cccnc2c1ONO 3.6095528529633274 0.7899023885650011 0.8057654387325287 0.8057654387325287 0.7899023885650011 0
21 ONOc1c(C(O)c2ccccc2)ccc2cccnc12 2.6939247175501455 0.7811509981446318 0.6413080617651833 0.6413080617651833 0.7811509981446318 0
21 NC(c1ccccc1)c1ccc2cccnc2c1ONO 3.4373999527697086 0.7763656261395879 0.6403441006269319 0.6403441006269319 0.7763656261395879 0
22 C=Cc1ccccc1Cc1ccc2cccnc2c1ONO 4.23617699405564 0.8017069934322407 0.703345720168357 0.703345720168357 0.8017069934322407 0
21 ONOc1c(Cc2ccc(Cl)cc2)ccc2cccnc12 0.848523331525068 0.8375538474145005 0.7205449789137757 0.7205449789137757 0.8375538474145005 0
22 ONOc1c(Cc2ccc(Cl)cc2Cl)ccc2cccnc12 3.3165740311946865 0.8208724963321187 0.6938706589785286 0.6938706589785286 0.8208724963321187 0
22 ONOc1c(C(O)c2ccccc2Cl)ccc2cccnc12 4.220943678116949 0.7681723993191008 0.6442958030132327 0.6442958030132327 0.7681723993191008 0
20 ONOc1c(CC2CCCCC2)ccc2cccnc12 3.8622438295564834 0.8155732268484379 0.8344632513950201 0.8344632513950201 0.8155732268484379 0
16 C=CCc1ccc2cccnc2c1ONO 3.612583217167359 0.7900819419809917 0.6075443701614951 0.6075443701614951 0.7900819419809917 0
16 CNCc1ccc2cccnc2c1ONO 2.4007821229191224 0.8053615406431991 0.6747483576471474 0.6747483576471474 0.8053615406431991 0
20 CCN(CCO)Cc1ccc2cccnc2c1ONO 1.9377368378953408 0.8008222215646941 0.6625954172565142 0.6625954172565142 0.8008222215646941 0
22 ONOc1c(Cc2ccc(Cl)cc2Br)ccc2cccnc12 3.699024717968027 0.8099809212405437 0.6547435177982718 0.6547435177982718 0.8099809212405437 0
