size smiles plogp qed sa rges qed sa max_or_val 
26 Cc1nc(N2CCC(C)(Nc3cnn(C(C)(C)C4CC4)c3)CC2)sc1C 1.2212451259209596 0.8336303627998038 0.7387450139912173 1.4247856617584849 0.8336303627998038 0.7387450139912173 1
23 CC(C)CN1CCC(C)(Nc2cnn(C(C)(C)C3CC3)c2)CC1 0.7121789083448515 0.8618936255630967 0.7512865453716498 3.011651212511573 0.8618936255630967 0.7512865453716498 1
17 CC(C)(C1CC1)n1cc(NC2CCCC2)cn1 0.5669545720055993 0.8636451522205044 0.7982505080006219 2.7639382045829155 0.8636451522205044 0.7982505080006219 1
18 CC(C)(C1CC1)n1cc(NC2CCCCC2)cn1 1.0051112708406666 0.8773394616296561 0.8035901412045183 2.4313858174394714 0.8773394616296561 0.8035901412045183 1
17 CC(C)(C1CC1)n1cc(NC2CCCC2)cn1 0.5669545720055993 0.8636451522205044 0.7982505080006219 1.1828661832363112 0.8636451522205044 0.7982505080006219 0
21 CCCN1CCC(Nc2cnn(C(C)(C)C3CC3)c2)CC1 0.5256915816538816 0.8722750723500275 0.8012435090726533 0.9265069536114943 0.8722750723500275 0.8012435090726533 0
22 C=C(Cl)CN1CCC(Nc2cnn(C(C)(C)C3CC3)c2)CC1 0.592836794137332 0.8673841464929704 0.7706485326819255 0.9663188064814489 0.8673841464929704 0.7706485326819255 0
23 CC(C)CN1CCC(C)(Nc2cnn(C(C)(C)C3CC3)c2)CC1 0.7121789083448515 0.8618936255630967 0.7512865453716498 3.011651212511573 0.8618936255630967 0.7512865453716498 0
18 CC(C)(C1CC1)n1cc(NC2CCCCC2)cn1 1.0051112708406666 0.8773394616296561 0.8035901412045183 0.998691442651128 0.8773394616296561 0.8035901412045183 0
17 CCC(CC)Nc1cnn(C(C)(C)C2CC2)c1 0.5986063278584437 0.815690851369444 0.7744340364287157 1.7269062861026923 0.815690851369444 0.7744340364287157 0
