size smiles plogp qed sa rges qed sa max_or_val 
23 Cc1nc(Cn2ccc(C(C)(C)C)n2)oc1-c1ccc(Cl)cc1 2.317234313564632 0.6898286100272355 0.8301682570627364 0.5124715149815224 0.6898286100272355 0.8301682570627364 1
18 Clc1ccc(-c2cnc(Cn3cccn3)o2)cc1 1.0687927017294214 0.7252469161023295 0.8698880779699356 3.020767124263947 0.7252469161023295 0.8698880779699356 1
18 CC(C)c1cnc(Cn2ccc(C(C)(C)C)n2)o1 0.571493993160364 0.8351331189215068 0.8034659992400403 1.6132406966016548 0.8351331189215068 0.8034659992400403 1
19 CCCc1ccn(Cc2ncc(-c3ccco3)o2)n1 0.50794556196999 0.7042302268304936 0.8195606179966654 3.076252126781983 0.7042302268304936 0.8195606179966654 1
19 c1csc(-c2cnc(Cn3ccc(C4CC4)n3)o2)c1 0.8316969355963622 0.7288399602338208 0.811821881732929 1.239224092647909 0.7288399602338208 0.811821881732929 1
18 Cc1nc(Cn2cccn2)oc1-c1ccccc1 0.6095375203070699 0.705487118074527 0.8571908355896743 1.2495414932041529 0.705487118074527 0.8571908355896743 0
18 Cc1ccn(Cc2ncc(-c3ccccc3)o2)n1 0.7221851255320342 0.7054871180745271 0.8697072361702259 2.1916594505813167 0.7054871180745271 0.8697072361702259 0
18 Clc1ccc(-c2cnc(Cn3cccn3)o2)cc1 1.0687927017294214 0.7252469161023295 0.8698880779699356 2.448488370262348 0.7252469161023295 0.8698880779699356 0
19 CCCc1ccn(Cc2ncc(-c3ccco3)o2)n1 0.50794556196999 0.7042302268304936 0.8195606179966654 2.509382786051253 0.7042302268304936 0.8195606179966654 0
19 c1csc(-c2cnc(Cn3ccc(C4CC4)n3)o2)c1 0.8316969355963622 0.7288399602338208 0.811821881732929 1.0518247860705192 0.7288399602338208 0.811821881732929 0
19 CCCc1ccn(Cc2ncc(-c3cccs3)o2)n1 1.0244299026293326 0.7130822965676006 0.824892211403259 1.6439074327408076 0.7130822965676006 0.824892211403259 0
18 CC(C)c1cnc(Cn2ccc(C(C)(C)C)n2)o1 0.571493993160364 0.8351331189215068 0.8034659992400403 1.6132406966016548 0.8351331189215068 0.8034659992400403 0
18 CCc1ccn(Cc2ncc(-c3cccs3)o2)n1 0.6022035870704965 0.722290303969231 0.8213226207856105 0.9347307518142538 0.722290303969231 0.8213226207856105 0
