size smiles rges sa qed rges qed sa max_or_val 
22 Fc1ccc(c(c1)Cl)C(=O)NNC(=O)c1cc(Cl)ccc1O 4.622529677962476 0.8964515927912152 0.7339615678884135 4.4990266121632185 0.7339615678884135 0.8964515927912152 1
24 O=Cc1cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c(Cl)cc1F 5.232801617254457 0.7772474267755995 0.6796899867375638 4.640793703705901 0.6796899867375638 0.7772474267755995 1
24 Cc1c(F)cc(Cl)c(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1C 5.792644478748247 0.7709057034028184 0.6855243449006061 4.723755204031978 0.6855243449006061 0.7709057034028184 1
24 O=Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 4.679428218020622 0.7800954741128776 0.679689986737564 4.2530049096567675 0.679689986737564 0.7800954741128776 1
25 C=Cc1cc(C(=O)n2[nH]c(=O)c3c(OC)ccc(Cl)c32)c(Cl)cc1F 3.4648117812668944 0.7814576555077737 0.7426687224711034 3.5470883830857023 0.7426687224711034 0.7814576555077737 1
25 Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1c(Cl)cc(F)c(C)c1C 6.236202792896819 0.7611989690961463 0.6646847818455571 5.174663206462802 0.6646847818455571 0.7611989690961463 1
25 CCc1cc(OC)c2c(=O)[nH]n(C(=O)c3ccc(F)cc3Cl)c2c1Cl 0.8156357957221105 0.797829827453475 0.7428131899366014 1.2495414932041529 0.7428131899366014 0.797829827453475 1
24 C=Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 5.782289591440051 0.7714639948229368 0.7233703647794006 4.301283361921989 0.7233703647794006 0.7714639948229368 1
24 C=Cc1cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c(Cl)cc1F 5.30408952385973 0.7705953557696823 0.7233703647794006 4.544655156803471 0.7233703647794006 0.7705953557696823 1
25 C=Cc1cc(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(OC)ccc(Cl)c21 3.2046661667078995 0.7702035831095837 0.7426687224711034 3.66727853494705 0.7426687224711034 0.7702035831095837 1
24 C=Cc1cc(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(O)ccc(Cl)c21 6.224046184963906 0.758821864645422 0.7233703647794006 4.398095541468919 0.7233703647794006 0.758821864645422 1
23 Cc1cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c(Cl)cc1F 4.678654727537891 0.800171180449833 0.7018873906320822 4.06388220890958 0.7018873906320822 0.800171180449833 1
26 CCc1cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c(Cl)c(CC)c1F 2.425455699513762 0.7568075903037933 0.6924037549438239 2.425455699513762 0.6924037549438239 0.7568075903037933 0
26 C=Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1cc(C#N)c(F)cc1Cl 5.074339294468501 0.7466845133807166 0.6951075555759654 5.526859321184584 0.6951075555759654 0.7466845133807166 0
25 Cc1cc(C(=O)n2[nH]c(=O)c3c(O)c(C)c(C)c(Cl)c32)c(Cl)cc1F 3.9033340822786275 0.7778952394924166 0.6646847818455572 2.7113361773216638 0.6646847818455572 0.7778952394924166 0
25 C=Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)c(C)c1Cl 4.7191557162499045 0.7484062473899917 0.7013714650053707 3.7129105806005747 0.7013714650053707 0.7484062473899917 0
26 CNOc1ccc(Cl)c2c1c(=O)[nH]n2C(=O)c1c(Cl)cc(F)c(C)c1C 3.4383259756449966 0.7339442936004967 0.6615915798879526 2.9704601339466854 0.6615915798879526 0.7339442936004967 0
25 Cc1c(C=O)c(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(O)ccc(Cl)c21 5.764828722693001 0.7499851222464784 0.6646748510909943 5.0225731744417486 0.6646748510909943 0.7499851222464784 0
24 N#Cc1cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c(Cl)cc1F 3.150244385475256 0.7844429297341793 0.6915926825720614 3.415274073970679 0.6915926825720614 0.7844429297341793 0
22 O=C(c1ccc(F)cc1Cl)n1[nH]c(=O)c2c(O)ccc(Cl)c21 4.318083905436091 0.8132103107399329 0.7139156653385996 4.072676885607425 0.7139156653385996 0.8132103107399329 0
25 Cc1c(C)c(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c(Cl)c(C)c1F 5.837550681968078 0.7534218129189899 0.6646847818455571 4.684124471948502 0.6646847818455571 0.7534218129189899 0
24 O=Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 3.7899870761347696 0.7800954741128776 0.679689986737564 3.358515636242603 0.679689986737564 0.7800954741128776 0
25 Cc1cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c(Cl)c(C=O)c1F 3.1369588675320808 0.7510654896402786 0.6646748510909943 2.6706336242297812 0.6646748510909943 0.7510654896402786 0
25 C=Cc1cc(F)c(C)c(Cl)c1C(=O)n1[nH]c(=O)c2c(O)ccc(Cl)c21 4.16196945137834 0.7415006216724255 0.7013714650053707 4.603505682773063 0.7013714650053707 0.7415006216724255 0
25 Cc1cc(F)c(C)c(Cl)c1C(=O)n1[nH]c(=O)c2c(O)c(C)cc(Cl)c21 4.765864869256411 0.7557595751567523 0.6646847818455571 3.867670768409763 0.6646847818455571 0.7557595751567523 0
26 CCc1c(F)c(C)c(C)c(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1Cl 3.0137450574778075 0.7466508296731198 0.6753701538530972 3.419019786107649 0.6753701538530972 0.7466508296731198 0
24 C=Cc1c(F)ccc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1Cl 4.200132028745696 0.7656247048821085 0.7233703647794006 4.137600455635722 0.7233703647794006 0.7656247048821085 0
25 Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1c(Cl)cc(F)c(C)c1C 4.890244653741412 0.7611989690961463 0.6646847818455571 5.715610088499007 0.6646847818455571 0.7611989690961463 0
24 N#Cc1cc(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(O)ccc(Cl)c21 3.2227306649294647 0.767039616124712 0.6915926825720616 2.751238103656064 0.6915926825720616 0.767039616124712 0
25 Cc1cc(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(O)c(C=O)cc(Cl)c21 3.606558990117116 0.7566567640375231 0.6646748510909943 3.891630446043197 0.6646748510909943 0.7566567640375231 0
25 C=Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1cc(C)c(F)cc1Cl 4.927428542080923 0.7601470051397047 0.7013714650053707 4.4002567597801825 0.7013714650053707 0.7601470051397047 0
26 Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1c(C#N)cc(F)c(C)c1Cl 0.93608201476185 0.7410135944445801 0.6582018134881172 2.9825080193571125 0.6582018134881172 0.7410135944445801 0
24 C=Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 5.201927816352143 0.7714639948229368 0.7233703647794006 5.40950088460267 0.7233703647794006 0.7714639948229368 0
25 Cc1cc(ON)c2c(=O)[nH]n(C(=O)c3ccc(F)c(C)c3Cl)c2c1Cl 2.3325393691507315 0.7490962588710478 0.6635731890255278 2.1203772466681396 0.6635731890255278 0.7490962588710478 0
24 O=Cc1cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c(Cl)cc1F 5.021315786846051 0.7772474267755995 0.6796899867375638 3.7791753839200295 0.6796899867375638 0.7772474267755995 0
26 COc1c(C=O)c(C)c(Cl)c2c1c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 1.986381417410875 0.7730253925015957 0.685333853370605 2.110059846111896 0.685333853370605 0.7730253925015957 0
26 Cc1c(F)ccc(C(=O)n2[nH]c(=O)c3c(ON(C)C)ccc(Cl)c32)c1Cl 2.871503449383766 0.7535530848092881 0.6847494821466252 1.239224092647909 0.6847494821466252 0.7535530848092881 0
26 CCc1c(C)c(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(OC)ccc(Cl)c21 1.6982560558549853 0.7718190188752221 0.7151955439594411 0.9265069536114942 0.7151955439594411 0.7718190188752221 0
