size smiles rges sa qed rges qed sa max_or_val 
25 Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)c(C=O)c1Cl 3.5146973903804235 0.7608758225909101 0.6646748510909942 3.887660241282368 0.6646748510909942 0.7608758225909101 0
24 C=Cc1cc(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(O)ccc(Cl)c21 5.836770543067386 0.758821864645422 0.7233703647794006 5.980636908268208 0.7233703647794006 0.758821864645422 0
25 Cc1c(C#N)c(O)c2c(=O)[nH]n(C(=O)c3ccc(F)cc3Cl)c2c1Cl 2.523459900442309 0.7728648007769032 0.6764577686070373 2.4741810612120076 0.6764577686070373 0.7728648007769032 0
25 C=Cc1c(F)ccc(C(=O)n2[nH]c(=O)c3c(O)c(C)cc(Cl)c32)c1Cl 2.8595969207201133 0.7561718042212201 0.7013714650053707 2.849089093929254 0.7013714650053707 0.7561718042212201 0
25 CNOc1ccc(Cl)c2c1c(=O)[nH]n2C(=O)c1ccc(F)c(C)c1Cl 2.7384537291941164 0.7485142165937465 0.6799837408657965 2.8819396664392514 0.6799837408657965 0.7485142165937465 0
25 CC=Cc1c(F)ccc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1Cl 3.7018501946748863 0.7610567505303982 0.6987245686861683 3.693718081713935 0.6987245686861683 0.7610567505303982 0
26 COc1ccc(Cl)c2c1c(=O)[nH]n2C(=O)c1c(C#N)cc(F)c(C)c1Cl 1.191702395131677 0.7611308870070902 0.7188796582327813 2.4731547980852815 0.7188796582327813 0.7611308870070902 0
26 Cc1cc(Cl)c2c(c1ON(C)C)c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 1.239224092647909 0.7648708870070902 0.684749482146625 1.239224092647909 0.684749482146625 0.7648708870070902 0
25 C=Cc1cc(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(O)cc(C)c(Cl)c21 4.51533415187122 0.745608543601243 0.7013714650053707 4.098414751877737 0.7013714650053707 0.745608543601243 0
25 C=Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1c(C)cc(F)cc1Cl 4.9399414370271195 0.7482829408457895 0.7013714650053707 4.179007141655731 0.7013714650053707 0.7482829408457895 0
25 CCc1c(F)ccc(C(=O)n2[nH]c(=O)c3c(O)c(C)cc(Cl)c32)c1Cl 2.276264664980527 0.7730631934290272 0.7015259737975308 2.966215425043414 0.7015259737975308 0.7730631934290272 0
25 Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1cc(C=O)c(F)cc1Cl 4.399253833144517 0.7674475791925175 0.6646748510909942 4.193854076455779 0.6646748510909942 0.7674475791925175 0
25 CC=Cc1cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c(Cl)cc1F 4.430048243217343 0.7710083342408054 0.6987245686861683 4.329799466891878 0.6987245686861683 0.7710083342408054 0
25 Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1cc(C#N)c(F)cc1Cl 3.511754995542722 0.7744282910180054 0.6764577686070372 3.4775577899794206 0.6764577686070372 0.7744282910180054 0
26 CCc1c(C#N)c(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(O)ccc(Cl)c21 2.4505507500673516 0.7495882496444527 0.6939050797077839 3.171997449962536 0.6939050797077839 0.7495882496444527 0
26 COc1ccc(Cl)c2c1c(=O)[nH]n2C(=O)c1cc(C)c(F)c(C=O)c1Cl 2.1353232457925113 0.7621900078862109 0.685333853370605 2.1689445115168207 0.685333853370605 0.7621900078862109 0
26 COc1c(C=O)cc(Cl)c2c1c(=O)[nH]n2C(=O)c1cc(C)c(F)cc1Cl 3.018120937206893 0.7731053925015956 0.685333853370605 3.0102682956511346 0.685333853370605 0.7731053925015956 0
25 C=Cc1cc(C(=O)n2[nH]c(=O)c3c(O)c(C)cc(Cl)c32)c(Cl)cc1F 4.592441929053432 0.760994077470359 0.7013714650053707 4.3995766246597 0.7013714650053707 0.760994077470359 0
26 COc1ccc(Cl)c2c1c(=O)[nH]n2C(=O)c1c(Cl)cc(F)c(C#N)c1C 2.2585668602179276 0.7656878100840133 0.7188796582327812 3.223226016899046 0.7188796582327812 0.7656878100840133 0
26 CCc1c(F)c(C#N)cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1Cl 1.241133573895123 0.7469119859081892 0.693905079707784 3.0363719864045056 0.693905079707784 0.7469119859081892 0
25 Cc1cc(C(=O)n2[nH]c(=O)c3c(O)cc(C)c(Cl)c32)c(Cl)c(C)c1F 2.5911527944000357 0.7554008338980108 0.6646847818455571 1.239224092647909 0.6646847818455571 0.7554008338980108 0
25 Cc1c(F)cc(Cl)c(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1C=O 4.21723153811867 0.7492028030731145 0.6646748510909942 4.556270116374266 0.6646748510909942 0.7492028030731145 0
26 O=Cc1c(F)cc(Cl)c(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1C=O 2.667508444637443 0.7362258320620352 0.6610277392953856 2.832830871025713 0.6610277392953856 0.7362258320620352 0
25 COc1ccc(Cl)c2c1c(=O)[nH]n2C(=O)c1c(Cl)cc(F)c(C)c1C 3.6085439741976795 0.781964915587466 0.7252037030232757 3.715260545991529 0.7252037030232757 0.781964915587466 0
26 CCc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1cc(C=O)c(F)cc1Cl 2.5814196409722556 0.7640598979961012 0.6616742710168814 2.6609019084143215 0.6616742710168814 0.7640598979961012 0
26 CCc1c(C)c(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1c(C)cc(F)cc1Cl 2.402422050491863 0.7583012198626403 0.6753701538530972 1.9836816337536127 0.6753701538530972 0.7583012198626403 0
26 CC=Cc1cc(C(=O)n2[nH]c(=O)c3c(OC)ccc(Cl)c32)c(Cl)cc1F 3.5494374581146015 0.7810871290748815 0.7101722583249652 2.7787815530204973 0.7101722583249652 0.7810871290748815 0
26 CCc1c(C=O)c(O)c2c(=O)[nH]n(C(=O)c3ccc(F)cc3Cl)c2c1Cl 1.2495414932041529 0.7603864914026945 0.6616742710168814 1.2495414932041529 0.6616742710168814 0.7603864914026945 0
25 C=Cc1c(F)cc(Cl)c(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1C 3.6052398737319837 0.7452811038767884 0.7013714650053707 3.7106167904709437 0.7013714650053707 0.7452811038767884 0
25 Cc1c(F)cc(Cl)c(C(=O)n2[nH]c(=O)c3c(ON)ccc(Cl)c32)c1C 3.7754512136813734 0.7487639971029653 0.6635731890255278 3.515023331549558 0.6635731890255278 0.7487639971029653 0
24 Cc1c(F)cc(Cl)c(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1C 5.792644478748247 0.7709057034028184 0.6855243449006061 3.5029896820471347 0.6855243449006061 0.7709057034028184 0
26 COc1c(C=O)cc(Cl)c2c1c(=O)[nH]n2C(=O)c1c(C)cc(F)cc1Cl 2.9885664490143835 0.7617497881059914 0.685333853370605 2.8989232771413223 0.685333853370605 0.7617497881059914 0
25 Cc1cc(C(=O)n2[nH]c(=O)c3c(O)c(C)cc(Cl)c32)c(Cl)c(C)c1F 2.6418620445211434 0.7594243770215541 0.6646847818455571 2.3000395828467135 0.6646847818455571 0.7594243770215541 0
26 CCc1cc(Cl)c2c(c1OC)c(=O)[nH]n2C(=O)c1ccc(F)c(C)c1Cl 2.521178257370149 0.7766431946993977 0.7151955439594411 2.110059846111896 0.7151955439594411 0.7766431946993977 0
26 C=Cc1c(C#N)c(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 2.4218359650260637 0.7468768210730242 0.6951075555759654 3.377946740465387 0.6951075555759654 0.7468768210730242 0
24 N#Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 2.9616661798884816 0.7806381960063687 0.6915926825720616 1.6132406966016548 0.6915926825720616 0.7806381960063687 0
26 CCc1c(F)c(C)cc(C(=O)n2[nH]c(=O)c3c(O)cc(C)c(Cl)c32)c1Cl 2.717919400350353 0.7502753558715589 0.6753701538530972 0.9570777923675616 0.6753701538530972 0.7502753558715589 0
25 CC=Cc1cc(O)c2c(=O)[nH]n(C(=O)c3ccc(F)cc3Cl)c2c1Cl 2.577917300999909 0.7686746238335656 0.6987245686861682 2.207427103430176 0.6987245686861682 0.7686746238335656 0
25 CCc1c(F)c(C)cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1Cl 2.741129423943498 0.7634606675966507 0.7015259737975308 0.9385813123783839 0.7015259737975308 0.7634606675966507 0
26 CC=Cc1cc(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(OC)ccc(Cl)c21 3.9466577229527227 0.7693397834627471 0.7101722583249651 3.011120702625888 0.7101722583249651 0.7693397834627471 0
25 Cc1c(F)cc(Cl)c(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1C#N 2.3897578616016975 0.7524064770111168 0.6764577686070372 2.36606679330012 0.6764577686070372 0.7524064770111168 0
26 C=Cc1c(F)cc(C)c(C(=O)n2[nH]c(=O)c3c(OC)ccc(Cl)c32)c1Cl 3.2521954536225133 0.7534515463477496 0.7141105587542935 2.860581797403406 0.7141105587542935 0.7534515463477496 0
26 CCc1c(F)ccc(C(=O)n2[nH]c(=O)c3c(O)c(C)c(C)c(Cl)c32)c1Cl 1.239224092647909 0.7621881763843796 0.6753701538530972 2.437843135533343 0.6753701538530972 0.7621881763843796 0
25 C=Cc1c(C)c(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(O)ccc(Cl)c21 4.03060754767397 0.7444987847034245 0.7013714650053707 3.2331468648049317 0.7013714650053707 0.7444987847034245 0
25 C=Cc1cc(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(O)c(C)cc(Cl)c21 4.871653638929841 0.7495720338423452 0.7013714650053707 5.203152446401866 0.7013714650053707 0.7495720338423452 0
25 C=Cc1c(F)cc(C)c(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1Cl 4.139771872270041 0.7419357537045727 0.7013714650053707 3.584303601339364 0.7013714650053707 0.7419357537045727 0
24 O=Cc1cc(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(O)ccc(Cl)c21 5.0634444062182595 0.7641863616868422 0.6796899867375639 3.622568637286764 0.6796899867375639 0.7641863616868422 0
25 COc1ccc(Cl)c2c1c(=O)[nH]n2C(=O)c1c(C)cc(F)c(C)c1Cl 2.8216003518751553 0.776606706632242 0.7252037030232757 1.9009057801747398 0.7252037030232757 0.776606706632242 0
24 C=Cc1cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c(Cl)cc1F 4.799982635669542 0.7705953557696823 0.7233703647794006 3.6424382009232374 0.7233703647794006 0.7705953557696823 0
24 C=Cc1cc(O)c2c(=O)[nH]n(C(=O)c3ccc(F)cc3Cl)c2c1Cl 3.7236992958631525 0.7677908587282622 0.7233703647794006 2.326096245643472 0.7233703647794006 0.7677908587282622 0
25 C=Cc1cc(OC)c2c(=O)[nH]n(C(=O)c3ccc(F)cc3Cl)c2c1Cl 2.9945250292249916 0.778196569534923 0.7426687224711034 3.4423800128169577 0.7426687224711034 0.778196569534923 0
26 O=Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)c(C=O)c1Cl 3.1645706265876203 0.7417278100840132 0.6610277392953856 2.6695814004903955 0.6610277392953856 0.7417278100840132 0
26 C=Cc1c(CC)c(O)c2c(=O)[nH]n(C(=O)c3ccc(F)cc3Cl)c2c1Cl 2.6545332418093865 0.7584689089851122 0.6915526052358405 2.2815648637797024 0.6915526052358405 0.7584689089851122 0
25 CNOc1ccc(Cl)c2c1c(=O)[nH]n2C(=O)c1cc(C)c(F)cc1Cl 1.8862375848426356 0.760082316141258 0.6799837408657965 1.126055740663879 0.6799837408657965 0.760082316141258 0
26 CNOc1c(C)cc(Cl)c2c1c(=O)[nH]n2C(=O)c1ccc(F)c(C)c1Cl 2.618184646715093 0.7400735243697275 0.6615915798879526 2.918286887653396 0.6615915798879526 0.7400735243697275 0
25 Cc1c(C#N)c(F)cc(Cl)c1C(=O)n1[nH]c(=O)c2c(O)ccc(Cl)c21 2.9416743964685397 0.7547199098469376 0.6764577686070373 2.9210872431937447 0.6764577686070373 0.7547199098469376 0
25 CC=Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 4.464796012365905 0.7707594654625249 0.6987245686861683 3.2635218428859756 0.6987245686861683 0.7707594654625249 0
25 Cc1c(F)c(C#N)cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1Cl 2.972280781861804 0.7543339167355714 0.6764577686070373 2.425455699513762 0.6764577686070373 0.7543339167355714 0
25 Cc1c(C=O)c(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 2.7708105808947083 0.7675013105358011 0.6646748510909943 2.7045670459219817 0.6646748510909943 0.7675013105358011 0
25 C=Cc1cc(O)c2c(=O)[nH]n(C(=O)c3c(C)cc(F)cc3Cl)c2c1Cl 3.004048120950782 0.7447194506046872 0.7013714650053707 3.1895214914229335 0.7013714650053707 0.7447194506046872 0
26 CCc1c(F)c(C)cc(C(=O)n2[nH]c(=O)c3c(O)c(C)cc(Cl)c32)c1Cl 3.4545160131664394 0.7541239623375567 0.6753701538530972 0.13648914022544922 0.6753701538530972 0.7541239623375567 0
26 CCc1c(C)c(OC)c2c(=O)[nH]n(C(=O)c3ccc(F)cc3Cl)c2c1Cl 2.539978167909563 0.7808104474466506 0.7151955439594411 2.3656298515915353 0.7151955439594411 0.7808104474466506 0
25 Cc1cc(O)c2c(=O)[nH]n(C(=O)c3c(Cl)cc(F)c(C)c3C)c2c1Cl 3.6290812402379884 0.7571754259726029 0.6646847818455571 2.173411861492394 0.6646847818455571 0.7571754259726029 0
25 CC(=O)c1cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c(Cl)cc1F 2.666190648265939 0.7910501050248939 0.6640974849290838 3.9265510090690423 0.6640974849290838 0.7910501050248939 0
25 C=Cc1cc(C(=O)n2[nH]c(=O)c3c(OC)ccc(Cl)c32)c(Cl)cc1F 3.4648117812668944 0.7814576555077737 0.7426687224711034 3.122305260637571 0.7426687224711034 0.7814576555077737 0
26 CCc1c(F)cc(Cl)c(C(=O)n2[nH]c(=O)c3c(O)c(C)cc(Cl)c32)c1C 3.418346451761652 0.755262869806899 0.6753701538530972 4.563590671985163 0.6753701538530972 0.755262869806899 0
26 CCc1c(C)c(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1cc(C)c(F)cc1Cl 3.186871787420644 0.7698213982349926 0.6753701538530972 3.1532425117616603 0.6753701538530972 0.7698213982349926 0
26 Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1cc(C#N)c(F)c(C)c1Cl 2.87586873534693 0.7452617549796973 0.658201813488117 2.7245652576092674 0.658201813488117 0.7452617549796973 0
26 Cc1c(C)c(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1cc(C#N)c(F)cc1Cl 2.897391657109661 0.7635137059273005 0.6582018134881172 1.0980332797599786 0.6582018134881172 0.7635137059273005 0
26 C=Cc1c(F)cc(CC)c(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1Cl 2.827973017163253 0.7390979199741231 0.6915526052358405 3.2646013081532783 0.6915526052358405 0.7390979199741231 0
26 CCc1cc(Cl)c2c(c1ON)c(=O)[nH]n2C(=O)c1c(C)cc(F)cc1Cl 1.239224092647909 0.7494966012928044 0.6602546672564753 0.6669453386463107 0.6602546672564753 0.7494966012928044 0
26 CCc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)c(C=O)c1Cl 2.342856769706975 0.7577697881059913 0.6616742710168814 1.56968450499307 0.6616742710168814 0.7577697881059913 0
25 Cc1c(F)cc(C=O)c(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1Cl 4.800564030428712 0.7467049844738034 0.6646748510909943 3.5560211528654424 0.6646748510909943 0.7467049844738034 0
25 Cc1cc(F)c(C=O)c(Cl)c1C(=O)n1[nH]c(=O)c2c(O)ccc(Cl)c21 3.628482833764906 0.7466397720742626 0.6646748510909943 2.2761814597391337 0.6646748510909943 0.7466397720742626 0
25 Cc1c(C=O)c(O)c2c(=O)[nH]n(C(=O)c3ccc(F)cc3Cl)c2c1Cl 3.3131467738386187 0.7669153174244348 0.6646748510909943 3.3932177599156503 0.6646748510909943 0.7669153174244348 0
24 N#Cc1c(F)ccc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1Cl 2.856921216689699 0.7699657699708656 0.6915926825720616 3.4737397081363772 0.6915926825720616 0.7699657699708656 0
25 C=C(C)c1c(F)ccc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1Cl 2.6557036145463426 0.7671036067470526 0.6987245686861683 3.0939853015055747 0.6987245686861683 0.7671036067470526 0
26 C=Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)c(CC)c1Cl 2.987382296668292 0.7453779199741231 0.6915526052358405 2.4049392895772357 0.6915526052358405 0.7453779199741231 0
26 CCOc1ccc(Cl)c2c1c(=O)[nH]n2C(=O)c1ccc(F)c(C#N)c1Cl 2.053701936700298 0.7800654606025089 0.7333856220201311 2.2153405451496724 0.7333856220201311 0.7800654606025089 0
25 Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)c(C#N)c1Cl 3.1215743262203564 0.7603832852774772 0.6764577686070372 2.507206733174562 0.6764577686070372 0.7603832852774772 0
25 Cc1cc(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1c(Cl)cc(F)cc1C=O 3.762963788325395 0.754776396643723 0.6646748510909943 5.0433587686576695 0.6646748510909943 0.754776396643723 0
25 C=Cc1c(C)c(Cl)c2c(c1O)c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 2.777342520978675 0.7588230097321271 0.7013714650053707 3.5166891216254346 0.7013714650053707 0.7588230097321271 0
26 C=Cc1cc(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c(Cl)c(C#N)c1F 2.949434279874626 0.7273717661279693 0.6951075555759654 2.8110814577349985 0.6951075555759654 0.7273717661279693 0
26 CCOc1c(C#N)cc(Cl)c2c1c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 1.239224092647909 0.7845943880131263 0.7333856220201311 1.4978375178972136 0.7333856220201311 0.7845943880131263 0
23 NOc1ccc(Cl)c2c1c(=O)[nH]n2C(=O)c1ccc(F)cc1Cl 3.101469244763889 0.7882281815132858 0.691176223883962 2.051532885495092 0.691176223883962 0.7882281815132858 0
25 Cc1c(F)cc(C#N)c(C(=O)n2[nH]c(=O)c3c(O)ccc(Cl)c32)c1Cl 2.6755977417860786 0.7499589454382121 0.6764577686070373 1.091850822088 0.6764577686070373 0.7499589454382121 0
25 Cc1c(F)ccc(C(=O)n2[nH]c(=O)c3c(O)c(C)c(C)c(Cl)c32)c1Cl 2.3884838570117726 0.7659765914737685 0.6646847818455572 3.1382888983199115 0.6646847818455572 0.7659765914737685 0
