ID,Z_RGES
Z44847963,-2.724433564036505
Z3689323219,-2.724254659188548
Z1208951117,-2.723520838542938
Z2506572426,-2.7232952083600646
Z2924297730,-2.7232952083600646
Z1638270571,-2.7232952083600646
Z1607151024,-2.7232952083600646
Z410150240,-2.7232952083600646
Z1623887942,-2.7232952083600646
Z1900746692,-2.7232952083600646
Z2668928950,-2.7232952083600646
Z1626465175,-2.7232952083600646
Z56758550,-2.7232952083600646
Z357242404,-2.7232952083600646
Z1188781060,-2.7232952083600646
Z56625105,-2.7232952083600646
Z434636122,-2.7232952083600646
Z1611034368,-2.7232952083600646
Z26062603,-2.7232952083600646
Z29467459,-2.7232952083600646
Z642031594,-2.7230949445574844
Z352223602,-2.7230949445574844
Z1602342842,-2.7230949445574844
Z1911913157,-2.7230949445574844
Z2439271637,-2.7230949445574844
Z1274389670,-2.7230949445574844
Z3076611468,-2.7212267426544825
Z1381494711,-2.7196789636023624
Z1769029938,-2.7196789636023624
Z745975792,-2.7196789636023624
Z1316809178,-2.7196789636023624
Z196160490,-2.7196789636023624
Z90667495,-2.717220661502996
Z2070845533,-2.717220661502996
Z2684571548,-2.717220661502996
Z46082825,-2.717220661502996
Z729040132,-2.717220661502996
Z993844284,-2.7170925524786353
Z1836620657,-2.7165083040441242
Z2054683370,-2.7160645439706967
Z2439258482,-2.7160464275678926
Z1262387656,-2.7159552612772817
Z1102413454,-2.7150275135305373
Z1125072774,-2.7139554499391814
Z1213700625,-2.713738769055488
Z26985054,-2.71369128541122
Z196138174,-2.71369128541122
Z1627339929,-2.712648724868715
Z3686167998,-2.7124464422978845
Z56762342,-2.71203160718144
Z2167814085,-2.7102738225161276
Z1739701863,-2.7102738225161276
Z108916050,-2.7089743024104407
Z2998071480,-2.708738952561
Z1799272716,-2.707919390685762
Z74683187,-2.707919390685762
Z227070668,-2.707919390685762
Z1815735078,-2.707919390685762
Z3217362500,-2.707919390685762
Z364245758,-2.707919390685762
Z185366248,-2.707919390685762
Z1558026582,-2.707919390685762
Z2599172005,-2.707919390685762
Z29044056,-2.7053493381833813
Z1837052940,-2.705297302657435
Z56842362,-2.7050603773897777
Z3688955659,-2.704742244220153
Z2517378318,-2.704742244220153
Z1128636866,-2.7043584790370603
Z1822536175,-2.7043584790370603
Z1356072545,-2.70338328056868
Z1979830190,-2.70338328056868
Z2303696769,-2.70338328056868
Z74102928,-2.70338328056868
Z1778985725,-2.70338328056868
Z197423846,-2.70338328056868
Z873120038,-2.70338328056868
Z372542738,-2.70338328056868
Z1196773947,-2.70338328056868
Z123559754,-2.702833385581166
Z1696310077,-2.702764881783702
Z1129153736,-2.701792905299099
Z1990958156,-2.701772588669134
Z90662177,-2.701490499143982
Z1339212301,-2.7009448308448762
Z2997994233,-2.7006656557274584
Z1557492145,-2.7005810573599964
Z222985230,-2.7004251947551605
Z27328091,-2.7004251947551605
Z413333918,-2.7004251947551605
Z744540424,-2.7004251947551605
Z651024088,-2.6973024928545506
Z2027500287,-2.6973024928545506
Z4107124273,-2.6973024928545506
Z57790592,-2.6972428422644668
Z983859810,-2.6955944925552293
Z20213201,-2.6955944925552293
Z433942714,-2.6955944925552293
Z2752916206,-2.6954976608845227
Z900604596,-2.695108852428789
Z64786251,-2.695108852428789
Z3290643016,-2.694774404555801
Z846861246,-2.694360614269705
Z367487926,-2.6936058996121552
Z56836399,-2.6936058996121552
Z1190483418,-2.69278007131238
Z2700339728,-2.6922936402690505
Z128125162,-2.691385776795938
Z1695374946,-2.691385776795938
Z2303270635,-2.690785331614655
Z3480644995,-2.690785331614655
Z4119326427,-2.690785331614655
Z237603016,-2.690785331614655
Z295650570,-2.6904208833308605
Z56175551,-2.688947200421857
Z2358884667,-2.688923426651447
Z2393491768,-2.688598141657167
Z200126792,-2.688501219771285
Z2080004574,-2.687662629714045
Z139771304,-2.687662629714045
Z401908844,-2.686762185511025
Z2939490599,-2.686762185511025
Z2017533512,-2.6850493708508782
Z56880497,-2.683827148894146
Z1143031355,-2.6834704186701623
Z113236340,-2.681252512136659
Z2434718100,-2.6808817039872928
Z2737561425,-2.677978632964068
Z2940918410,-2.677969757454764
Z232613470,-2.6778216555592387
Z1395317553,-2.6778216555592387
Z56795489,-2.6777135025737575
Z3216020379,-2.6777135025737575
Z1682985856,-2.6757996853103387
Z1462384490,-2.675695435317762
Z1205907064,-2.6754145554231097
Z445008618,-2.674484146346453
Z119418728,-2.67434886189038
Z3643293414,-2.67434886189038
Z2700121435,-2.67321818953798
Z2455595999,-2.6728234911545607
Z1563762801,-2.6728234911545607
Z646117956,-2.6726454261480788
Z1962725165,-2.671262165595386
Z358262174,-2.6712161152879803
Z246157798,-2.6712161152879803
Z1838996155,-2.670496279005133
Z1720688554,-2.669112760437192
Z166871902,-2.669112760437192
Z1778892555,-2.668674190898496
Z1139337613,-2.668674190898496
Z2067955275,-2.668674190898496
Z1497529043,-2.668674190898496
Z1772705752,-2.668674190898496
Z1321361469,-2.668674190898496
Z1995542563,-2.6681029880423455
Z56849280,-2.667183178498724
Z1446865369,-2.667183178498724
Z2293814863,-2.667183178498724
Z52604789,-2.667183178498724
Z1975497375,-2.666419442585836
Z20244649,-2.6657439103567735
Z245023178,-2.66531339503603
Z909655176,-2.6650219709766394
Z1675701231,-2.6650219709766394
Z4034626365,-2.6645274808140744
Z1527564452,-2.6644828267054557
Z1409782917,-2.6642192203083424
Z2271726890,-2.663989488568273
Z56804242,-2.663392772837762
Z232614472,-2.663142319242146
Z1316641686,-2.6624122181195067
Z56824743,-2.661055941258845
Z237521690,-2.661055941258845
Z194473074,-2.661055941258845
Z279095810,-2.661055941258845
Z2002313713,-2.661055941258845
Z1636068175,-2.661055941258845
Z44304653,-2.6604752794036406
Z56996020,-2.6604752794036406
Z31192354,-2.6604752794036406
Z2017169395,-2.6604752794036406
Z55176261,-2.6604752794036406
Z1260582156,-2.6602673506404932
Z1359794415,-2.6592331995851515
Z30100154,-2.6592331995851515
Z1401620664,-2.658748667221104
Z301932760,-2.657515225037753
Z1268832827,-2.6574477953098663
Z434526238,-2.6573525775030307
Z238022960,-2.657314895229715
Z56174174,-2.6572469010345316
Z1572595662,-2.6572021136513215
Z1873983010,-2.65710028344321
Z2334849659,-2.6563793325711487
Z240401626,-2.655726412491389
Z227422358,-2.6555445634649804
Z809506110,-2.654767380289308
Z57298630,-2.654767380289308
Z3814898850,-2.654767380289308
Z748567492,-2.654767380289308
Z241374302,-2.654767380289308
Z224292558,-2.6543807539936743
Z2984771587,-2.6531907042877956
Z56968813,-2.652487792610185
Z1661382653,-2.651865866691042
Z2902899921,-2.65167273121742
Z1139202169,-2.651540825653478
Z1372317028,-2.6508063564040967
Z28167498,-2.6506894804589156
Z2622950991,-2.6506894804589156
Z57009915,-2.650136725382268
Z1246636338,-2.650136725382268
Z1698138133,-2.6501125686270957
Z2741329144,-2.6501125686270957
Z382984684,-2.6497545130724993
Z2972539564,-2.6497545130724993
Z242286200,-2.6497545130724993
Z237394196,-2.6485411404745727
Z1497893624,-2.6472784401204175
Z1000627016,-2.646795572721021
Z740650472,-2.646795572721021
Z276558520,-2.646795572721021
Z1824036455,-2.646661182312077
Z203963000,-2.646661182312077
Z68143799,-2.646661182312077
Z1713581954,-2.644922274279821
Z1173453463,-2.6440066246444696
Z1611127850,-2.643328928679586
Z748569084,-2.643328928679586
Z56795446,-2.6430944262760967
Z234869924,-2.642431469696167
Z969114572,-2.642431469696167
Z28168232,-2.6422981292183128
Z2065935462,-2.641977825844944
Z28173957,-2.641932652044565
Z750152104,-2.6418931282207563
Z666162346,-2.6418931282207563
Z1166181528,-2.6418931282207563
Z1102778200,-2.6418931282207563
Z2010636652,-2.641517803236443
Z339628670,-2.6411397531049556
Z56773540,-2.6410747255590055
Z1916316057,-2.641013581793292
Z3019756439,-2.641013581793292
Z285190030,-2.6408349704901335
Z2782635884,-2.640698790160689
Z1989638910,-2.640698790160689
Z3919999854,-2.640698790160689
Z358283892,-2.640698790160689
Z3992087793,-2.640698790160689
Z1139330904,-2.640698790160689
Z56762660,-2.640698790160689
Z2242914096,-2.640698790160689
Z2579370937,-2.640698790160689
Z87002119,-2.640698790160689
Z354926686,-2.640698790160689
Z4199550836,-2.640698790160689
Z55919317,-2.640698790160689
Z20247425,-2.640612560383275
Z1239662656,-2.640612560383275
Z109875608,-2.639437555972181
Z57176222,-2.639437555972181
Z2326079198,-2.638947633194915
Z1182372993,-2.638741954463538
Z297793746,-2.6385386335873564
Z316139738,-2.6385386335873564
Z2283141282,-2.6380215597108325
Z1002248240,-2.637044814430461
Z1883523002,-2.636559720038128
Z57984404,-2.6363148540715713
Z258117416,-2.6363148540715713
Z2582963259,-2.6363148540715713
Z838348754,-2.6363148540715713
Z220422504,-2.6363148540715713
Z55290912,-2.6363148540715713
Z55426547,-2.6363148540715713
Z1281319132,-2.6363148540715713
Z95576516,-2.6363148540715713
Z27432410,-2.6363148540715713
Z2953921348,-2.6359611668259593
Z26712759,-2.6359611668259593
Z125088008,-2.6348442782795867
Z219345434,-2.6348442782795867
Z807077024,-2.634340667699166
Z300337296,-2.6333901549878607
Z2273539781,-2.63310620029612
Z2140795206,-2.632445504088988
Z46118887,-2.632236680407895
Z56796776,-2.6317215763789767
Z637737810,-2.6317215763789767
Z748556940,-2.6317215763789767
Z1498461341,-2.6317215763789767
Z104378064,-2.6316063504408262
Z979791848,-2.631164104912315
Z2218554938,-2.6310777985791862
Z1754358884,-2.6310777985791862
Z166793054,-2.6310777985791862
Z56835173,-2.6310777985791862
Z2217595389,-2.6310777985791862
Z372539700,-2.6310777985791862
Z2306392460,-2.6310777985791862
Z2700068064,-2.6310777985791862
Z28108067,-2.6310777985791862
Z17755910,-2.6298546159325484
Z1773052448,-2.6291327235794344
Z1180566909,-2.6287434091236044
Z1139743803,-2.628720006008475
Z2623292826,-2.6281404449106276
Z56843767,-2.6281404449106276
Z56923873,-2.6281404449106276
Z88069626,-2.6281404449106276
Z246802460,-2.6281404449106276
Z339451978,-2.6262647809890054
Z1891235613,-2.6259037084796653
Z2645305763,-2.6255752644242674
Z223118054,-2.625306664832022
Z284331168,-2.625306664832022
Z596096380,-2.6246407505836613
Z198743814,-2.6244447544815057
Z3091864707,-2.624257833467931
Z27770033,-2.6242193195619583
Z364118236,-2.6242193195619583
Z318987458,-2.6238257622157795
Z1335917733,-2.6238257622157795
Z1328983750,-2.6238257622157795
Z2989768297,-2.6238257622157795
Z146331008,-2.6238257622157795
Z223452040,-2.6238257622157795
Z223083370,-2.6238257622157795
Z1787007863,-2.6238257622157795
Z1322572027,-2.6238257622157795
Z1545009191,-2.6238257622157795
Z56781770,-2.6238257622157795
Z1172002428,-2.6238257622157795
Z1788063888,-2.6238257622157795
Z1517804039,-2.6238257622157795
Z45417148,-2.6238257622157795
Z49684351,-2.6238257622157795
Z3063546986,-2.6238257622157795
Z1724595025,-2.6238257622157795
Z1553756817,-2.6238257622157795
Z1720524522,-2.6221670281789557
Z332738666,-2.6221670281789557
Z91121669,-2.6221670281789557
Z56776179,-2.6219644380180807
Z959573732,-2.621831406405172
Z131404398,-2.621431305441858
Z46049772,-2.6213168897317747
Z1619770392,-2.6213168897317747
Z666656358,-2.6213168897317747
Z421745218,-2.6213168897317747
Z3358544470,-2.6213168897317747
Z30804535,-2.6213168897317747
Z1373616110,-2.6213168897317747
Z1272192429,-2.6204623150239863
Z2272277180,-2.6204623150239863
Z228883738,-2.6202369673817905
Z1695921468,-2.6202369673817905
Z1568250735,-2.619839196596092
Z2963415099,-2.618363063954103
Z245295972,-2.6182831877217128
Z30901507,-2.6182712071728202
Z1151763295,-2.6179980525588054
Z3365858742,-2.6179980525588054
Z744104474,-2.6179980525588054
Z2754391491,-2.6179980525588054
Z786278812,-2.6179980525588054
Z56792067,-2.6157633662396913
Z3299522127,-2.615634724757811
Z1270699190,-2.615634724757811
Z223904228,-2.615634724757811
Z2027320930,-2.615634724757811
Z2378079783,-2.615634724757811
Z285901452,-2.615418921957777
Z20231588,-2.615418921957777
Z103399274,-2.615418921957777
Z2506052160,-2.615418921957777
Z1311827737,-2.615418921957777
Z281818400,-2.614960957919601
Z29335957,-2.6148783182699167
Z2005720243,-2.614708373364898
Z2683070342,-2.614708373364898
Z434210830,-2.6143875210073677
Z2582964006,-2.6136302076985674
Z2217991172,-2.6127646272363254
Z220422620,-2.6124714347424653
Z1212733574,-2.6124714347424653
Z56808576,-2.6120210858462585
Z645112732,-2.611962729957586
Z1013750860,-2.611628974319899
Z2304958588,-2.6110577370877053
Z2360897651,-2.609720330794568
Z595326340,-2.609720330794568
Z805431782,-2.609720330794568
Z44426685,-2.6094312437666343
Z169851616,-2.6094312437666343
Z1307226926,-2.6094312437666343
Z2411845557,-2.609356444565647
Z211834838,-2.6085996900423774
Z2936910796,-2.6074730356512896
Z1445494676,-2.6057340013910295
Z2722871030,-2.6057340013910295
Z2375490390,-2.6057340013910295
Z900706802,-2.6057340013910295
Z512827506,-2.605531165176032
