"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log2FoldChange","Symbol"
"ATP2B4",6.24521824834932e-07,0.321816896710979,0.311,0.133,0.016473012173671,0.321816896710979,"ATP2B4"
"BTF3",6.35253866246589e-07,-0.278878310089691,0.962,0.99,0.0167560912299863,-0.278878310089691,"BTF3"
"DYNLL1",6.40906048780368e-07,0.359669471801028,0.888,0.816,0.0169051788486798,0.359669471801028,"DYNLL1"
"RCN3",6.89279135856687e-07,0.269526396927543,0.496,0.281,0.0181811157664918,0.269526396927543,"RCN3"
"PDGFRA",7.55333036687749e-07,-0.597325561422528,0.448,0.592,0.0199234195087128,-0.597325561422528,"PDGFRA"
"NKD1",7.64866049311388e-07,-0.285266624155,0.086,0.204,0.0201748717826865,-0.285266624155,"NKD1"
"RPL34",7.83682860537836e-07,-0.388392436349716,0.989,1,0.0206712028124065,-0.388392436349716,"RPL34"
"TKT",8.55764443555133e-07,-0.31997742831893,0.282,0.454,0.0225724987276537,-0.31997742831893,"TKT"
"TAGLN",8.83862891127891e-07,0.805531872074772,0.664,0.485,0.0233136514792804,0.805531872074772,"TAGLN"
"SPTBN1",1.0511703546613e-06,0.36967006671181,0.744,0.577,0.027726720444901,0.36967006671181,"SPTBN1"
"C3",1.15852276418393e-06,0.793169636921036,0.519,0.352,0.0305583549508796,0.793169636921036,"C3"
"STEAP2",1.26524557531576e-06,0.423518043466047,0.362,0.184,0.0333733825401039,0.423518043466047,"STEAP2"
"RP11-384F7.2",1.30050642841559e-06,-0.435050805467256,0.145,0.281,0.034303458062318,-0.435050805467256,"RP11-384F7.2"
"FABP4",1.30109021515112e-06,-0.308582432752551,0.027,0.102,0.0343188566050411,-0.308582432752551,"FABP4"
"STAT3",1.30866673011115e-06,0.330926941591686,0.613,0.398,0.0345187023401417,0.330926941591686,"STAT3"
"ALDH1A3",1.33063159485492e-06,0.367636482377391,0.208,0.061,0.0350980695774882,0.367636482377391,"ALDH1A3"
"SKP1",1.33816364599063e-06,0.321489818548994,0.952,0.883,0.0352967424902948,0.321489818548994,"SKP1"
"RPL7A",1.45495019757045e-06,-0.366469956127388,0.994,0.99,0.0383772213613156,-0.366469956127388,"RPL7A"
"CST2",1.47073541464846e-06,0.782108271938209,0.144,0.02,0.0387935880321823,0.782108271938209,"CST2"
"RPL27",1.55467915742272e-06,-0.379996751329356,0.941,0.985,0.041007772135339,-0.379996751329356,"RPL27"
"C1QB",1.66007005289921e-06,-0.38294292315189,0.207,0.347,0.0437876677853224,-0.38294292315189,"C1QB"
"RPL9",1.66982844484418e-06,-0.288087630488782,0.974,1,0.0440450648896548,-0.288087630488782,"RPL9"
"DNAJB1",1.74805781804322e-06,0.521255920903937,0.499,0.347,0.0461085210665259,0.521255920903937,"DNAJB1"
"MYL6",1.89588141556074e-06,0.316886414709233,0.994,0.995,0.0500076640982457,0.316886414709233,"MYL6"
"SFRP4",1.94344932122576e-06,0.690242208448902,0.365,0.194,0.0512623627459718,0.690242208448902,"SFRP4"
"NUCKS1",2.00325822673903e-06,0.349425944101414,0.685,0.515,0.0528399422466954,0.349425944101414,"NUCKS1"
"SFTPA2",2.05561864731042e-06,0.484450147360141,0.284,0.117,0.0542210530601069,0.484450147360141,"SFTPA2"
"NFIX",2.10659686307438e-06,0.321150785351979,0.418,0.235,0.0555657054573128,0.321150785351979,"NFIX"
"ECM1",2.14981597705381e-06,0.430518273599847,0.449,0.286,0.0567056960267483,0.430518273599847,"ECM1"
"FAM133B",2.17817078009873e-06,0.255222858898045,0.245,0.087,0.0574536106666643,0.255222858898045,"FAM133B"
"TUBA1A",2.67595928586096e-06,0.467203601408363,0.662,0.505,0.0705837780831545,0.467203601408363,"TUBA1A"
"LMNA",2.72841476840579e-06,0.488668389701835,0.828,0.709,0.0719673963462395,0.488668389701835,"LMNA"
"TCF12",2.729756208528e-06,0.437119904087473,0.47,0.306,0.0720027795123431,0.437119904087473,"TCF12"
"ZBTB20",2.79448074065402e-06,0.333054810769306,0.439,0.27,0.073710018496231,0.333054810769306,"ZBTB20"
"SLC44A1",2.98716811322303e-06,-0.412221166328493,0.317,0.464,0.0787925333224838,-0.412221166328493,"SLC44A1"
"HSPH1",3.02630375382846e-06,0.517850019385895,0.248,0.097,0.0798248141147332,0.517850019385895,"HSPH1"
"HIST1H1C",3.25743577793475e-06,-0.258638350905227,0.08,0.189,0.085921383514585,-0.258638350905227,"HIST1H1C"
"CCNB1IP1",3.46184209014601e-06,-0.268795378674824,0.145,0.276,0.0913130088117812,-0.268795378674824,"CCNB1IP1"
"MYH9",3.5861205843606e-06,0.448554827504027,0.494,0.332,0.0945911026536796,0.448554827504027,"MYH9"
"RPL28",3.61204704997729e-06,-0.324730183741461,0.998,0.985,0.095274965037251,-0.324730183741461,"RPL28"
"RPL5",3.6713638584975e-06,-0.415960696841517,0.982,0.995,0.0968395644955885,-0.415960696841517,"RPL5"
"FBN1",3.84032025051969e-06,0.369435938672375,0.667,0.505,0.101296127247958,0.369435938672375,"FBN1"
"CTSK",3.8787072033304e-06,0.533670995229273,0.552,0.372,0.102308659902246,0.533670995229273,"CTSK"
"EIF1",3.88377916851318e-06,-0.304250160717745,0.999,1,0.102442443127872,-0.304250160717745,"EIF1"
"HGF",3.88452341873936e-06,0.477217768917562,0.352,0.199,0.102462074216088,0.477217768917562,"HGF"
"WLS",4.13458401291111e-06,0.313888011807159,0.403,0.224,0.109057922508556,0.313888011807159,"WLS"
"C16orf89",4.39692225986001e-06,0.278595906173389,0.23,0.082,0.115977618448327,0.278595906173389,"C16orf89"
"SSC5D",4.4753178158049e-06,0.344203083222039,0.368,0.199,0.118045458027486,0.344203083222039,"SSC5D"
"ARGLU1",4.79451064018292e-06,0.287554953976112,0.51,0.321,0.126464807156105,0.287554953976112,"ARGLU1"
"SLC8A1",5.11363524054519e-06,0.261336999114196,0.192,0.056,0.134882356739861,0.261336999114196,"SLC8A1"
"RPL12",5.19780693089964e-06,-0.301939911418014,0.988,0.995,0.13710255341634,-0.301939911418014,"RPL12"
"FOXF1",5.24511947189875e-06,0.287938434041423,0.218,0.077,0.138350516310273,0.287938434041423,"FOXF1"
"CTSO",5.33275795077648e-06,0.315013053287008,0.387,0.214,0.140662156467631,0.315013053287008,"CTSO"
"CD34",5.42737299145007e-06,0.30152833843159,0.197,0.061,0.143157817395479,0.30152833843159,"CD34"
"PPDPF",5.46946718401577e-06,0.321192978111644,0.97,0.98,0.144268135912784,0.321192978111644,"PPDPF"
"C1QC",5.61709441456101e-06,-0.423694961432254,0.175,0.301,0.148162099372876,-0.423694961432254,"C1QC"
"PTGFRN",5.96044362886289e-06,0.256043167563921,0.218,0.077,0.157218621598516,0.256043167563921,"PTGFRN"
"ZYX",6.13477970079629e-06,-0.404934254632716,0.6,0.719,0.161817084167904,-0.404934254632716,"ZYX"
"ROBO1",6.29577211195816e-06,0.332636440782181,0.355,0.194,0.16606358099712,0.332636440782181,"ROBO1"
"MYADM",6.44467726707116e-06,0.502272180683565,0.542,0.367,0.169991252273536,0.502272180683565,"MYADM"
"SGCD",6.85965589592003e-06,0.294248826338774,0.331,0.168,0.180937143566683,0.294248826338774,"SGCD"
"WFDC1",7.25141104268001e-06,0.299380800916122,0.216,0.077,0.191270469072771,0.299380800916122,"WFDC1"
"EIF3H",7.66377343600513e-06,-0.369023954801933,0.424,0.561,0.202147351921507,-0.369023954801933,"EIF3H"
"FAT1",7.84563783051468e-06,0.278475353655026,0.242,0.097,0.206944389055486,0.278475353655026,"FAT1"
"RPS7",8.02519183999714e-06,-0.332948391600303,0.986,0.995,0.211680485163605,-0.332948391600303,"RPS7"
"NPM1",8.48606491519717e-06,-0.422351307710125,0.908,0.929,0.223836934268156,-0.422351307710125,"NPM1"
"RBMS1",8.5580564693321e-06,0.367883879281176,0.554,0.388,0.225735855491573,0.367883879281176,"RBMS1"
"RPLP2",8.57227246322512e-06,-0.349552379454001,0.978,0.985,0.226110830762489,-0.349552379454001,"RPLP2"
"EMP2",8.74799711621622e-06,0.318620946455712,0.636,0.449,0.230745919934435,0.318620946455712,"EMP2"
"MOXD1",8.83022783960516e-06,0.446194188113448,0.541,0.378,0.232914919725265,0.446194188113448,"MOXD1"
"CD9",9.12374581631781e-06,0.518061233066222,0.744,0.668,0.240657043397015,0.518061233066222,"CD9"
"ERLEC1",9.76898404044762e-06,0.332869858704411,0.49,0.321,0.257676492034887,0.332869858704411,"ERLEC1"
"GAS6",9.88172476134745e-06,0.498412580349491,0.432,0.286,0.260650254030062,0.498412580349491,"GAS6"
"CCDC85B",9.91122706440422e-06,0.279441865792625,0.604,0.413,0.26142843627779,0.279441865792625,"CCDC85B"
"RPS13",9.92397150967489e-06,-0.306335375267301,0.99,0.995,0.261764596510695,-0.306335375267301,"RPS13"
"LINC00657",1.04805946667706e-05,0.444931895894596,0.583,0.439,0.276446645525408,0.444931895894596,"LINC00657"
"SVEP1",1.07519787641633e-05,-0.439627347220995,0.242,0.388,0.283604943862335,-0.439627347220995,"SVEP1"
"S100A4",1.11073189510719e-05,0.436043235448548,0.895,0.786,0.292977751972423,0.436043235448548,"S100A4"
"TIMP2",1.11872290505018e-05,0.323953430062952,0.736,0.531,0.295085540665087,0.323953430062952,"TIMP2"
"ZBTB16",1.17316693944505e-05,-0.396438428337524,0.185,0.311,0.309446243617421,-0.396438428337524,"ZBTB16"
"AOC3",1.17865634572212e-05,-0.665534871372137,0.335,0.454,0.310894184311124,-0.665534871372137,"AOC3"
"EMP3",1.20516169813138e-05,0.282185968899008,0.793,0.735,0.317885501116115,0.282185968899008,"EMP3"
"MORF4L2",1.2615042643128e-05,-0.303386540955549,0.453,0.592,0.332746979797787,-0.303386540955549,"MORF4L2"
"FLYWCH2",1.27142005133366e-05,0.260521583666333,0.273,0.128,0.33536246694028,0.260521583666333,"FLYWCH2"
"JUP",1.30020048822808e-05,-0.321523433672528,0.128,0.245,0.34295388277992,-0.321523433672528,"JUP"
"SEC62",1.30767877659066e-05,0.329845866201355,0.787,0.673,0.344926430901318,0.329845866201355,"SEC62"
"ATRX",1.33786154754275e-05,0.344133809808334,0.497,0.342,0.352887740395352,0.344133809808334,"ATRX"
"DDR2",1.35511356153961e-05,0.301826888830853,0.381,0.219,0.357438304127303,0.301826888830853,"DDR2"
"DUSP1",1.41366481563263e-05,-0.59481850371489,0.907,0.923,0.372882368419419,-0.59481850371489,"DUSP1"
"TACC1",1.41933132794689e-05,0.382861360366508,0.627,0.464,0.374377024372551,0.382861360366508,"TACC1"
"SCARB2",1.44746389301849e-05,0.310920764774869,0.653,0.49,0.381797551061487,0.310920764774869,"SCARB2"
"CHN1",1.5271055456187e-05,0.308188017296648,0.316,0.158,0.402804629767844,0.308188017296648,"CHN1"
"PDE4D",1.61748018987929e-05,0.317022052465951,0.301,0.148,0.426642749684461,0.317022052465951,"PDE4D"
"RPL23",1.63544249453947e-05,-0.279151986468837,0.808,0.913,0.431380666784677,-0.279151986468837,"RPL23"
"RPS3A",1.68245318845108e-05,-0.342438476867037,0.99,1,0.443780677517742,-0.342438476867037,"RPS3A"
"PDLIM2",1.71296291157189e-05,-0.431402121841938,0.263,0.383,0.451828227185318,-0.431402121841938,"PDLIM2"
"CCND1",1.73863526190051e-05,0.277409996003376,0.215,0.082,0.458599823031497,0.277409996003376,"CCND1"
"RPS12",1.75903472587005e-05,-0.290693556134656,0.996,1,0.463980589642743,-0.290693556134656,"RPS12"
"AHR",1.80452818487496e-05,0.401572316167737,0.417,0.26,0.475980399324469,0.401572316167737,"AHR"
"IGFBP5",1.83521100453294e-05,0.950114237419449,0.608,0.454,0.484073606665653,0.950114237419449,"IGFBP5"
"MT-ND4L",1.9120091592265e-05,-0.441600911152117,0.995,0.959,0.504330655929173,-0.441600911152117,"MT-ND4L"
"CTGF",1.92937469170205e-05,-0.931326432891684,0.598,0.735,0.508911162430251,-0.931326432891684,"CTGF"
"SERPINA3",1.94958293404762e-05,-0.725627823048146,0.237,0.362,0.51424149051374,-0.725627823048146,"SERPINA3"
"ABHD14B",2.10895933311742e-05,-0.276130566859081,0.235,0.372,0.556280203296382,-0.276130566859081,"ABHD14B"
"SPRY1",2.11619351180892e-05,0.261072446421128,0.63,0.464,0.55818836260984,0.261072446421128,"SPRY1"
"BMP5",2.12655344679653e-05,0.479636616980565,0.381,0.235,0.56092100266152,0.479636616980565,"BMP5"
"VDAC2",2.18726381824064e-05,-0.330702860446924,0.444,0.577,0.576934577337334,-0.330702860446924,"VDAC2"
"ATP6V0E1",2.35250602467913e-05,0.302638884176876,0.877,0.847,0.620520514129614,0.302638884176876,"ATP6V0E1"
"AASS",2.36397469745434e-05,-0.256101964411211,0.092,0.194,0.623545605947531,-0.256101964411211,"AASS"
"NDUFAF3",2.40805537682672e-05,0.281940567301239,0.509,0.337,0.635172766745584,0.281940567301239,"NDUFAF3"
"RPS8",2.41005156618618e-05,-0.26636335211656,0.995,0.995,0.635699301612929,-0.26636335211656,"RPS8"
"SPINT2",2.465933460757e-05,-0.472977380780093,0.268,0.403,0.650439268943875,-0.472977380780093,"SPINT2"
"GLIPR1",2.5607999446165e-05,0.329908551463559,0.31,0.168,0.675462201391494,0.329908551463559,"GLIPR1"
"RPLP1",2.66654797264996e-05,-0.257731789518671,1,1,0.70335535874588,-0.257731789518671,"RPLP1"
"ZFAND5",2.88928537158252e-05,-0.527875051100637,0.493,0.597,0.762106802462321,-0.527875051100637,"ZFAND5"
"EMP1",3.03940055886099e-05,0.635918187264659,0.542,0.408,0.801702685410763,0.635918187264659,"EMP1"
"RPS23",3.05229881156289e-05,-0.295153608769604,0.998,0.995,0.805104857525943,-0.295153608769604,"RPS23"
"ACTB",3.05475745184125e-05,-0.304431603343118,0.999,1,0.805753373072166,-0.304431603343118,"ACTB"
"PDE5A",3.06797172269946e-05,0.25513806475443,0.363,0.199,0.809238901296435,0.25513806475443,"PDE5A"
"NAPSA",3.10223039238511e-05,0.387095993308719,0.182,0.066,0.818275310599422,0.387095993308719,"NAPSA"
"FBLN5",3.125187626928e-05,-0.820579030784081,0.552,0.587,0.824330740354798,-0.820579030784081,"FBLN5"
"PIEZO2",3.16973153919502e-05,0.327943083152865,0.306,0.163,0.83608008809347,0.327943083152865,"PIEZO2"
"ARL6IP5",3.34502776219563e-05,0.285543794264911,0.812,0.699,0.88231797283434,0.285543794264911,"ARL6IP5"
"PLTP",3.35097206969024e-05,0.325651271644875,0.674,0.51,0.883885902822195,0.325651271644875,"PLTP"
"PSMB6",3.38258282412654e-05,0.319422841174551,0.556,0.398,0.892223871519859,0.319422841174551,"PSMB6"
"STEAP1",3.53080392343159e-05,0.351988557119516,0.355,0.209,0.93132015088355,0.351988557119516,"STEAP1"
"HSPB1",3.62598853336004e-05,0.290547094803147,0.945,0.934,0.956426995444377,0.290547094803147,"HSPB1"
"PMEPA1",3.96631004593413e-05,0.322704329045293,0.31,0.158,1,0.322704329045293,"PMEPA1"
"EIF3M",4.02068388846121e-05,-0.328919333157235,0.341,0.464,1,-0.328919333157235,"EIF3M"
"RARRES3",4.07727213592243e-05,0.402988755455614,0.346,0.204,1,0.402988755455614,"RARRES3"
"TALDO1",4.08260982791124e-05,-0.310318862408144,0.37,0.515,1,-0.310318862408144,"TALDO1"
"PDIA3",4.44487339770046e-05,0.257938422652331,0.845,0.709,1,0.257938422652331,"PDIA3"
"CPE",5.06511368582394e-05,0.366797242633595,0.247,0.117,1,0.366797242633595,"CPE"
"BST2",5.09956680016036e-05,0.403396579924131,0.285,0.148,1,0.403396579924131,"BST2"
"SARS",5.18169945958633e-05,-0.289476876730933,0.328,0.454,1,-0.289476876730933,"SARS"
"GLT8D2",5.25885488149338e-05,0.278377314509809,0.381,0.235,1,0.278377314509809,"GLT8D2"
"RAB2A",5.4099966144539e-05,0.278319515385549,0.7,0.551,1,0.278319515385549,"RAB2A"
"DSE",5.53894009852399e-05,-0.364046048018235,0.215,0.337,1,-0.364046048018235,"DSE"
"SEPT11",5.58303000885073e-05,0.43101627062515,0.603,0.485,1,0.43101627062515,"SEPT11"
"KIF13B",5.62106054168079e-05,0.261375555806678,0.189,0.071,1,0.261375555806678,"KIF13B"
"TCF4",5.65837710205535e-05,0.299003598004377,0.668,0.505,1,0.299003598004377,"TCF4"
"NUCB2",5.78068034784944e-05,0.290808086445714,0.488,0.327,1,0.290808086445714,"NUCB2"
"RPS26",5.80593150049742e-05,-0.5817870288551,0.964,0.969,1,-0.5817870288551,"RPS26"
"ANK2",5.87036465379698e-05,0.346257251692767,0.251,0.122,1,0.346257251692767,"ANK2"
"NR3C1",5.8855751496816e-05,0.271564102126317,0.416,0.255,1,0.271564102126317,"NR3C1"
"GLUD1",6.21993952826389e-05,0.281732805918264,0.428,0.276,1,0.281732805918264,"GLUD1"
"TGFBR2",6.30693417090623e-05,0.356203802074492,0.401,0.255,1,0.356203802074492,"TGFBR2"
"FMO2",6.45956816604765e-05,-0.485586543948923,0.458,0.561,1,-0.485586543948923,"FMO2"
"AEBP1",6.48153755158381e-05,0.40985781124163,0.785,0.582,1,0.40985781124163,"AEBP1"
"C19orf60",6.73017171675528e-05,0.252943512731939,0.544,0.383,1,0.252943512731939,"C19orf60"
"ZNF428",6.79968058009648e-05,0.274475612899276,0.461,0.311,1,0.274475612899276,"ZNF428"
"GADD45A",6.85576898012435e-05,0.334944067449976,0.341,0.194,1,0.334944067449976,"GADD45A"
"FBP1",6.91915081317069e-05,-0.334217285579461,0.215,0.332,1,-0.334217285579461,"FBP1"
"RPS2",6.9963222237222e-05,-0.36445204002045,0.998,0.995,1,-0.36445204002045,"RPS2"
"TSPAN13",7.20746099755381e-05,0.27326879861336,0.221,0.097,1,0.27326879861336,"TSPAN13"
"RBM25",7.22364873469388e-05,0.254259640274232,0.49,0.321,1,0.254259640274232,"RBM25"
"RNF11",7.39710601530436e-05,0.261520934225159,0.341,0.194,1,0.261520934225159,"RNF11"
"CDK2AP2",7.43667708022209e-05,-0.330214159164892,0.183,0.296,1,-0.330214159164892,"CDK2AP2"
"CALCOCO2",7.70647291767528e-05,-0.342195275879945,0.396,0.515,1,-0.342195275879945,"CALCOCO2"
"GOLIM4",7.76231022226938e-05,0.292502782344159,0.45,0.301,1,0.292502782344159,"GOLIM4"
"TOP1",7.97990759652849e-05,0.288222490637448,0.376,0.23,1,0.288222490637448,"TOP1"
"RPS20",8.00939881582138e-05,-0.267651395234386,0.755,0.837,1,-0.267651395234386,"RPS20"
"CAV1",8.01696841142242e-05,0.421625827392487,0.712,0.597,1,0.421625827392487,"CAV1"
"FKBP5",8.18435453858139e-05,-0.275121743923743,0.267,0.403,1,-0.275121743923743,"FKBP5"
"GPC3",9.44403073945704e-05,-0.481938766933778,0.434,0.566,1,-0.481938766933778,"GPC3"
"PAPSS2",9.45099155862985e-05,-0.342319397944561,0.279,0.403,1,-0.342319397944561,"PAPSS2"
"H2AFJ",9.6265705400613e-05,-0.342327276981733,0.554,0.658,1,-0.342327276981733,"H2AFJ"
"FNDC3B",9.67440726488959e-05,0.257062431361487,0.39,0.23,1,0.257062431361487,"FNDC3B"
"NDNF",9.9093336031678e-05,0.385003614347479,0.352,0.209,1,0.385003614347479,"NDNF"
"TMEM30A",0.000101088909951634,0.280339901950405,0.465,0.301,1,0.280339901950405,"TMEM30A"
"HADHB",0.000102062350192494,-0.282327791981675,0.282,0.403,1,-0.282327791981675,"HADHB"
"NEDD9",0.000105615074509957,-0.441422680003329,0.267,0.378,1,-0.441422680003329,"NEDD9"
"SLC40A1",0.000106504413592357,-0.345092370830141,0.53,0.648,1,-0.345092370830141,"SLC40A1"
"CCL11",0.000106592599826675,0.954154362485823,0.175,0.066,1,0.954154362485823,"CCL11"
"PHB2",0.000109375670825681,-0.309266336553407,0.411,0.52,1,-0.309266336553407,"PHB2"
"PRG4",0.000111579911942284,0.383327523492806,0.269,0.143,1,0.383327523492806,"PRG4"
"PTPRS",0.000120664974498166,-0.331954841125381,0.23,0.352,1,-0.331954841125381,"PTPRS"
"RPL6",0.000121279931456304,-0.341837211757523,0.989,1,1,-0.341837211757523,"RPL6"
"ITM2C",0.00012266993027073,0.28578883206346,0.3,0.173,1,0.28578883206346,"ITM2C"
"LEPR",0.000122753692147582,0.251932336912805,0.2,0.082,1,0.251932336912805,"LEPR"
"TCEAL1",0.000123702339554844,-0.255858930237311,0.172,0.281,1,-0.255858930237311,"TCEAL1"
"PLPP3",0.000123813192410412,0.431493876590936,0.615,0.454,1,0.431493876590936,"PLPP3"
"GLG1",0.000130713976792291,0.299583630783723,0.488,0.332,1,0.299583630783723,"GLG1"
"MYH11",0.000132340254126638,0.457863435483735,0.139,0.041,1,0.457863435483735,"MYH11"
"COL4A1",0.000142088798424761,0.498094399083935,0.472,0.327,1,0.498094399083935,"COL4A1"
"LY6E",0.000143185585950199,0.339559723573238,0.838,0.801,1,0.339559723573238,"LY6E"
"EGFL6",0.000155544277129904,0.406020690107542,0.285,0.158,1,0.406020690107542,"EGFL6"
"FSCN1",0.000159021036680703,-0.255564647816215,0.172,0.286,1,-0.255564647816215,"FSCN1"
"MYL9",0.000162146521484502,0.450526646738012,0.811,0.719,1,0.450526646738012,"MYL9"
"GRINA",0.000171301117788369,-0.344696132526424,0.524,0.638,1,-0.344696132526424,"GRINA"
"NNMT",0.000174715480457346,0.34352697837132,0.761,0.612,1,0.34352697837132,"NNMT"
"RNASE4",0.000195109930729012,-0.303987649631129,0.309,0.423,1,-0.303987649631129,"RNASE4"
"CKB",0.000197728357719169,-0.341359448859088,0.216,0.332,1,-0.341359448859088,"CKB"
"MFAP4",0.000207883025381677,0.498256284995684,0.87,0.832,1,0.498256284995684,"MFAP4"
"ZMAT3",0.000210894649173614,0.254756937597203,0.196,0.087,1,0.254756937597203,"ZMAT3"
"LINC00152",0.000211470743750197,-0.345261404717565,0.214,0.321,1,-0.345261404717565,"LINC00152"
"WFDC2",0.000214634515775473,0.335061526138439,0.242,0.128,1,0.335061526138439,"WFDC2"
"F2R",0.000218112052673353,0.439023869831865,0.394,0.26,1,0.439023869831865,"F2R"
"COL12A1",0.000221621794808042,1.0776830389507,0.287,0.173,1,1.0776830389507,"COL12A1"
"HSBP1",0.00022200436434744,0.280666954532743,0.641,0.556,1,0.280666954532743,"HSBP1"
"HP1BP3",0.000226378550730901,0.252652578363147,0.546,0.398,1,0.252652578363147,"HP1BP3"
"CD151",0.000241931450232343,0.270715758116824,0.71,0.577,1,0.270715758116824,"CD151"
"MYL12A",0.000242021450579819,-0.334309860764729,0.913,0.944,1,-0.334309860764729,"MYL12A"
"HSP90AB1",0.000257601739527865,0.284294997203775,0.964,0.929,1,0.284294997203775,"HSP90AB1"
"RPL3",0.000262132611979949,-0.307855081034318,0.995,1,1,-0.307855081034318,"RPL3"
"EIF4B",0.000265776709302214,-0.270306728303954,0.417,0.536,1,-0.270306728303954,"EIF4B"
"AREG",0.000270446969819945,0.499502514182041,0.109,0.026,1,0.499502514182041,"AREG"
"SLIT3",0.000270829150840785,0.324207203904294,0.445,0.296,1,0.324207203904294,"SLIT3"
"MMP24-AS1",0.000276362463847988,-0.264964057846077,0.256,0.367,1,-0.264964057846077,"MMP24-AS1"
"EEF1B2",0.000282288677859692,-0.415087568109941,0.932,0.964,1,-0.415087568109941,"EEF1B2"
"B4GALT1",0.000289438125196877,0.31131292336583,0.296,0.179,1,0.31131292336583,"B4GALT1"
"PRKDC",0.000292762255522654,0.252883731724973,0.399,0.255,1,0.252883731724973,"PRKDC"
"GYPC",0.000309237765973235,-0.367956341606475,0.558,0.673,1,-0.367956341606475,"GYPC"
"CSNK1A1",0.00030987135417567,0.262721219022429,0.523,0.383,1,0.262721219022429,"CSNK1A1"
"C8orf59",0.000322022836133777,-0.322795992427147,0.435,0.541,1,-0.322795992427147,"C8orf59"
"EEA1",0.000324394299537639,0.255171103950473,0.465,0.321,1,0.255171103950473,"EEA1"
"TCEA1",0.000346262894208729,0.255279510487455,0.541,0.413,1,0.255279510487455,"TCEA1"
"DNAJC1",0.000347619484320694,0.266517647055204,0.427,0.296,1,0.266517647055204,"DNAJC1"
"MT1A",0.000380448854207613,0.446830928735452,0.154,0.061,1,0.446830928735452,"MT1A"
"TPI1",0.000393613649808369,0.26384906690335,0.891,0.847,1,0.26384906690335,"TPI1"
"GPX1",0.000459437440582335,0.34976515058254,0.866,0.837,1,0.34976515058254,"GPX1"
"YWHAB",0.000459752431870354,0.266661063233154,0.801,0.776,1,0.266661063233154,"YWHAB"
"ANKRD10",0.000460370793133242,0.26261645194487,0.412,0.27,1,0.26261645194487,"ANKRD10"
"LAMC1",0.000460591319468943,-0.34122759219477,0.401,0.515,1,-0.34122759219477,"LAMC1"
"EIF3F",0.000462404580816501,-0.310355797550146,0.712,0.796,1,-0.310355797550146,"EIF3F"
"RPS6",0.00048292729795486,-0.271166644085858,0.994,1,1,-0.271166644085858,"RPS6"
"SYNGR2",0.00049678632773453,-0.28526157861121,0.246,0.352,1,-0.28526157861121,"SYNGR2"
"PRKAR1A",0.000497399802627662,0.284123773140501,0.531,0.403,1,0.284123773140501,"PRKAR1A"
"CALR",0.0005091381027387,0.26433372770722,0.84,0.791,1,0.26433372770722,"CALR"
"DDX24",0.000524194588442849,0.255443129368021,0.539,0.393,1,0.255443129368021,"DDX24"
"ST3GAL4",0.000537236262073672,0.276326229032884,0.343,0.23,1,0.276326229032884,"ST3GAL4"
"OSTF1",0.000542753770092478,-0.266526503312667,0.219,0.321,1,-0.266526503312667,"OSTF1"
"TNS2",0.000553770037869966,-0.316837458970226,0.199,0.291,1,-0.316837458970226,"TNS2"
"MFAP5",0.000558656317953272,-0.560276163702626,0.042,0.102,1,-0.560276163702626,"MFAP5"
"TPT1",0.000559850174037713,-0.330807281166205,0.995,0.995,1,-0.330807281166205,"TPT1"
"RPL15",0.00060251111412484,-0.251767818529679,0.998,0.98,1,-0.251767818529679,"RPL15"
"GADD45G",0.000625236870355593,0.251807671106645,0.14,0.051,1,0.251807671106645,"GADD45G"
"RNH1",0.00063268846743492,-0.272735288668152,0.523,0.628,1,-0.272735288668152,"RNH1"
"RPS5",0.000633162143558455,-0.290374460680387,0.986,0.98,1,-0.290374460680387,"RPS5"
"EDIL3",0.000635248311666165,0.503531754149804,0.299,0.189,1,0.503531754149804,"EDIL3"
"SCARA5",0.000647638598951859,0.27589592180327,0.182,0.082,1,0.27589592180327,"SCARA5"
"SLC39A7",0.000662731203142281,0.252519971621853,0.341,0.224,1,0.252519971621853,"SLC39A7"
"INMT",0.000690003467852018,-0.310087449290933,0.241,0.347,1,-0.310087449290933,"INMT"
"CFI",0.000714949094244454,0.267188154858342,0.294,0.179,1,0.267188154858342,"CFI"
"PDLIM1",0.0007409202253063,-0.359561795676888,0.503,0.592,1,-0.359561795676888,"PDLIM1"
"P4HA2",0.000753082852412118,0.254779811558356,0.427,0.296,1,0.254779811558356,"P4HA2"
"APEX1",0.000793810566876925,-0.25078314545136,0.327,0.434,1,-0.25078314545136,"APEX1"
"GARS",0.000797965730658054,-0.263515797733479,0.186,0.281,1,-0.263515797733479,"GARS"
"BRD2",0.000839848711650566,0.262136065884863,0.353,0.23,1,0.262136065884863,"BRD2"
"TSC22D3",0.000854491763698253,-0.662003278296058,0.722,0.73,1,-0.662003278296058,"TSC22D3"
"RGCC",0.000865417129742048,-0.965184049190464,0.731,0.735,1,-0.965184049190464,"RGCC"
"COLEC12",0.000872833011877082,0.275626596463961,0.245,0.138,1,0.275626596463961,"COLEC12"
"CLU",0.000920419802373625,0.596540106903205,0.554,0.444,1,0.596540106903205,"CLU"
"PCSK1N",0.000920612993862996,0.35820107784669,0.137,0.051,1,0.35820107784669,"PCSK1N"
"RSL24D1",0.000930763526318528,-0.28345077112624,0.38,0.469,1,-0.28345077112624,"RSL24D1"
