size smiles plogp qed sa rges rges qed sa max_or_val 
27 CCOc1c(OC)cc2c(c1O)C1OC(C)(COC)C(O)=C(O)C1OC2=O -2.1085669824965487 0.6570140539918554 0.6387703352781613 0.6295786448528833 -0.6935000442961541 0.6570140539918554 0.6387703352781613 1
26 COc1c(OC(C)C)c(O)cc2c(=O)oc3c(c12)OC(CO)C(O)=C3O -2.021096516426976 0.6379100249435683 0.6829559426192249 0.9463474192098084 -0.0 0.6379100249435683 0.6829559426192249 1
26 COCC1Oc2c(oc(=O)c3cc(OC)c(OC)c(O)c23)C(O)=C1OC -1.916874272192337 0.8165132486682547 0.6985473030897403 -0.0 -0.0 0.8165132486682547 0.6985473030897403 1
25 COCC1Oc2c(oc(=O)c3c(C)c(O)c(OC)c(O)c23)C(=O)C1O -3.62822530413521 0.7199153559253628 0.65550607731831 2.6009889667068244 0.19897985889096037 0.7199153559253628 0.65550607731831 1
26 C=C(O)C1(C)Oc2c(oc(=O)c3cc(O)c(OC)c(O)c23)C(O)=C1OC -1.732207476770979 0.60408817891888 0.6621325025810023 1.121779205629325 1.6832473635339134 0.60408817891888 0.6621325025810023 1
26 C=C(O)C1=C(O)C(OC)c2oc(=O)c3cc(O)c(OCC)c(O)c3c2O1 -1.6087020109324688 0.6025600777745462 0.65191088767417 -0.0 -0.0 0.6025600777745462 0.65191088767417 1
26 COC1=C(O)C(CO)Oc2c1oc(=O)c1cc(OC)c(OC)c(OC)c21 -2.1696197759843194 0.8104411519343588 0.7094755804461867 -0.0 -0.0 0.8104411519343588 0.7094755804461867 1
27 COCC1OC2C(=C(OC)C1OC)OC(=O)c1cc(OC)c(OC)c(O)c12 -2.7154063240509587 0.7340445520184365 0.6383881862165601 1.121779205629325 -0.0 0.7340445520184365 0.6383881862165601 1
27 COc1cc2c(=O)oc3c(c2c(OC)c1OC)OC(CO)C(OC)C3OC -2.738382623427259 0.7904530921191697 0.6652241529525269 1.121779205629325 1.0117705173217149 0.7904530921191697 0.6652241529525269 1
28 CCOC1C(COC)OC2c3c(cc(OC)c(OC)c3O)C(=O)OC2C1OC -2.676163022216839 0.6838810802149182 0.6521152197536846 1.0117705173217149 1.089676127870607 0.6838810802149182 0.6521152197536846 1
26 COc1cc2c(=O)oc3c(c2c(O)c1OC)OC1COCOC1C3OC -2.8959026492159703 0.8609928739032142 0.6407663723093366 -1.2555345921498815 -0.0 0.8609928739032142 0.6407663723093366 1
25 COc1cc2c(c(O)c1OC)C1OC3=COCOC3=C(O)C1OC2=O -2.6203411053489223 0.7683623414038427 0.6382954327390087 1.0117705173217149 1.2567363269933196 0.7683623414038427 0.6382954327390087 1
26 COc1cc2c(=O)oc3c(c2c(OC)c1OC)OC(CO)C(OC)C3=O -3.0018333502781003 0.8192822620125214 0.6920407388579889 -0.0 -0.0 0.8192822620125214 0.6920407388579889 1
26 COCC1=C(O)C(OC)c2oc(=O)c3cc(OC)c(OC)c(O)c3c2O1 -1.8187916069702346 0.8191746534478166 0.6855009325588628 -0.0 -0.0 0.8191746534478166 0.6855009325588628 1
26 CCOCC1Oc2c(oc(=O)c3cc(OC)c(OC)c(O)c23)C(=O)C1O -2.964435192098252 0.792213850980581 0.6865183119890832 1.0117705173217149 1.0117705173217149 0.792213850980581 0.6865183119890832 1
24 COc1cc2c(=O)oc3c(c2c(O)c1OC)OC(=CO)C(O)C3O -3.494144718808959 0.5826349958639568 0.644883920132338 2.5230833561579322 1.089676127870607 0.5826349958639568 0.644883920132338 1
25 COc1c(O)cc2c(=O)oc3c(c2c1O)OC1COCOC1C3OC -3.3480947406527233 0.8170487579642927 0.6241894732608085 1.1109016782462222 -0.0 0.8170487579642927 0.6241894732608085 1
26 COCC1=C(OC)C(OC)c2oc(=O)c3cc(O)c(OC)c(O)c3c2O1 -2.1879322353559334 0.8165259273084717 0.6683297516271185 -0.0 -0.0 0.8165259273084717 0.6683297516271185 1
26 COC1=C(OC)C(CO)Oc2c1oc(=O)c1cc(OC)c(OC)c(O)c21 -2.4769110002530077 0.8054867911395426 0.6991765555274436 -0.0 -0.0 0.8054867911395426 0.6991765555274436 1
27 COCC1OC2c3c(cc(OC)c(OC)c3O)C(=O)OC2(C)C(O)=C1OC -2.4726752016746314 0.736515323587144 0.6318360887028187 1.121779205629325 1.121779205629325 0.736515323587144 0.6318360887028187 1
26 CCOCC1Oc2c(oc(=O)c3cc(O)c(OCC)c(O)c23)C(O)=C1O -1.6398965907188812 0.6267287032887391 0.6861226010312355 -0.0 -0.0 0.6267287032887391 0.6861226010312355 1
26 COC1=C(CO)OC2C(=C1OC)OC(=O)c1cc(OC)c(OC)c(O)c12 -2.565719342614872 0.7457480380129717 0.6749867397094587 -0.0 -0.0 0.7457480380129717 0.6749867397094587 1
27 COCC1Oc2c(oc(=O)c3cc(OC)c(OC)c(O)c23)C(OC)C1OC -2.442895513240149 0.797573051158377 0.6590449429733167 -0.0 -0.0 0.797573051158377 0.6590449429733167 1
26 COc1cc2c(c(OC)c1OC)C1OC(C)(CO)C(O)=C(O)C1OC2=O -2.7600033236100705 0.6764778067613687 0.6487440751544367 1.121779205629325 1.2983458599531823 0.6764778067613687 0.6487440751544367 1
26 COc1cc2c(c(O)c1OC)C1Oc3c(O)coc3C(OC)C1OC2=O -2.22779909284084 0.789264263977519 0.6337778785732401 -0.0 1.0117705173217149 0.789264263977519 0.6337778785732401 1
26 COCC1(C)Oc2c(oc(=O)c3cc(OC)c(OC)c(O)c23)C(O)=C1O -1.6716639889544478 0.7448770230182209 0.6922706678939502 -0.0 -0.0 0.7448770230182209 0.6922706678939502 1
26 COc1cc2c(=O)oc3c(c2c(O)c1OC(C)C)OC(CO)C(O)=C3O -1.8972525603830195 0.6379100249435683 0.6967163821796646 -0.0 1.121779205629325 0.6379100249435683 0.6967163821796646 1
26 C=COc1c(OC)cc2c(=O)oc3c(c2c1O)OC(CO)C(O)=C3OC -2.332108725063409 0.678470510414415 0.6680101416596211 -0.0 -0.0 0.678470510414415 0.6680101416596211 1
24 COCC1Oc2c(oc(=O)c3cc(O)c(OC)c(O)c23)C(O)=C1O -2.4246873541993184 0.6536461817373321 0.6856125162000758 1.121779205629325 -0.0 0.6536461817373321 0.6856125162000758 1
