size smiles plogp rges rges qed sa max_or_val 
25 Cc1ccn(Cc2nc(CC(C)C)c(-c3cc(C)c(Cl)cc3C)o2)n1 2.523686021348447 2.0184361483660043 0.3007980784771085 0.6166509649250488 0.7955695579276045 1
24 CCc1cc(C)nn1Cc1nc(C(C)C)c(-c2ccc(Cl)cc2)o1 2.526030135160388 1.8280605551501523 0.15746936981630988 0.6363701664776521 0.8102233483511537 1
25 CCCCc1ccn(Cc2nc(C)c(-c3ccc(Cl)c(CC)c3)o2)n1 2.8058430866836 1.7705994637654239 0.5167377498019127 0.564049157795029 0.8169581207426216 1
25 Cc1cc(-c2oc(Cn3nc(C)c(C)c3C)nc2C(C)C)ccc1Cl 2.8677414335066205 -0.0 -0.0 0.6102559481611565 0.8078734926118462 1
25 Cc1nn(Cc2nc(C(C)(C)C)c(-c3ccc(Cl)cc3)o2)c(C)c1C 2.8144967728731363 -0.0 -0.0 0.6244736413579408 0.8168818636525701 1
25 C=Cc1c(C)c(C)nn1Cc1nc(C(=C)C)c(-c2ccc(Cl)cc2)o1 2.4915790648267064 2.1853499501155143 1.0117705173217149 0.6050663389517429 0.7732043405363002 1
24 C=C(C)c1nc(C(=C)n2nc(C)cc2C)oc1-c1ccc(Cl)cc1 2.2773533498561385 2.5230833561579322 1.0117705173217149 0.6422443080882198 0.7685459277617928 1
23 C=C(C)Cc1nc(Cn2ccc(C)n2)oc1-c1ccc(Cl)cc1 1.9423848424107861 2.464495682961359 2.4402962410345834 0.6396735257915219 0.808396093601198 0
25 C=Cc1nc(Cn2nc(CC)cc2C)oc1-c1cc(C)c(Cl)c(C)c1 2.3122602688400846 1.0117705173217149 -0.0 0.6175029015679548 0.7713111409822311 0
21 CCc1nc(Cn2ccc(C)n2)oc1-c1ccc(Cl)cc1 1.62097099495245 1.089676127870607 -0.8998825818301784 0.728120476781679 0.8344834438836052 0
25 C=Cc1ccn(Cc2nc(C(=C)C)c(-c3cc(C)c(Cl)cc3C)o2)n1 2.306144951114331 0.6112864311524748 0.31827047302556066 0.6050663389517429 0.752600550123814 0
24 C=Cc1c(C)nn(Cc2nc(CC)c(-c3ccc(Cl)cc3)o2)c1C 2.354312592106427 1.121779205629325 -1.4873775931813478 0.6509432339637798 0.810252510234047 0
25 Cc1ccn(Cc2nc(CC(C)C)c(-c3cc(C)c(Cl)cc3C)o2)n1 2.523686021348447 2.0184361483660043 0.6182012641366645 0.6166509649250488 0.7955695579276045 0
25 C=C(c1nc(CC)c(-c2ccc(Cl)cc2)o1)n1cc(C(C)C)c(C)n1 2.6007818073016233 1.0117705173217149 1.0117705173217149 0.5887860063711019 0.7662290897001799 0
25 C=Cc1cn(C(C)(C)c2nc(CC)c(-c3ccc(Cl)cc3)o2)nc1C 2.3368981952614885 1.089676127870607 2.0155652734370286 0.6074948614820781 0.7609086883623871 0
25 C=Cc1nc(C(C)n2nc(C(C)C)cc2C)oc1-c1ccc(Cl)cc1 2.4320262280210603 1.2567363269933196 0.123065963220375 0.5739468411160992 0.7284895808912284 0
24 C=Cc1nc(C(=C)n2ccc(C(=C)C)n2)oc1-c1ccc(Cl)cc1 1.947438148937655 1.089676127870607 1.121779205629325 0.6268425305018143 0.7289820165486279 0
25 C=Cc1cn(C(=C)c2nc(C)c(-c3ccc(Cl)cc3)o2)nc1CCC 2.350081511076108 1.2567363269933196 0.9463474192098084 0.5777228414062286 0.7484068345640116 0
24 CCc1cc(C)nn1Cc1nc(C(C)C)c(-c2ccc(Cl)cc2)o1 2.526030135160388 1.8280605551501523 -0.0 0.6363701664776521 0.8102233483511537 0
25 C=Cc1nn(C(C)c2nc(CCC)c(-c3ccc(Cl)cc3)o2)cc1C 2.180611846750158 1.089676127870607 1.2567363269933196 0.5688387296547925 0.7195435385277948 0
25 CCc1nc(C(C)n2cc(C)c(C)n2)oc1-c1cc(C)c(Cl)cc1C 2.102640851275045 2.018289750992802 1.089676127870607 0.6102559481611565 0.7228623168083378 0
25 C=C(C)c1cc(CC)n(Cc2nc(C)c(-c3ccc(Cl)c(C)c3)o2)n1 2.4960426099772093 1.121779205629325 -1.1336703637729446 0.6106164381138286 0.7826558455530227 0
25 C=Cc1nc(Cn2nc(CC)cc2C)oc1-c1cc(C)c(Cl)cc1C 2.3167151183384123 1.7291719693519987 0.5114427058429438 0.6175029015679548 0.7718061242598231 0
24 C=C(C)Cc1nn(Cc2nc(C)c(-c3ccc(Cl)cc3)o2)cc1C 2.105324532404933 2.0184361483660043 1.7997858959415944 0.6148830896763284 0.7922316147116588 0
