size smiles plogp rges rges qed sa max_or_val 
36 C=C1C(C)N(c2ncnc3c2cnn3Cc2ccc(C=CC)cc2)CCN1Cc1ccc(Cl)c(Cl)c1 3.026022194523992 3.056637121883384 2.499530295962937 0.2935909501213887 0.7319024660582207 1
36 C=C1CN(c2ncnc3c2cnn3Cc2ccc(C)cc2)CC(=CC)N1Cc1ccc(Cl)c(Cl)c1C 3.283542619043491 2.69767519177472 0.11282689045151617 0.2998716344831536 0.7495114021159428 1
37 C=C1C(=C)N(c2ncnc3c2cnn3Cc2ccc(C)c(C)c2)CC(=CC)N1Cc1ccc(Cl)c(Cl)c1 3.785514209226463 0.05669257041220743 1.9527153661181305 0.27627007247434804 0.7482082454696063 1
37 C=C1CN(c2nc(C)nc3c2cnn3Cc2ccc(C)c(C)c2)C(=C)C(=C)N1Cc1ccc(Cl)c(Cl)c1 3.7507573795027884 1.5037481695474624 1.7644506435307457 0.27847731041672646 0.7534219310558647 1
37 C=C1CN(c2ncnc3c2cnn3Cc2ccc(C(C)C)c(C)c2)CCN1Cc1cc(C)c(Cl)c(Cl)c1 3.70619734532114 1.722255938137366 2.1657673424680417 0.273224332396392 0.7720730383690148 1
35 C=C1CN(Cc2c(C)cc(Cl)c(Cl)c2C)C=CN1c1ncnc2c1cnn2Cc1ccc(C)cc1 3.1126249581897003 2.704052613623369 1.270380156734601 0.3136692140576603 0.7443183286877437 1
37 CCC=C1CN(c2ncnc3c2cnn3Cc2ccc(CC)cc2)CCN1Cc1ccc(Cl)c(Cl)c1C 3.5970876417373496 2.3572280721475765 2.27528287521723 0.2647054932035484 0.7698630713041492 1
37 C=CC=C1CN(c2ncnc3c2cnn3Cc2ccc(CC)cc2)CCN1Cc1ccc(Cl)c(Cl)c1C 3.3188107186604254 2.614500812592026 1.7428080457668438 0.2735961596044895 0.7638323020733799 1
37 C=C1C(=CC)N(C(C)(C)c2ccc(Cl)c(Cl)c2)CCN1c1ncnc2c1cnn2Cc1ccc(C)cc1 3.763898647096287 0.5094678105596837 0.6048458156570281 0.27754932127616644 0.75547540523292 1
37 CC=C=C1C(C)N(c2ncnc3c2cnn3Cc2ccc(C)cc2C)CCN1Cc1ccc(Cl)c(Cl)c1 2.9508353690763363 0.7634906056939436 -0.16585846427927442 0.2718738486365938 0.7092217076751477 0
36 C=C1C(C)N(c2ncnc3c2cnn3Cc2ccc(C=CC)cc2)CCN1Cc1ccc(Cl)c(Cl)c1 3.026022194523992 3.056637121883384 1.6954152269463105 0.2935909501213887 0.7319024660582207 0
34 Cc1ccc(Cn2ncc3c(N4CCN(Cc5cc(Cl)c(Cl)cc5C)CC4)nc(C)nc32)cc1 2.937870342945745 2.5230833561579322 0.26028568808399954 0.3697683576564181 0.8343344825495266 0
36 C=C1CN(c2ncnc3c2cnn3Cc2ccc(C)cc2)CC(=C)N1C(C)c1ccc(Cl)c(Cl)c1C 3.0475817998153643 1.5138874907119613 2.3905433973308803 0.29347492814901804 0.7043046444239287 0
35 C=C1CN(c2ncnc3c2cnn3C(=C)c2ccc(C)cc2)C=C(C)N1Cc1ccc(Cl)c(Cl)c1 3.320466077070817 1.0117705173217149 0.9463474192098084 0.3050212678966567 0.7403051196745347 0
37 C=C1C(C)N(c2ncnc3c2cnn3Cc2ccc(C=CC)cc2)CCN1Cc1cc(Cl)c(Cl)cc1C 3.207405478966445 2.5060304347080904 2.3031707046178576 0.2746088805761866 0.7177872754407154 0
36 C=C1CN(c2ncnc3c2cnn3Cc2ccc(C)cc2)CC(=CC)N1Cc1ccc(Cl)c(Cl)c1C 3.283542619043491 2.69767519177472 0.38697667849606665 0.2998716344831536 0.7495114021159428 0
37 C=C1CN(c2ncnc3c2cnn3Cc2cc(C)c(C=CC)cc2C)CCN1Cc1ccc(Cl)c(Cl)c1 3.5339612971385517 0.66678800395111 0.7278557083736754 0.2772736254941431 0.7629690330153939 0
37 C=Cc1cc(Cn2ncc3c(N4CCN(Cc5ccc(Cl)c(Cl)c5)C(=C)C4C)ncnc32)ccc1CC 3.040155369076335 1.9157047333797999 2.6422594581404546 0.26763463286377476 0.7143283743418142 0
37 C=C(C)c1cc(Cn2ncc3c(N4CC(=C)N(Cc5ccc(Cl)c(Cl)c5)C(=C)C4)ncnc32)ccc1C 3.6285187654394804 1.089676127870607 1.121779205629325 0.2717982816544292 0.7506665294932748 0
37 C=C1CN(c2ncnc3c2cnn3Cc2ccc(CC)c(C)c2)CC(=CC)N1Cc1ccc(Cl)c(Cl)c1 3.5581129454901985 1.992153530343558 0.34297848424470234 0.2731900706975379 0.7517992161655769 0
37 C=Cc1ccc(C(=C)n2ncc3c(N4CCN(C(=C)c5ccc(Cl)c(Cl)c5)C(=C)C4)ncnc32)cc1C 3.409585481415812 2.2432291790597114 0.13570355951433732 0.2717650567526396 0.7221628312684228 0
37 C=Cc1ccc(C(C)n2ncc3c(N4CCN(Cc5cc(Cl)c(Cl)cc5C)CC4=C)nc(C)nc32)cc1 3.226171641265684 1.121779205629325 1.121779205629325 0.27176977300989097 0.7097812934739642 0
36 C=Cc1ccc(C(=C)n2ncc3c(N4CCN(Cc5ccc(Cl)c(Cl)c5C)CC4)nc(C)nc32)cc1 3.2362358317131745 2.009047769814284 1.8843104643625095 0.30221879994976397 0.7780106479681298 0
37 C=Cc1ccc(C(C)(C)n2ncc3c(N4CCN(Cc5ccc(Cl)c(Cl)c5C)CC4)nc(C)nc32)cc1 3.5009390612974682 0.9463474192098084 0.9463474192098084 0.2822705249387291 0.7780443401441625 0
35 CCC1CN(Cc2ccc(Cl)c(Cl)c2)C(C)CN1c1ncnc2c1cnn2Cc1ccc(C)cc1 2.5816037383680683 2.2622702585073613 1.8591279829074394 0.3202230142024893 0.733609304263118 0
37 C=C1C(C)N(c2ncnc3c2cnn3Cc2ccc(C)cc2)C(=C)CN1Cc1cc(Cl)c(Cl)cc1CC 3.0800399548751516 0.9463474192098084 1.0117705173217149 0.2732401522429839 0.6988577727639051 0
