size smiles bbbp rges sa qed rges qed sa max_or_val 
22 COc1ccc2c(c1)c(/C=C/c1cccc(C)[n+]1C)cn2C 0.9608135902317378 1.673084421057244 0.8101909807151192 0.676041812326617 2.6545642178743356 0.676041812326617 0.8101909807151192 1
24 CC[n+]1c(C)cc(C)cc1/C=C/c1cn(C)c2ccc(OC)cc12 0.9801206934056509 7.74040921795524 0.791170994734621 0.6559181560001635 2.1826859127689273 0.6559181560001635 0.791170994734621 1
23 COc1ccc2c(c(/C=C/c3cccc(C)[n+]3C)cn2C)c1C 0.9586876348387127 5.538597327125771 0.7846108051396595 0.6731516867006945 2.4602654889374307 0.6731516867006945 0.7846108051396595 1
25 CCOc1ccc2c(c1)c(/C(N)=C/c1c(O)ccc(C)[n+]1C)cn2C 0.9908749014902507 3.730185499413176 0.7630252992876937 0.7191108750401478 3.1740837363897376 0.7191108750401478 0.7630252992876937 1
25 CCOc1ccc2c(c1)c(C1=C(N)c3cc(C)cc(C)[n+]3C1)cn2C 0.9952467653594272 2.391542615914732 0.7569899114870887 0.7468725030350903 3.3229411799710356 0.7468725030350903 0.7569899114870887 1
26 COc1ccc2c(c1)c(/C=C/c1c(C#N)c(C)c(N)c(C)[n+]1C)cn2C 0.9980148339264681 1.9176570850385493 0.7534515927801902 0.7396171061058441 1.8649521779657086 0.7396171061058441 0.7534515927801902 1
26 COc1ccc2c(c1)c(/C=C/c1c(C)cc(N)c(C)[n+]1C(C)=O)cn2C 0.9993190998470086 2.548322167676375 0.7568372915884244 0.7355359322786751 2.499520390623765 0.7355359322786751 0.7568372915884244 1
25 COc1cc2c(/C=C/c3cc(O)cc(C)[n+]3C)c(C)n(C)c2cc1C 0.9940112198638382 1.8035064758101722 0.7691004156887693 0.7381382507197203 1.8035064758101722 0.7381382507197203 0.7691004156887693 1
24 C=C[n+]1c(C)ccc(N)c1/C=C/c1cn(C)c2ccc(OC)cc12 0.9941704838609497 5.8975596717561345 0.7544837387070664 0.7460115956366952 2.6283962149501394 0.7460115956366952 0.7544837387070664 1
25 C=C1C(c2cn(C)c3ccc(OC)cc23)=Cc2c(O)cc(C)c(C)[n+]21 0.9982795012213871 3.796518035068323 0.734943025040202 0.7241189706956234 2.3147293908471527 0.7241189706956234 0.734943025040202 1
26 C=C[n+]1c(C)cc(N)c(C#N)c1/C=C/c1cn(C)c2ccc(OC)cc12 0.9979142849447656 4.702238542089053 0.7394715097177129 0.7358962722305848 1.7598444075060051 0.7358962722305848 0.7394715097177129 1
25 COc1ccc2c(c1)c(/C=C1\C=C(C)[n+]3c(C)cc(N)cc31)cn2C 0.9992222842521935 2.7775371014247145 0.7511211202782974 0.7259186530309814 1.090298815046057 0.7259186530309814 0.7511211202782974 1
24 C=C1C(c2cn(C)c3ccc(OC)cc23)=Cc2c(C)ccc(C)[n+]21 0.9989749936122215 3.3834468018979855 0.7467884459401319 0.6503706994901849 3.6778707318961894 0.6503706994901849 0.7467884459401319 1
25 COc1cc2c(/C=C/c3cc(O)c(C)c(C)[n+]3C)cn(C)c2cc1C 0.981783067793135 3.157716947236067 0.7678017731548326 0.7381382507197203 2.0140740275257603 0.7381382507197203 0.7678017731548326 1
26 COc1cc2c(/C=C/c3c(C)cc(N)c(C)[n+]3C)cn(C)c2cc1OC 0.9978917430565254 2.278344118228953 0.7662743446761816 0.7324628304712889 0.7566053431087121 0.7324628304712889 0.7662743446761816 1
25 CCOc1cc2c(/C=C/c3ccc(N)c(C)[n+]3C)cn(C)c2cc1C 0.9877943338929368 2.7020806345369333 0.7753784765452189 0.7371553673723642 1.4649661543284043 0.7371553673723642 0.7753784765452189 1
25 CCOc1ccc2c(c1)c(/C=C/c1ccc(N)c(C)[n+]1C)c(C)n2C 0.9958693658192057 1.8035064758101722 0.7808001041929334 0.7371553673723642 1.8035064758101722 0.7371553673723642 0.7808001041929334 1
25 Cc1c(N)ccc(/C=C/c2cn(C)c3ccc(OC(C)C)cc23)[n+]1C 0.9841034215326332 2.1157159608628477 0.7793976515730895 0.7355458820566554 0.4773919912250374 0.7355458820566554 0.7793976515730895 1
25 C=C[n+]1c(C)cc(C)c(O)c1/C=C/c1cn(C)c2ccc(OC)cc12 0.9944207173648794 8.04049701670693 0.7518101376377495 0.730070504311411 7.596454659038147 0.730070504311411 0.7518101376377495 1
25 C=C(C)[n+]1c(C)ccc(O)c1/C=C/c1cn(C)c2ccc(OC)cc12 0.9946975717141255 4.920843015592938 0.7536580752074262 0.7275116158980149 3.463498081789487 0.7275116158980149 0.7536580752074262 1
25 C=C[n+]1c(C)c(C)cc(O)c1/C=C/c1cn(C)c2ccc(OC)cc12 0.994941360389914 2.7174125277757333 0.7500099146723094 0.730070504311411 2.774538539615351 0.730070504311411 0.7500099146723094 1
25 C=C(C)[n+]1c(C)cc(N)cc1/C=C/c1cn(C)c2ccc(OC)cc12 0.9963510031111869 4.641338293823563 0.7481637608261553 0.7322994871665324 1.970151928386386 0.7322994871665324 0.7481637608261553 1
25 CCOc1cc2c(/C=C/c3cc(O)cc(C)[n+]3C)cn(C)c2cc1C 0.9726603198685145 4.887858661199694 0.7752478187971698 0.7335203341732 2.470693282249249 0.7335203341732 0.7752478187971698 1
25 C=C[n+]1c(C)c(C)cc(N)c1/C=C/c1cn(C)c2ccc(OC)cc12 0.9977258546443567 3.5772931233278578 0.7482511632787752 0.7344508032747077 2.39551244942064 0.7344508032747077 0.7482511632787752 1
24 CNc1ccc(C)[n+](C)c1/C=C/c1cn(C)c2ccc(OC)cc12 0.9596814324243613 6.5968027267877165 0.7823976307851377 0.7448513611360025 3.3460701924690524 0.7448513611360025 0.7823976307851377 1
25 CCOc1ccc2c(c1)c(/C=C/c1c(N)ccc(C)[n+]1C)c(C)n2C 0.998477089875024 2.1817688645654654 0.7753523895886971 0.7371553673723642 2.384934560563626 0.7371553673723642 0.7753523895886971 1
26 COc1ccc2c(c1)c(/C(N)=C/c1c(C)c(C)c(C)c(C)[n+]1C)cn2C 0.9991263322753355 2.028638192256053 0.7595838540400571 0.7321137202764308 2.9561090781730477 0.7321137202764308 0.7595838540400571 1
25 CCOc1ccc2c(c1)c(/C(N)=C(\C)c1cccc(C)[n+]1C)cn2C 0.9902241551176024 2.3297654144832323 0.7754828243713059 0.740518049230388 2.730046936921939 0.740518049230388 0.7754828243713059 1
26 COc1ccc2c(c1)c(/C(N)=C/c1cc(C)cc(C)[n+]1C)cn2C(C)=O 0.993192394745986 1.8035064758101722 0.7609588517184352 0.7380188488631765 -0.0 0.7380188488631765 0.7609588517184352 1
25 CCn1cc(/C(N)=C/c2cccc(C)[n+]2C)c2cc3c(cc21)CCO3 0.9745636629468248 1.2341823613533933 0.7514465281099024 0.7477588684019993 2.1550263714346567 0.7477588684019993 0.7514465281099024 1
25 COc1ccc2c(c1C)c(/C=C/c1ccc(N)c(C)[n+]1C)c(C)n2C 0.9933497303325668 3.438231753619996 0.7571533568652398 0.7414663400411424 1.3665848841298651 0.7414663400411424 0.7571533568652398 1
25 COc1ccc2c(c(/C=C/c3c(C)cc(N)c(C)[n+]3C)cn2C)c1C 0.9980115832945871 2.5865059671856576 0.7465311849195384 0.7414663400411424 2.701132927171926 0.7414663400411424 0.7465311849195384 1
26 CCOc1ccc2c(c1)c(C1=C(C)c3cc(O)c(N)c(C)[n+]3C1)cn2C 0.9803592792349175 2.6324530240567134 0.739851637922841 0.7117013971857943 2.556399036312284 0.7117013971857943 0.739851637922841 0
25 COc1cc2c(/C=C/c3cc(O)c(C)c(C)[n+]3C)cn(C)c2cc1C 0.981783067793135 2.8751637288296834 0.7678017731548326 0.7381382507197203 0.9488318713888184 0.7381382507197203 0.7678017731548326 0
