size smiles bbbp rges sa qed rges qed sa max_or_val 
22 COc1ccc2c(c1)c(/C=C/c1cccc(C)[n+]1C)cn2C 0.9608135902317378 1.673084421057244 0.8101909807151192 0.676041812326617 2.53980418942829 0.676041812326617 0.8101909807151192 1
27 CC[n+]1c(/C=C/c2cn(C)c3cc(OC)c(OC)cc23)cc(O)c(C)c1C 0.9665753563242933 7.124415091138578 0.77043317448739 0.6936871995145021 3.7376987266537887 0.6936871995145021 0.77043317448739 1
23 COc1cc2c(/C=C/c3cccc(C)[n+]3C)cn(C)c2cc1C 0.9828800228384702 5.802131780327844 0.796129795524275 0.6731516867006945 2.3562404533561265 0.6731516867006945 0.796129795524275 1
25 COc1ccc2c(c1)c(/C=C(\C)c1c(C)c(C)cc(C)[n+]1C)cn2C 0.9944297902786106 3.416509316153145 0.7766963432905791 0.6446920949559136 1.6040561030361773 0.6446920949559136 0.7766963432905791 1
24 C=Cn1cc(/C=C/c2c(N)ccc(C)[n+]2C)c2cc(OC)ccc21 0.9830534827849192 5.90969030067688 0.744777194505 0.7460115956366952 2.0041774361035305 0.7460115956366952 0.744777194505 1
26 C=Cc1c(O)c(C)c(/C=C/c2cn(C)c3ccc(OC)cc23)[n+](C)c1C 0.9952321302703646 3.8780396301259725 0.7499833370922164 0.7188258711183553 1.8710183740328108 0.7188258711183553 0.7499833370922164 1
25 C=Cn1cc(/C=C/c2c(O)ccc(C)[n+]2C#N)c2cc(OC)ccc21 0.8964898036184537 6.393207182573811 0.7197846367618139 0.7432757762509333 2.2783278030244594 0.7432757762509333 0.7197846367618139 1
26 CNc1ccc(C)[n+](C#N)c1C1=Cc2c(n(C)c3ccc(OC)cc23)C1 0.9976000426443702 1.8700458425757334 0.7205547376769683 0.7415511686142481 1.6675696596949043 0.7415511686142481 0.7205547376769683 1
25 COc1ccc2c(c1)c(C1=Cc3c(c(O)cc(C)[n+]3C#N)C1)cn2C 0.9967384328127107 3.0787233327826176 0.7254822191793963 0.7340946875159191 1.6394334126459524 0.7340946875159191 0.7254822191793963 1
27 COc1ccc2c(c1)c(/C(N)=C(\N)c1c(C)cc(C)c(C)[n+]1C)c(C)n2C 0.9979238075430736 1.8035064758101722 0.7538323717615873 0.7011870862469003 1.8035064758101722 0.7011870862469003 0.7538323717615873 1
25 COc1ccc2c(c1)c1c3n2CC=C3CC(c2cccc(C)[n+]2C)=C1 0.9998289426747611 0.7735619397193054 0.7300915293137064 0.6467575939491708 1.900854564423563 0.6467575939491708 0.7300915293137064 1
26 COc1ccc2c(c1)c(/C=C/c1cc(C)cc(C)[n+]1C)c(C)n2CCO 0.9865895352583314 1.8643145776498837 0.7881080481792514 0.7139310593965852 -0.0 0.7139310593965852 0.7881080481792514 1
25 CN/C(=C\c1c(C)n(C)c2ccc(OC)cc12)c1cccc(C)[n+]1C 0.9967608805239342 2.37875886452141 0.7668810406477831 0.7407312240629019 0.8689194818931749 0.7407312240629019 0.7668810406477831 1
26 CC=Cn1c(C)c(/C=C/c2cc(N)cc(C)[n+]2C)c2cc(OC)ccc21 0.9964859281436104 4.540065059667661 0.7334680909142942 0.7131360033352087 1.9763406861211992 0.7131360033352087 0.7334680909142942 1
27 COc1ccc2c(c1)c(/C=C(\N)c1c(C)ccc(C)[n+]1C(C)=O)c(C)n2C 0.9993257658262449 1.358878279441754 0.753554064186362 0.7235623213887732 1.8035064758101722 0.7235623213887732 0.753554064186362 1
25 COc1ccc2c(c1)c1c(n2C)Cc2ccc(C)[n+](C)c2C(CN)=C1 0.9989653257055733 3.1401066301805867 0.7440903510475283 0.7325065460714606 0.7911594364736627 0.7325065460714606 0.7440903510475283 1
25 CCn1c(C)c(/C(N)=C/c2cccc(C)[n+]2C)c2cc(OC)ccc21 0.9889841961295776 2.1707207334370326 0.7836170495664005 0.7403738189807494 1.8643145776498837 0.7403738189807494 0.7836170495664005 1
26 CCn1c(C)c(/C=C/c2c(O)cc(N)c(C)[n+]2C)c2cc(OC)ccc21 0.9982107454425696 1.670080354082062 0.7596604768538631 0.7056933804521506 1.5569188098300888 0.7056933804521506 0.7596604768538631 1
26 CN/C(=C\c1cccc(C)[n+]1C)c1c(C)n(C)c2cc(C)c(OC)cc12 0.9975342183122039 1.8035064758101722 0.763015406431328 0.7280793322175612 2.0080640314009006 0.7280793322175612 0.763015406431328 1
26 CCn1cc(/C=C/c2c(C)c(C)cc(C)[n+]2CN)c2cc(OC)ccc21 0.9884866040242017 5.1265964081368045 0.7658274926236959 0.7077554166994688 0.8411942110937073 0.7077554166994688 0.7658274926236959 1
26 CCOc1cc2c(/C=C/c3cccc(C)[n+]3C(N)=O)cn(C)c2cc1C 0.9929046635800424 3.993095750637681 0.7659785609997641 0.7312350514137878 1.4698246328337268 0.7312350514137878 0.7659785609997641 1
25 CCOc1ccc2c(c1)c(/C=C/c1cccc(C)[n+]1CNC)cn2C 0.9458457896997143 7.512327133304488 0.77526906332117 0.6981960471382928 2.2121322196562456 0.6981960471382928 0.77526906332117 1
25 COc1ccc2c(c1)c(/C=C/c1cc(C)cc(C)[n+]1C)cn2C(C)N 0.9672499038976416 8.032595436299447 0.7199687336225551 0.7377432477773586 3.149700916094388 0.7377432477773586 0.7199687336225551 1
26 C=C(C)[n+]1c(C)cc(O)c(N)c1/C=C/c1cn(C)c2ccc(OC)cc12 0.9963369198200224 3.6259718204667726 0.7359387000391285 0.7048095940007069 4.156302250967528 0.7048095940007069 0.7359387000391285 1
24 COc1cc2c(/C=C/c3cc(O)cc(C)[n+]3C)cn(C)c2cc1C 0.9706332600988314 5.071805358639956 0.7749610792769445 0.7492394050970141 1.96878625962442 0.7492394050970141 0.7749610792769445 1
24 CCOc1ccc2c(c1)c(/C=C(\N)c1cccc(C)[n+]1C)cn2C 0.9849249861567796 4.377105326940485 0.7789946457105107 0.7499272166917346 2.9998853450773693 0.7499272166917346 0.7789946457105107 1
25 C=Cc1cc(N)cc2[n+]1C=N/C2=C\c1cn(C)c2ccc(OC)cc12 0.9902120672017076 2.384934560563626 0.715934935477183 0.7499385376800722 0.7447265024569728 0.7499385376800722 0.715934935477183 1
26 C=C1C(c2cn(C)c3ccc(OC)cc23)=Cc2c(C#N)cc(O)c(C)[n+]21 0.9959820484257144 3.246224204456169 0.7211527062989095 0.7250438569102662 2.9179443682465456 0.7250438569102662 0.7211527062989095 1
26 C=C[n+]1c(C)ccc2c1/C(=C/c1cn(C)c3ccc(OC)cc13)C=C2N 0.9998051487721521 1.0753502857785646 0.7305551591732802 0.7358029655117407 1.0448274103046271 0.7358029655117407 0.7305551591732802 1
26 COc1ccc2c(c1)c(C1=Cc3c(CO)ccc(C)[n+]3C=CC1)cn2C 0.9957302575969664 4.325654212870232 0.7328953835915868 0.7340104272877523 2.09503820058859 0.7340104272877523 0.7328953835915868 1
26 C=Cc1c(N)cc(C)[n+](C=C)c1/C=C/c1cn(C)c2ccc(OC)cc12 0.999480215541565 2.71631745604991 0.729846509717713 0.7009324877608931 2.965027756003342 0.7009324877608931 0.729846509717713 1
26 C=C1C=C(N)c2ccc(C)c(/C=C/c3cn(C)c4ccc(OC)cc34)[n+]21 0.9983904810551881 2.94788673257436 0.7318002592786542 0.7358029655117407 6.463146882223466 0.7358029655117407 0.7318002592786542 1
26 C=C(C)[n+]1c(C)cc(O)c(C)c1/C=C/c1cn(C)c2ccc(OC)cc12 0.9978653965562615 3.5009109967150995 0.7437738029643722 0.7064560196902024 2.529876320053455 0.7064560196902024 0.7437738029643722 1
25 C=C1C(c2cn(C)c3ccc(OCC)cc23)=Cc2cc(O)cc(C)[n+]21 0.9947595427384217 3.447336777076309 0.7374290323662094 0.7382873253081143 3.488152690162553 0.7382873253081143 0.7374290323662094 1
24 C=Cn1cc(/C=C/c2cc(O)cc(C)[n+]2C)c2cc(OC)ccc21 0.8968190422000258 6.590693631285348 0.7502529694762973 0.7431354013417989 2.3255885197378756 0.7431354013417989 0.7502529694762973 1
26 COc1ccc2c(c1)c(/C=C/c1c(C)c(O)c3c([n+]1C)C=CC3)cn2C 0.9958606933341413 3.489018333065713 0.7369246006906669 0.7327065202278182 3.24488145205358 0.7327065202278182 0.7369246006906669 1
26 COc1cc2c(/C=C/c3cc(C)cc(C)[n+]3C#N)cn(C)c2cc1CN 0.9507476640932658 7.922539656499627 0.7383520652732685 0.7377045187986112 3.0722303722255146 0.7377045187986112 0.7383520652732685 1
27 COc1ccc2c(c1)c(/C=C/c1c(N(C)C)cc(N)c(C)[n+]1C)c(C)n2C 0.9981759221032732 1.5821064797492603 0.7543646015941597 0.7206072789292999 1.5662534045434926 0.7206072789292999 0.7543646015941597 1
