size smiles qed sa rges qed sa max_or_val 
16 C=CCc1csc2ncnc(NCCO)c12 0.7761573008619105 0.8002699018472126 1.6260808322630274 0.7761573008619105 0.8002699018472126 1
18 OCCOC1CCN(Cc2ccc(Cl)cc2)CC1 0.8904784503855128 0.9010913826478413 1.121779205629325 0.8904784503855128 0.9010913826478413 1
19 Cc1sc2ncnc(N3CCC(CBr)CC3)c2c1C 0.7761933687410902 0.8287378666739139 1.121779205629325 0.7761933687410902 0.8287378666739139 1
20 CCNC1CCN(c2ncnc3scc(CO)c23)CC1 0.8989793950546402 0.817157514039914 -0.6935000442961541 0.8989793950546402 0.817157514039914 1
16 Cc1sc2ncnc(NC(C)CO)c2c1C 0.8580020079456981 0.7909431071357579 2.0860892111692504 0.8580020079456981 0.7909431071357579 1
17 Cc1csc2ncnc(N3CCC(C)CC3)c12 0.7743902736060427 0.8445481924590206 1.121779205629325 0.7743902736060427 0.8445481924590206 1
18 C=CCc1c(C)sc2ncnc(N3CCCC3)c12 0.7917125157370186 0.8163967080916282 1.121779205629325 0.7917125157370186 0.8163967080916282 1
19 NCc1csc2ncnc(N3CCC(CN)CC3)c12 0.8842025808254224 0.8114354631515105 1.1674979139173667 0.8842025808254224 0.8114354631515105 1
19 COC1CCN(c2ncnc3scc(CN)c23)CC1 0.9266236741728572 0.8134385400745874 1.0117705173217149 0.9266236741728572 0.8134385400745874 1
17 C=CCc1csc2ncnc(-n3cccc3)c12 0.6591417977202907 0.7884087387698526 2.2466713912193383 0.6591417977202907 0.7884087387698526 1
16 Cc1sc2ncnc(N3CCCC3)c2c1C 0.7580662543311094 0.8684468249241356 1.121779205629325 0.7580662543311094 0.8684468249241356 1
16 C=CCc1csc2ncnc(NCCO)c12 0.7761573008619105 0.8002699018472126 1.6260808322630274 0.7761573008619105 0.8002699018472126 0
14 N#CCCN1CCC(CC(=O)O)CC1 0.7305344426609616 0.86796632545564 1.121779205629325 0.7305344426609616 0.86796632545564 0
19 C=CCc1csc2ncnc(N3CCC(C)CC3)c12 0.7992232114129194 0.8136821764382236 1.0117705173217149 0.7992232114129194 0.8136821764382236 0
16 Cc1sc2ncnc(NCC(=O)O)c2c1C 0.8510273900675117 0.8506592603148317 1.121779205629325 0.8510273900675117 0.8506592603148317 0
17 CCc1sc2ncnc(NC(C)C)c2c1CO 0.8765227048415927 0.793975508000622 1.121779205629325 0.8765227048415927 0.793975508000622 0
