size smiles rges rges qed sa max_or_val 
31 C=Nc1ccnc(NC(c2ccc(Cl)c(Cl)c2O)c2cc(O)c3cccnc3c2O)c1 12.21063527551924 5.095584195582889 0.23080624220999782 0.7057535060434122 1
32 C=Cc1c(C(Nc2cccc(O)n2)c2cc(O)c3c(N)ccnc3c2O)ccc(Cl)c1Cl 9.244821121046112 8.27942265075934 0.24525888205595864 0.6917030069138773 0
32 NOOc1cc(C(Nc2cccc(N)n2)c2cc(Cl)c(Cl)cc2O)c(O)c2ncccc12 8.805143559946032 7.706701548009125 0.2035010352541477 0.716783909631634 0
31 Nc1cc2c3ccnc2c(c1C(Nc1cccc(O)n1)c1ccc(Cl)c(Cl)c1O)ON3 8.67135828684276 9.698402907008498 0.2761342405743063 0.5553360686751027 0
32 N=Nc1cc(Cl)c(Cl)cc1C(Nc1nc(O)ccc1O)c1ccc2cccnc2c1ON 8.37295591386128 7.609178973935228 0.18499208417156318 0.6811724566401808 0
31 C=Cc1cc2ncc1n2C(c1ccc(Cl)c(Cl)c1O)c1ccc2cccnc2c1OO 8.951496040723544 9.65704480708336 0.24641337342525702 0.6102813308538428 0
30 Oc1cc(Cl)c(Cl)cc1C(c1cc(O)c2cccnc2c1O)n1c2cnc1c(O)c2 9.066188239603424 8.131595409401422 0.2992028362656467 0.6280193595512645 0
32 COc1c(C(Nc2ccc(C)c(C)n2)c2cc(O)c3cccnc3c2O)ccc(Cl)c1Cl 9.257329074526513 7.93398152923848 0.3023630218904644 0.7396597917021227 0
31 C=Nc1ccnc(NC(c2ccc(Cl)c(Cl)c2O)c2cc(O)c3cccnc3c2O)c1 12.21063527551924 10.102013393794238 0.23080624220999782 0.7057535060434122 0
32 OON(c1cccc(O)n1)C(c1cc(Cl)c(Cl)cc1O)c1cc(O)c2cccnc2c1O 7.741539043838724 7.27863252705117 0.15672434619095907 0.6755318746753293 0
32 CC#Cc1ccnc(N(C)C(c2ccc(Cl)c(Cl)c2)c2cc(O)c3cccnc3c2O)c1 8.959532230184148 9.024407974765467 0.2888574604960384 0.7143004908282149 0
31 N=Cc1ccc(NC(c2ccc(Cl)c(Cl)c2O)c2cc(O)c3cccnc3c2O)nc1 4.828442915261867 9.973750340795963 0.2069437683058906 0.7160157518435891 0
32 C=Cc1cccc(NC(c2ccc(Cl)c(Cl)c2O)c2c(O)c(O)c3cccnc3c2O)n1 9.9717184666586 10.230989085209636 0.1902417053909678 0.7036622117539808 0
31 Cc1ccc2c(n1)NC(c1cc(O)c3cccnc3c1O)c1c(cc(Cl)c(Cl)c1O)O2 6.717861145144878 6.2342668979646465 0.2735426067065362 0.7000650887136156 0
32 Cc1cc(NC(c2ccc(Cl)c(Cl)c2O)c2cc(O)c3cccnc3c2O)ncc1C#N 8.844977611812071 8.25405798539239 0.2951394544227557 0.7262193422639203 0
32 C#Cc1cccc(NC(c2cc(O)c3cccnc3c2O)c2c(N)cc(Cl)c(Cl)c2O)n1 8.432142677050452 9.085855602076872 0.1656380296112813 0.696234208296764 0
32 CNc1ccnc(N(N)C(c2cc(O)c(Cl)c(Cl)c2)c2cc(O)c3cccnc3c2O)c1 6.537945341560304 7.2981129398036515 0.1624961822054673 0.6923595324108521 0
32 N=Nc1cc(NC(c2ccc(Cl)c(Cl)c2O)c2cc(O)c3cccnc3c2O)ncc1O 9.591087499105132 8.952885574419923 0.16260836140799945 0.6932347268793051 0
31 Nc1cc(O)nc(N2c3ccnc4c(O)c(cc(O)c34)C2c2ccc(Cl)c(Cl)c2O)c1 5.4991994952314 5.425476900103311 0.27611555752570865 0.5683339951672151 0
32 N=Nc1ccnc(NC(c2cc(Cl)c(Cl)cc2ON)c2cc(O)c3cccnc3c2O)c1 9.624749390486954 9.378147571836099 0.14227297010032683 0.6928124566401809 0
32 Cc1cc(N=N)cc(NC(c2cc(Cl)c(Cl)cc2N)c2cc(O)c3cccnc3c2O)n1 7.241447095988027 7.259529947448012 0.13585310254146868 0.6984132921342748 0
32 Nc1ccnc(NC(c2cc(Cl)c(Cl)cc2N)c2cc(ON=O)c3cccnc3c2O)c1 7.177751627657656 7.651550398881469 0.17306710424041072 0.7082485250162491 0
32 C=Nc1ccnc(NC(c2cc(Cl)c(Cl)cc2N=N)c2cc(O)c3cccnc3c2O)c1 9.23101196493235 8.999593204163792 0.1454175377736919 0.6790204908282151 0
32 Nc1cc(Cl)c(Cl)cc1C(Nc1nc(O)cc(N)c1O)c1cc(O)c2cccnc2c1O 7.277391760082297 8.241259882422119 0.16971456849201813 0.6989410696937939 0
32 C=Nc1cc(NC(c2cc(Cl)c(Cl)cc2N)c2cc(O)c3cccnc3c2O)ncc1N 8.395442891916595 4.027272738276203 0.1564457840215515 0.6937839057902817 0
32 C#Cc1ccc(N(O)C(c2ccc(Cl)c(Cl)c2O)c2cc(O)c3cccnc3c2O)nc1 8.374936721707648 8.459641906543043 0.18919497622785839 0.6858687804661676 0
32 Cc1nc(NC(c2ccc(Cl)c(Cl)c2O)c2cc(O)c3cccnc3c2O)ccc1CN 9.45692349128677 8.608422324988956 0.2589405941752246 0.7279878815897631 0
32 N=Cc1cnc(NC(c2ccc(Cl)c(Cl)c2O)c2cc(O)c3cccnc3c2O)cc1O 4.442254896196099 5.322740212850782 0.1784608478986206 0.6972744848741192 0
32 N#Cc1ccc(NC(c2ccc(Cl)c(Cl)c2OO)c2cc(O)c3cccnc3c2O)nc1 8.15103805248209 9.346755434747067 0.17658968401100575 0.7200403198880441 0
32 COc1c(C(Nc2ccc(C)cn2)c2cc(O)c3c(N)ccnc3c2O)ccc(Cl)c1Cl 7.812151024364317 8.994513925257566 0.2864477552266468 0.7312642860841451 0
32 COc1c(C(Nc2ccc(C)c(N)n2)c2cc(O)c3cccnc3c2O)ccc(Cl)c1Cl 7.958195306092776 9.762899334887518 0.2864477552266468 0.7354516672423128 0
32 Cc1ccc(NC(c2ccc(Cl)c(Cl)c2OCN)c2cc(O)c3cccnc3c2O)nc1 7.207891880422615 7.869095812704966 0.22715962678351143 0.7255963882641124 0
32 CCOc1c(C(Nc2ccc(C)cn2)c2cc(O)c3cccnc3c2O)ccc(Cl)c1Cl 8.074964089747535 2.296780498569683 0.28865886881085895 0.7462963882641124 0
32 N=CNc1ccnc(N(N)C(c2ccc(Cl)c(Cl)c2)c2cc(O)c3cccnc3c2O)c1 9.408700062510908 9.312724636759523 0.08981481588148449 0.6861192942470183 0
31 ONc1ccnc(N2Nc3c(c(O)c4ncccc4c3O)C2c2ccc(Cl)c(Cl)c2)c1 7.743615734849044 8.44766237488254 0.16473959653487164 0.7003080273841404 0
31 Nc1ccnc(N(NO)C(c2ccc(Cl)c(Cl)c2)c2cc(O)c3cccnc3c2O)c1 10.092568130566724 9.028149074513678 0.21975303740619986 0.7071402434439428 0
32 Nc1cc(O)nc(N(NO)C(c2ccc(Cl)c(Cl)c2)c2cc(O)c3cccnc3c2O)c1 10.266432534272603 10.133712282356766 0.18557187437814213 0.6852784606736005 0
32 C=NN(c1cc(N)cc(O)n1)C(c1ccc(Cl)c(Cl)c1)c1cc(O)c2cccnc2c1O 8.429143866062617 9.000636712922766 0.18656781753479013 0.6823289360409298 0
32 C=Nc1ccnc(NC(c2cc(Cl)c(Cl)cc2N)c2cc(ON)c3cccnc3c2O)c1 9.541582677727778 9.67254395070416 0.17731978460393594 0.6935813455290698 0
32 C#Cc1c(C(Nc2ncccc2O)c2ccc(Cl)c(Cl)c2O)c(O)c2ncccc2c1O 8.313282966043547 9.3519069994593 0.21266265715076318 0.6982955738974553 0
31 Oc1ccc2c(O)cc(C(=Nc3ncccc3O)c3ccc(Cl)c(Cl)c3O)c(O)c2n1 5.602777930218254 6.665500975385738 0.22276375960897682 0.7369000059006677 0
30 Oc1ccc2nc1NC2(c1ccc(Cl)c(Cl)c1O)c1cc(O)c2ccc3nc2c1o3 7.365232146549998 7.823476759833594 0.30724307922523714 0.5284246348742383 0
32 Cc1ccc(O)c(NC(c2ccc(Cl)c(Cl)c2O)c2cc(O)c3cc(N)cnc3c2O)n1 8.126742306760407 8.080293859403323 0.2308642101667803 0.7164447410224652 0
