"Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significant"
"KMT2D",2921.54870426194,-0.379008171515049,0.104192370118903,-3.63758086203942,0.000275210803516281,0.0406581838092727,"Yes"
"ANKRD52",3300.30152314548,-0.521710658134976,0.143629886886696,-3.63232659611111,0.000280877316718111,0.0406654179144481,"Yes"
"MDN1",3195.35598483695,-0.381193821123955,0.105132219407006,-3.62585155411026,0.000288010777668227,0.0408805886184372,"Yes"
"ADAR",12297.6361579061,-0.407959852530517,0.113057506920339,-3.60842781380246,0.000308058202065995,0.0420761004670894,"Yes"
"FXYD3",911.123889106558,0.941176313391633,0.260522854317187,3.61264394963887,0.000303090749262993,0.0420761004670894,"Yes"
"CRISP3",1086.4976044572,-0.993991138258329,0.276617382667939,-3.59337916030949,0.000326417063945452,0.0423582211772202,"Yes"
"TATDN2",3086.47384886042,-0.499212973813984,0.138620485115721,-3.60129293586903,0.000316638557602208,0.0423582211772202,"Yes"
"TMEM45B",2243.81785535473,0.584786111248431,0.162785377161183,3.59237495066526,0.000327677909369296,0.0423582211772202,"Yes"
"FOXK2",2540.5419363768,-0.530011151266714,0.148445084021064,-3.57041901900576,0.000356410631301003,0.0452641501752274,"Yes"
"MTND1P23",5512.44042637644,0.556005726164071,0.156134624754793,3.56106614427945,0.000369352016064348,0.0453176143099969,"Yes"
"RPL37",30379.4962647707,0.390860179875461,0.109726285144826,3.56213809079173,0.000367846800936439,0.0453176143099969,"Yes"
"ACACA",2855.08957677565,-0.424617208462548,0.11989292033419,-3.54163704811735,0.000397652226046945,0.0456921343548228,"Yes"
"CDC25A",3084.72754850903,-0.528236562735923,0.149066757897937,-3.54362414655585,0.000394667447499477,0.0456921343548228,"Yes"
"PPRC1",1539.69596131804,-0.497291109339817,0.140205583037232,-3.54687094883918,0.0003898355003657,0.0456921343548228,"Yes"
"RRP1B",2957.46039195929,-0.523100858187248,0.147416839560562,-3.54844710920794,0.000387509815467358,0.0456921343548228,"Yes"
"MCM3",5876.49219091782,-0.432341530282808,0.124239220586301,-3.47991180436043,0.000501578869941688,0.0567332724923106,"No"
"ENOSF1",1943.03254814851,0.418482166616514,0.120455921158857,3.47415189382531,0.000512470841449709,0.0569157242842086,"No"
"SOX12",1445.55504388083,-0.51984083054271,0.149775648787808,-3.47079671996071,0.000518916673954657,0.0569157242842086,"No"
"BRD3",2828.91936217965,-0.443028958095159,0.128162685996,-3.45677023427072,0.000546690761086621,0.0573549915870442,"No"
"CBX5",10604.5464131168,-0.498721963328294,0.144174893495931,-3.45914570307879,0.000541891679051402,0.0573549915870442,"No"
"CP",12361.3173294795,0.552804763639854,0.159732450697712,3.46081689240476,0.000538538980843258,0.0573549915870442,"No"
"ADGRD1",898.893452300231,0.623635949995478,0.185149663141623,3.36828023023974,0.000756386729964005,0.0580450506879239,"No"
"CASP2",2122.65096484496,-0.433898825342785,0.128148661916269,-3.38590211442309,0.000709446846803797,0.0580450506879239,"No"
"CCNJ",1189.35761618649,-0.540171469241132,0.15918154018729,-3.39343034754894,0.00069023109233079,0.0580450506879239,"No"
"CKAP5",5948.64277511818,-0.476677593642627,0.139959415857872,-3.40582725871541,0.000659639020895142,0.0580450506879239,"No"
"E2F8",1142.1753130822,-0.42161532535314,0.125781832524768,-3.35195724923248,0.000802424087287345,0.0580450506879239,"No"
"EFNA1",2829.84298740234,0.712107196409405,0.209971177269609,3.39145213009421,0.000695233068280115,0.0580450506879239,"No"
"EPS8L2",2560.00425484194,0.391142162941859,0.114141889198477,3.42680645719572,0.000610724193420473,0.0580450506879239,"No"
"FOXM1",5243.52170205746,-0.502620643888094,0.149386890059886,-3.36455657980834,0.000766667631383961,0.0580450506879239,"No"
"GPR157",1023.25145091234,0.93087517430353,0.274454269827359,3.39173143449028,0.000694524802963822,0.0580450506879239,"No"
"GYG2",1539.68098231683,-0.489545703835322,0.146114164054726,-3.3504329097894,0.000806853521463806,0.0580450506879239,"No"
"HIPK1",2227.2947405914,-0.386345823511556,0.112313948737854,-3.4398739235258,0.000581985227403431,0.0580450506879239,"No"
"HMGA2",19094.1953119743,-0.433622930628637,0.128259203243085,-3.38083287330895,0.000722664832273419,0.0580450506879239,"No"
"ITGAV",6909.49822025937,0.515026882205016,0.154184778047188,3.34032249310235,0.000836811557340824,0.0580450506879239,"No"
"KIF13A",985.654415853474,-0.450040837456293,0.130664896682816,-3.44423673749766,0.000572674033368981,0.0580450506879239,"No"
"KIF1B",3068.08493956718,-0.393649064629036,0.114220067722222,-3.44640895841853,0.000568089944297533,0.0580450506879239,"No"
"MCC",2342.71772460111,-0.457774531141259,0.13730981828034,-3.3338805401857,0.000856434313648314,0.0580450506879239,"No"
"MGAT5",1706.05519209237,-0.616384382547735,0.183980589154452,-3.35026855485434,0.000807332457594869,0.0580450506879239,"No"
"MMP16",1336.660652346,-0.421132900440391,0.12353307908727,-3.4090698908499,0.000651847772779472,0.0580450506879239,"No"
"MT-ND4",279516.434310552,0.370886824876132,0.108429731429007,3.42052700848903,0.000624999293747795,0.0580450506879239,"No"
"MT-RNR2",169242.168963629,0.61957052851483,0.183790734579204,3.37106508624257,0.000748781649333025,0.0580450506879239,"No"
"NPIPB5",948.020372252773,0.526958427111661,0.157602127487971,3.34359970585982,0.0008269897046097,0.0580450506879239,"No"
"NR6A1",1687.99897153173,-0.508478417091353,0.15254123963729,-3.33338327589578,0.000857966628485683,0.0580450506879239,"No"
"NUP188",3482.46492500776,-0.476192746728331,0.141350671632056,-3.36887502004862,0.000754756437748083,0.0580450506879239,"No"
"POU2F1",2314.68929357535,-0.470205541525764,0.140647199221491,-3.34315609644872,0.000828312920833677,0.0580450506879239,"No"
"PRKCA",2443.04256404243,-0.429885267398765,0.126535058335269,-3.39736096110008,0.000680391538054291,0.0580450506879239,"No"
"PYURF",903.906696740947,0.605380176891638,0.180676045015125,3.35063885663957,0.000806253757179414,0.0580450506879239,"No"
"RPL11",29835.7158451568,0.36109828693007,0.108286725239311,3.33464961778141,0.000854069406034305,0.0580450506879239,"No"
"RRS1",1723.34327169458,-0.60141091667702,0.177895581676449,-3.38069619835106,0.00072302435775232,0.0580450506879239,"No"
"SAT2",1656.74996491079,0.54088496525797,0.161654928481862,3.34592313601288,0.000820091257399284,0.0580450506879239,"No"
"SLC35A4",1087.71217850806,-0.459566308988365,0.136777655656922,-3.35995164401042,0.000779561158383364,0.0580450506879239,"No"
"TCOF1",3757.7643960986,-0.619579751723948,0.183931486220467,-3.36853555884009,0.000755686485557083,0.0580450506879239,"No"
"TEAD1",1856.81241558259,-0.467909258635418,0.136997240929367,-3.41546483316889,0.000636732507135642,0.0580450506879239,"No"
"TMEM176A",1557.61268498837,0.498370140268259,0.149475199308371,3.334132635877,0.000855658453151873,0.0580450506879239,"No"
"TMEM37",2291.0304167002,0.591216767441842,0.172652902514056,3.42430830199168,0.000616366526114821,0.0580450506879239,"No"
"TNIK",1925.78455780508,-0.552032065286126,0.161797435360925,-3.41187154205935,0.000645185097413765,0.0580450506879239,"No"
"USF3",1923.87911053729,-0.459338877113209,0.137054397621771,-3.35150775957476,0.000803727865267264,0.0580450506879239,"No"
"UTP20",3882.5779119183,-0.400152888091586,0.118147230151067,-3.38690029025596,0.000706870733024243,0.0580450506879239,"No"
"ZC3H18",1894.2193194619,-0.484581428521391,0.14349178757056,-3.37706733413649,0.000732631130628221,0.0580450506879239,"No"
"TBL1X",2399.475440415,-0.531703517129507,0.159633826280213,-3.33076973420522,0.000866062110701521,0.0580502186978547,"No"
"NQO1",45083.9321941174,0.335060144053081,0.10096911456847,3.3184419362801,0.00090521140160161,0.059571139419946,"No"
"PKIB",2423.06829025014,0.39252174206794,0.11822191825323,3.32021124227712,0.000899493578779112,0.059571139419946,"No"
"EIF4G1",18886.1781705624,-0.512882215527553,0.155710357250839,-3.29382209753288,0.00098835031149589,0.0620377303916812,"No"
"FOXN3",1581.26856094231,-0.391528557163357,0.118634520920893,-3.30029197339983,0.000965842880600077,0.0620377303916812,"No"
"KCNQ1OT1",2545.61465042894,0.831971622357658,0.251908932923274,3.30266820117513,0.000957696325636758,0.0620377303916812,"No"
"LMNB2",2204.77838239919,-0.568964573633244,0.172812982090205,-3.29237171161282,0.000993462107702243,0.0620377303916812,"No"
"POLR2A",9414.01015593628,-0.456705967741231,0.13876012091238,-3.29133446078228,0.000997132834858558,0.0620377303916812,"No"
"SMC1A",11975.8917999365,-0.413900418954174,0.125902856804865,-3.28745851728902,0.00101096082152137,0.0620377303916812,"No"
"TMEM141",5479.03483879787,0.578985604497885,0.175759324483986,3.29419566328977,0.000987037651647214,0.0620377303916812,"No"
"WSB1",8461.43677538925,0.562576011672159,0.171132161383807,3.28737746968812,0.00101125185608763,0.0620377303916812,"No"
"A1BG",2088.61812104306,0.407825781795465,0.124541884245728,3.27460744845327,0.00105808891981465,0.0627137200621726,"No"
"EIF1",13954.8839339068,0.381030758980988,0.116282168684094,3.27677719888542,0.00104999188527819,0.0627137200621726,"No"
"FOXRED2",988.790481048871,-0.585581052848609,0.178515456747236,-3.28028207483314,0.00103703346549524,0.0627137200621726,"No"
"MT-ND6",33404.9590743666,0.508751835519986,0.155432111870784,3.27314497240395,0.00106357911053912,0.0627137200621726,"No"
"RPL38",9259.45082326047,0.388478351219744,0.118705909131431,3.27261173485156,0.00106558745236182,0.0627137200621726,"No"
"KBTBD6",875.875340849331,-0.440046512967275,0.134781525268365,-3.26488746948881,0.0010950757277898,0.063929461237664,"No"
"CENPF",6094.68916821223,-0.361289802073301,0.110840308229335,-3.25955248451467,0.00111588132069279,0.0640371613523915,"No"
"MARCHF8",1137.00027349102,-0.478445804586258,0.146869188597368,-3.25763224509863,0.00112345897109459,0.0640371613523915,"No"
"MCM8",4005.17488418158,-0.35718271963519,0.109584030195129,-3.25944135289766,0.00111631857680275,0.0640371613523915,"No"
"HECTD1",30749.5102561244,-0.319675751265004,0.0987051269501008,-3.23869449483219,0.00120078118568307,0.0653039606634324,"No"
"MCM2",6979.37862200781,-0.441937256079366,0.136359287033749,-3.24097658247498,0.00119120968996984,0.0653039606634324,"No"
"RBM15B",2315.65446695256,-0.525750215884406,0.161833700286777,-3.24870663497622,0.00115930972944082,0.0653039606634324,"No"
"RPS20",22798.2676801596,0.480664663400485,0.148338948445298,3.24031327199098,0.00119398444434985,0.0653039606634324,"No"
"TCF20",1797.47774201429,-0.45047696097511,0.138824720451202,-3.24493331959171,0.0011747812914838,0.0653039606634324,"No"
"ZC3H7B",3473.690754865,-0.472848887377123,0.146085834130621,-3.23678808551916,0.00120883143098493,0.0653039606634324,"No"
"ZFYVE9",1204.1057467677,-0.459664979380471,0.141929443022326,-3.2386865585611,0.00120081459548378,0.0653039606634324,"No"
"HCFC1",2969.20490860882,-0.409933796443984,0.12677781347462,-3.23348214651179,0.00122290979536465,0.0655751408047755,"No"
"LRCH1",920.592513826481,-0.519386315782267,0.160836386381607,-3.22928366812439,0.0012410073221116,0.0660562647409258,"No"
"ZNF106",2467.12016570133,-0.366905007149924,0.113977093351187,-3.2191118088914,0.0012858833571261,0.0679453257097505,"No"
"DICER1",1200.9277326602,-0.395586405222517,0.123363310656389,-3.20667792650577,0.00134277238328406,0.0689385055503071,"No"
"LMCD1",1095.09954296692,0.879877578588905,0.274253983527413,3.2082581527971,0.00133541571361913,0.0689385055503071,"No"
"MT-CO2",114975.004762287,0.458180223828197,0.142793017134687,3.20870188908486,0.00133335661743548,0.0689385055503071,"No"
"SGTA",1684.72263687822,-0.442989783884513,0.137986163673716,-3.21039278207642,0.00132553708492522,0.0689385055503071,"No"
"EXO1",1663.23469146495,-0.384839836688237,0.120283506380741,-3.1994397924357,0.00137694943986603,0.0697044545118194,"No"
"RPL23AP42",18824.1424340835,0.351972984449279,0.109954557729716,3.20107680587903,0.00136915031229076,0.0697044545118194,"No"
"EHMT1",2031.34045499571,-0.475806520084327,0.149242577957869,-3.18814192702197,0.00143190234977683,0.0719829243752394,"No"
"LINGO1",807.284749161121,-0.442157651121765,0.138943519844524,-3.18228335957326,0.00146118784427297,0.0729485434806347,"No"
"CENPO",1327.37056140431,-0.425545925774085,0.134812137045315,-3.15658467479857,0.00159628532947042,0.0731361360761797,"No"
"CFB",1592.15222154657,0.4687340438626,0.148334385898717,3.15998236701941,0.00157778687314624,0.0731361360761797,"No"
"DNMT1",3564.32661121903,-0.454251442806081,0.143713182811727,-3.16081958466663,0.00157325912003277,0.0731361360761797,"No"
"L3MBTL2",1317.32826515555,-0.506865366345606,0.159673828675777,-3.17437973742594,0.00150157101186022,0.0731361360761797,"No"
"LIG3",2588.25438287363,-0.419315833581486,0.132317483592103,-3.169013060089,0.00152957521880662,0.0731361360761797,"No"
"MCM5",4214.91703369529,-0.45712103596642,0.144531738378773,-3.16277269680689,0.00156274297174113,0.0731361360761797,"No"
"NOL6",1671.02644074256,-0.413531110486469,0.130967424994633,-3.15751119412643,0.0015912212719448,0.0731361360761797,"No"
"RANGAP1",3242.80778135784,-0.537204211956214,0.169133347755133,-3.17621698551112,0.00149209300347943,0.0731361360761797,"No"
"RAPH1",1739.11168087977,-0.375303609079854,0.118714906960005,-3.1613856986494,0.00157020430436532,0.0731361360761797,"No"
"RRP12",1395.15624220439,-0.529097919932826,0.167240136372911,-3.16370179675677,0.00155776316863533,0.0731361360761797,"No"
"SRSF5",5277.23545280376,0.381152050370268,0.120340552356386,3.16727855163481,0.0015387285254623,0.0731361360761797,"No"
"TACC1",22905.6163583902,-0.350572000496128,0.110830587975511,-3.16313399486422,0.00156080474205488,0.0731361360761797,"No"
"TULP4",1240.10519190801,-0.427961548278047,0.135070973381169,-3.16841981341426,0.00153270022773976,0.0731361360761797,"No"
"LARP1",11109.6297071078,-0.458842861218987,0.14551145949952,-3.15331083061882,0.00161429817507993,0.0734962546503373,"No"
"HPGD",3699.61253838635,0.439879365039697,0.139690019348124,3.14896774366869,0.00163848279559112,0.0736706643309571,"No"
"ZFAS1",2377.91172960679,0.632069698418619,0.200622929280841,3.15053568744288,0.00162971345189636,0.0736706643309571,"No"
"TM4SF1",15716.4233634114,0.323639861394387,0.102879510212465,3.14581456235563,0.00165624981621218,0.07400982975037,"No"
"SMARCD1",3693.47802426266,-0.482527952893298,0.153950069378617,-3.13431461798561,0.00172256057312765,0.0765007115881659,"No"
"PRR14L",2654.57949160574,-0.360166616283894,0.114999373852539,-3.13190067230913,0.00173678622674959,0.0766621676551238,"No"
"CLUH",4542.35751689276,-0.386883861127861,0.123621388633361,-3.12958676006535,0.00175052370155432,0.0766934240716693,"No"
"IWS1",2710.09674171126,-0.404936655106144,0.129446337129157,-3.12822026553066,0.0017586832982314,0.0766934240716693,"No"
"CDK5RAP3",1761.0017662801,0.466784900904806,0.149662118584938,3.11892485097951,0.00181512249572151,0.0768401856522104,"No"
"CHD7",4140.39510452282,-0.453824916453897,0.145455996490459,-3.12001517574881,0.00180841722841935,0.0768401856522104,"No"
"CREBBP",1582.75755309277,-0.404365946310528,0.129553938214465,-3.12121693777564,0.00180105302415797,0.0768401856522104,"No"
"MAP2K3",1305.1942293208,-0.556116167014492,0.178166384489301,-3.12133048334877,0.00180035866216747,0.0768401856522104,"No"
"MST1",1959.2984487758,0.612098307772637,0.195892416593365,3.12466566300642,0.00178007255960166,0.0768401856522104,"No"
"GALT",1620.93155015552,0.495042954526883,0.158904154829447,3.1153556372281,0.00183723254527833,0.0773239906701736,"No"
"AAK1",1463.1611080165,-0.394184006634741,0.127010644408274,-3.10355095410462,0.00191213305433154,0.0777636583163257,"No"
"CEP78",4954.47759675022,-0.337051773438795,0.108550569836577,-3.10502076540204,0.00190265666494162,0.0777636583163257,"No"
"CHAF1A",1907.51494415991,-0.531404240203352,0.1710878577367,-3.10603129429073,0.00189616647252093,0.0777636583163257,"No"
"CHD8",3140.04482300326,-0.383164257903164,0.12338835354467,-3.10535189826037,0.00190052769708343,0.0777636583163257,"No"
"GLCCI1",1735.1707403022,-0.383316365778879,0.12317827166738,-3.11188296921354,0.00185898178695038,0.0777636583163257,"No"
"LAMB2",1785.02155240719,0.381823259318209,0.122941071897667,3.10574207158392,0.00189802194549666,0.0777636583163257,"No"
"ANG",1020.31583548571,0.447729173924111,0.144635990047169,3.09555853821788,0.00196442592788941,0.0778696836607289,"No"
"ARRDC3",4351.14131795646,0.560111151100507,0.180623738093428,3.10098305467905,0.0019287932808489,0.0778696836607289,"No"
"GREB1",1154.64968770916,-0.462519498589267,0.149461620044135,-3.09457035493586,0.00197098182666544,0.0778696836607289,"No"
"LINC02532",803.775161760813,0.653804139589863,0.210959722718964,3.09918941475311,0.001940509156116,0.0778696836607289,"No"
"VMP1",6687.07523732092,0.483106158101371,0.155989316591891,3.09704644302856,0.00195459248491284,0.0778696836607289,"No"
"ZNF609",1467.19555387768,-0.388664566097379,0.12564626860375,-3.09332358546285,0.00197928191650423,0.0778696836607289,"No"
"MCM4",11661.518429393,-0.436457625728735,0.141320257338093,-3.08842931614934,0.00201217554048939,0.0778937900406561,"No"
"MPRIP",2608.61862404828,-0.422215913574963,0.136660315583344,-3.08952830800006,0.00200474601074174,0.0778937900406561,"No"
"TBC1D4",1493.26705454796,-0.421627825446836,0.136447909589572,-3.09002773816814,0.00200137803327867,0.0778937900406561,"No"
"SULT1C2",1280.12665961495,0.608624953395175,0.197176590774536,3.08669985115584,0.00202391844948924,0.0779316258290031,"No"
"CDC42BPB",2153.03012399253,-0.440147715559077,0.142825400195753,-3.08171876259979,0.0020580918526028,0.0780027587486476,"No"
"MSH6",4238.84662987237,-0.346575501438884,0.11242979470017,-3.08259480828137,0.00205204352423136,0.0780027587486476,"No"
"NEO1",2222.53078969805,-0.379991973577608,0.123223076140966,-3.08377282468506,0.0020439360595311,0.0780027587486476,"No"
"SPECC1L",3407.28201079591,-0.39992173704859,0.129860180875305,-3.07963329754334,0.00207255602818548,0.0781418390001806,"No"
"CLSPN",1860.53715318794,-0.504446053948806,0.164496703863512,-3.06660280784326,0.00216506340166064,0.0784732487652757,"No"
"DCAF1",1245.60096745613,-0.454684355644942,0.14836136246012,-3.06470868227003,0.00217882111863646,0.0784732487652757,"No"
"JUNB",810.573075584895,0.697611459651092,0.227720096403837,3.0634602332767,0.00218793282193933,0.0784732487652757,"No"
"MAP4K4",15467.9329543462,-0.427797985283859,0.139656674021884,-3.0632118964599,0.0021897494475184,0.0784732487652757,"No"
"MCM6",8481.59510886799,-0.308192564316253,0.10026550227955,-3.07376472774238,0.00211376057569081,0.0784732487652757,"No"
"MT-CO3",181350.282049823,0.46217139156007,0.15064051111963,3.06804184428874,0.00215466444707586,0.0784732487652757,"No"
"RANBP2",9314.75248666427,-0.292672588164719,0.0953967843507764,-3.06795024755294,0.00215532498840603,0.0784732487652757,"No"
"RPS27",28160.9627830697,0.437391920897932,0.142561477217806,3.0680933547685,0.00215429306558668,0.0784732487652757,"No"
"SP100",909.949445000503,0.498877694238389,0.162677950073035,3.06665835175827,0.00216466117074518,0.0784732487652757,"No"
"TET3",1096.05255244376,-0.381502349792188,0.124537551377991,-3.06335194140976,0.00218872482523749,0.0784732487652757,"No"
"HIRA",2459.43679269997,-0.49940131670333,0.163168424452923,-3.06064925476691,0.00220857651192924,0.0785691873160479,"No"
"MAP3K4",1208.27170454261,-0.38385672484537,0.125447610674362,-3.05989665950506,0.00221413374947835,0.0785691873160479,"No"
"NACC1",2428.88347250535,-0.49218313472403,0.161132099281212,-3.05453188358862,0.00225412053317635,0.0795979440959199,"No"
"ABCF2",2178.81711317045,-0.377038291984543,0.123678461073432,-3.04853641217836,0.0022995904285439,0.0807395736708748,"No"
"DHRS3",1857.59362174342,0.390980182861204,0.128398713662261,3.04504750639197,0.00232643559177984,0.0807395736708748,"No"
"MAML1",1784.76775111279,-0.473544330425424,0.155571579587286,-3.04389999562699,0.00233532756704034,0.0807395736708748,"No"
"NPC2",1308.78003578194,0.481727056176576,0.158305914584948,3.04301363243176,0.00234221722211406,0.0807395736708748,"No"
"SALL2",1220.06444859756,-0.474831858300139,0.155826705665184,-3.04717895609232,0.00231000138497488,0.0807395736708748,"No"
"MYBBP1A",1962.20061078275,-0.52624372664658,0.173135867078531,-3.03948416654699,0.00236983659177251,0.0813044885679676,"No"
"R3HDM1",3132.99880231967,-0.394135763357035,0.129851464625004,-3.03528161576964,0.00240311185366123,0.0820572014559136,"No"
"BLM",1644.66472541325,-0.438741917456612,0.144916091296246,-3.02755831690016,0.00246538139241263,0.0835557068197743,"No"
"CCDC86",4490.07381285588,-0.549378168516355,0.1815782170508,-3.0255730970343,0.00248162411469146,0.0835557068197743,"No"
"STK35",3706.76792515446,-0.457505594726355,0.151201740216281,-3.02579582795761,0.00247979690535186,0.0835557068197743,"No"
"HMGXB3",1576.08518978729,-0.389309261043163,0.129059369100284,-3.01651297195365,0.0025570027692583,0.0849089130580772,"No"
"IRGQ",1471.49679749424,-0.479004392729379,0.158730241097208,-3.01772610825956,0.00254678969940598,0.0849089130580772,"No"
"SCRIB",1314.97127864467,-0.464380942582119,0.153932513904489,-3.01678268484757,0.00255472889602201,0.0849089130580772,"No"
"MTATP6P1",12687.1786696693,0.370383967402361,0.122981330288276,3.01170890357224,0.00259781584307476,0.0858702688950602,"No"
"MCM10",2172.26819413833,-0.32797799918183,0.109039467242378,-3.00788336073568,0.00263074086248603,0.0865633322888017,"No"
