size smiles rges rges qed sa max_or_val 
30 Nc1cc(Cl)ccc1C(c1ccc2cccnc2c1O)N1N=Cc2ccc(O)c1n2 11.049562565486283 10.806168709413523 0.4305776108418965 0.6162020369513836 1
28 OOc1c(C(Nc2ncccc2O)c2ccc(Cl)cc2)ccc2cccnc12 8.657198157605809 8.42230722104957 0.324919909867512 0.7681358575279236 0
28 NN1c2cccc(n2)C1(c1ccc(Cl)cc1)c1c(O)cc2cccnc2c1O 8.752629201800975 7.921197954691873 0.45177313111492856 0.651938264209229 0
31 Cc1cnc2c(O)c(C(Nc3cc(O)c(NO)cn3)c3ccc(Cl)cc3)cc(O)c2c1 6.284409520121187 7.156294227358908 0.19492525427996396 0.7315782628957553 0
30 Nc1cc2c(c(O)c1Cl)Oc1ccc(O)nc1NC2c1ccc2cccnc2c1O 7.056522124320949 7.597390818419818 0.2866976314668644 0.684913413821861 0
30 NNc1ccc(O)c(N2c3c(Cl)ccc(c3O)C2c2ccc3cccnc3c2O)n1 8.80930318855788 10.006557675775097 0.2485112375500507 0.6403537637744923 0
31 N=Cc1ccc(O)c(N(NO)C(c2ccc(Cl)cc2)c2ccc3cccnc3c2O)n1 8.810173274595728 7.50051412955061 0.2269779794854583 0.6941312791323921 0
31 C=NNc1cc(Cl)ccc1C(Nc1ncccc1O)c1ccc2c(O)ccnc2c1O 8.495350831551688 10.323592281060524 0.22082243214635267 0.7079634469645603 0
30 N=NOc1cc2cnc1n2C(c1ccc(Cl)cc1N)c1ccc2cccnc2c1O 9.39534888390755 9.053625421173848 0.21207049905998335 0.6151505163789328 0
30 COc1ccnc(NC(c2ccc3cccnc3c2O)c2cc3[nH]c2cc3Cl)c1O 6.958337233097385 6.492769776690464 0.3246918431813138 0.6519882623538881 0
31 O=C=Nc1cc(C(Nc2ncccc2O)c2cc(O)c3cccnc3c2O)ccc1Cl 8.752957778684998 7.651560221911964 0.20559731219348715 0.7199812791323922 0
29 Oc1cccnc1N1c2c(Cl)c3cc(c2o3)C1c1cc(O)c2cccnc2c1O 9.611669070503398 7.869052681386341 0.36142812151635334 0.6097231162192807 0
29 C=Cc1cc2oc1nc2N1c2cc(ccc2Cl)C1c1ccc2cccnc2c1O 9.418551679586711 8.696609771017496 0.39939355671445453 0.5932350941899495 0
30 ONc1cc2cc(c1Cl)N(c1ncccc1O)C2c1cc(O)c2cccnc2c1O 9.70121932996405 10.279733184921938 0.24241330689503274 0.6211990126432705 0
27 Oc1cccc(N2c3cc(ccc3Cl)C2c2ccc3cccnc3c2O)n1 7.662249270121405 7.065756926529014 0.5192419559261483 0.6745115843915855 0
30 Nc1cc2c(O)ccnc2c(O)c1C1(O)c2ccc(Cl)c(c2)N1c1cccc(O)n1 4.349570812952457 5.197385102079881 0.31021614690860455 0.5984428027747075 0
30 Cc1cc(C2(c3c(N)cc4cccnc4c3O)c3cccc(n3)N2N)c(C)cc1Cl 7.6513908459361275 9.672742446773517 0.3339367803619574 0.6240123998443047 0
30 NOc1c(C2(c3ccc(Cl)c(N)c3)c3cccc(n3)N2N)c(N)cc2cccnc12 9.324179325756877 9.30681585620069 0.22531629902761494 0.6036460714667997 0
29 Oc1c(C23c4cccc(n4)N2NNNc2cc(Cl)ccc23)ccc2cccnc12 6.563324929456685 7.4629982256608365 0.38775792333101267 0.6095044191686347 0
30 C=NN1c2cc(O)c(N)c(n2)C1(c1ccc(Cl)cc1)c1ccc2cccnc2c1O 6.279423065603091 5.949815585718385 0.43462252967245335 0.6094234470324107 0
30 Cc1cc(Cl)cc(N)c1C1(c2ccc3cccnc3c2ON)c2cccc(n2)N1N 8.93252079851015 7.918827998619597 0.26493669001362374 0.6156075194306008 0
30 NN(c1nc2cc(c1O)N=C2)C(c1ccc(Cl)cc1)c1ccc2cccnc2c1O 8.838942690871807 11.212634496187992 0.2981321813901546 0.6182381729084497 0
30 CC=Cc1ccc(O)c(NC2c3ccc(Cl)cc3Oc3c2ccc2cccnc32)n1 7.162747685363856 8.268022859449403 0.40894384110377524 0.7217168381730339 0
31 N=Cc1ccc(O)c(NC(c2ccc3cccnc3c2O)c2c(N)cc(Cl)cc2O)n1 8.97355251426361 9.263681578274188 0.20321380439084108 0.7039059375199819 0
29 N=Cc1nc2c3cc1n2C(c1ccc(Cl)cc1)c1c(cc2cccnc2c1O)O3 9.980275881306547 10.813939772667638 0.3948490895951683 0.5879389403437955 0
31 CN(c1nc(C=N)ccc1O)C(c1ccc(Cl)c(N)c1)c1ccc2cccnc2c1O 8.20236796711966 6.9749460672776795 0.2715244786581816 0.697801428236162 0
29 Oc1cccnc1N1c2c(Cl)ccc(c2O)C1c1cc(O)c2cccnc2c1O 9.859938336860603 10.92857207436505 0.36555972932218644 0.6427341200846484 0
30 Oc1cnc(N2c3c(Cl)ccc(c3O)C2c2ccc3c(O)ccnc3c2O)c(O)c1 6.270483363467779 7.063467554918982 0.3261665661407206 0.6199063558882608 0
30 NC1(c2ccc3cccnc3c2O)c2cc(c(Cl)c(O)c2O)N1c1ncccc1O 7.111877359746046 5.8978225795704695 0.30988952185141516 0.619644451126356 0
30 Cc1cnc(N2c3cc(ccc3Cl)C2(N)c2cc(O)c3cccnc3c2O)c(O)c1 4.899024373308393 5.418972157150553 0.36177049394461575 0.6205501287820336 0
29 Oc1ccc(O)c(N2c3cc(c(O)cc3Cl)C2c2ccc3cccnc3c2O)n1 8.01883156344387 7.238253462308403 0.3907805662573416 0.6371305553566934 0
