size smiles rges rges qed sa max_or_val 
31 C#Cc1c(C(Nc2ncccc2O)c2cc(O)c3cccnc3c2O)ccc(Cl)c1Cl 11.568040131909894 5.1250026944272316 0.24993578513764875 0.7143356457427934 1
32 Cc1ccc(O)c(NC(c2cc(Cl)c(Cl)c(C)c2N)c2cc(O)c3cccnc3c2O)n1 6.552552634029169 7.236422008853847 0.19792781747484503 0.7144980627007871 0
32 Nc1ccnc(NC(c2ccc(Cl)c(Cl)c2CN=O)c2ccc3cccnc3c2O)c1O 9.760846192056114 6.493993687697821 0.27742328357631885 0.710409037836762 0
31 C#Cc1c(C(c2ccc3cccnc3c2O)n2c3cnc2c(OO)c3)ccc(Cl)c1Cl 9.435572549209903 4.724130675746037 0.21463297001919177 0.6050460161685282 0
31 NN(c1cc(OO)ccn1)C(O)(c1ccc(Cl)c(Cl)c1)c1ccc2cccnc2c1O 8.327821147094772 7.440093314018077 0.1524291073766225 0.7005952390230763 0
32 OOc1cccc(NC(c2cc(O)c(Cl)c(Cl)c2OO)c2ccc3cccnc3c2O)n1 8.564450112206409 8.26458867032439 0.18657124491739413 0.700226473734198 0
29 Oc1cccnc1NC12c3cc(Cl)c(Cl)c(c3)Oc3c1ccc1c(O)cc2nc31 8.358367081177587 6.424266810342208 0.4116441647815503 0.5264070739975951 0
32 Cc1c(O)c(C(Nc2ncccc2OO)c2ccc3cccnc3c2O)c(O)c(Cl)c1Cl 9.682680031645543 8.926345473839728 0.19182488917581395 0.7073189101118028 0
31 C#Cc1c(C(Nc2ncccc2O)c2cc(O)c3cccnc3c2O)ccc(Cl)c1Cl 11.568040131909894 4.347182652810856 0.24993578513764875 0.7143356457427934 0
32 C=COc1ccc(O)c(NC(c2ccc(Cl)c(Cl)c2)c2c(N)cc3cccnc3c2O)n1 7.426078549392828 8.07237831963507 0.2130845446689249 0.7107493797171041 0
31 COc1ccc(O)c(N=C(c2ccc(Cl)c(Cl)c2O)c2ccc3cccnc3c2O)n1 8.227282241333207 8.390275444809692 0.36314412643618915 0.76994415082284 0
32 C=Cc1cc(C(Nc2ncccc2O)c2cc(O)c(Cl)c(Cl)c2C)c(O)c2ncccc12 6.204623338570746 6.628167512077921 0.2782270890023969 0.7073702497833672 0
32 Cc1ccnc(NC(c2ccc(Cl)c(Cl)c2C(O)O)c2ccc3cccnc3c2O)c1O 8.637288249298361 9.84763731669256 0.263876838171955 0.7255085384609817 0
32 Cc1ccc(O)c(NC(c2cc(N)c(Cl)c(Cl)c2C=O)c2ccc3cccnc3c2O)n1 7.7026252820827645 8.258088163393097 0.23262800978912299 0.7186101806390286 0
31 C=Cc1c(C(Nc2ncccc2O)c2cc(O)c3cccnc3c2O)ccc(Cl)c1Cl 11.476468437580603 9.15712491624616 0.2805599677818559 0.7221761408798402 0
31 COc1c(C(=Nc2nc(O)ccc2O)c2ccc(Cl)c(Cl)c2C)ccc2cccnc12 5.91462677535469 6.396318372064766 0.37885487969038123 0.7617940181968454 0
31 Oc1ccc(O)c(NC(c2cc3c(Cl)c(Cl)c2CN3)c2ccc3cccnc3c2O)n1 8.733196219676984 6.999992466178696 0.2884487519810336 0.6152364007839127 0
31 Oc1ccc(O)c(NC2c3c(O)cc(Cl)c(Cl)c3Cc3cc4cccnc4c(O)c32)n1 5.925359083467031 6.653345059266329 0.2922396894479334 0.6792479357516351 0
31 Cc1c(C2c3cc(N)c4ccc(nc4c3O)N2c2nc(O)ccc2O)ccc(Cl)c1Cl 4.99675397549502 5.105937399951004 0.24303304687134503 0.5971498469001184 0
31 Cc1c(C(=Nc2nc(ON)ccc2O)c2ccc3cccnc3c2O)ccc(Cl)c1Cl 5.953574077802104 7.293448221713996 0.29227885581146246 0.7450668740765978 0
31 Cc1c(C(Nc2nc(O)ccc2O)c2cc3[nH]c4cnc(c2O)c3c4)ccc(Cl)c1Cl 6.217160138594824 7.995203202899752 0.24519763832029196 0.6106727825056394 0
32 Cc1ccc(O)c(NC(c2cc(O)c(Cl)c(Cl)c2C=O)c2ccc3cccnc3c2O)n1 8.314780504134317 9.766672034354354 0.2897703804154427 0.7200893509069627 0
32 O=Cc1c(C(Nc2ncccc2OO)c2ccc3cccnc3c2O)cc(O)c(Cl)c1Cl 9.367848011820392 9.481851407251586 0.17123108537749987 0.7074167301444543 0
32 Cc1ccnc(NC(c2ccc(Cl)c(Cl)c2C=O)c2ccc3cccnc3c2O)c1OO 8.855980098574893 7.62797472168579 0.18542435885741232 0.7186187814265056 0
32 Nc1cc(C(Nc2nc(O)ccc2O)c2ccc3cccnc3c2O)c(C=O)c(Cl)c1Cl 10.32091165264854 9.326741149061055 0.20925866452609324 0.6997927216934795 0
31 O=Cc1c(C(Nc2nc(O)ccc2O)c2ccc3cccnc3c2O)ccc(Cl)c1Cl 10.477639510331269 5.110066165380264 0.31017036672354953 0.7213257430018563 0
31 C#Cc1cc(C2c3ccc(Cl)c(Cl)c3CN2c2ncccc2O)c(O)c2ncccc12 6.157926979126291 6.882679520528675 0.4000430830711645 0.7039686917198049 0
