size smiles plogp qed sa rges qed sa max_or_val 
26 CCc1cc(OC2CCCC2)nc(C)c1-c1cnn(-c2ccccn2)c1 1.820264802034317 0.6800344361590483 0.8109716446704793 1.11495606098761 0.6800344361590483 0.8109716446704793 1
18 CCCn1cc(-c2c(CC)cc(C)nc2C)cn1 1.0229873432388565 0.8220443310144503 0.8320719270265394 0.9570777923675616 0.8220443310144503 0.8320719270265394 1
15 CCCn1cc(-c2cnccc2Br)cn1 0.6588912103552964 0.8540823665995892 0.8379212455950328 1.5346237272776855 0.8540823665995892 0.8379212455950328 1
20 CNc1cc(Br)c(-c2cnn(-c3ccccn3)c2)cn1 0.5138385812663886 0.8015858791004249 0.8200376201407098 3.3334629733189662 0.8015858791004249 0.8200376201407098 1
16 CCCn1cc(-c2c(C)ccnc2C)cn1 0.5546192169593605 0.7876900037812817 0.8425199129954843 1.0719590154071006 0.7876900037812817 0.8425199129954843 1
21 Cc1cc(OC(C)C)ncc1-c1cnn(-c2cccs2)c1 1.334565610337065 0.7281457306723357 0.8047939567041179 3.785775473841734 0.7281457306723357 0.8047939567041179 1
17 Cc1nc(Br)cc(Cl)c1-c1cnn(CCF)c1 0.6212030089941436 0.8090095315086403 0.7758092232215712 3.216467693286102 0.8090095315086403 0.7758092232215712 1
16 CCCn1cc(-c2ccc(Cl)nc2C)cn1 0.912116140036284 0.7645314730208258 0.8439106822262537 0.7730305720612224 0.7645314730208258 0.8439106822262537 1
15 CCCn1cc(-c2ccc(Cl)nc2)cn1 0.771880298011828 0.7464068234106473 0.8625978108902029 3.3978656240134466 0.7464068234106473 0.8625978108902029 1
17 Cn1cc(-c2cnc(C(F)(F)F)cc2Br)cn1 0.5596902743467362 0.8094183271438838 0.8106989193718594 3.1998516679934355 0.8094183271438838 0.8106989193718594 1
19 CC[C@H](C)Oc1cc(Br)c(-c2cnn(CC)c2)cn1 0.7473919623340652 0.8371835307192206 0.7602879958148958 3.4331327630111526 0.8371835307192206 0.7602879958148958 1
21 CCCc1ccc(-c2cnn(-c3ccccn3)c2)c(C)n1 1.178248258508563 0.7321947859490467 0.8431142509453957 1.9746210923107474 0.7321947859490467 0.8431142509453957 1
17 Clc1ccncc1-c1cnn(-c2cccs2)c1 0.9887371104671372 0.704992299695851 0.8155041233852374 4.106819466544066 0.704992299695851 0.8155041233852374 1
19 Cc1nc(Cl)ccc1-c1cnn(-c2ccccn2)c1 0.8954800075244336 0.6713066970597366 0.844928889724937 2.248478816250993 0.6713066970597366 0.844928889724937 1
