size smiles plogp qed sa rges qed sa max_or_val 
32 C=CC(=C)c1cc(CN2CCN(CCOc3ccc(OC)cc3C)CC2)c2c(c1)OCO2 1.4294985586074107 0.5510158437950653 0.8112642842897119 4.131252388586235 0.5510158437950653 0.8112642842897119 1
20 C=CC(=C)c1cc(Cc2ccccc2)c2c(c1)OCO2 1.6493786343167898 0.7702433608022182 0.8271198482574208 1.239224092647909 0.7702433608022182 0.8271198482574208 1
24 C=CC(=C)c1cc(CNC(=O)c2ccc(F)cc2)c2c(c1)OCO2 1.1430185534760469 0.8531389663293288 0.8288242837195605 4.153077809387625 0.8531389663293288 0.8288242837195605 1
22 C=CC(=C)c1cc(CNc2ccc(Br)cc2)c2c(c1)OCO2 2.3089700494066525 0.7642525005947519 0.8133188943785166 3.1365742741925065 0.7642525005947519 0.8133188943785166 1
22 C=CC(=C)c1cc(CNc2ccc(F)cc2)c2c(c1)OCO2 1.7388469724835751 0.8314768490809447 0.8192385524981748 2.6377251210831076 0.8314768490809447 0.8192385524981748 1
22 C=CC(=C)c1cc(COc2ccc(F)cc2)c2c(c1)OCO2 1.7874656538022577 0.7688320110935035 0.8283184059780283 2.7165066588740823 0.7688320110935035 0.8283184059780283 1
23 C=CC(=C)c1cc(CNc2ccc(F)cc2F)c2c(c1)OCO2 1.755970049511375 0.8238496040664389 0.8056855610568192 2.2153636124945075 0.8238496040664389 0.8056855610568192 1
27 C=CC(=C)c1cc(CN2CC=C(c3ccc(C)cc3)CC2)c2c(c1)OCO2 2.379975694966716 0.6839728797541821 0.7964172994407457 2.7048587138915265 0.6839728797541821 0.7964172994407457 1
22 C=CC(=C)c1cc(COc2ccc(Br)cc2)c2c(c1)OCO2 2.357588730725336 0.7068596510998398 0.8223987478583703 2.3525453047043823 0.7068596510998398 0.8223987478583703 1
21 C=CC(=C)c1cc(COc2ccccc2)c2c(c1)OCO2 1.693473529630885 0.7684171473579733 0.8333303921812091 2.840203533541069 0.7684171473579733 0.8333303921812091 1
23 C=CC(=C)c1cc(CCNc2ccc(Br)cc2)c2c(c1)OCO2 2.3383476396135814 0.7216916423986873 0.8118608488459531 3.3147342915715345 0.7216916423986873 0.8118608488459531 1
21 C=CC(=C)c1cc(CN(C(C)C)C(C)C)c2c(c1)OCO2 1.1860434241022473 0.7306974823960214 0.7725270471224714 4.413801051401956 0.7306974823960214 0.7725270471224714 1
27 C=CC(=C)c1cc(CN2CCN(c3ccc(F)cc3)CC2)c2c(c1)OCO2 1.4834083576886092 0.7448483745158655 0.823067595298734 3.045600514754204 0.7448483745158655 0.823067595298734 1
21 C=CC(=C)c1cc(CN(CC)CCCC)c2c(c1)OCO2 1.3801153104674446 0.6676209871043506 0.7937350344963823 4.139461004869402 0.6676209871043506 0.7937350344963823 1
22 C=CC(=C)c1cc(COc2ccc(O)cc2)c2c(c1)OCO2 1.2813063131429168 0.8501071152890387 0.8202451459047683 3.268674827855352 0.8501071152890387 0.8202451459047683 1
27 C=CC(=C)c1cc(CN2CCN(Cc3ccccc3)CC2)c2c(c1)OCO2 1.4220460926897331 0.7271172737359237 0.8321940102988589 3.477431355162684 0.7271172737359237 0.8321940102988589 1
27 C=CC(=C)c1cc(CN2CCN(CC3CCCCC3)CC2)c2c(c1)OCO2 1.5724366477043379 0.6986443193323276 0.8066707386338149 3.4495807749634033 0.6986443193323276 0.8066707386338149 1
22 C=CC(=C)c1cc(CCNc2ccccc2)c2c(c1)OCO2 1.6740340947363244 0.8068275296066 0.8227704549707023 2.866399948406249 0.8068275296066 0.8227704549707023 1
22 C=CC(=C)c1cc(CNc2ccc(Cl)cc2)c2c(c1)OCO2 2.258821697758302 0.7979783553471093 0.8198690775287 1.5714023578346068 0.7979783553471093 0.8198690775287 1
20 C=CC(=C)c1cc(Cc2ccccc2)c2c(c1)OCO2 1.6493786343167898 0.7702433608022182 0.8271198482574208 1.239224092647909 0.7702433608022182 0.8271198482574208 0
22 C=CC(=C)c1cc(CNc2ccc(F)cc2)c2c(c1)OCO2 1.7388469724835751 0.8314768490809447 0.8192385524981748 2.393935993888551 0.8314768490809447 0.8192385524981748 0
26 C=CC(=C)c1cc(CN2CCN(Cc3ccsc3)CC2)c2c(c1)OCO2 1.1890939923177184 0.7199209692197539 0.799477110257524 3.4425579079098068 0.7199209692197539 0.799477110257524 0
17 C=CC(=C)c1cc(CC(C)C)c2c(c1)OCO2 0.8865821906635372 0.7321091098128071 0.7859535767403928 1.8448018507809831 0.7321091098128071 0.7859535767403928 0
24 C=CC(=C)c1cc(CNC(=O)c2ccc(F)cc2)c2c(c1)OCO2 1.1430185534760469 0.8531389663293288 0.8288242837195605 4.153077809387625 0.8531389663293288 0.8288242837195605 0
27 C=CC(=C)c1cc(CN2CCN(Cc3ccccc3)CC2)c2c(c1)OCO2 1.4220460926897331 0.7271172737359237 0.8321940102988589 3.3500876217842386 0.7271172737359237 0.8321940102988589 0
25 C=CC(=C)c1cc(CC2C[C@@H]2Nc2ccc(N)cc2)c2c(c1)OCO2 0.5048174111345958 0.6127027685550965 0.6961130456816215 1.1764090759613546 0.6127027685550965 0.6961130456816215 0
25 C=CC(=C)c1cc(CN2CCN(CCCSC)CC2)c2c(c1)OCO2 0.643652609977206 0.5220239173546495 0.7953836233308004 2.7368760625966972 0.5220239173546495 0.7953836233308004 0
25 C=CC(=C)c1cc(CN2CCN(CCCCC)CC2)c2c(c1)OCO2 1.256006456131054 0.5279495877421782 0.8148562729034501 2.228619936744388 0.5279495877421782 0.8148562729034501 0
23 C=CC(=C)c1cc(CN2CCC(COC)CC2)c2c(c1)OCO2 0.6555357515016924 0.7522069511142495 0.7980706390557434 1.3445278590305207 0.7522069511142495 0.7980706390557434 0
28 C=CC(=C)c1cc(CN2CCN(CCOC(CC)CC)CC2)c2c(c1)OCO2 0.978661109183494 0.569210000754773 0.7823734565759435 2.5213208355377237 0.569210000754773 0.7823734565759435 0
22 C=CC(=C)c1cc(CNc2ccc(Br)cc2)c2c(c1)OCO2 2.3089700494066525 0.7642525005947519 0.8133188943785166 3.1365742741925065 0.7642525005947519 0.8133188943785166 0
24 C=CC(=C)c1cc(CN2CCN(CC(C)C)CC2)c2c(c1)OCO2 0.6352040738380387 0.7474918564512018 0.805233785982004 3.0802163647809087 0.7474918564512018 0.805233785982004 0
27 C=CC(=C)c1cc(CN2CCN(c3cccc(F)c3)CC2)c2c(c1)OCO2 1.4321172334282535 0.7448483745158655 0.8173685814920277 0.8156357957221105 0.7448483745158655 0.8173685814920277 0
