size smiles plogp qed sa rges qed sa max_or_val 
34 C=C(C)Cc1cc(CN2CCN(CCOc3ccc(OC)cc3)CC2)c(O)c(OC(C)(C)C)c1 2.3365380168887286 0.5011152862931824 0.8270264463209693 4.912245511790946 0.5011152862931824 0.8270264463209693 1
26 C=C(C)Cc1cc(CNCc2ccc(N)cc2)c(O)c(OC(C)(C)C)c1 1.9920817781419755 0.5035572241884199 0.8257757531268859 4.211038336251562 0.5035572241884199 0.8257757531268859 1
20 C=C(C)Cc1cc(CC(C)(C)C)c(O)c(OC(C)C)c1 2.188238346620401 0.776079985694732 0.8112931496244885 1.239224092647909 0.776079985694732 0.8112931496244885 1
24 CCc1cc(CN2CCN(CCF)CC2)c(O)c(OC(C)(C)C)c1 0.6811664967092836 0.8638872106659514 0.8291296107454758 3.656304093427145 0.8638872106659514 0.8291296107454758 1
22 C=C(C)Cc1cc(Cn2ccnc2)c(O)c(OC(C)(C)C)c1 1.1384158735824768 0.8509913720497116 0.8006128748424971 4.528225742613065 0.8509913720497116 0.8006128748424971 1
21 C=C(C)Cc1cc(CSc2ccccc2)c(O)c(OC)c1 2.5538000562301564 0.612879194486231 0.860233339581128 1.2495414932041529 0.612879194486231 0.860233339581128 1
21 C=CCc1cc(Cn2ccnc2)c(O)c(OC(C)(C)C)c1 0.7799226925651821 0.8551390653509812 0.8041247436183533 3.957468875629129 0.8551390653509812 0.8041247436183533 1
25 CCNc1cccnc1N1CCN(Cc2cccc(OCC)c2)CC1 1.190842441378682 0.8378868143278277 0.8840602712642978 1.2495414932041529 0.8378868143278277 0.8840602712642978 1
21 CCN1CCN(Cc2cccc(OC(C)(C)C)c2O)CC1 0.5350478915041705 0.9254123632302753 0.8697830990560189 3.1379548085366613 0.9254123632302753 0.8697830990560189 1
27 Cc1cc(CN2CCN(c3ccc(F)cc3)CC2)c(O)c(OC(C)(C)C)c1 2.1057604997004438 0.8661072410804053 0.86294894441116 3.545100841813844 0.8661072410804053 0.86294894441116 1
25 C=Cc1ccc(NCc2cc(CC(=C)C)cc(OCCC)c2O)cc1 3.062375577010176 0.5890560018733649 0.8341861752233523 0.9347307518142538 0.5890560018733649 0.8341861752233523 1
25 C=C(C)Cc1cc(CNc2ccc(F)cc2)c(O)c(OC(C)(C)C)c1 2.9673231982125037 0.6863556464408583 0.8364470220236109 3.9008135264979567 0.6863556464408583 0.8364470220236109 1
28 C=C(C)Cc1cc(CN2CCN(CCN(C)C)CC2)c(O)c(OC(C)(C)C)c1 0.7134707954183099 0.690422077076294 0.8162411994909231 4.854220230986426 0.690422077076294 0.8162411994909231 1
