size smiles bbbp rges sa qed qed sa max_or_val 
28 Oc1c(C(Nc2ccccn2)c2c3cc(Cl)cc2ON3)ccc2cccnc12 0.905674752979305 7.120600920582515 0.6610670118640133 0.4592001237637023 0.4592001237637023 0.6610670118640133 1
25 c1cc2c(C(NC3CCCO3)c3ccc4cccnc4c3)c(c1)ON2 0.9292056987955256 3.199155795479751 0.6128025364085111 0.7610763873200284 0.7610763873200284 0.6128025364085111 1
26 Oc1c(C(NC2CCCO2)c2c3cccc2ON3)ccc2cccnc12 0.9417122156563934 4.012854653105352 0.6037038475928483 0.6695537237479823 0.6695537237479823 0.6037038475928483 1
25 c1cc2c(C(Nc3nccs3)c3ccc4cccnc4c3)c(c1)ON2 0.9107999405194548 2.8563000602877318 0.6643546275452825 0.5648944514805939 0.5648944514805939 0.6643546275452825 1
25 c1cc2c(C(c3ccc4cccnc4c3)N3CCOCC3)c(c1)ON2 0.9438395053004619 0.9255025486558627 0.6839652942119493 0.7961194551081302 0.7961194551081302 0.6839652942119493 1
25 c1cc2c(C(NC3CCCO3)c3ccc4cccnc4c3)c(c1)ON2 0.9292056987955256 0.9255025486558627 0.6128025364085111 0.7610763873200284 0.7610763873200284 0.6128025364085111 0
25 c1cc2c(C(c3ccc4cccnc4c3)N3CCOCC3)c(c1)ON2 0.9438395053004619 0.559435454774259 0.6839652942119493 0.7961194551081302 0.7961194551081302 0.6839652942119493 0
25 c1cc2c(C(Nc3nccs3)c3ccc4cccnc4c3)c(c1)ON2 0.9107999405194548 2.7359831203767255 0.6643546275452825 0.5648944514805939 0.5648944514805939 0.6643546275452825 0
26 Oc1c(C(NC2CCCO2)c2c3cccc2ON3)ccc2cccnc12 0.9417122156563934 4.012854653105352 0.6037038475928483 0.6695537237479823 0.6695537237479823 0.6037038475928483 0
31 Cc1cccc(NC(c2cc(Cl)c(Cl)cc2C)c2c(N)cc3c4ccnc3c2ON4)n1 0.9950025264291097 6.420044698493866 0.5895269777660118 0.3267658053732966 0.3267658053732966 0.5895269777660118 1
26 Cc1ccccc1C(NC1CCCO1)c1ccc2c3ccnc2c1ON3 0.9823626506394949 3.481724710470993 0.5600344095899323 0.7447751713280111 0.7447751713280111 0.5600344095899323 1
25 O=[N+]([O-])CC(c1ccc(Cl)c(Cl)c1)c1ccc2c3ccnc2c1ON3 0.9769311956881828 2.2271818022332504 0.602673830385092 0.5289981734012765 0.5289981734012765 0.602673830385092 1
26 Nc1cc2c3ccnc2c(c1C(NC1CCCO1)c1ccccc1)ON3 0.9863081075939268 2.8904930210548416 0.5514723716278945 0.6274683449384164 0.6274683449384164 0.5514723716278945 1
25 Clc1ccc(C(c2ccc3c4ccnc3c2ON4)n2ccnc2)cc1 0.6985538493477285 4.1556698202733235 0.614807196904374 0.5943058133566312 0.5943058133566312 0.614807196904374 1
25 Clc1cccc(C(c2ccc3c4ccnc3c2ON4)n2ccnc2)c1 0.8519635954147714 3.9107656996827487 0.6094714380686153 0.5943058133566312 0.5943058133566312 0.6094714380686153 1
25 Clc1ccc(C(c2ccc3c4ccnc3c2ON4)n2cccn2)cc1 0.7815394167127376 6.8626528626604895 0.6135573008544779 0.5943058133566312 0.5943058133566312 0.6135573008544779 1
21 Clc1ccc(Cc2ccc3c4ccnc3c2ON4)cc1Cl 0.7905181078122864 1.8089975199033241 0.6874381594838643 0.7333268075602175 0.7333268075602175 0.6874381594838643 1
25 Clc1cccc(C(c2ccc3c4ccnc3c2ON4)n2cccn2)c1 0.9065399140941968 4.775006375048644 0.608221542018719 0.5943058133566312 0.5943058133566312 0.608221542018719 1
25 c1ccc(C(NC2CCCO2)c2ccc3c4ccnc3c2ON4)cc1 0.9579342038299168 3.7622595991943744 0.5709995492880461 0.7610763873200284 0.7610763873200284 0.5709995492880461 1
25 Clc1ccc(C(c2ccc3c4ccnc3c2ON4)n2cccn2)cc1 0.7815394167127376 6.236716411001488 0.6135573008544779 0.5943058133566312 0.5943058133566312 0.6135573008544779 0
25 Clc1cccc(C(c2ccc3c4ccnc3c2ON4)n2ccnc2)c1 0.8519635954147714 2.6720636476441 0.6094714380686153 0.5943058133566312 0.5943058133566312 0.6094714380686153 0
25 c1ccc(C(NC2CCCO2)c2ccc3c4ccnc3c2ON4)cc1 0.9579342038299168 3.48070171283622 0.5709995492880461 0.7610763873200284 0.7610763873200284 0.5709995492880461 0
25 Clc1ccc(C(c2ccc3c4ccnc3c2ON4)n2ccnc2)cc1 0.6985538493477285 3.9907764070616163 0.614807196904374 0.5943058133566312 0.5943058133566312 0.614807196904374 0
25 Clc1cccc(C(c2ccc3c4ccnc3c2ON4)n2cccn2)c1 0.9065399140941968 3.7779050914013266 0.608221542018719 0.5943058133566312 0.5943058133566312 0.608221542018719 0
26 Cc1ccccc1C(NC1CCCO1)c1ccc2c3ccnc2c1ON3 0.9823626506394949 3.481724710470993 0.5600344095899323 0.7447751713280111 0.7447751713280111 0.5600344095899323 0
25 O=[N+]([O-])CC(c1ccc(Cl)c(Cl)c1)c1ccc2c3ccnc2c1ON3 0.9769311956881828 2.2271818022332504 0.602673830385092 0.5289981734012765 0.5289981734012765 0.602673830385092 0
26 Nc1cc2c3ccnc2c(c1C(NC1CCCO1)c1ccccc1)ON3 0.9863081075939268 2.8904930210548416 0.5514723716278945 0.6274683449384164 0.6274683449384164 0.5514723716278945 0
21 Clc1ccc(Cc2ccc3c4ccnc3c2ON4)cc1Cl 0.7905181078122864 1.8089975199033241 0.6874381594838643 0.7333268075602175 0.7333268075602175 0.6874381594838643 0
