size smiles bbbp rges sa qed qed sa max_or_val 
31 C#Cc1c(C(Nc2cc(C)cc(C)n2)c2ccc3cccnc3c2O)ccc(Cl)c1Cl 0.9488195343857592 9.005648998736365 0.7378746377852338 0.3528846173385536 0.3528846173385536 0.7378746377852338 1
26 C#Cc1ccccc1C(Nc1cc(C)cc(C)n1)c1occc(=O)c1O 0.8658743814218894 2.5825769602843307 0.7324384264367773 0.7068793319630928 0.7068793319630928 0.7324384264367773 1
26 C#Cc1c(Cl)cccc1C(Nc1cccc(C)n1)c1occc(=O)c1O 0.9225895813594707 2.9984663637104854 0.7223086055727098 0.6851061406593484 0.6851061406593484 0.7223086055727098 1
26 C#Cc1c(Cl)cccc1C(NCc1cccs1)c1oc(C)cc(=O)c1O 0.988426440262759 1.779069693012005 0.7180190376064295 0.645034795662659 0.645034795662659 0.7180190376064295 1
20 C#Cc1c(C(N)c2occc(=O)c2O)ccc(Cl)c1Cl 0.9011457770373453 3.2043913938576125 0.7029047413500825 0.8362036871697782 0.8362036871697782 0.7029047413500825 1
25 C#Cc1c(Cl)cccc1C(Nc1cc(C)on1)c1occc(=O)c1O 0.9701937249331093 3.241878040575118 0.7067558462201027 0.6956680389916029 0.6956680389916029 0.7067558462201027 1
26 C#Cc1ccccc1C(Nc1cccc(C)n1)c1oc(C)cc(=O)c1O 0.8295436970126329 2.295903875920447 0.7358946961944172 0.7068793319630928 0.7068793319630928 0.7358946961944172 1
26 C#Cc1c(Cl)cccc1C(Nc1cccnc1)c1oc(C)cc(=O)c1O 0.8935265416026995 3.6108896318571038 0.7235433790184422 0.6851061406593484 0.6851061406593484 0.7235433790184422 1
25 C#Cc1ccccc1C(Nc1cccc(C)n1)c1occc(=O)c1O 0.8154614596013239 3.280671933328261 0.7385812416697234 0.7175384939417904 0.7175384939417904 0.7385812416697234 1
26 C#Cc1c(Cl)cccc1C(NCc1cccs1)c1oc(Br)cc(=O)c1O 0.949612006672386 3.97200448283568 0.7006668774378312 0.5539772248446092 0.5539772248446092 0.7006668774378312 1
21 C#Cc1c(C(N)c2oc(C)cc(=O)c2O)ccc(Cl)c1Cl 0.9063157209456761 2.3891441785720198 0.7024182247704651 0.8328042802888136 0.8328042802888136 0.7024182247704651 1
26 C#Cc1c(C(NCc2cccs2)c2occc(=O)c2O)ccc(Cl)c1Cl 0.9881089752206748 3.917309309072663 0.7068493853408869 0.6095621427350698 0.6095621427350698 0.7068493853408869 1
24 C#Cc1c(C(NC(C)C)c2oc(C)cc(=O)c2O)ccc(Cl)c1Cl 0.9648836678866963 3.079279700105439 0.6964599829160522 0.8024555178258856 0.8024555178258856 0.6964599829160522 1
26 C#Cc1c(Cl)cccc1C(Nc1ccccn1)c1oc(C)cc(=O)c1O 0.9046687331729913 2.768659459730647 0.725357499144891 0.6851061406593484 0.6851061406593484 0.725357499144891 1
25 C#Cc1c(Cl)cccc1C(Nc1cccnc1)c1occc(=O)c1O 0.8862075341962586 3.2359944359675934 0.7258820000662562 0.701888929425259 0.701888929425259 0.7258820000662562 1
26 C#Cc1ccccc1C(Nc1cccc(C)n1)c1c[nH]c2ccccc12 0.9745443466080895 2.9011286663934244 0.7833668275237942 0.511407681144004 0.511407681144004 0.7833668275237942 1
