size smiles bbbp rges sa qed qed sa max_or_val 
30 N=Cc1c(C(NC2=NC3=CC=C2C3)c2ccc3cccnc3c2O)ccc(Cl)c1Cl 0.9998540483803285 7.267997502869976 0.5848235038565714 0.47028559001890935 0.47028559001890935 0.5848235038565714 1
27 N=Cc1ccccc1C(NC1=NC2=CC=C1C2)c1ccc2cccnc2c1 0.9998823329598193 3.8060860069454945 0.612513803326497 0.6788363297617919 0.6788363297617919 0.612513803326497 1
26 N=Cc1ccccc1C(NC1=NC2=CC=C1C2)c1c[nH]c2ccccc12 0.9999908757322716 3.8041965599440224 0.6072315737612548 0.6038279708172858 0.6038279708172858 0.6072315737612548 1
25 N=Cc1ccccc1C(NC1=NC2=CC=C1C2)c1occc(=O)c1O 0.9999424871103652 3.0402305418096773 0.5559795848102398 0.7491101531280162 0.7491101531280162 0.5559795848102398 1
26 N=Cc1cc(Cl)ccc1C(NC1=NC2=CC=C1C2)c1occc(=O)c1O 0.9999586336103113 3.2094453113154815 0.5506502847799659 0.7218113876092375 0.7218113876092375 0.5506502847799659 1
27 N=Cc1ccccc1C(NC1=NC2=CC=C1C2)c1ccc2cccnc2c1 0.9998823329598193 3.7787381331515526 0.612513803326497 0.6788363297617919 0.6788363297617919 0.612513803326497 0
25 N=Cc1ccccc1C(NC1=NC2=CC=C1C2)c1occc(=O)c1O 0.9999424871103652 2.837676203753823 0.5559795848102398 0.7491101531280162 0.7491101531280162 0.5559795848102398 0
26 N=Cc1ccccc1C(NC1=NC2=CC=C1C2)c1c[nH]c2ccccc12 0.9999908757322716 3.33294211469692 0.6072315737612548 0.6038279708172858 0.6038279708172858 0.6072315737612548 0
26 N=Cc1cc(Cl)ccc1C(NC1=NC2=CC=C1C2)c1occc(=O)c1O 0.9999586336103113 2.8807609185376983 0.5506502847799659 0.7218113876092375 0.7218113876092375 0.5506502847799659 0
26 N=Cc1c(Cl)cccc1C(NC1=NC2=CC=C1C2)c1occc(=O)c1O 0.9999434901577273 3.02429822466423 0.547837602867284 0.7218113876092375 0.7218113876092375 0.547837602867284 0
