size smiles bbbp rges sa qed qed sa max_or_val 
32 C#CC=Cc1cc(Cl)c(Cl)cc1C(Nc1cccc(C)n1)c1ccc2cccnc2c1O 0.9936984278966847 9.154204212621082 0.726364302230488 0.3218490804859586 0.3218490804859586 0.726364302230488 1
25 Oc1c(C(NC2CCCO2)c2cccc(Cl)c2)ccc2cccnc12 0.8932824951017714 4.267522097337119 0.7428146409280799 0.728328500730446 0.728328500730446 0.7428146409280799 1
26 C#CC=Cc1ccccc1C(c1ccc2cccnc2c1)n1cccn1 0.9338411143819991 5.824194046075874 0.744464813748096 0.5054807021191584 0.5054807021191584 0.744464813748096 1
25 Cc1ccccc1C(NC1CCCO1)c1ccc2cccnc2c1O 0.9359637581892026 3.3598510662443566 0.7415505734886698 0.7552192054359724 0.7552192054359724 0.7415505734886698 1
25 C=Cc1ccccc1C(NC1CCCO1)c1ccc2cccnc2c1 0.9442439484771483 2.5900797038277936 0.7285319934755694 0.7365278593656737 0.7365278593656737 0.7285319934755694 1
26 C#CC=Cc1ccccc1C(c1ccc2cccnc2c1)n1ccnc1 0.9021410861638568 4.527125877212225 0.7456660125492949 0.5054807021191584 0.5054807021191584 0.7456660125492949 1
25 Oc1c(C(NC2CCCO2)c2ccccc2Cl)ccc2cccnc12 0.9303689796172891 5.24365905627976 0.7398340297584276 0.728328500730446 0.728328500730446 0.7398340297584276 1
24 Oc1c(C(c2cccc(Cl)c2)n2ccnc2)ccc2cccnc12 0.585408304037416 8.56032404539995 0.7931454156083598 0.6023287074115999 0.6023287074115999 0.7931454156083598 1
24 Clc1cccc(C(NC2CCCO2)c2ccc3cccnc3c2)c1 0.8385720901115258 1.3173905706458995 0.7550009098814836 0.7480886486220112 0.7480886486220112 0.7550009098814836 1
25 Oc1c(C(NC2CCCO2)c2ccccc2F)ccc2cccnc12 0.8593977969257165 4.95210441572137 0.7391018906646446 0.7575836197119448 0.7575836197119448 0.7391018906646446 1
