size smiles bbbp rges sa qed qed sa max_or_val 
25 Fc1ccccc1C(NC1=C2C=CC(=N1)C2)c1c[nH]c2ccccc12 0.9999567627197252 2.663059377219164 0.6373350710657262 0.7206817285000816 0.7206817285000816 0.6373350710657262 0
25 Cn1cc(C(NC2=C3C=CC(=N2)C3)c2ccccc2)c2ccccc21 0.9999797424945536 2.3018218823095484 0.6436625138931691 0.752572546038835 0.752572546038835 0.6436625138931691 0
23 Clc1cccc(C(Cc2ccccc2)NC2=C3C=CC(=N2)C3)c1 0.9999533535488168 3.806440947883147 0.6605174849448907 0.8372444162619103 0.8372444162619103 0.6605174849448907 0
24 O=C(c1ccccc1)C(NC1=C2C=CC(=N1)C2)c1cccc(Cl)c1 0.999873526879499 2.8050876427251072 0.6516711566404997 0.81899916933038 0.81899916933038 0.6516711566404997 0
24 Cc1ccccc1C(NC1=C2C=CC(=N1)C2)c1occc(=O)c1O 0.9998790676999177 2.3891441785720198 0.5882135168889469 0.908023977334466 0.908023977334466 0.5882135168889469 0
25 C=Cc1ccccc1C(NC1=C2C=CC(=N1)C2)c1occc(=O)c1O 0.9999040064837601 0.9513234767642957 0.5655347130153682 0.880868609028852 0.880868609028852 0.5655347130153682 0
24 O=c1cc(Br)oc(C(NC2=C3C=CC(=N2)C3)c2ccccc2)c1O 0.9986334532992349 2.665229563902151 0.5770023686169289 0.8461144660561536 0.8461144660561536 0.5770023686169289 0
25 Cc1cc(=O)c(O)c(C(NC2=C3C=CC(=N2)C3)c2cccc(Cl)c2)o1 0.9997755466148067 0.8806843719862669 0.5862083075741739 0.8790708771191804 0.8790708771191804 0.5862083075741739 0
24 C1=CC2=C(NC(c3cccnc3)c3c[nH]c4ccccc34)N=C1C2 0.9999572375660876 3.395157429582202 0.6274346242839672 0.7681821875408494 0.7681821875408494 0.6274346242839672 0
25 Cn1cc(C(NC2=C3C=CC(=N2)C3)c2cccnc2)c2ccccc21 0.9999735442466555 3.1341362320457775 0.6223290419596971 0.7904478449659518 0.7904478449659518 0.6223290419596971 0
24 OC(c1ccccc1)C(NC1=C2C=CC(=N1)C2)c1cccc(Cl)c1 0.9997559368843056 0.6582839636719149 0.6123074464561092 0.8531579089661662 0.8531579089661662 0.6123074464561092 0
25 Brc1ccc(C(NC2=C3C=CC(=N2)C3)c2c[nH]c3ccccc23)cc1 0.9999718691561764 2.625970723492056 0.6389818486125036 0.6289127014644761 0.6289127014644761 0.6389818486125036 0
25 Clc1ccccc1C(NC1=C2C=CC(=N1)C2)c1c[nH]c2ccccc12 0.9999804622854902 4.384923354956982 0.6380573163879714 0.6760143856071926 0.6760143856071926 0.6380573163879714 0
24 Cc1ccc(C(NC2=C3C=CC(=N2)C3)c2c[nH]c3ccccc23)s1 0.9999646764044621 2.5386589703131426 0.6123692095734822 0.7051901565644755 0.7051901565644755 0.6123692095734822 0
26 C=Cc1cc(Cl)ccc1C(NC1=C2C=CC(=N1)C2)c1occc(=O)c1O 0.9999235036034433 3.4765883736616328 0.5581902016198828 0.8398374937196995 0.8398374937196995 0.5581902016198828 0
25 O=c1cc(Br)oc(C(NC2=C3C=CC(=N2)C3)c2ccccc2Br)c1O 0.9983572890136618 2.75463404280393 0.5611430854723322 0.7128268162726493 0.7128268162726493 0.5611430854723322 0
25 O=c1cc(Br)oc(C(NC2=C3C=CC(=N2)C3)c2ccccc2F)c1O 0.9983425109007393 0.5408045408550619 0.5674767799468715 0.8191487800824439 0.8191487800824439 0.5674767799468715 0
24 O=c1ccoc(C(NC2=C3C=CC(=N2)C3)c2cccc(Cl)c2)c1O 0.9998131900155327 2.413199620735071 0.5865392693973082 0.8950867502847445 0.8950867502847445 0.5865392693973082 0
25 Cc1ccc(Cl)cc1C(NC1=C2C=CC(=N1)C2)c1occc(=O)c1O 0.9999227450850834 2.837676203753823 0.5819023487442715 0.8790708771191802 0.8790708771191802 0.5819023487442715 0
25 Cn1cc(C(NC2=C3C=CC(=N2)C3)c2ccncc2)c2ccccc21 0.9999738125298306 2.7005701202192247 0.621349624080279 0.7904478449659518 0.7904478449659518 0.621349624080279 0
25 Cc1ccccc1C(NC1=C2C=CC(=N1)C2)c1oc(Br)cc(=O)c1O 0.9992886364842002 0.559435454774259 0.5699944397518553 0.8220629223012511 0.8220629223012511 0.5699944397518553 0
23 O=c1ccoc(C(NC2=C3C=CC(=N2)C3)c2ccccc2)c1O 0.9997785954383052 3.049335815391587 0.5957470148969405 0.9103616806136321 0.9103616806136321 0.5957470148969405 0
25 Cn1cc(C(NC2=C3C=CC(=N2)C3)c2ccccn2)c2ccccc21 0.9999686430065966 3.035031522791101 0.621845881876537 0.7904478449659518 0.7904478449659518 0.621845881876537 0
