size smiles bbbp rges qed sa max_or_val 
36 CC(=CCc1c(O)c2c(c(C)c1OCCN1C(=O)COC1=O)COC2=O)CCC(=O)N1CCCCC1 0.8928799356583366 3.3495614191808056 0.4055704983142119 0.7573889240310303 0
40 Cc1c2c(c(O)c(CC=C(CCC(=O)N3CCNCC3)CC(C)(C)C)c1OCCN1CCCCC1C)C(=O)OC2 0.9044289967890542 4.509725207341614 0.3182992443976497 0.6895858605164451 0
37 CC(=CCc1c(O)c2c(c(C)c1OCC(=O)NCCN(C)C)COC2=O)CCC(=O)N1C=CC=CC=C1 0.9477292386349854 3.743861293165383 0.34854653888315323 0.7170288018549686 0
39 CCCc1n[nH]c(CCC(=CCc2c(O)c3c(c(C)c2OCCCN(C)C)COC3=O)C2CCCC2)c1CC 0.9117882762164711 2.5872069638132653 0.168712920843246 0.7181258819201499 0
40 CCCc1nn(C)c(CCC(=CCc2c(O)c3c(c(C)c2OCCCN(C)C)COC3=O)C2CCCC2)c1CC 0.9352665633916631 3.7826497787159097 0.17011809039355646 0.7217149257834311 0
40 Cc1c2c(c(O)c(CC=C(CCn3ccc(=O)[nH]c3=O)C3CCCC3)c1OCCCNC(=O)C(C)C)C(=O)OC2 0.9153421504511751 3.671410397662498 0.2075983654322695 0.7375191840251892 0
42 Cc1c2c(c(O)c(CC=C(CCn3ccc(=O)[nH]c3=O)C3CCCC3)c1OCCCN(C)CCO[N+](=O)[O-])C(=O)OC2 0.9339097184170698 3.135929237143494 0.10414686811302576 0.7108510505505978 0
37 CCCCOCCOc1c(C)c2c(c(O)c1CC=C(CCC(=O)c1cccs1)C1CCCC1)C(=O)OC2 0.9555858369330026 3.5513335384901064 0.12413088995295571 0.753406322392683 0
43 Cc1c2c(c(O)c(CC=C(CCn3ccc(=O)[nH]c3=O)C3CCCC3)c1OCCOCCOCCOC(C)C)C(=O)OC2 0.964051711741504 3.316197617625777 0.1577004423328395 0.7222218186223891 0
41 Cc1c2c(c(O)c(CC=C(CCn3ccc(=O)[nH]c3=O)C3CCCC3)c1OCCN(C)C(=O)OC(C)C)C(=O)OC2 0.9126863317202997 2.539885359863608 0.3074599592687049 0.7221371937831597 0
34 CCCCOCCOc1c(C)c2c(c(O)c1CC=C(CCC(F)(F)F)C1CCCC1)C(=O)OC2 0.963527435590848 3.2031809599243757 0.2065594203284613 0.7507998876165158 0
40 Cc1c2c(c(O)c(CC=C(CCn3ccc(=O)[nH]c3=O)C3CCCC3)c1OCCOCC1CCCC1)C(=O)OC2 0.9188587441555603 3.3175048439126256 0.22509527980867491 0.7343949616171623 0
33 Cc1c2c(cc(CC=C(CCn3ccc(=O)[nH]c3=O)C3CCCC3)c1OC1CC1)C(=O)OC2 0.9575668833835161 1.0433043487856135 0.4879575757085154 0.7431701438919346 0
34 Cc1c2c(c(O)c(CC=C(CCn3c(C)cccc3=O)C3CCCC3)c1OC1CC1)C(=O)OC2 0.8063093652465674 2.6659876895064767 0.4336823784127097 0.7474940880213743 0
29 Cc1c2c(c(O)c(CC=C(CC[N+](=O)[O-])C3CCCC3)c1OC1CC1)C(=O)OC2 0.8869680043113375 3.7633854118951375 0.30273641305689253 0.7363644864026749 0
37 Cc1cc(-c2nnc(CCC(=CCc3c(O)c4c(c(C)c3OC3CC3)COC4=O)C3CCCC3)o2)no1 0.8407051705295516 3.0219985723218805 0.29455262937916593 0.7281954370516092 0
32 CC(=CCc1c(O)c2c(c(C)c1OCCN1C(=O)CCC1=O)COC2=O)CCNC(C)C 0.835089795449312 2.3616638540993846 0.324749219529923 0.7627615935022385 0
39 CC(=CCc1c(O)c2c(c(C)c1OCCOC(=O)CCCN)COC2=O)CCC(=O)N1CCN(C2CC2)CC1 0.8548741748114417 2.545578743343197 0.21888929518805095 0.762106570955885 0
35 Cc1c2c(c(O)c(CC=C(CCN3CCCC3)c3ccc(F)cc3)c1OCCC1CC1)C(=O)OC2 0.9640890225939976 3.52915582952591 0.43655578957979296 0.7790636511430661 0
35 Cc1c2c(c(O)c(CC=C(CCN3CCN(CCO)CC3)C3CCCC3)c1OCCF)C(=O)OC2 0.9231071023537257 4.1232423190743415 0.3635336862628222 0.7482158049892199 0
43 CNCC1(c2ccc(Oc3c(C)c4c(c(O)c3CC=C(CCn3ccc(=O)[nH]c3=O)C3CCCC3)C(=O)OC4)cc2)CC1 0.9360590870136606 3.4541263777759585 0.2135074745293551 0.7209648198834232 0
41 Cc1c2c(c(O)c(CC=C(CCn3ccc(=O)[nH]c3=O)C3CCCC3)c1Oc1ccc(C3(N)CC3)cc1)C(=O)OC2 0.8221437402574746 3.5819898035430295 0.25597901494428843 0.7265591887573323 0
43 CC(=O)NC(=O)c1ccc(Oc2c(C)c3c(c(O)c2CC=C(CCn2ccc(=O)[nH]c2=O)C2CCCC2)C(=O)OC3)cc1 0.8847509401082821 3.6615192140431256 0.250148022856842 0.7392244553299437 0
44 Cc1c2c(c(O)c(CC=C(CCn3ccc(=O)[nH]c3=O)C3CCCC3)c1Oc1ccc(C(=O)NC3CCC3)cc1)C(=O)OC2 0.7848244954899953 3.107629095007363 0.21901971841286216 0.7436906612598821 0
44 Cc1c2c(c(O)c(CC=C(CCn3ccc(=O)[nH]c3=O)C3CCCC3)c1Oc1ccc(NC(=O)CCCCl)cc1)C(=O)OC2 0.7417932578020042 3.646899528291039 0.13346269951672166 0.7381124458752669 0
