size smiles bbbp rges qed sa max_or_val 
33 O=C1OCc2c(C3CC3)cc(CC=C(CCN3CCN4CCCC4C3)C3CCCC3)c(O)c21 0.9951551396324996 5.295705797605992 0.47908424076052236 0.7068574379305365 1
47 CC(=CCc1c(O)c2c(c(C)c1OCCCOCC13CC4CC(CC(C4)C1)C3)COC2=O)CCc1ccccc1-c1ccc(F)cc1 0.9847160604804581 2.6695793565805834 0.11486079862791548 0.6273797446962881 0
39 CCC(C)(C)Oc1c(C)c2c(c(O)c1CC=C(C)CCN1CC(NC(=O)[C@@H](C)OC)CC(SC)C1)C(=O)OC2 0.9049664498675026 3.1702688598165047 0.2777275026746578 0.6134656695057941 0
33 O=C1OCc2c(C3CC3)cc(CC=C(CCN3CCN4CCCC4C3)C3CCCC3)c(O)c21 0.9951551396324996 3.3306955067849744 0.47908424076052236 0.7068574379305365 0
40 Cc1c2c(c(O)c(CC=C(CCN(CCN3CCC(N)C3)C(C)(C)C)C3CCCC3)c1OCCCBr)C(=O)OC2 0.941806534941428 4.425953714560716 0.1263418846306043 0.6618714374395219 0
38 CCCCCOc1c(C)c2c(c(O)c1CC=C(CC/C=C(\CCC)CCC=C1CC1)C(C)CC)C(=O)OC2 0.9037669836763937 5.6945691620387855 0.12570530122992893 0.6591786490810417 0
50 CC(=CCc1c(O)c2c(c(C)c1Oc1cccc(OCCC(=O)NC(C3CC3)C3CC3)c1)COC2=O)CCc1ccccc1N1CCCCC1 0.9071588446953387 2.7703826952862847 0.12321750544575703 0.7384603009779152 0
34 CNC(=O)CCCCCCOc1c(C)c2c(c(O)c1CC=C(C)CCNC(=O)CS)C(=O)OC2 0.6115286148659719 3.4677165924086495 0.1370561975262928 0.7631753687087719 0
40 CC(=O)Nc1ccccc1CCC(C)=CCc1c(O)c2c(c(C)c1OCCN1CCC(NC(N)=O)C1)COC2=O 0.7220387560728242 3.027901991244698 0.24737910548061318 0.7152375088680933 0
42 CCN(C)CCOc1cccc(NC(=O)COc2ccccc2CCC(C)=CCc2cc(C)c3c(c2O)C(=O)OC3)c1 0.6394741141146818 3.0478712843020146 0.18502871199449022 0.7812921043123894 0
40 CC(=CCc1c(O)c2c(c(C)c1OCC1CCC(Cl)(Cl)CC1)COC2=O)CCc1ccccc1N1CCCCC1 0.7432080970498469 3.773633756061659 0.18230221382801817 0.7379191334179018 0
43 CCC(C)C(=CCc1c(O)c2c(c(C)c1Oc1ncccc1Cl)COC2=O)CCSCc1ccccc1OCC(=O)NC 0.7552593829258701 3.2673051609485606 0.11038166021407106 0.6817673294871699 0
39 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCCCc1cccc(N)c1)COC2=O)CCC(=O)NCC(=O)O 0.8959896787077626 4.4962357709959235 0.11924035746134835 0.7022587833901306 0
43 CCC(C)C(=CCc1c(O)c2c(c(C)c1OCC1CCN(S(C)(=O)=O)CC1)COC2=O)CCC(=O)NCc1csc(C)n1 0.8573032358041033 3.4059625429872757 0.23739339789900737 0.6758278326204002 0
33 Cc1c2c(c(O)c(CC=C(CC[S+](C)C)CC(C)(C)C)c1OCC1CCCNC1)C(=O)OC2 0.8718524033217736 3.501409425732015 0.3007239667485831 0.6561827285053465 0
36 Cc1c2c(c(O)c(CC=C(CCNC(=O)OCC(F)(F)Cl)CC(C)(C)C)c1OCCCF)C(=O)OC2 0.9387932660957963 4.4964832501243315 0.1483208791514903 0.7104985007460373 0
38 CCOCCOc1ccccc1CCC(C)=CCc1c(O)c2c(c(C)c1OCCOCCOC)COC2=O 0.69101202303017 3.0462077460074024 0.1751989293576166 0.7756975706308089 0
