size smiles bbbp rges qed sa max_or_val 
44 CCC(=O)NCCOCCOc1c(C)c2c(c(O)c1CC=C(CCC(=O)NCCN1CCCCC1)C1CCCC1)C(=O)OC2 0.9939958094965268 4.169786180062288 0.1346823907369991 0.7439299052159263 1
37 CCCCCCC(=O)NCCCC(=O)NCCC(C)=CCc1c(O)c2c(c(C)c1OC(C)=O)COC2=O 0.8012822930677926 3.750117378964614 0.1380552395617328 0.7804521745797118 0
39 COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)NCCCN1CCNC(CCN3CCCC3)C1)C(=O)OC2 0.890942929233891 4.628983118927444 0.19869353056704436 0.7115782066595538 0
45 CC(=CCc1c(O)c2c(c(C)c1OCCCCC1CCN(Cc3cccc4ccccc34)CC1)COC2=O)Cc1ccccc1 0.6555046207069435 2.7810322005620565 0.09971255777259862 0.7800936268199548 0
44 CCCCCOc1c(C)c2c(c(O)c1CC=C(CCNC(=O)CNC(=O)c1ccc3c(c1)OCO3)C1CCCC1)C(=O)OC2 0.9605062685097788 3.39544110787837 0.15069655626398237 0.7534817977678188 0
38 CCC(=O)CCOc1c(C)c2c(c(O)c1CC=C(C)CCNC(=O)c1cc(Cl)cc([N+](=O)[O-])c1)C(=O)OC2 0.7858765510492431 2.6751248861449257 0.1644026301874509 0.7573036138041596 0
42 CCSc1cccc(OC(C)C(=O)NCCC(C)=CCc2c(O)c3c(c(C)c2OCCCC(=O)C(C)C)COC3=O)c1 0.5486523656547452 3.577958449048889 0.09997459672336963 0.7012144594809516 0
37 CC(=O)N(O)CCCC(=O)NCCC(C)=CCc1c(O)c2c(c(C)c1Oc1ncc(N)cn1)COC2=O 0.8880753610932403 2.8387886030043807 0.15103239986110517 0.7293839996174192 0
41 CCOc1c(C)c2c(c(O)c1CC=C(C)CCNC(=O)CC(=O)CCCCCCCCCNS(C)(=O)=O)C(=O)OC2 0.7146930644312401 2.678851717339149 0.08711995550936738 0.7528221602838224 0
29 C=C(C)C(=CCc1c(O)c2c(c(C)c1OC)COC2=O)CCC(=O)NCC(N)=O 0.7807796009772906 2.4171839048282324 0.4268519877910262 0.7588077766357088 0
