size smiles bbbp rges qed sa max_or_val 
41 CCC(=O)NCCOc1c(C)c2c(c(O)c1CC=C(CCN1CCN(CC3(N)CC3)CC1)C1CCCC1)C(=O)OC2 0.9950309504243356 4.172161624754808 0.18828784105814975 0.7295907537440696 1
41 C=CCN(CCC(C)=CCc1c(O)c2c(c(C)c1Oc1ccnc(OCCCCCC)n1)COC2=O)CCN(C)C 0.7816594317781351 3.5588596827145254 0.13554032125357843 0.7271803939239798 0
37 Cc1c2c(c(O)c(CC=C(CCc3cccs3)C(C)(C)C)c1OCCN1CCOCS1(=O)=O)C(=O)OC2 0.8622683017842638 2.870206484407881 0.3608569366678816 0.7016739101447372 0
40 Cc1c2c(c(O)c(CC=C(CCNCC3CCCN3C3CCCCC3)C3CCCC3)c1OC(C)(C)C)C(=O)OC2 0.9830297857061329 3.483527851792631 0.18530318456289502 0.6815041273373433 0
38 CC(=CCc1c(O)c2c(c(C)c1Oc1nccc([C@H](C)F)n1)COC2=O)CCCC(=O)NCCOCCN 0.6592061071317741 2.744167868170739 0.1888357332291822 0.680341348645628 0
42 CNC(=O)NC1CCN(CCCCOc2c(C)c3c(c(O)c2CC=C(C)CCc2nc(C(C)C)no2)C(=O)OC3)CC1 0.7143289880546971 2.6116344010581347 0.17601837242919885 0.7447068523758912 0
43 CC(=CCc1c(O)c2c(c(C)c1OCCCC(=O)Nc1cccc([N+](=O)[O-])c1)COC2=O)CCN(CCO)CC1CCC1 0.7375080873400193 2.8716359454283547 0.07958630767153532 0.7528407257262144 0
40 CCCCCCOc1c(C)c2c(c(O)c1CC=C(C)CCN(CCCC)CCN(CCCN)C(C)C)C(=O)OC2 0.7558980929847212 3.73665349041149 0.10276642796453 0.7465200416135469 0
41 CCCCN(CCNCCc1c(C)n[nH]c1C)CCC(C)=CCc1c(O)c2c(c(C)c1-c1ccccc1)COC2=O 0.9056667166719398 2.886734814153921 0.1170601933540838 0.7464121065292156 0
36 C=CCCOc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)Nc1nc3ccc(C)cc3s1)C(=O)OC2 0.5061183359241259 2.448261019127039 0.19438625544949759 0.7687024046098574 0
42 CCCCN(CCC(=O)N(C)OC)CCC(C)=CCc1c(O)c2c(c(C)c1Oc1nccc(C(=O)OC)n1)COC2=O 0.7325826375609019 3.1595577419649277 0.18349363899186225 0.7187303474080361 0
43 CCCC(CCC)C(=O)NCCC(C)=CCc1c(O)c2c(c(C)c1OCCNC(=O)OCCN1CCOC1=O)COC2=O 0.9280924132927847 4.610235537215252 0.10321085784899117 0.7301859821364707 0
37 CCN=C(O)C(C)NC(=O)NCCC(C)=CCc1c(O)c2c(c(C)c1OCC[C@H](C)N(C)C)COC2=O 0.8721085428213973 3.1740665135754336 0.13563027011112266 0.6423873601281197 0
48 CC(=CCc1c(O)c2c(c(C)c1OCCOCCOc1cc(C)cc(C)c1C)COC2=O)CCNc1ccccc1C(=O)N1CCCC1 0.8491050937488751 3.48912226259867 0.10240288656828823 0.7524756501964942 0
43 CC(=CCc1c(O)c2c(c(C)c1OCCOCCN(C)CCC1CCCCO1)COC2=O)CCC(P(=O)(O)O)P(=O)(O)O 0.576107442156752 3.554922871161959 0.07121969634773322 0.6552426212216296 0
38 CC(=CCc1c(O)c2c(c(C)c1OCCC(C)C)COC2=O)CCNC(=O)NC(CN)c1ccc(F)cc1 0.7367247279105802 3.6104675160674784 0.23202196886423393 0.7184397161900333 0
39 C=CCCOc1c(C)c2c(c(O)c1CC=C(CCN1CCN(Cc3cccs3)CC1)C1CCCC1)C(=O)OC2 0.9883205395174248 3.59889283964796 0.19138898088800202 0.7450622269910083 0
45 CC(=CCc1c(O)c2c(c(C)c1Oc1cc(N3CCC3)ncn1)COC2=O)CCN1CCN(C2CN(C(=O)OCCF)C2)CC1 0.6181262023775944 3.461572131206246 0.29242195719469083 0.7194013570412873 0
36 CC(=CCc1c(O)c2c(c(C)c1OCCN(C)C)COC2=O)CCN1CCN(C2CCCCC2)CC1 0.8863824558445351 4.5800248797391205 0.3833818765693893 0.7719424730058371 0
43 CC(=CCc1c(O)c2c(c(C)c1OCCOCCn1ccnc1)COC2=O)CCN1CCN(CCC2CCCCC2)CC1 0.8242551431087628 2.993360636828265 0.17254623622199627 0.7473879462390346 0
46 CC(=CCc1c(O)c2c(c(C)c1Oc1ccnc(N3CCN(CCO[N+](=O)[O-])CC3)n1)COC2=O)CCC(=O)NN=C1CCCC1 0.815569362364902 2.885270642241271 0.14112478295969832 0.7116706905083788 0
46 CC(=CCc1c(O)c2c(c(C)c1OCCNC(=O)CCC1CCNCC1)COC2=O)CCN1CCN(c2c(C)cccc2C)CC1 0.9481871553201958 2.3268322292816777 0.16181802748033366 0.7452592988466056 0
