size smiles bbbp rges qed sa max_or_val 
28 Cc1c2c(cc(CC=C(CCC(=O)N[C@H]3CO3)C(C)C)c1C1CC1)C(=O)OC2 0.9918071862860331 3.1278711423667622 0.4196693154964146 0.6764835246755907 1
39 CCC(=O)OCCNCCOCCOc1c(C)c2c(c(O)c1CC=C(CC)CCC(=O)N[C@H]1CO1)C(=O)OC2 0.9180400251022739 1.949846455411416 0.10823579871322345 0.675532866612379 0
43 CC(=O)Nc1ccc(OCC(O)COc2c(C)c3c(c(O)c2CC=C(C)CCNC(=O)OC(C)(C)C)C(=O)OC3)c(C)c1 0.7084214740614017 4.168910932725768 0.19818973967370745 0.7123176231717294 0
40 CC(=O)OCCOc1c(C)c2c(c(O)c1CC=C(C)CCNc1cc(C)cc(-c3c(C)noc3C)c1)C(=O)OC2 0.620829373254969 3.4062096874528924 0.17177708635487013 0.7475124186059239 0
42 CCCC(=CCc1c(O)c2c(c(C)c1OCc1cccc(N(CC)C(C)=O)c1Cl)COC2=O)CCNc1ccccc1 0.8284989705006904 3.5393634134008223 0.15626729192488373 0.745576343901315 0
46 CCCCOCC#Cc1nc(NC(=O)CC(C)C)cc(Oc2c(C)c3c(c(O)c2CC=C(C)CCC(=O)N[C@H]2CO2)C(=O)OC3)n1 0.5398793095503314 2.396229178418139 0.08121872665068514 0.6444303254605439 0
28 Cc1c2c(cc(CC=C(CCC(=O)N[C@H]3CO3)C(C)C)c1C1CC1)C(=O)OC2 0.9918071862860331 2.1873255122103834 0.4196693154964146 0.6764835246755907 0
36 CC(=CCc1cc2c(c(C)c1OCCCOc1ccc(Cl)c(F)c1)COC2=O)CCC(=O)N[C@H]1CO1 0.9117959631578196 0.9255025486558627 0.18347560627592777 0.7135527784681022 0
41 CC(=CCc1c(O)c2c(c(C)c1OCCCCCCN)COC2=O)CN(C)CCN1CCC(C(=O)NC2CC2)CC1 0.8869130623611011 3.499815470527924 0.15658765957352735 0.7558056782049163 0
39 CC(=CCc1c(O)c2c(c(C)c1OCCCCCCNS(=O)(=O)C1CC1)COC2=O)CCC(=O)NCC(N)=O 0.8626439253716434 2.7473457566312907 0.12637834316945598 0.7539445081537295 0
36 C=CC(=CCc1c(O)c2c(c(C)c1OC(F)F)COC2=O)CCC(=O)N[C@@H](CCSC1CC1)C(=O)O 0.8001824890517956 3.720704769868371 0.2433112654125575 0.6762715794690816 0
38 C=CC(=CCc1c(O)c2c(c(C)c1OCCCC(=O)NCc1ccsc1)COC2=O)CCC(=O)N[C@H]1CO1 0.9593425366065027 1.9019393001882077 0.14393471623851087 0.6782648053687674 0
30 Cc1c(C)c2c(c(O)c1CC=C(CCC(=O)N[C@H]1CO1)c1ccccc1)C(=O)OC2 0.899424372060219 2.8684962433333534 0.5412660587381 0.7235107247462308 0
36 C=CC(=CCc1c(O)c2c(c(C)c1OCCCN(CCC)CCC)COC2=O)CCC(=O)N[C@H]1CO1 0.829165461539335 2.6273803476934017 0.15205636186174976 0.6767426124361147 0
33 C=CC(=CCc1c(O)c2c(c(C)c1OCC1CCNCC1)COC2=O)CCC(=O)N[C@H]1CO1 0.850279016224589 2.2884496865455537 0.28209147095403625 0.6709984894193703 0
29 CCC(C)C(=CCc1cc2c(c(C)c1C(N)=O)COC2=O)CCC(=O)N[C@H]1CO1 0.9781436721191751 0.8698557071934511 0.3758740027662741 0.6441029212794916 0
30 CCCC(=CCc1c(O)c2c(c(C)c1C(N)=O)COC2=O)CCC(=O)NCC(=O)O 0.8635161617100416 3.501020063822442 0.3327889651139917 0.7610037399521669 0
