size smiles qed sa rges qed sa max_or_val 
21 CCOc1ccn(Cc2ncc(-c3ccc(Cl)cc3)o2)n1 0.7218742289741921 0.8460330403527097 1.121779205629325 0.7218742289741921 0.8460330403527097 1
20 Cc1ccn(Cc2nc(C)c(-c3ccc(Cl)cc3)o2)n1 0.734604799251398 0.8436810609709019 0.06855302267354613 0.734604799251398 0.8436810609709019 1
19 Cc1ccn(Cc2ncc(-c3ccc(Cl)cc3)o2)n1 0.7329278917910729 0.8624707079067553 1.089676127870607 0.7329278917910729 0.8624707079067553 1
18 CCCCc1ccn(Cc2ncc(C(=O)O)o2)n1 0.845857451776706 0.8130079390929045 -0.0 0.845857451776706 0.8130079390929045 1
16 CCCCc1ccn(Cc2ncc(C)o2)n1 0.7758853839455375 0.8196331125495537 1.9403841404439097 0.7758853839455375 0.8196331125495537 1
16 CCCCc1ccn(Cc2ncc(Br)o2)n1 0.8472816389179733 0.8008535138873464 1.0117705173217149 0.8472816389179733 0.8008535138873464 1
16 CCCCc1ccn(Cc2ncc(F)o2)n1 0.7813366662339012 0.7945879620478813 1.089676127870607 0.7813366662339012 0.7945879620478813 1
19 CCCCc1ccn(Cc2ncc(C(F)(F)F)o2)n1 0.8392840304982344 0.8045709849881644 1.0117705173217149 0.8392840304982344 0.8045709849881644 1
21 CCOc1ccn(Cc2ncc(-c3ccc(Cl)cc3)o2)n1 0.7218742289741921 0.8460330403527097 1.121779205629325 0.7218742289741921 0.8460330403527097 0
19 Cc1ccn(Cc2ncc(-c3ccc(Cl)cc3)o2)n1 0.7329278917910729 0.8624707079067553 1.0117705173217149 0.7329278917910729 0.8624707079067553 0
16 CCCCc1ccn(Cc2ncc(F)o2)n1 0.7813366662339012 0.7945879620478813 1.0117705173217149 0.7813366662339012 0.7945879620478813 0
16 CCOc1ccn(Cc2ncc(CC)o2)n1 0.7731460898712191 0.8029588650579148 1.121779205629325 0.7731460898712191 0.8029588650579148 0
16 CCCCc1ccn(Cc2ncc(C)o2)n1 0.7758853839455375 0.8196331125495537 1.9403841404439097 0.7758853839455375 0.8196331125495537 0
19 CCCCc1ccn(Cc2ncc(C(F)(F)F)o2)n1 0.8392840304982344 0.8045709849881644 1.0117705173217149 0.8392840304982344 0.8045709849881644 0
15 CCCCc1ccn(Cc2ncco2)n1 0.7516200129368551 0.8136660171025952 1.089676127870607 0.7516200129368551 0.8136660171025952 0
16 CCCCc1ccn(Cc2ncc(Br)o2)n1 0.8472816389179733 0.8008535138873464 1.0117705173217149 0.8472816389179733 0.8008535138873464 0
23 CCCCc1ccn(Cc2nc(C)c(-c3cccc(F)c3)o2)n1 0.678212698090143 0.8287753010604053 1.0117705173217149 0.678212698090143 0.8287753010604053 0
23 CCCCc1ccn(Cc2ncc(-c3ccc(Cl)c(F)c3)o2)n1 0.6551487585614739 0.8356314782165826 1.0117705173217149 0.6551487585614739 0.8356314782165826 0
