size smiles qed sa rges qed sa max_or_val 
25 C=Cc1c(C)c(C)nn1Cc1nc(C(=C)C)c(-c2ccc(Cl)cc2)o1 0.6050663389517429 0.7732043405363002 0.40361439674479815 0.6050663389517429 0.7732043405363002 1
19 C=Cc1nc(Cn2nc(C)c(C)c2C=C)oc1NC 0.895574937861887 0.7063420634742648 1.0117705173217149 0.895574937861887 0.7063420634742648 1
22 C=Cc1nc(Cn2ncc(C)c2C=C)oc1-c1ccccc1 0.7079537792009893 0.7611579664175887 -0.0 0.7079537792009893 0.7611579664175887 1
19 C=Cc1c(C)c(C)nn1Cc1nc(C(=C)C)c(C)o1 0.8413252588490642 0.7407533350834999 1.089676127870607 0.8413252588490642 0.7407533350834999 1
19 C=Cc1c(C)cnn1Cc1nc(C(=C)C)c(NC)o1 0.8954599774668026 0.7080361463145013 -0.0 0.8954599774668026 0.7080361463145013 1
20 C=Cc1c(C)c(C)nn1Cc1nc(C(=C)C)c(OC)o1 0.838962198839759 0.7228466780049401 2.0831555343415427 0.838962198839759 0.7228466780049401 1
18 C=Cc1c(C)cnn1Cc1nc(C(=C)C)c(O)o1 0.8988166314271495 0.7038198453938863 -0.0 0.8988166314271495 0.7038198453938863 1
21 C=Cc1nc(Cn2nc(C)c(C)c2C=C)oc1C(F)(F)F 0.8608450686688592 0.7103819054220666 1.1109016782462222 0.8608450686688592 0.7103819054220666 1
23 C=Cc1nc(Cn2nc(C)c(C)c2C=C)oc1-c1ccccc1 0.6973265888942404 0.7664076912343342 1.089676127870607 0.6973265888942404 0.7664076912343342 1
18 C=Cc1c(C)c(C)nn1Cc1nc(C(=C)C)co1 0.8277676542497268 0.7429504576387842 1.121779205629325 0.8277676542497268 0.7429504576387842 1
18 C=Cc1nc(Cn2nc(C)c(C)c2C=C)oc1O 0.8985296140385187 0.7020220431960841 1.089676127870607 0.8985296140385187 0.7020220431960841 1
24 C=Cc1nc(Cn2nc(C)c(C)c2C=C)oc1-c1ccc(Cl)cc1 0.6458497168967788 0.7623526250446094 1.0117705173217149 0.6458497168967788 0.7623526250446094 0
19 C=Cc1nc(Cn2nc(C)c(C)c2C=C)oc1NC 0.895574937861887 0.7063420634742648 1.0117705173217149 0.895574937861887 0.7063420634742648 0
19 C=Cc1c(C)c(C)nn1Cc1nc(C(=C)C)c(C)o1 0.8413252588490642 0.7407533350834999 1.0117705173217149 0.8413252588490642 0.7407533350834999 0
21 C=Cc1nc(Cn2nc(C)c(C)c2C=C)oc1C(F)(F)F 0.8608450686688592 0.7103819054220666 1.0117705173217149 0.8608450686688592 0.7103819054220666 0
18 C=Cc1nc(Cn2nc(C)c(C)c2C=C)oc1O 0.8985296140385187 0.7020220431960841 1.0117705173217149 0.8985296140385187 0.7020220431960841 0
23 C=Cc1nc(Cn2nc(C)c(C)c2C=C)oc1-c1ccccc1 0.6973265888942404 0.7664076912343342 1.0117705173217149 0.6973265888942404 0.7664076912343342 0
20 C=Cc1c(C)cnn1Cc1nc(C(=C)C)c(N(C)C)o1 0.8392210571562755 0.7132529458112078 1.0117705173217149 0.8392210571562755 0.7132529458112078 0
20 C=Cc1c(C)c(C)nn1Cc1nc(C(=C)C)c(OC)o1 0.838962198839759 0.7228466780049401 2.0831555343415427 0.838962198839759 0.7228466780049401 0
18 C=Cc1c(C)c(C)nn1Cc1nc(C(=C)C)co1 0.8277676542497268 0.7429504576387842 1.121779205629325 0.8277676542497268 0.7429504576387842 0
18 C=Cc1nc(Cn2nc(C)c(C)c2C=C)oc1C 0.828227955588472 0.7251476318931015 1.0117705173217149 0.828227955588472 0.7251476318931015 0
