size smiles bbbp rges rges qed sa max_or_val 
26 CN(C=O)c1cc(F)c(C(=O)Nc2cc(OC=C=N)ccn2)cc1C=N 0.9636119480915526 2.7048544247011526 0.78221611867063 0.4005728065599099 0.7039702276664309 1
26 C#CN(C)c1cc(F)c(C(=O)Nc2cc(OC(N)=O)ccn2)c(N)c1C 0.9698102205814579 2.494965775679875 2.1811543739150507 0.4357755243667429 0.7541689089851124 1
26 C#COc1cc(NC(=O)c2c(N)c(C)c(N(C)C)c(N)c2F)ncc1N 0.9768447485321644 2.384934560563626 1.374878113434694 0.4814331210805877 0.7220403502974231 1
26 C=CN(C)c1cc(F)c(C(=O)Nc2cc(OC#N)cc(N)n2)c(C)c1C 0.9187977551710973 3.827443459780603 1.7999577010802814 0.7987240872990723 0.7286504474466508 1
25 C=CN(C=C)c1cc(F)c(C(=O)Nc2cc3c(cn2)OCO3)cc1C 0.982109310561734 1.5569188098300888 1.817740269753354 0.9000909694760423 0.7648723290695061 1
25 CN(C=N)c1ccc(C(=O)Nc2ncc(N)c(OC=N)c2N)c(F)c1 0.9540951884652815 2.731621552241796 2.1111258044491117 0.39609470678044967 0.7213277912543802 1
23 CN(C)c1ccc(C(=O)Nc2cc(OC#N)cc(N)n2)c(F)c1 0.6258860713994863 2.9751887904257823 1.3166463168409897 0.8360189730074491 0.8080030288881334 0
21 CN(C)c1ccc(C(=O)N2COc3ccnc2c3)c(F)c1 0.7331156009050804 3.111475158799574 1.9377654506841826 0.8498587457104041 0.7100824816190417 0
25 Cc1cc(C(=O)N2c3cc(cc(O)n3)OC2O)c(F)c(C)c1N(C)C 0.8830809923856102 1.8419635447634768 1.8419635447634768 0.8632645773346111 0.5869202915330362 0
25 Cc1cc(C(=O)Nc2cc3c(c(C)n2)N(N)CO3)c(F)cc1N(C)C 0.942416658276498 1.3422730064882256 1.8035064758101722 0.8298690904265077 0.7701076555077737 0
25 C=CCOc1ccnc(NC(=O)c2cc(N)c(N(C)C)cc2F)c1N 0.931423715380519 1.8035064758101722 1.5569188098300888 0.5476219672712105 0.8037296012091313 0
26 C=CN(C=C)c1c(C)cc(C(=O)Nc2cc(OCO)ccn2)c(F)c1C 0.9767025536463159 0.5962753606626356 0.6705919043654873 0.7419340779845564 0.748003488771523 0
26 CN(C=O)c1cc(F)c(C(=O)Nc2cc(OC=C=N)ccn2)cc1C=N 0.9636119480915526 2.7048544247011526 0.6508115507532136 0.4005728065599099 0.7039702276664309 0
26 C#CN(C)c1cc(F)c(C(=O)Nc2cc(OC(N)=O)ccn2)c(N)c1C 0.9698102205814579 2.494965775679875 0.8701928583173613 0.4357755243667429 0.7541689089851124 0
26 C#COc1cc(NC(=O)c2c(N)c(C)c(N(C)C)c(N)c2F)ncc1N 0.9768447485321644 2.384934560563626 2.204559457605337 0.4814331210805877 0.7220403502974231 0
25 CN(C=O)c1c2cc(C(=O)Nc3cc(OC=O)ccn3)c(F)c1C=C2 0.8930982194838737 1.8298034008554547 1.8298034008554547 0.6936385165469584 0.6608941140576899 0
26 Cc1cnc(NC(=O)c2ccc(N(C)C(C)N=O)cc2F)cc1OC#N 0.6912396300455013 2.318987381401453 2.6289076704717487 0.6282172525320301 0.7083876064483535 0
26 Cc1c(F)c(C(=O)Nc2cc(OC#N)cc(N)n2)c(N)c(N)c1N(C)C 0.8680551887037242 2.0336378575060214 2.1707207334370326 0.47181114671544594 0.7310057906541678 0
26 COc1cc(OC#N)cc(NC(=O)c2ccc(N(C)C=O)c(N)c2F)n1 0.7463687505740219 2.008064031400901 1.8035064758101722 0.45399657241119495 0.7518214736035922 0
23 CN(C)c1ccc(C(=O)Nc2cc(OC#N)ccn2)c(F)c1N 0.7013972789380136 2.922295648473705 1.3553606764363741 0.660143414197661 0.7915500374351419 0
