,ID,Z_RGES,Z_Up,Z_Down,Penalty,SMILES,GNN_prob,GNN_pred
924,ZINC000004282054,-4.182115308,-1.308365316,2.873749992,0.015625,O=S(=O)(N/N=C/c1c(OCc2ccc(F)cc2)ccc2ccccc12)c1ccccc1,0.89042354,1
925,ZINC000000265870,-4.181793771,-0.424879232,3.756914539,0.019196429,C[C@@H]1CN(C(=O)c2ccc(N(C)C)cc2)C[C@@H](C)O1,0.008060829,0
926,ZINC000096138746,-4.181362452,-2.34578893,1.835573523,0.029613095,Nc1ccc(-c2cnn(Cc3ccccc3)c2)nc1,0.40721416,0
927,ZINC000299738103,-4.18099403,0.487957477,4.668951507,0.092410714,CC#Cc1cncc(-c2cncc(B3OC(C)(C)C(C)(C)O3)c2)c1,0.77028465,1
928,ZINC000040166476,-4.180840961,-1.962219861,2.218621101,0.026041667,C[C@@]1(NC(=O)N2CCN(C=O)CC2)CCS(=O)(=O)C1,0.9800825,1
929,ZINC001081802712,-4.180401553,-2.173542182,2.006859372,0.024404762,COc1ccc(/C=C2/Oc3c(ccc4c3[C@@H](c3ccccc3OC)CC(=O)O4)C2=O)c(OC)c1,0.09816422,0
930,ZINC000000171552,-4.180014469,-1.965376209,2.214638259,0.003571429,CC1(C)O[C@@H]2[C@@H](n3cnc4c(N)ncnc43)O[C@@H](CO)[C@H]2O1,0.7184796,1
931,ZINC000001765716,-4.17926652,-0.164849418,4.014417102,0.083928571,C1=CC2(C=C1)OC21CCC2(C=C[C@]3(C2)O[C@@H]3C2CCCCC2)CC1,0.99999404,1
932,ZINC000825168568,-4.179019686,-1.815300042,2.363719644,0.020833333,Cc1ccc(C(=O)N2CCC(C(=O)N3CCC(F)(F)CC3)CC2)cc1,0.95575845,1
933,ZINC000002291306,-4.178842708,-2.364556384,1.814286324,0.021130952,O=c1[nH]c(O)nc2c1[C@H](c1ccc(Cl)cc1)C=C(c1ccccc1)O2,0.7650628,1
934,ZINC000006856760,-4.178231337,-1.230837474,2.947393863,0.02797619,CN1C(=O)N=C(O)/C(=C/NN2CCOCC2)C1=O,0.9922589,1
935,ZINC000079490426,-4.177523369,-0.424879232,3.752644138,0.036458333,O=C(Nc1ccc2c(c1)C(O)=Nc1cccnc1O2)c1ccc(Cl)nc1,0.7325631,1
936,ZINC000002284642,-4.177112168,-1.672049302,2.505062866,0.008779762,O=C1Nc2ccccc2/C1=C1\SC(=S)N(c2ccc(Cl)c(Cl)c2)C1=O,0.57808286,1
937,ZINC000038181043,-4.177003581,-1.485490469,2.691513112,0.02797619,COC(=O)c1cc(NC(=O)CSc2nc(-c3cc(Br)ccc3O)n[nH]2)ccc1Cl,0.35508353,0
938,ZINC001565524641,-4.176513344,-2.711570423,1.46494292,0.007142857,CN1c2ccccc2C(=O)N2CCc3c(n(CCC(=O)NCCc4ccc(F)cc4)c4ccccc34)[C@@H]21,0.97316325,1
939,ZINC000000646224,-4.175522566,-2.500208595,1.675313971,0.019494048,COc1ccccc1NC(=O)c1sc2ncn(Cc3ccc(C(=O)OC(C)C)cc3)c(=O)c2c1C,0.30757338,0
940,ZINC000585281372,-4.175492836,-1.507078186,2.66841465,0.031547619,Cc1ccc(=O)n(CCCOc2ccc(CN3CCC(O)(COc4ccc(F)cc4)CC3)cc2)c1,0.8413135,1
941,ZINC000005351918,-4.174550215,-2.15522437,2.019325845,0.031845238,O=C1CCCC2=C1[C@@H](c1ccco1)c1c(ncn3nc(-c4cccs4)nc13)O2,0.26787192,0
942,ZINC000015974211,-4.17425658,-2.622024284,1.552232296,0.042261905,COc1ccc2cc3c(N)nn(C(=O)/C=C/c4cc(OC)c(OC)c(OC)c4)c3nc2c1,0.5053519,1
943,ZINC000134927029,-4.174188103,-1.077578501,3.096609601,0.013988095,C=CCC[C@@H](C)NC[C@]1(O)CCSC1,0.07167386,0
944,ZINC000000525027,-4.173414212,-2.09270596,2.080708253,0.015625,CCn1c(NCc2ccc(N(C)C)cc2)nc2ccccc21,0.51173836,1
945,ZINC000005071115,-4.172135586,-2.652431608,1.519703977,0.040922619,O=C(c1ccccc1C(F)(F)F)N(c1ccccc1)[C@H]1C=CS(=O)(=O)C1,0.89780384,1
946,ZINC000828777020,-4.171857921,-1.538366953,2.633490969,0.005208333,CC[C@H](c1nc(Cc2cccc(Cl)c2)nn1CCO)n1cccn1,0.5056281,1
947,ZINC000042646532,-4.171694489,-1.666628965,2.505065523,0.01235119,Cc1ccccc1CNC(=O)C(=O)Nc1ccccc1C(C)(C)C,0.9822412,1
948,ZINC000001159097,-4.171426577,-1.815300042,2.356126535,0.005208333,C=CCc1ccccc1OC[C@H](O)CN(c1ccc(NC(C)=O)cc1)S(=O)(=O)c1ccc(C)cc1,0.5478429,1
949,ZINC000012597148,-4.171335407,-2.771701782,1.399633625,0.032142857,Cc1ccc(-c2cnnc(N(C)[C@@H](C)c3ccon3)n2)o1,0.6431479,1
950,ZINC000101099769,-4.171113836,-2.739273417,1.431840419,0.026636905,COc1ccc(OC)c(N2C(=O)[C@H]3[C@@H](C2=O)[C@@H](c2ccc(C)cc2)OC32C(=O)c3ccccc3C2=O)c1,0.14177343,0
951,ZINC000575613505,-4.171109733,-2.039504385,2.131605347,0.008779762,O=S(=O)(/C=C/c1ccccc1)N1CCC[C@@H](Oc2ccncc2Cl)C1,0.7265782,1
952,ZINC000019818759,-4.171003394,-2.068181037,2.102822357,0.049107143,COc1ccc(Cn2c(=O)[nH]c(=O)c3c4c(cnc32)C(=O)C[C@@H](C)C4)cc1,0.15014632,0
953,ZINC000001401990,-4.170820157,-1.957309341,2.213510816,0.033482143,COc1cccc(CNS(=O)(=O)/C=C/c2ccc(OCc3ccc(F)cc3)c(OC)c2)c1,0.6165665,1
954,ZINC000010294599,-4.170523088,-2.475135214,1.695387874,0.051041667,CCOc1cccc(NC(=O)c2ccc(N(Cc3ccccc3Cl)S(C)(=O)=O)cc2)c1,0.72750336,1
955,ZINC000100497099,-4.170465619,-0.424879232,3.745586387,0.050446429,Cc1cc(C)c(N2C(=O)NC(=O)/C(=C/Nc3ccc(F)cc3)C2=O)c(C)c1,0.9893479,1
956,ZINC000514250911,-4.170312295,-0.424879232,3.745433063,0.055654762,O=C(COc1cc(Br)cn2c(C(=O)c3ccccc3)cnc12)c1ccccc1,0.46526378,0
957,ZINC000067788483,-4.170155647,-2.711367239,1.458788408,0.046130952,COc1ccc2cc(-c3n[nH]cc3CN(C)Cc3cccnc3)ccc2c1,0.3812515,0
958,ZINC000575415685,-4.169974784,-1.230837474,2.93913731,0.040029762,COc1ccc(CCS(=O)(=O)NC[C@]2(O)CCOC2)cc1,0.021382425,0
959,ZINC000225464686,-4.169893327,-1.955255068,2.214638259,0.003571429,C/N=C(/NCc1ncnn1C)N1CC[C@](C)(CCc2ccccc2)C1,0.7945042,1
960,ZINC000045028087,-4.169457413,-1.644424348,2.525033065,0.013988095,Cc1ccc(C)c2c1CC[C@]13CC=CC[C@]21COC3,0.99967676,1
961,ZINC000257349761,-4.168919464,0.024228726,4.193148191,0.07485119,C[C@@]12CC[C@@H]3[C@H](CC[C@@]4(O)C[C@H](O)CC[C@]34C(=O)O)[C@@]1(O)CC[C@H]2C(=O)C(=O)O,0.62347215,1
962,ZINC000223397188,-4.168873283,-2.650200791,1.518672492,0.026636905,O=[N+]([O-])c1cccc(-n2cccc2[C@@H]2[C@H](c3ccccn3)NC(=S)N2Cc2ccccc2)c1,0.3308873,0
963,ZINC000040396307,-4.168846001,-1.106837929,3.062008072,0.024404762,Cc1nn2c(ncc3c(=O)n(NC(=O)c4ccncc4)ccc32)c1-c1ccccc1,0.9184849,1
964,ZINC000078985270,-4.168155832,-1.512148376,2.656007456,0.01235119,CO[C@@H]1CCC[C@H]1OC(=O)CCNC(=O)C(C)(C)C,0.8783606,1
965,ZINC000001710364,-4.167929357,-2.296607022,1.871322335,0.015922619,C=CCCC1(CC=C)C(=O)NC(=O)NC1=O,0.9999628,1
966,ZINC000015015680,-4.167058249,-0.431912058,3.735146191,0.088095238,Cc1ccnc(N[C@H](c2ccc3c(c2)OCO3)c2ccc3cccnc3c2O)c1,0.4316379,0
967,ZINC000001153720,-4.166969709,-1.691286315,2.475683395,0.114880952,COc1ccc(N([C@@H]2C=CS(=O)(=O)C2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,0.38126993,0
968,ZINC000062701911,-4.166531733,-1.658092991,2.508438743,0.013988095,Oc1ccc(Br)cc1C1=CCCC1,0.98947114,1
969,ZINC000088260008,-4.165575235,-2.044184041,2.121391194,0.040327381,CCCCCCCCCCCCCCOCCOCCOCCOCCO,0.999243,1
970,ZINC000000941346,-4.165331193,-1.262600292,2.902730901,0.045238095,O=C1C(Cl)=C(Nc2ccc(F)cc2)C(=O)N1c1cccc(Cl)c1Cl,0.9764419,1
971,ZINC000096207583,-4.164825314,-1.926773228,2.238052086,0.01235119,COC[C@@H]1CC2(CCN(C(=O)N3CCCC3)CC2)CN1CC1CC1,0.9999862,1
972,ZINC000097572288,-4.164354088,-1.644424348,2.51992974,0.003571429,CNc1ncc(C(=O)NC[C@@H](c2ccc(F)cc2)N2CCCC2)cn1,0.99601614,1
973,ZINC000067322701,-4.163935175,-1.826688089,2.337247086,0.005208333,CSc1cccc(NC(=O)Cn2nnc(C(=O)Nc3cccc(Cl)c3C)c2C)c1,0.9423684,1
974,ZINC000004280898,-4.163547679,-2.074881693,2.088665986,0.021130952,Clc1cc(-c2nc(-c3cnccn3)no2)ccn1,0.90003383,1
975,ZINC000011980477,-4.163402843,-1.801593897,2.361808946,0.047172619,COc1cc(OC)c2[nH]c(=O)c(CCN)cc2c1,0.43100512,0
976,ZINC000003319469,-4.163213044,-1.681041182,2.482171862,0.005208333,C[C@H](OC(=O)CNC(=O)c1cccc(F)c1)C(=O)Nc1cc(C(F)(F)F)ccc1Cl,0.98381287,1
977,ZINC000100497241,-4.163198234,-0.930879905,3.232318329,0.143303571,O=C1Nc2ccc(I)cc2/C1=N\Nc1cccc2cccnc12,0.7777013,1
978,ZINC000952868859,-4.162706565,-1.549037352,2.613669212,0.015625,Cc1ccc(CN(CCCO)Cc2cnc(C)nc2)cc1,0.8670586,1
979,ZINC000019800002,-4.16242181,-0.190535977,3.971885833,0.127083333,Cc1ccnc(N[C@@H](c2ccncc2)c2ccc3cccnc3c2O)c1,0.3520192,0
980,ZINC000408579467,-4.161448944,-1.815268167,2.346180777,0.02827381,COc1ccccc1NC(=O)C(=O)Nn1c(C(=O)Nc2ccccc2Cl)cc2cc(Cl)ccc21,0.9628179,1
981,ZINC000534652628,-4.160813363,-1.856437473,2.30437589,0,O=C(c1ccccc1)N1CCC[C@@H](NC2CCN(c3ccc(F)cc3)CC2)C1,0.9914339,1
982,ZINC000057678751,-4.160760932,-1.155983755,3.004777177,0.058779762,CC1(C)O[C@@H]2O[C@@H]([C@H]3COC(C)(C)O3)[C@H](N)[C@H]2O1,0.28068367,0
983,ZINC000001139011,-4.1599474,-1.716755804,2.443191596,0.034821429,COc1ccc(NC(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)NC(=O)c2ccc(Br)o2)cc1,0.8604694,1
984,ZINC000008438679,-4.159740526,-2.551316418,1.608424108,0.03735119,O=C(C1=C(O)C(=O)N(CCOCCO)[C@H]1c1ccccc1Cl)c1ccc(Br)cc1,0.43465605,0
985,ZINC000067665371,-4.158617831,-1.916461942,2.242155889,0.024702381,C=CC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H]3C[C@@H](O)CC(=O)O3)[C@H]21,0.36526507,0
986,ZINC000012465937,-4.158216106,-1.50997585,2.648240256,0.013988095,Cc1cc(CN(CC2CCN(C3CCCC3)CC2)C[C@@H]2CCCO2)cc(C)c1O,0.9896597,1
987,ZINC000000172156,-4.157810922,-1.494181066,2.663629856,0.019196429,COc1cc(CNCc2ccc(C)cc2)cc(OC)c1OC,0.4529949,0
988,ZINC000001118926,-4.157745594,-2.424357697,1.733387897,0.019494048,COC(=O)c1ccc(NC(=O)c2ccc(N(Cc3ccccc3Cl)S(C)(=O)=O)cc2)cc1,0.6990508,1
989,ZINC000009305345,-4.157602635,-2.12168471,2.035917924,0.070238095,O=C(Nc1ccc2c(c1)OCCO2)[C@H]1[C@@H]2C(=O)N(c3ccccc3F)C[C@]23C=C[C@H]1O3,0.15716211,0
990,ZINC000306144816,-4.157522951,-1.663198283,2.494324669,0.140625,Cn1cc(-c2cnc3c(N4CCN(Cc5ccoc5)CC4)nccn23)cn1,0.7526342,1
991,ZINC000014099683,-4.157110535,-2.510410013,1.646700522,0.030208333,O=S(=O)(NCc1ccc(COCC(F)(F)F)cc1)c1ccccc1Cl,0.2649645,0
992,ZINC000224082872,-4.156825304,-1.538366953,2.618458351,0.005208333,Cc1cc(C)cc(OCCNC(=O)c2ccc(CN(c3ccccc3F)S(=O)(=O)N(C)C)cc2)c1,0.68513274,1
993,ZINC000013731360,-4.156731118,-1.421091774,2.735639344,0.136755952,O=C1/C(=C\c2cccnc2)N(CCCc2ccccc2)S(=O)(=O)c2ccccc21,0.11593246,0
994,ZINC000003852028,-4.156316423,0.271040821,4.427357245,0.040327381,Clc1ccc(-c2cn(-c3ccc(Cl)cc3)c3ncn4nnnc4c23)cc1,0.2503583,0
995,ZINC000096481640,-4.156020199,-1.95582239,2.20019781,0.04389881,O=C(C/C=C/c1ccc(F)cc1)NCCc1ccc(O)cc1,0.8703095,1
996,ZINC000009665545,-4.155791376,-1.913635488,2.242155889,0.013988095,O=C(COC(=O)/C=C/c1cccc(Br)c1)Nc1ccccc1C(F)(F)F,0.96920836,1
997,ZINC000001218521,-4.154936572,-2.255783563,1.899153009,0.045833333,COC(=O)c1ccc(NC(=O)/C(=C\c2ccc(OC)cc2)NC(=O)c2ccccc2OC)cc1,0.66475224,1
998,ZINC000020606643,-4.154095811,-1.262600292,2.89149552,0.019196429,CCn1cc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cn1,0.010895609,0
999,ZINC000247878222,-4.153640542,-1.856437473,2.29720307,0.005208333,Cc1ccc(Cl)cc1N1C(=O)[C@@H]2[C@@H]3CCCN3[C@@]3(C(=O)Nc4ccc(Cl)cc43)[C@H]2C1=O,0.85286903,1
1000,ZINC000100142731,-4.15329185,-1.92403029,2.22926156,0.017559524,Cc1ccc(N/C=C2/C(=O)NN=C2c2ccccc2)cc1,0.8111804,1
1001,ZINC000020368066,-4.153215909,-2.334312549,1.81890336,0.015922619,Cc1ccc(S(=O)(=O)N/N=C/c2cc(Br)ccc2OCc2ccccc2)cc1,0.504248,1
1002,ZINC000033707366,-4.152588539,-2.082679833,2.069908706,0.010416667,CCO/C(C=C(C(=O)OC)C(=O)OC)=C\N(C)C,0.1373733,0
1003,ZINC000008326719,-4.151738581,-2.223752065,1.927986515,0.007142857,CC[C@H](C)NCc1ccc(OCc2cccc(Cl)c2)c(OC)c1,0.5394955,1
1004,ZINC000048303011,-4.151581172,-2.190974325,1.960606847,0.02827381,CCCCn1c(N)c(N(Cc2ccccc2)C(=O)c2ccc(N(C)C)c(F)c2)c(=O)[nH]c1=O,0.9151114,1
1005,ZINC000032907964,-4.15029678,-2.762744859,1.387551922,0.02827381,O=C(NCc1ccccc1)NC1(C(=O)NCc2ccccc2OC(F)(F)F)CCCC1,0.9868195,1
1006,ZINC000000141250,-4.150258845,-1.320631805,2.82962704,0.152678571,Oc1c([C@@H](Nc2nccs2)c2cccs2)ccc2cccnc12,0.96138495,1
1007,ZINC000012401805,-4.150254446,-2.039504385,2.110750061,0.013988095,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C[C@H]([C@](C)(Cl)CO)O4,0.39404243,0
1008,ZINC000012396070,-4.14980885,-1.485490469,2.664318381,0.126934524,O=[N+]([O-])c1cnc2c(-c3ccc(Cl)cc3)cnn2c1,0.82796705,1
1009,ZINC000057642934,-4.149777586,-1.663198283,2.486579304,0.015625,CCOC(=O)Cn1nnnc1CN(Cc1ccc(C)cc1)Cc1cc2cccc(C)c2[nH]c1=O,0.7794846,1
1010,ZINC000001399919,-4.149514915,-1.462770911,2.686744004,0.045535714,CN1C(=O)[C@@H]([C@@H]2OC(=O)c3ccccc32)S/C1=C\[N+](=O)[O-],0.85876304,1
1011,ZINC000020190724,-4.14807687,-2.474670402,1.673406468,0.032142857,COc1ccc([N+](=O)[O-])cc1N1C(=O)[C@@H]2[C@@H]3CCCN3[C@@]3(C(=O)Nc4ccccc43)[C@@H]2C1=O,0.34403327,0
1012,ZINC000058016190,-4.148063361,-1.326227181,2.82183618,0.010416667,CCn1ccc2cc(NC(=O)/C=C/c3ccsc3)ccc21,0.97147644,1
1013,ZINC000003023784,-4.148063361,-1.326227181,2.82183618,0.005208333,O=C1/C(=C/C=C/c2ccccc2)SC(=S)N1C(=O)c1ccccc1,0.8037061,1
1014,ZINC000005008654,-4.147563689,-2.358825118,1.788738572,0.042559524,C[N+]1=C(/C=C/c2ccccc2F)C(C)(C)c2ccccc21,0.95542395,1
1015,ZINC000095375862,-4.146726459,-2.683934962,1.462791497,0.032142857,CC(C)[C@@H](NC(=O)c1ccc2nc(-c3ccccc3)cn2c1)c1nccn1C,0.19910593,0
1016,ZINC000006948844,-4.146695633,-1.262600292,2.884095341,0.055654762,CN(C)c1ccc(C(=O)N2CCN(C=O)CC2)cc1,0.9628177,1
1017,ZINC000239338593,-4.146320962,-1.077578501,3.068742461,0.029613095,COc1cccc(NC(=O)c2cccc(NC(=O)[C@H]3[C@H]4C(=O)O[C@H]5C[C@H]3C[C@@H]54)c2)c1,0.69264174,1
1018,ZINC000009356731,-4.145371349,-2.365785573,1.779585775,0.05297619,COc1ccc(N(Cc2cc3ccccc3[nH]c2=O)C(=O)c2cccc(OC)c2)cc1,0.50741714,1
1019,ZINC000257287063,-4.144267187,-1.476169328,2.668097859,0.024404762,C[C@@H]1CCCN(c2ncc3c(n2)C[C@H]2CC[C@H]3N2Cc2ccnc(N3CCOCC3)n2)C1,0.969096,1
1020,ZINC000019720455,-4.143932631,-1.827723342,2.316209289,0.005208333,FC(F)(F)c1ccccc1CNCCc1c[nH]c2ccccc12,0.9396765,1
1021,ZINC000009309722,-4.14352434,-1.605443777,2.538080563,0.017559524,Clc1ccc2c(c1)C1=C([C@@H](c3cccs3)O2)[C@@H](c2cccnc2)N2N=CNC2=N1,0.98797053,1
1022,ZINC000012055457,-4.143228333,-1.476169328,2.667059005,0.102529762,O=C(/C=C/c1ccc(F)c(F)c1)NC[C@@H]1CCC2(CCN(C(=O)c3ccc(F)cc3)CC2)O1,0.98342633,1
1023,ZINC000001145255,-4.143070481,-1.827723342,2.315347139,0.041666667,COc1ccc(CCNC(=O)c2ccc(N(Cc3ccccc3Cl)S(C)(=O)=O)cc2)cc1,0.6399716,1
1024,ZINC000004738881,-4.143022215,-1.585763681,2.557258534,0.010714286,COc1ccc(N2C(=O)/C(=C/c3cccn3-c3ccc(C)cc3)C(=O)NC2=S)cc1,0.04821014,0
1025,ZINC000096049632,-4.14264354,-1.663198283,2.479445258,0.005208333,c1cnc(N2CCOC[C@@]3(CCCN(Cc4nccs4)C3)C2)cn1,0.99949235,1
1026,ZINC000012864485,-4.142421323,-1.494181066,2.648240256,0.013988095,COc1ccc(CCN2CC(=O)N3[C@@H](Cc4c([nH]c5ccccc45)[C@@H]3c3ccccc3OC)C2=O)cc1,0.14744234,0
1027,ZINC000224241720,-4.142070234,-1.691286315,2.45078392,0.029910714,CCNC(=O)[C@@H](CC)N(Cc1ccc(C)cc1)C(=O)CN(c1ccc(F)cc1)S(C)(=O)=O,0.7871371,1
1028,ZINC000408529811,-4.141864587,-1.416586021,2.725278566,0.04360119,Cc1cc(C)c(N2C(=O)NC(=O)/C(=C\Nc3ccc(C(=O)N(C)C)cc3)C2=O)c(C)c1,0.94649565,1
1029,ZINC000220735420,-4.141756243,-2.189319726,1.952436516,0.022767857,CC[C@@H](C(=O)Nc1ccc(C(F)(F)F)cc1)N(c1ccc(C)c(Cl)c1)S(C)(=O)=O,0.7898937,1
1030,ZINC000032820332,-4.141597283,-1.476169328,2.665427955,0.019196429,CN1C(=O)c2ccc(C(=O)Nc3ccccc3Oc3ccccc3Cl)cc2C1=O,0.9484622,1
1031,ZINC000040399627,-4.139706409,-1.856437473,2.283268936,0.015625,O=C1C[C@@H](C(=O)Nc2cccc3ccccc23)c2c(nc(Nc3ccc(F)cc3)[nH]c2=O)N1,0.9226034,1
1032,ZINC000003174284,-4.139258982,-0.2207045,3.918554482,0.092410714,C[C@@]1(NC(=O)N[C@H]2CCS(=O)(=O)C2)CCS(=O)(=O)C1,0.91638243,1
1033,ZINC000095681775,-4.138796525,-1.846247534,2.292548991,0.054315476,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)I,0.9999215,1
1034,ZINC000013680953,-4.138631452,-1.31276358,2.825867872,0.055654762,COc1ccc(N2CCN(C(=O)c3ccc(N(Cc4ccc(F)cc4)S(C)(=O)=O)cc3)CC2)cc1,0.8041655,1
1035,ZINC000408677228,-4.137527766,-1.965376209,2.172151556,0.008779762,Cc1ccc(N(CCCC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)S(C)(=O)=O)cc1,0.91160804,1
1036,ZINC000257348320,-4.136904091,0.244212403,4.381116494,0.099553571,CC(=O)O[C@H]1C[C@@H]2CC[C@H]3[C@H]4CC[C@@H](OC(C)=O)[C@@]4(C)CC[C@]3(O)[C@@]2(C)[C@@H](OC(C)=O)C1,0.9431158,1
1037,ZINC000001126306,-4.136032677,-1.902670663,2.233362014,0.015922619,O=C1c2ccccc2C(=O)N1CCc1nc2ccccc2c(=O)n1-c1cc(Cl)ccc1Cl,0.9282835,1
1038,ZINC000012149202,-4.135840883,-1.682092117,2.453748766,0.01235119,CC[C@H](Nc1ncnc2sc(C(=O)NCc3ccncc3)c(C)c12)c1cccs1,0.924151,1
1039,ZINC000077298856,-4.135244591,-2.082679833,2.052564758,0.010416667,O=c1cc(CNCc2cn3ccccc3n2)[nH]c2ccc(F)cc12,0.17885512,0
1040,ZINC000001722598,-4.134954537,-1.720256958,2.414697579,0.007142857,c1ccc(-c2cnc3ccccc3c2)cc1,0.43924493,0
1041,ZINC000000757227,-4.134487709,-2.265813875,1.868673834,0.007142857,OC1(c2ccc(Br)cc2)CCN(Cc2cc(F)ccc2F)CC1,0.99349225,1
1042,ZINC000096102930,-4.134181125,-1.538366953,2.595814173,0.005208333,O=C(Nc1ccccc1C(F)(F)F)N1CCC(Oc2cccnn2)CC1,0.8717329,1
1043,ZINC000012659881,-4.134176782,-1.20119232,2.932984461,0.019196429,C[C@H]1CCC[C@]2(C)C[C@H]3OC(=O)[C@@H](CN4CCCC[C@@H]4CO)[C@H]3[C@@H]3O[C@@]132,0.050915956,0
1044,ZINC000015070111,-4.134021481,-1.92403029,2.209991191,0.033184524,C=Cc1ccc(C(=O)N2CCC(N3CCC(C(=O)N4CCOCC4)CC3)CC2)cc1,0.9948342,1
1045,ZINC000952991267,-4.133625282,-1.801593897,2.332031386,0.041964286,CNC(=O)c1ccc(NC(=O)c2ccc(C(=O)N3CCOCC3)cc2)c(C)c1,0.9565244,1
1046,ZINC000169616862,-4.13295963,-1.962219861,2.170739769,0,Cc1ccc([C@@H]2OC3(C(=O)c4ccccc4C3=O)[C@H]3C(=O)N(Cc4ccccc4)C(=O)[C@H]32)cc1,0.16267046,0
1047,ZINC000030834207,-4.131970293,-0.269735606,3.862234687,0.071875,COc1cccc2ccc(CCc3ccccc3N)nc12,0.44973528,0
1048,ZINC000246939635,-4.131891359,-1.815300042,2.316591317,0,C[C@@H]1CCC[C@H](C(=O)N2CCS[C@H]3COCC[C@H]32)C1,0.94520056,1
1049,ZINC000223520113,-4.131701396,-2.36587556,1.765825837,0.026636905,CSc1nnc(NC(=O)/C(=C/c2cccc([N+](=O)[O-])c2)c2ccccc2)s1,0.86407566,1
1050,ZINC000009034096,-4.131313066,-1.476169328,2.655143738,0.003571429,C[C@@]12C(=O)N(/N=C/c3cccc(Cl)c3Cl)CC(=O)N1CCc1c2[nH]c2ccccc12,0.9403295,1
1051,ZINC000039023765,-4.131236992,0.336981683,4.468218675,0.082291667,C1CC2(C1)O[C@]1(CCCO1)C1(CCC1)O[C@@]21CCCO1,0.9668764,1
1052,ZINC000000658529,-4.130874309,-1.490354299,2.640520011,0.060863095,O=C1C(Cl)=C(N2CCOCC2)C(=O)C(Cl)=C1c1cnc(N2CCCCC2)s1,0.05693118,0
1053,ZINC000299760361,-4.13083747,-1.262600292,2.868237178,0.019196429,C[C@@H](Cc1cccnc1)NC(=O)Nc1ccccc1CCC(=O)N(C)C,0.84100497,1
1054,ZINC000000154087,-4.130439066,-1.262600292,2.867838774,0.040029762,Nc1ccc(Sc2ncc(Br)cn2)cc1,0.79828495,1
1055,ZINC000108184968,-4.128768086,-1.922537034,2.206231051,0.01235119,COC(=O)c1ccc(Cl)c(NC(=O)c2ccc([C@H]3SCC(=O)N3Cc3ccco3)cc2)c1,0.79929847,1
1056,ZINC000000540207,-4.128547777,-1.70734373,2.421204047,0.026339286,O=C1C=CC(=O)C(c2ccc(F)cc2)=C1,0.3689736,0
1057,ZINC000020744634,-4.128170371,-2.039504385,2.088665986,0.013988095,COc1ccc(CNc2nc(NCCCO)c3cnn(C)c3n2)cc1,0.25289714,0
1058,ZINC000220408068,-4.128141581,-2.039475595,2.088665986,0.03735119,COC(=O)c1ccc(C)c(NC(=O)[C@H](C)N(c2cccc([N+](=O)[O-])c2)S(C)(=O)=O)c1,0.28251275,0
1059,ZINC000004734088,-4.12791899,-1.485490469,2.642428521,0.041964286,O=C(O)c1cccc(N/C(=N\S(=O)(=O)c2ccc(Cl)cc2)c2ccccc2)c1,0.19416814,0
1060,ZINC000000120402,-4.127047376,-1.716755804,2.410291572,0.034821429,O=C1/C(=C/c2ccc(F)cc2)Sc2ccccc21,0.9839025,1
1061,ZINC000888090812,-4.12685328,-1.935055943,2.191797336,0.041964286,CC(=O)N1CC2=Nc3cccc4c3c(cn4C)[C@H](c3cccc4cccnc34)C2=C1O,0.75862527,1
1062,ZINC000040397004,-4.126478493,0.489030637,4.61550913,0.048809524,Cc1nn2c(ncc3c(=O)n(NC(=O)COc4ccc5ccccc5c4)ccc32)c1-c1ccc(F)cc1,0.96046,1
1063,ZINC000008872821,-4.125801038,-1.262600292,2.863200747,0.034821429,Cc1ccc(Nc2nc(N/N=C3/C(=O)Nc4ccccc43)nc(N3CCOCC3)n2)cc1,0.9001257,1
1064,ZINC000022032159,-4.125662327,-2.039504385,2.086157942,0.008779762,Cc1c(CN2CCN(Cc3ccc(Br)cc3)CC2)cnn1C,0.98264724,1
1065,ZINC000002801598,-4.125270991,-2.200590174,1.924680816,0,O=C1NC(=S)S/C1=C\c1c[nH]c2ccc(OCc3ccccc3)cc12,0.8951333,1
1066,ZINC000012868485,-4.124965105,-1.300320217,2.824644888,0.007142857,CN1C(=O)[C@@](O)(CC(=O)/C=C\c2ccccc2)c2ccccc21,0.87220544,1
1067,ZINC000009559645,-4.12469896,-2.242779623,1.881919337,0.019494048,CN1C(=O)c2ccccc2[C@@H](C(=O)Nc2ccc(F)cc2F)[C@@H]1c1c[nH]c2ccccc12,0.85893255,1
1068,ZINC000032103767,-4.124099289,-2.483482336,1.640616953,0.015922619,CCN(CCO)c1nc2sc(C)c(C)c2c2nc(-c3ccccc3)nn12,0.87085044,1
1069,ZINC000033651566,-4.123730481,0.084597966,4.208328447,0.04360119,CC1(C)OC[C@H]([C@H]2O[C@H]3OC(C)(C)O[C@@H]3[C@H]2N=[N+]=[N-])O1,0.44589683,0
