,ID,Z_RGES,Z_Up,Z_Down,Penalty,SMILES,GNN_prob,GNN_pred
0,ZINC000052509362,-8.744065741,-6.74451839,1.999547351,0.121130952,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,0.94879997,1
1,ZINC000004991267,-8.387660416,-4.517851227,3.86980919,0.095833333,Oc1c(Cl)cc(Cl)cc1/C=N/Nc1cccc2cccnc12,0.17974016,0
2,ZINC000001587769,-8.087895178,-5.157827364,2.930067814,0.146577381,Cc1ccnc(N[C@@H](c2ccccc2)c2ccc3cccnc3c2O)c1,0.42117748,0
3,ZINC000040157965,-8.008293822,-6.62667892,1.381614901,0.126636905,C=CC(=O)NCc1ccc(C(=O)Nc2ccccc2Oc2ccc(OCC)cc2)cc1,0.81568766,1
4,ZINC000038166206,-7.865754367,-5.77197775,2.093776617,0.124702381,O=c1c2c(-c3ccc(Cl)cc3)csc2ncn1/N=C/c1cccc([N+](=O)[O-])c1O,0.6841066,1
5,ZINC000005215902,-7.75062938,-5.331170848,2.419458531,0.108482143,Oc1ccc2c(c1)Oc1ncn3nc(-c4ccncc4)nc3c1[C@@H]2c1ccccc1,0.63849765,1
6,ZINC000008974227,-7.440524833,-4.768515466,2.672009368,0.104910714,Oc1ccc2c(c1)Oc1ncn3nc(-c4ccc(Cl)cc4)nc3c1[C@H]2c1cccnc1,0.3345044,0
7,ZINC000012421839,-7.321595898,-5.510474317,1.811121581,0.053571429,O=C(Nc1nc2ccc(F)cc2s1)c1cnc2ccccc2c1O,0.8712869,1
8,ZINC000254821236,-7.265865201,-4.282128625,2.983736576,0.104315476,O=C[C@@]12[C@@H]3[C@@H]4[C@H]([C@H]5CC=C[C@@H]53)[C@@H]3[C@H]5[C@@H]4[C@@H]1[C@@H]1CC[C@@H](O[C@@H]32)[C@H]15,0.00096096,0
9,ZINC000022574023,-7.097259746,-5.407106074,1.690153672,0.115327381,Cc1ccc(S(=O)(=O)c2cnc3ccc(F)cc3c2N2CCN(C)CC2)cc1C,0.5537827,1
10,ZINC000005347190,-7.077540735,-5.200357905,1.87718283,0.108482143,Oc1ccc2c(c1)Oc1ncn3nc(-c4cccnc4)nc3c1[C@@H]2c1cccnc1,0.5707459,1
11,ZINC000004178900,-7.053239816,-4.291562483,2.761677333,0.121875,Cc1ccnc(N[C@@H](c2ccccc2F)c2ccc3cccnc3c2O)c1,0.49833003,0
12,ZINC000000188864,-7.013731452,-5.144787054,1.868944398,0.079910714,c1cc2c(cc1C1CCCC1)c1c3n2CCN[C@@H]3CCC1,0.9624272,1
13,ZINC000222773583,-6.931066368,-4.035790623,2.895275745,0.09389881,Nc1nc(NCc2ccc(C(F)(F)F)cc2F)cc(C2CC(N)C2)n1,0.8570344,1
14,ZINC000000935965,-6.902443996,-4.869931464,2.032512532,0.089285714,O=C(Cn1cnc2scc(-c3ccccc3)c2c1=O)Nc1ccccc1C(F)(F)F,0.8670322,1
15,ZINC000009088297,-6.845258538,-5.24919007,1.596068468,0.075,O=C(Nc1cc(O)nc2nc(-c3ccccc3)nn12)c1ccc([N+](=O)[O-])cc1,0.84162223,1
16,ZINC000015074987,-6.660507465,-5.026642449,1.633865016,0.124404762,COc1ccc2cc(-c3n[nH]cc3CN(C)[C@@H](C)c3ccon3)ccc2c1,0.37276956,0
17,ZINC000218673809,-6.613751848,-4.672708175,1.941043673,0.064285714,CC(C)(C)OC(=O)N[C@@]1(C=O)[C@H](c2cccc(Cl)c2)[C@@H]1S(=O)(=O)c1ccc(Cl)cc1,0.47457078,0
18,ZINC000013690102,-6.508966118,-5.07149602,1.437470099,0.090922619,O=C1C[C@H](c2ccc(OCCc3ccccc3)cc2)c2c(O)nc3nc4ccccc4n3c2N1,0.62580234,1
19,ZINC000054114290,-6.505903836,-2.222609676,4.283294161,0.17797619,Oc1cccnc1N[C@H](c1ccc(OC(F)F)cc1)c1ccc2cccnc2c1O,0.31025785,0
20,ZINC000012198624,-6.466338402,-5.458165335,1.008173066,0.076636905,COc1ccc2cc(-c3n[nH]cc3CNCCCOc3cccnc3)ccc2c1,0.5047104,1
21,ZINC000009831132,-6.465443418,-4.385664631,2.079778788,0.065922619,COc1cc2nc(NCc3ccc(F)cc3)n3nc(-c4ccccc4)nc3c2cc1OC,0.78590626,1
22,ZINC000004595567,-6.447239646,-2.255783563,4.191456083,0.130803571,Oc1c(Cl)cc(Cl)cc1/C=N/Nc1ncc(Br)cn1,0.14193529,0
23,ZINC000055108561,-6.440645002,-4.438200238,2.002444764,0.074702381,C=CCn1cc(CN[C@@H](CC(C)C)c2ncnn2C)c(C)n1,0.9320318,1
24,ZINC000018204131,-6.434877478,-4.540769328,1.89410815,0.101636905,CC(C)(C)c1ccc(C(=O)Nc2cc(O)nc3nc(-c4ccccc4)nn23)cc1,0.5799126,1
25,ZINC000017179937,-6.4058795,-4.196691965,2.209187535,0.063988095,COc1ccccc1N(Cc1cc2ccccc2[nH]c1=O)C(=O)c1cccc([N+](=O)[O-])c1,0.9427418,1
26,ZINC000299817585,-6.380965787,-3.324068529,3.056897259,0.062053571,CC1=C[C@@]23C(=O)[C@@H](C=C4COC(C)(C)O[C@H]4[C@@]24OC(C)(C)O[C@@H]14)[C@@H]1[C@@H](C[C@H]3C)C1(C)C,0.98976755,1
27,ZINC000015423604,-6.358691464,-3.699493494,2.65919797,0.060416667,FC(F)(F)c1ccccc1NCc1cccc2[nH]ccc12,0.6800216,1
28,ZINC000078914916,-6.324061258,-4.371624742,1.952436516,0.096130952,O=C(c1cn2cccnc2n1)N(Cc1ccco1)c1ccc(F)cc1,0.9190013,1
29,ZINC000000463024,-6.301064876,-4.011009076,2.2900558,0.051636905,Cc1cc(NC(=O)/C=C/c2ccccc2[N+](=O)[O-])no1,0.9948346,1
30,ZINC000067434188,-6.255522523,-3.805625942,2.449896581,0.042857143,O=C1N(CCC2CCCCC2)CCC[C@@]1(O)CNCc1cnn2cccnc12,0.965555,1
31,ZINC000019889621,-6.229733085,-3.446289844,2.78344324,0.086458333,FC(F)(F)c1ccccc1CN1CCN(C[C@@H]2CC=CCC2)CC1,0.965589,1
32,ZINC000096243497,-6.228748447,-3.265521641,2.963226805,0.08125,COc1ccc(C(=O)N2CCC3(CC2)CCn2c(-c4cnn(C)c4)cnc23)cc1,0.9603392,1
33,ZINC000008952219,-6.214113777,-3.481838993,2.732274784,0.051339286,COc1ccc(-c2cnc(N3N=C(c4ccccc4)/C(=N/Nc4ccccc4O)C3=O)s2)cc1,0.41754663,0
34,ZINC000093416449,-6.212993953,-2.444184541,3.768809411,0.047767857,FC(F)C(F)(F)CN1CCN(C[C@@H]2CC=CCC2)CC1,0.97898626,1
35,ZINC000103932729,-6.208853241,-4.253408296,1.955444944,0.063988095,COc1ccc([N+](=O)[O-])cc1N1C(=O)[C@@H]2[C@H]3CCCN3[C@@]3(C(=O)Nc4ccc(Cl)cc43)[C@@H]2C1=O,0.6575865,1
36,ZINC000408688680,-6.180775899,-3.963963462,2.216812437,0.071428571,O=C(c1cccc([N+](=O)[O-])c1)N(Cc1ccc(Cl)cc1Cl)N1C(=O)[C@H]2[C@H]3CC[C@@H](C3)[C@H]2C1=O,0.91526765,1
37,ZINC000101166976,-6.152685895,-3.376880147,2.775805748,0.070833333,Clc1ccc(C2=C[C@H](c3c(Cl)cccc3Cl)n3nnnc3N2)cc1,0.4679964,0
38,ZINC000021873631,-6.152289927,-3.674887669,2.477402258,0.065625,Cn1ncc2c(Nc3ccc(F)cc3)nc(N3CCC(Cc4ccccc4)CC3)nc21,0.9246537,1
39,ZINC000045944545,-6.139757834,-3.154068185,2.985689649,0.091369048,Cc1cccc(N[C@@H](c2ccccn2)c2cc(Cl)c3cccnc3c2O)n1,0.4941031,0
40,ZINC000408894905,-6.09211575,-3.858753736,2.233362014,0.069494048,CCOc1ccccc1/C=C1\C(=O)N(CCc2ccc(OC)cc2)C(C)=C1C(=O)OC,0.007386634,0
41,ZINC000008432688,-6.088086821,-4.368638414,1.719448408,0.101041667,CCCCCCCCCOc1ccc(/C(C)=N/N=C2\NC(=O)CS2)cc1,0.82460755,1
42,ZINC000019634177,-6.077683693,-3.103564518,2.974119175,0.040625,OCCN1CCN(C[C@H]2CC=CCC2)CC1,0.9936695,1
43,ZINC000015276256,-6.036376655,-4.290535153,1.745841502,0.057142857,C[C@H]1N[C@]2(C(=O)N(C/C=C\c3ccccc3)c3ccccc32)[C@@H]2C(=O)N(Cc3ccccc3)C(=O)[C@H]12,0.062383566,0
44,ZINC000009374491,-6.026028466,-4.109802528,1.916225939,0.081845238,CCOc1ccc(N(Cc2cc3cccc(C)c3[nH]c2=O)C(=O)c2cccc([N+](=O)[O-])c2)cc1,0.8924745,1
45,ZINC000104054531,-6.016729807,-2.139128352,3.877601455,0.080059524,CC(=O)O[C@H]1CC[C@H]2[C@H]3CCC(=O)CC(=O)CCC(=O)[C@@H]3CC[C@]12C,0.018143585,0
46,ZINC000008974838,-6.010227578,-3.422466866,2.587760713,0.046130952,CN(C)c1ccc(-c2nc3c4c(ncn3n2)OC2=C(C(=O)CCC2)[C@@H]4c2ccco2)cc1,0.5103957,1
47,ZINC000004999770,-6.003678064,-4.609449578,1.394228486,0.044494048,COc1cccc(CNc2nnnn2C)c1OCc1ccc(C)cc1,0.35658708,0
48,ZINC000257294129,-6.001114252,-3.123400321,2.877713931,0.058184524,CN(Cc1ccc(OCCOCCO)cc1)C[C@@H](O)Cn1ccc2ccccc21,0.546533,1
49,ZINC000017195742,-5.97738953,-2.824174999,3.153214532,0.037053571,COc1cccc(N(Cc2cc3cccc(C)c3[nH]c2=O)C(=O)c2cccc([N+](=O)[O-])c2)c1,0.9025652,1
50,ZINC000019788046,-5.958815888,-3.316387367,2.642428521,0.088392857,Clc1ccccc1CN1CCN(C[C@H]2CC=CCC2)CC1,0.9938607,1
51,ZINC000009168715,-5.953804352,-4.012760679,1.941043673,0.073065476,O=C1C[C@@H](c2ccc(C(F)(F)F)cc2)c2c(nc(-c3ccccc3)[nH]c2=O)N1,0.6762868,1
52,ZINC000008997233,-5.936490697,-3.493966367,2.44252433,0.079315476,COc1ccc2c(c1)c(/C=C/c1cccc(C)[n+]1C)cn2C,0.9608136,1
53,ZINC000004543815,-5.857813735,-3.663952926,2.193860808,0.063988095,CCCCOCCCNC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,0.9637072,1
54,ZINC000102697356,-5.855678831,-4.852929398,1.002749433,0.063690476,CCN(C[C@H]1CCN(C(=O)[C@@H]2C[C@@H]3CC[C@@H]2O3)C1)CC(F)(F)F,0.79202706,1
55,ZINC001083809204,-5.839705162,-3.714443152,2.125262009,0.055208333,CC[C@H](C)OCCC(F)(F)C(F)(F)Br,0.9875995,1
56,ZINC000012550236,-5.792128237,-4.203941774,1.588186463,0.058779762,C[C@@]1(CCc2ccccc2)NC(=O)N(CC(=O)Nc2ccccc2Oc2ccccc2)C1=O,0.85456556,1
57,ZINC000009972123,-5.768570779,-4.079876259,1.688694521,0.046428571,C[C@@H]1N[C@]2(C(=O)N(C/C=C\c3ccccc3)c3ccccc32)[C@@H]2C(=O)N(Cc3ccccc3)C(=O)[C@@H]12,0.09710387,0
58,ZINC000005348369,-5.744273662,-3.654980663,2.089292998,0.073065476,O=C1CCCC2=C1[C@@H](c1ccco1)c1c(ncn3nc(-c4ccncc4)nc13)O2,0.0462444,0
59,ZINC000257329135,-5.721095408,-3.111017541,2.610077868,0.033779762,O=C(c1ccc(OCCN2CCCCC2)cc1)N1CCC[C@@H]1c1nc(Cc2ccc(F)cc2)n[nH]1,0.84711313,1
60,ZINC000005346093,-5.720840433,-3.207417113,2.51342332,0.044494048,O=C1CCCC2=C1[C@@H](c1ccccc1)c1c(ncn3nc(-c4ccncc4)nc13)O2,0.101083316,0
61,ZINC000009281462,-5.719930174,-4.531170389,1.188759785,0.122470238,COc1ccc([C@@H]2c3ccc(O)cc3Oc3ncn4nc(-c5ccc(N(C)C)cc5)nc4c32)cc1OC,0.47803873,0
62,ZINC000008604731,-5.709116093,-3.535221745,2.173894348,0.069196429,COc1ccc(CCNc2nc3cc(OC)c(OC)cc3c3nc(-c4cccnc4)nn23)cc1OC,0.37678638,0
63,ZINC000020673945,-5.702301689,-3.748422056,1.953879633,0.060714286,CCOc1cccc([C@H]2C3=C(CCCC3=O)Nc3nc(N4CCCCC4)[nH]c(=O)c32)c1,0.5454568,1
64,ZINC000408546967,-5.654632729,-3.338423441,2.316209289,0.055208333,Cc1ccc(N([C@H](C)C(=O)Nc2ccc(F)cc2F)S(C)(=O)=O)cc1C,0.44122687,0
65,ZINC000013676880,-5.638098069,-1.663198283,3.974899787,0.041666667,CS(=O)(=O)N(Cc1ccc(F)cc1)c1ccc(C(=O)N2CCN(c3ccc(F)cc3)CC2)cc1,0.96834093,1
66,ZINC000005956910,-5.632099959,-1.077578501,4.554521458,0.050446429,COc1ccc([C@@H]2CC(c3c(O)cc(C)oc3=O)=NCCS2)c(OC)c1,0.21122685,0
67,ZINC000017072569,-5.622175941,-2.812164992,2.810010949,0.067261905,CCn1cc(-c2nc3c4sc5nc(C)cc(C)c5c4ncn3n2)cn1,0.820328,1
68,ZINC000670430993,-5.62212128,-3.783062582,1.839058699,0.09360119,O=[N+]([O-])C1=C[C@@H]2Oc3cc4c(cc3=N[C@H]2C=C1)Oc1cc([N+](=O)[O-])ccc1N=4,0.90335035,1
69,ZINC000009210095,-5.615036517,-3.780763049,1.834273468,0.063988095,COc1ccc(-c2nc3c4c(ncn3n2)Oc2cc(O)ccc2[C@H]4c2ccc(OC)c(OC)c2)cc1,0.13847908,0
70,ZINC000178993489,-5.61296748,-2.904304584,2.708662896,0.03735119,O=C([C@@H]1CC[C@@H]2CCCC[C@H]2C1)N1CCN(C[C@@H]2CCOC2)CC1,0.16933808,0
71,ZINC000004024658,-5.609376857,-2.20402952,3.405347338,0.061160714,Cc1ccc(O)c(C(=O)/C=C/c2cc(Br)cc3c2OCOC3)c1,0.4950448,0
72,ZINC000952988484,-5.591629012,-3.246772483,2.344856529,0.028571429,Nc1nc2c(c(C(=O)NCCn3nc(-c4ccccc4)ccc3=O)n1)CCCC2,0.7355403,1
73,ZINC000001807651,-5.591062607,-3.469012791,2.122049816,0.060119048,O=C(CCCCCN1C(=O)c2cccc([N+](=O)[O-])c2C1=O)Nc1ccccc1C(F)(F)F,0.98039067,1
74,ZINC000005783179,-5.575563959,-2.953597956,2.621966003,0.05327381,O=C/C=C/C1=C2O[C@H]3C=CC=CC3=C[C@@H]2c2ccccc21,0.8306363,1
75,ZINC001775972757,-5.562336256,-3.77010816,1.792228096,0.060714286,CO[C@H](CNc1ncnc2ccsc12)c1ccc(C)s1,0.8788451,1
76,ZINC000097202110,-5.557464754,-2.090205394,3.46725936,0.040625,Cc1nc(N2CCC(c3cnn(C)c3)CC2)c2cnn(C)c2n1,0.9551908,1
77,ZINC000008665702,-5.538410478,-1.960660272,3.577750206,0.013988095,CC(C)(C)c1cc([C@H]2COC(=O)COCCOCC(=O)OCCOCCO2)cc(C(C)(C)C)c1O,0.9414181,1
78,ZINC000013142115,-5.537611198,-3.505098666,2.032512532,0.053571429,COc1ccc([C@@H]2c3ccc(O)cc3Oc3ncn4nc(-c5ccncc5)nc4c32)cc1OC,0.4507392,0
79,ZINC000225705958,-5.535293279,-2.761268441,2.774024838,0.02827381,O=C(c1ccoc1)N1CCC(Oc2cccc3cccnc23)CC1,0.82634056,1
80,ZINC001772820285,-5.534957183,-3.155172448,2.379784735,0.044494048,CC(C)=CC(=O)O[C@@H]1[C@H](OC(=O)C(C)C)c2c(ccc3ccc(=O)oc23)OC1(C)C,0.21129137,0
81,ZINC000004839238,-5.53275684,-3.923998214,1.608758626,0.021428571,O=C(CCN1C(=O)/C(=C\c2ccccc2)SC1=S)Nc1ccccc1[N+](=O)[O-],0.9702638,1
82,ZINC000390834252,-5.522899914,-3.421442882,2.101457032,0.067559524,O=C(Nc1ccccc1C(F)(F)F)c1ccc([C@@H]2CCCOC2)cc1,0.86012334,1
83,ZINC000035647603,-5.520690067,-1.489172241,4.031517827,0.034821429,COc1ccccc1NC1=NC(=O)/C(=C\c2cc(OC)c(OC)c(OC)c2)S1,0.6970353,1
84,ZINC000585269692,-5.510586943,-2.340527888,3.170059055,0.031547619,CCOCCOc1ccc(CN(C)C[C@@]2(O)CCN(c3ccc(F)cn3)C2)cc1,0.94163936,1
85,ZINC000005070691,-5.454273176,-4.140154861,1.314118315,0.065922619,Cc1ccc(C(=O)N(c2cccc(Cl)c2)[C@H]2C=CS(=O)(=O)C2)cc1C,0.9141668,1
86,ZINC000306123976,-5.447441935,-2.881838151,2.565603784,0.042559524,C[C@@H]1C[C@H]1C(=O)N1CC2(C1)[C@H](COCC1CC1)CCS2(=O)=O,0.99495125,1
87,ZINC000808073836,-5.439922655,-3.694081153,1.745841502,0.042857143,O[C@@H](CNc1ncnc2ccsc12)c1ccc(C(F)(F)F)cc1,0.67990303,1
88,ZINC000009329379,-5.425364583,-4.123200359,1.302164224,0.07827381,COc1ccc([C@@H]2c3ccc(O)cc3Oc3ncn4nc(-c5ccccc5)nc4c32)cc1OC,0.5080459,1
89,ZINC000100500328,-5.418486917,-1.585763681,3.832723236,0.09047619,O/N=C1/[C@H]2[C@H]3C[C@@H]4[C@@H]2C2(OCCO2)[C@H]2[C@H]1[C@@H]3[C@@H]42,0.23579156,0
90,ZINC000100061847,-5.402992632,-2.994768499,2.408224133,0.044494048,C/C=C(/C)C(=O)O[C@H]1[C@@H]2O[C@H]2[C@@]2(CO2)[C@H]2[C@H]3OC(=O)[C@H](C)[C@@H]3CC[C@]12C,0.09626712,0
91,ZINC000009192366,-5.402334168,-3.790966814,1.611367355,0.065922619,COc1ccc([C@H]2c3ccc(O)cc3Oc3ncn4nc(-c5ccncc5)nc4c32)cc1OC,0.25083017,0
92,ZINC000409067023,-5.39806113,-1.887961626,3.510099504,0.071577381,N#Cc1ccccc1Cn1cc(/C=N/Nc2ncccc2[N+](=O)[O-])c2ccccc21,0.37534285,0
93,ZINC000239038461,-5.396450192,-3.2972185,2.099231692,0.054910714,C1C2CC3CC1CC(C2)C3N1CCN([C@@H]2C[C@H]3CC[C@H]2C3)CC1,0.9999005,1
94,ZINC000009348878,-5.391331788,-3.451842477,1.939489312,0.048065476,COc1ccc(-c2nc3c4c(ncn3n2)Oc2cc(O)ccc2[C@H]4c2cccnc2)cc1,0.17520238,0
95,ZINC000584903838,-5.364738974,-1.740142549,3.624596425,0.048809524,O=C(C(=O)N1CCCN(C(=O)c2ccoc2)CC1)N1CCCC1,0.99864274,1
96,ZINC000408703432,-5.35408402,-3.942214023,1.411869997,0.084821429,C[C@@H](C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)N(c1ccc2c(c1)OCCO2)S(C)(=O)=O,0.7944376,1
97,ZINC000031549542,-5.352611293,-3.573452902,1.779158391,0.051636905,O=C(CCOc1cccc([N+](=O)[O-])c1)Nc1ccc(F)cc1,0.9957444,1
98,ZINC000021926481,-5.34846202,-2.808420547,2.540041473,0.049702381,COC(=O)c1ncn2c1C(=O)N(c1cccc(OC)c1)[C@](C)(C(=O)NCc1ccccc1OC)C2,0.14481264,0
99,ZINC000253501813,-5.345615973,-1.230837474,4.114778499,0.13735119,CC(C)(O)[C@H]1CC[C@@](C)([C@@H]2[C@H](O)C[C@@]3(C)[C@H]4C[C@H](O)[C@H]5C(C)(C)[C@H](O)CC[C@@]56C[C@@]46CC[C@]23C)O1,0.9270769,1
100,ZINC000004088569,-5.325586311,-1.644424348,3.681161962,0.045238095,COc1ccc(OC)c(-c2ncc(NC(=O)c3ccc4ncsc4c3)s2)c1,0.69759107,1
101,ZINC001772705896,-5.314756974,-2.020196805,3.294560169,0.057886905,CC[C@@H](Nc1ncc(F)c(OC)n1)c1cn2cccnc2n1,0.1028232,0
102,ZINC000059514352,-5.313847748,-3.677065879,1.636781869,0.06235119,FC(F)(F)c1cccc(/C=N/Nc2nc(N3CCCC3)nc(N3CCOCC3)n2)c1,0.93413013,1
103,ZINC000101166968,-5.298891564,-3.12822079,2.170670775,0.060119048,Clc1ccc(C2=C[C@@H](c3c(Cl)cccc3Cl)n3nnnc3N2)cc1,0.85954046,1
104,ZINC000409112549,-5.29866985,-3.859234504,1.439435346,0.021428571,O=C(CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1)NCc1ccccc1Cl,0.6804228,1
105,ZINC000224124777,-5.287775866,-3.495547771,1.792228096,0.060714286,Cc1ccc(OCCNC(=O)CN(c2ccc(F)cc2)S(=O)(=O)c2ccccc2)cc1Cl,0.9074626,1
106,ZINC000101078836,-5.275195402,-2.586748934,2.688446468,0.030208333,Oc1ccc(F)cc1C1=C[C@@H](c2ccc(Cl)cc2Cl)n2ncnc2N1,0.98523843,1
107,ZINC000020673479,-5.273455097,-4.139685529,1.133769568,0.055208333,C=CCN1C(=O)[C@@]2(Nc3ccccc3C(=O)N2Cc2ccco2)c2ccccc21,0.95666754,1
108,ZINC000888104677,-5.273076886,-3.101461999,2.171614887,0.06889881,COc1ccccc1CN1C=C(C(=O)Nc2ccccc2C(F)(F)F)C(C)=NS1(=O)=O,0.4768032,0
109,ZINC000004154843,-5.270249987,-2.676911152,2.593338835,0.061755952,Cc1cc(-c2ccccc2)nc(N/N=C/c2cc(Cl)ccc2O)n1,0.35634878,0
110,ZINC000255190770,-5.269621195,-3.503080925,1.766540269,0.079613095,C[N+]1=C(/C=C/c2ccc(-n3ccnn3)cc2)C(C)(C)c2ccccc21,0.65687925,1
111,ZINC000005051373,-5.269026592,-3.003124885,2.265901707,0.033779762,COc1nc(N/N=C/c2ccc(Cl)cc2Cl)nc(N2CCCCC2)n1,0.8255128,1
112,ZINC000575613414,-5.265790088,-3.324068529,1.94172156,0.063690476,CN1c2ccc(F)cc2N(CCNC(=O)Nc2ccccc2C(F)(F)F)S1(=O)=O,0.8873238,1
113,ZINC000021262011,-5.256661423,-1.308365316,3.948296107,0.057291667,CC(C)Oc1ccc(CN2CCc3nc(Nc4ccc5c(c4)OCCO5)ncc3C2)cc1,0.483833,0
114,ZINC000408709650,-5.255183432,-3.27819555,1.976987881,0.037053571,COc1ccccc1CNC(=O)c1ccccc1NC(=O)C(=O)NCc1cccc(C)c1,0.96701974,1
115,ZINC000021130785,-5.2540179,-1.759897021,3.494120879,0.031547619,O=C(/C=C/c1ccccc1[N+](=O)[O-])NCc1ccc(C(=O)N2CCOCC2)cc1,0.9721022,1
116,ZINC000084494342,-5.253989365,-2.041416528,3.212572837,0.052678571,O=C1Nc2cc(Cl)ccc2/C1=C\c1cnc2ccc(Br)cn12,0.8369296,1
117,ZINC000067774107,-5.253980984,-3.934787191,1.319193793,0.033779762,O=C1N(CCCc2ccccc2)CCC[C@]1(O)CNCc1cnn2cccnc12,0.19916314,0
118,ZINC000015682339,-5.246896445,-3.335667219,1.911229226,0.093303571,CN1CCN(c2nc(Nc3cccc(Cl)c3)c3cnn(C)c3n2)CC1,0.897402,1
119,ZINC000104877966,-5.20438851,-2.693024575,2.511363934,0.021428571,C=C[C@](C)(O)CC[C@@H]1[C@](C)(O)CC[C@@H]2C(C)(C)CCC[C@@]12C,0.026004141,0
120,ZINC000020029618,-5.196840892,-2.676911152,2.51992974,0.032142857,c1ccc(CNc2ncnc3c2sc2nc(N4CCOCC4)c4c(c23)CCC4)cc1,0.9482863,1
121,ZINC000065526512,-5.182289752,-1.801593897,3.380695855,0.047172619,OC[C@@H](c1ccccc1)n1cnc(-c2ccccc2)c1-c1cnn2cccnc12,0.5109468,1
122,ZINC000001406856,-5.174582332,-2.818455797,2.356126535,0.019494048,COc1cnc(-c2ccccc2)nc1Oc1ccc(F)cc1,0.8543752,1
123,ZINC000012652451,-5.168198439,-2.253447723,2.914750716,0.035416667,C=C[C@@H]1O[C@H]2CCCC[C@@H]2C2=CCCC[C@H]21,0.41741037,0
124,ZINC000033426494,-5.165198477,-1.507078186,3.658120292,0.048809524,Cc1ccc(C(=O)N2CC[C@]3(CCNC3)C2)cc1,0.94794935,1
125,ZINC000005150717,-5.156805829,-1.756461986,3.400343843,0.116815476,Oc1ccc(Cl)cc1/C=N\Nc1nncc(-c2ccccc2)n1,0.23598573,0
126,ZINC000001151609,-5.1424518,-3.703016454,1.439435346,0.039285714,O=C(CCN1C(=O)/C(=C/C=C/c2ccccc2)SC1=S)Nc1ccc(C(=O)O)cc1,0.80790824,1
127,ZINC000100438555,-5.13863121,-2.673562807,2.465068403,0.045833333,O=C1NN=C(c2ccccc2)/C1=C\Nc1ccc(Oc2ccccc2)cc1,0.6306629,1
128,ZINC000004943026,-5.135825268,-3.447130747,1.688694521,0.046428571,CCOc1cccc(CNc2nnnn2C)c1OCc1ccccc1,0.6010674,1
129,ZINC000004476788,-5.131804806,-2.388157237,2.74364757,0.115178571,Oc1c(Br)cc(Cl)cc1/C=N/Nc1nncc(-c2ccccc2)n1,0.16283289,0
130,ZINC000005175298,-5.126330688,-3.776249837,1.35008085,0.033779762,O=C(CCN1C(=O)/C(=C/c2ccccc2)SC1=S)Nc1ccccc1[N+](=O)[O-],0.97395045,1
131,ZINC000642771787,-5.126236211,-1.644424348,3.481811863,0.060863095,Clc1cc(Cl)c(-n2c[n+]3c(n2)CCC3)c(Cl)c1,0.48437795,0
132,ZINC000224123062,-5.110997469,-3.441135133,1.669862336,0.05,Cc1ccc(N(CC(=O)NCCOc2ccc(C)c(Cl)c2)S(=O)(=O)c2ccccc2)cc1,0.69152325,1
133,ZINC000013773582,-5.110018979,-2.793427662,2.316591317,0.019494048,COc1ccc(Cc2nnc(N/N=C/c3cccc([N+](=O)[O-])c3)nc2O)cc1OC,0.2464925,0
134,ZINC000223488929,-5.108582684,-3.676742265,1.431840419,0.042559524,COc1ccc(N(CC(=O)NCCOc2ccc(F)cc2)S(=O)(=O)c2ccccc2)cc1,0.810392,1
135,ZINC000001334467,-5.101731804,-1.308365316,3.793366488,0.036458333,Cc1ccc(C(=O)N2CCC[C@@H](c3nc(=O)c4nnn(Cc5ccc(C(C)(C)C)cc5)c4[nH]3)C2)cc1,0.70887333,1
136,ZINC000036646132,-5.101133439,-2.93039367,2.170739769,0.025,c1ccc(Cn2nnc3c(Sc4nc5ccccc5s4)ncnc32)cc1,0.79140526,1
137,ZINC000002569236,-5.098310619,-1.718867182,3.379443437,0.050744048,O[C@@]1(c2ccc(Br)cc2)C[N+]2=C(CCCCC2)N1c1ccc(Cl)cc1,0.9577416,1
138,ZINC000065330940,-5.093919379,-1.965729197,3.128190182,0.015922619,Oc1cc(-c2ccccn2)nc(SCc2nc(-c3ccc(C(F)(F)F)cc3)no2)n1,0.43776217,0
139,ZINC000002412303,-5.091389866,-2.100184836,2.99120503,0.040327381,COc1ccc(CCNc2ncnc3c2[nH]c2ccc(F)cc23)cc1OC,0.48339498,0
140,ZINC000220871176,-5.086225237,-1.945129266,3.141095971,0.029613095,O=C(c1ccc(N2CCOCC2)cc1)N1CCC[C@H](Cc2nc(-c3cnccn3)no2)C1,0.5001465,1
141,ZINC000225420440,-5.082949761,-2.419359125,2.663590637,0.030208333,C[C@@H]1CCC/C=C/[C@H]2CC(=O)C[C@@H]2[C@@H](O)/C=C/C(=O)O1,0.007049635,0
142,ZINC000009485809,-5.062083269,-2.650255689,2.41182758,0.010714286,O=S1(=O)N[C@H](Cc2ccc(-c3ccc(Cl)cc3Cl)o2)[C@@H](O)c2ccccc21,0.06421529,0
143,ZINC000072163235,-5.057696657,-3.014290236,2.043406421,0.063690476,Cn1ncc2c(NCc3cnn4cccnc34)nc(-c3ccncc3)nc21,0.1431877,0
