,ST16924,ST17220,ST17263,ST17530,ST17584,ST17700,ST17802,ST17956,ST18022,ST18776,ST25585,ST25588,ST25604,ST25612,ST25613,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25870,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25920,ST25938,ST25947,ST25968,ST25998,ST26024,ST26070,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26267,ST26349,ST26374,ST26376,ST26526,ST26528,ST26628,ST26673,ST26678,ST26737,ST26745,ST26764,ST26988,ST26992,ST27058,ST27087,ST27088,ST27219,ST27223,ST27284,ST27341,ST27403,ST27494,ST27522,ST27526,ST27540,ST27602,ST28012,ST28016,ST364,ST377,ST403,ST609,ST61,ST610,ST621,ST642,ST647,ST689,ST823,ST967
22827,-0.25341687,0.24203372,-2.5424726,-0.23512742,0.46792275,-1.4648374,-1.4199202,0.47031134,-10.0,-1.7630639,0.7586435,-5.176094,-4.5269165,-3.9085732,-8.823,-0.15858129,-10.0,-5.5895042,-0.20454916,-10.0,-0.8631637,-0.73611915,-0.02764991,-4.5565405,-1.1191666,0.09837395,-4.0618334,-0.32510212,-0.09450889,0.48641837,-0.6576369,-0.087586746,-2.7202897,-0.45973742,-1.9709957,0.7016855,-0.47267616,0.6103629,-2.5326924,-0.14866583,-0.34666523,-0.8394342,-1.7945361,-10.0,-0.59917533,-5.5841837,-7.7600236,-5.7478824,-1.2263591,0.041566953,-2.4792948,-1.4672853,-1.2847195,-1.9547065,0.31615874,-0.46633273,-0.383713,-2.6292,0.74872804,-0.47491473,-0.46096253,0.22390153,-0.8175303,-3.4379,-0.11855982,-2.1886282,-2.2264152,0.656548,-0.73010623,0.17144415,-0.09910858,0.3487693,-10.000001,-0.46951434,-10.0,0.015649833,1.196876,0.51834613,0.9155337,1.0399184,0.081478536,0.3123167,0.67234313,0.7749108,-1.3284273,0.051057085,-1.994443,0.5905743,-1.1898992,0.44605473,0.73093736,0.2632842,0.5939585,-1.7110962,-0.34894446,0.96918046,-0.3722993,0.5686058,-1.5075762,-0.4212291,0.18708833,0.45817187,0.43447623,-0.4573385
22841,0.60418206,-0.9934684,-0.91933644,1.2121253,-0.482581,1.423388,0.9520369,0.07298085,4.475004,1.5152978,-0.28303063,4.7775497,2.8347678,2.2301123,4.1717,0.812442,5.9698,3.447998,-0.4249319,7.612623,-1.3061069,0.04368414,0.22448471,0.8261325,1.3351104,-0.2679609,2.726898,-0.09424624,-0.68022776,0.26563653,-0.03157139,0.7462574,-0.6613432,0.08890953,-0.2068475,0.033865005,0.38377196,-0.1198397,2.3808217,0.9569036,0.65766567,1.5978233,-0.6380864,3.13275,0.84614956,-0.3118016,0.26207483,-1.3164625,1.5140551,1.4414167,0.9133973,-0.1361808,-0.8661993,-0.51860523,-0.12833393,0.24683264,0.3619164,0.50385,2.1036115,1.5336705,0.83901215,-0.55187404,0.1964958,5.2210503,-0.5284847,3.8716748,3.1368895,0.13218233,-0.37084648,0.3374679,-0.54481834,-0.3220237,5.9828544,3.8651652,6.35955,0.72358936,-1.2190747,0.31377,-0.12636518,-0.19413435,-0.5255138,-0.14769395,0.28120178,-0.58635545,2.3635323,0.41574013,0.22687607,-0.4682114,-0.06427139,0.571635,-0.94428277,-0.26797548,-1.239787,-0.0831618,1.332521,-0.7450758,0.42147216,1.319959,0.89740664,1.2434865,-0.3919589,-0.3602655,0.030689545,-0.27589068
2288,0.6818001,-0.01974798,-0.8309696,0.5602111,0.041098982,1.4027444,0.7764691,0.79744315,2.6088002,0.8906015,-0.29353,2.9477053,1.947538,0.77757853,2.19505,0.39317665,1.95665,3.0538006,0.45770717,2.0409865,0.20535542,0.45849445,-0.14493765,0.912446,1.0228713,-1.2318139,1.1016775,-0.7279698,-0.47311372,-0.49295044,-0.93679893,-0.019372627,0.3181774,0.14479524,0.26082924,-0.93771386,-0.0987231,0.47282657,0.6093123,-0.21447563,-0.88768387,0.09529796,-1.1384072,2.19505,0.9789169,1.6670282,0.5754212,-0.23592684,0.41183466,-0.07526188,1.6992965,0.84894025,-0.02676247,0.5108149,1.0218937,0.16049969,0.09487692,1.65065,2.1477864,2.5350838,0.32128307,-0.920483,0.6364548,2.53605,-0.48402208,1.8986676,2.2052374,-0.37995708,0.7884311,-0.05444643,-0.030669421,-0.38623303,2.42901,2.2181141,3.0033243,0.50749636,-0.36651307,-0.63780576,-0.7750206,-0.5919591,-0.28783083,0.22001252,-0.89307153,-0.4530453,0.36516553,-0.92496955,0.32929334,-0.5097922,-0.059523173,0.010585986,-0.18486033,-0.16677307,-1.1951869,0.19535917,0.6418494,-0.2764969,-0.2137262,-0.039153263,1.2276648,1.2804644,-0.43989873,-1.6108189,-0.05458671,0.07319835
22883,0.029811934,0.20753495,-0.418057,2.555465,0.21800101,-2.6423352,0.18053651,1.8911519,0.21544261,2.6275406,0.15348893,-0.07514149,-0.6046859,0.30539444,-3.8245502,0.30758592,1.4312,-1.4962636,0.10482602,-1.2998914,-0.048667625,2.3520586,1.4115496,-0.23996463,-0.021454856,0.023352405,0.022882879,-0.9239693,0.34818125,0.47355855,0.32412046,0.10857245,1.7639446,1.1061833,-0.6758161,0.23930469,0.11486676,0.5371596,-0.54689157,-0.16565183,1.0604511,-1.7447103,0.11848153,-0.046049982,-0.4396016,1.4627756,-1.478196,-0.1888807,0.52006024,-0.25172627,1.486643,-0.8559725,0.24123201,-0.48090306,0.22568569,-0.069928125,-0.5535304,0.2542,1.192296,1.2990514,1.7146409,-0.0056890026,0.49799684,-1.19585,0.05089107,-0.18994594,-0.19224311,-0.292408,-0.39960748,0.6513151,-0.29859698,-0.04031661,-0.9437597,-1.1132623,-0.6462032,-1.3214784,0.14434357,0.60240537,-0.49353147,-0.69376045,0.21613106,0.086649835,-0.4231103,0.073121354,-3.1609488,-0.7366235,0.102481574,0.43323088,-0.33732182,0.04896623,-0.5326693,0.18598565,0.27979955,-0.383568,-0.863723,-1.0479902,-0.049789123,-0.6089804,0.98944795,-2.3346548,-0.12779248,0.09171836,-0.8761689,0.46093816
22887,-3.180495,-1.1917027,-0.040577978,2.3402255,-0.016796589,-2.1369104,-2.0121837,1.2290416,-5.3844757,3.0367506,-0.58064586,0.06209421,-1.6591871,-0.095231295,-0.43314993,0.46790087,-4.6024504,-0.7483163,-1.0877041,-2.9179873,0.6567877,3.5751352,-0.049613677,-0.2556905,0.113714024,0.921207,-0.7145066,-0.08274159,-0.042676613,-2.0818706,-0.15920508,-2.0532038,0.4103747,0.061095327,-0.52009445,0.3356047,-0.5287396,-0.27278295,-0.2391903,-1.9989305,-0.07607058,0.91386724,-1.3329813,1.3792001,0.17272653,0.044046104,-0.12383497,0.6732608,0.827228,0.28585133,0.32461357,1.9016461,0.32500902,1.1034664,-1.3619666,-0.7372203,0.13698393,-2.9093,4.064309,3.3068516,-2.425084,-1.2212235,0.21904506,-2.24395,0.14644043,1.5546767,1.1664926,-0.13990942,-1.3264871,-0.19595069,-0.54169124,-1.1260444,-8.0624895,-4.6458364,-6.9630365,0.059864894,0.4703545,-0.47512338,0.65279865,-0.47271574,-1.6092036,-1.3429394,-1.6216803,0.40881252,2.8022969,0.38591945,-0.3482229,-0.38832462,-1.2626262,0.8762965,0.2175796,-0.5672935,0.24557565,0.31150514,-0.762007,0.5563135,-0.32854363,-1.6393367,-0.52650785,2.8348079,-1.4466541,-0.51406586,-1.5237917,-0.3827435
22889,-1.366043,-1.29913,-1.3720652,0.22264454,0.2896406,4.541543,-0.99738014,1.8229103,-1.6102386,0.59436756,-0.4666248,2.3612251,0.22962901,2.7073326,5.3348503,0.7519567,-2.0823998,5.3314705,0.6767485,-0.47809494,0.035407722,-1.1449556,-0.8246129,-0.76826537,0.35787648,-0.19350865,0.40372154,0.64138377,-0.06657866,-1.0362974,-0.18065786,-1.5174153,1.9325169,-0.8953618,0.5152556,0.45403185,0.467329,0.029174551,-0.4438401,-1.2315075,0.16799448,0.6508118,-0.5503767,2.89735,0.20250954,0.40915218,0.60699296,0.66985446,1.0899909,-0.67218363,2.0804574,2.0862434,0.7078068,0.81836927,-0.04435126,-0.11753149,0.0019392371,-0.8593,8.823625,9.179131,-1.8952723,-1.0678185,0.86705816,-0.058800004,0.44330943,4.448752,4.465304,-1.0214512,-0.687473,-0.14686719,-0.043076564,0.18692374,-3.0921354,6.8009796,-2.58193,-1.1645274,0.26218638,-0.54086334,-0.13961545,-0.2867231,-0.43296343,-0.32352102,-0.20663267,-0.22340824,3.1169345,0.098275214,-1.0843084,-0.9424897,0.14972593,1.8869892,-0.35142615,-0.69450593,0.5295449,3.5129974,0.50762606,-0.1822072,-0.5822729,0.366645,0.82834655,4.39829,-0.30623367,-0.58679557,-1.766479,1.7292898
22905,1.1617024,-0.70696163,-0.72658306,1.172241,-0.21137214,-0.76859623,2.0627291,0.87088966,3.6601095,0.83654684,-0.853217,1.8185167,2.0489924,1.4270885,6.6190004,-0.09751088,3.7090502,4.348626,1.0360925,7.1059856,0.9052388,0.33499533,-0.021878213,2.4920335,0.5084979,0.64521694,0.7975862,-0.49565688,0.25911075,0.6637534,-0.18817544,0.92361164,-1.0461861,0.7053827,1.0729575,-0.5507001,0.393344,-0.36193988,3.6543956,-0.15980321,-0.39172944,1.3690988,-0.33332446,5.8509502,-0.16387,2.2018847,2.2951212,2.2310855,0.65928215,0.15911037,1.926898,-0.88646144,1.3844513,1.625133,0.064321995,0.97351754,-0.16109084,3.0504498,0.22924286,-0.5532031,1.1111614,-0.48039675,-0.547116,2.1941,0.5645524,1.3064852,-0.2537959,-0.15530734,-0.99066794,0.15433848,2.837768,-0.4707152,5.887278,2.0294504,5.4472423,0.33910826,-0.83602035,-0.3363899,0.16957559,-0.5799876,0.3977852,0.36607242,-0.55180436,-0.08206031,-2.3396368,-1.185462,0.21659479,1.1323311,0.27653223,0.66767067,0.14835179,-1.0139562,-0.6709578,0.7545979,-0.6124436,-0.38641167,-1.1206079,0.40405142,0.4600793,1.0165192,-0.35589212,-0.4896468,1.2594827,-0.48906386
22908,0.9911871,-0.80385953,0.047139958,2.0263958,-0.04453449,-1.5048476,1.7557082,0.08386111,-2.46559,2.109066,-0.2675085,0.6648182,-0.28669775,1.879946,-5.2992496,0.500222,-5.8503504,-2.4237776,0.042386293,-2.2845383,-0.16490096,2.0538933,0.15120044,0.5283222,1.0944781,0.43830526,0.0005425811,0.20627114,-1.0442064,-0.8076788,-0.3064909,0.08656201,1.8184724,0.70348185,0.68736136,0.091066,1.2292641,-0.57698035,0.29705966,-0.5870538,-0.5228585,0.3709603,0.59953225,1.93275,-0.4271171,-2.9920237,-0.7766015,-1.5528781,-0.75954986,-0.8978168,-0.48687604,-2.0550995,0.31519806,-0.11162248,-0.9344145,0.46292734,0.40765667,0.22690001,-6.441282,-3.0061984,0.7715028,-0.12143089,0.5555801,-4.58755,0.5548978,-1.993059,-1.9550358,-0.15255278,-0.6874087,0.57043594,0.08619754,-0.7042251,-2.3445315,-1.6082745,-2.947105,-0.16684656,-0.5967727,-0.10119809,0.7593515,-0.30818468,-0.4204585,0.1524573,-0.34413785,0.5832443,-3.9551678,0.29414615,0.74619293,0.0479237,0.52945554,-0.46035367,0.075922064,-0.6931299,0.2944726,-0.75832224,-0.0027623922,-0.8704523,0.019162476,-0.21331084,-2.038211,-0.45378458,-0.48685697,0.6666276,1.3897158,0.0107554635
22926,-1.0138286,-1.1370633,0.9965477,0.019311294,0.054341182,-4.696087,-1.9302287,-0.82231957,-2.9705527,0.8600981,-0.31372243,1.6704106,0.880171,-0.44489124,3.5264,0.5506122,-0.96025,-4.234263,0.58857274,-2.1250396,-0.7949418,-0.45347184,-0.7398628,-1.4854891,-0.51809543,-0.4236428,1.1372837,0.34160724,0.3162783,0.82375073,0.1945553,1.1648861,-0.58619875,-1.3362312,2.0607405,0.85527885,0.005294949,-0.08045435,0.76051134,1.187145,-1.3174621,-0.34281924,-1.0703719,-4.3762,-0.2891287,0.4006524,0.3791774,1.2515894,-0.5225729,0.5493437,0.10646139,-0.18859398,-1.585459,-0.71920544,-0.24417289,-0.5445866,-0.14277393,-1.85625,2.923032,1.2991794,-1.1564145,0.24533163,-0.050025403,-0.82484996,0.4628208,-0.9669732,-0.634657,-0.17187858,-0.44041684,0.026429236,-1.1692364,0.075518355,-1.3251268,-6.7674446,-0.8455093,0.7019956,0.08034006,0.059220254,0.08641468,-0.19615431,0.49433115,-0.066824436,-0.47577542,1.1502953,6.54784,-0.21945779,-0.46547854,-0.3691144,-0.028144483,0.37384948,-0.40181428,0.2650822,0.69346833,-0.49146852,-0.35827672,-0.3163323,0.30451864,-3.1902008,-0.8189968,4.892845,-0.12642801,0.05023037,0.10972789,-1.3110971
22934,-0.53823805,-0.22150603,0.24798769,-1.2764151,0.33377668,-1.6008902,-0.9883265,-2.3119264,0.5505871,-2.7803943,0.3789455,-2.9075773,-1.5927835,-3.0127559,-4.262,-0.5766426,1.1242,1.0386494,-0.83353376,1.6730839,0.80626076,-3.3366141,-0.4599524,-1.5379021,0.2325054,0.18094808,-1.3514009,-0.11386222,-0.6149814,-2.5640042,-0.9366372,-2.4173474,-4.77502,-0.081250325,-2.6424158,0.6723659,0.22815366,-0.57604367,-0.3852684,-0.59841776,-0.32028952,-0.07422994,-1.282342,0.41750002,-3.8445492,-3.8217564,-3.9191868,-3.8662162,-2.1583605,-1.0054002,-1.6649265,-2.7493339,-0.36172196,-1.7783029,-0.42517316,0.29753396,0.45613226,-1.6541,-2.9584146,-2.0232463,-0.52762383,0.49297768,0.7070149,-1.5755501,-2.0179737,-3.6031375,-4.1783304,0.5888487,-0.579533,0.025584675,-0.8284782,-0.098312,1.0205739,-2.2376258,-0.23355642,0.57426083,0.6256881,1.1352234,0.29971382,0.25753075,-0.7842989,-0.37552848,-0.23304501,0.15320955,-8.117246,0.72955954,-1.3141427,-1.055939,-0.7568679,-0.85655916,0.84765995,0.7528784,0.9143768,-0.2149034,-0.20933114,-0.19188829,-0.28708744,-0.31962645,-1.9360592,-4.567637,0.0906775,0.5889447,-1.0221189,-0.15253025
23,0.0027991533,-0.62684554,-0.23083231,0.606784,-0.3783663,0.433067,1.1456634,1.2689093,3.229369,0.8985354,-0.16460055,2.972205,0.5168312,-0.24673924,2.6318,-0.027581785,3.20725,4.4468164,-0.13962038,3.9285,0.8742851,0.22369379,0.5093987,-0.11899483,-0.50632375,-1.5157516,-0.103943616,-0.5402624,0.1301061,-1.060566,-0.43934008,-0.5283214,1.1865301,0.14173815,0.16909984,-0.45207042,-0.3579525,-0.03934016,-0.12898704,-0.6768892,-0.6483418,-0.4078712,-1.5577469,3.7547998,0.761464,1.7523899,0.9171641,0.22742786,0.033302724,-0.95968664,0.5694956,1.3814703,0.43522492,-0.902261,0.12966572,0.30034795,-0.21368709,1.09795,2.5978017,2.0819774,0.38074505,-0.029757917,0.25474215,2.73065,-0.21505019,2.7272925,3.0613532,-1.0051147,0.6646149,0.20826232,0.00078074634,-0.5073292,2.747794,2.5995328,4.295446,-0.07569023,-0.07955119,-0.1918713,-0.54068077,-0.85145336,0.06586957,0.41894,-0.6477349,-0.48626912,1.9406675,3.2066307,0.034356605,-0.7435952,0.39539105,0.11713272,-0.488605,0.46515965,0.5445993,-2.0612652,-0.3237975,0.5912218,-0.035477586,-0.44553125,-0.41081885,2.2615638,-0.47600788,-1.1171983,0.9574509,-0.87434053
230,-0.24681942,0.48246878,-0.47783184,3.9096982,1.2652822,1.8640399,-0.72100306,-2.4517896,3.848977,2.2831516,-0.19197638,3.345512,0.4833138,7.2779083,9.431049,1.995069,3.38045,3.2550764,3.1512403,4.0696845,0.04733783,2.0633688,2.6537056,3.1165876,1.8331412,2.536476,-0.8702609,3.2239082,-0.5955975,2.0535102,1.2406856,1.7971723,7.3075314,0.46451968,1.9270012,-0.7785394,-1.2769854,0.035428338,3.9286263,-0.12817082,1.809448,1.6985376,5.6595225,4.20165,0.33246502,4.7346377,10.0,10.0,-0.59414387,-0.6051677,0.27459365,0.41895407,1.5373923,0.6571952,1.3821476,1.6924733,0.32054588,2.3137498,1.8045797,1.5664891,-0.95338005,-0.22560392,-0.61937964,4.7164497,-0.09578566,4.2368684,2.8974795,-0.37802252,-0.17696176,2.1113355,-0.47701395,-0.5111295,4.050523,6.7638545,4.1439977,0.28623268,-0.5412691,-0.5771092,0.087207384,-0.58431923,3.4617283,-0.20777014,3.1445935,-0.104625635,-1.4416379,-0.4816739,2.9664516,3.962237,4.832785,-0.29282638,-0.16584176,-0.36849204,-0.28640687,2.5393047,-0.31375903,0.2812912,-0.33229977,-0.6124482,-1.1800485,2.1305933,1.2736344,0.17994054,-0.60231936,-0.56551516
23011,1.7476661,0.037610725,-0.7093437,0.30747354,0.09108797,0.21683033,1.483176,1.9686232,5.2969227,2.4344714,-0.7122575,4.2777815,1.0089755,-0.38793927,2.6848001,0.035261974,3.4201999,4.9170485,1.8300164,4.3311186,-0.83990073,0.90742445,0.52728057,2.277601,1.1120626,-0.31335837,3.6383889,-0.90488446,-0.9486379,0.029434215,-0.5955624,-0.25097522,2.243509,0.537648,0.027473647,-0.407961,-0.17145585,0.08900525,1.7689428,0.80091906,-0.67381895,1.3590457,0.437792,5.40685,0.95479155,-0.4498951,1.7863607,0.34809953,-0.35459822,-0.73684627,0.02477479,-1.4951289,-0.6730309,1.1365942,0.27046257,-0.00046119094,-0.23625654,2.68305,3.4459205,2.2665913,0.47223103,-0.39143768,0.08478186,6.17655,-0.6494596,3.575929,3.4794588,0.9825923,0.62040657,0.17173927,1.6682692,-0.07959686,4.7361813,1.8536091,4.9959035,0.37547654,-0.08987402,-0.3446886,-0.5112575,-0.4752295,0.023677617,-0.38211346,-0.8234875,0.19865984,2.599069,0.6435354,1.1752088,-0.39043128,-0.11220954,0.5448518,1.2265486,-0.09908951,-1.149029,-1.0250869,1.7066323,2.5501919,0.2101684,-0.21002328,0.8970111,2.9941125,-0.6984369,-0.9372823,0.89095694,-0.36444366
23013,-0.9482396,-1.2942523,0.4926864,-1.1788707,-1.0316817,-1.4229195,0.027041554,-0.42842203,-2.6895566,-0.5617808,0.5168686,-0.5171049,0.44261855,-1.0967333,-2.03265,-0.015789896,0.565,0.51985097,-1.3645293,-0.8578686,0.26687926,-1.467111,0.2795614,-0.057778686,0.32733145,0.5332153,-2.4741392,0.32347375,-0.016154714,-1.3603648,-1.151635,-1.5841068,1.6101784,0.25762096,-1.2634656,0.3241673,-3.5180802,-0.6423915,0.55980307,-0.18792316,-0.31032747,-2.6209002,-1.2289556,-4.2189,0.04367642,1.3835392,1.0090756,1.7511274,-0.99733174,0.23002341,0.07668008,-1.6464634,1.2411637,-0.11520502,-0.7301778,0.61045593,-0.12454194,0.2629,-1.8332632,-0.5304963,-0.16647448,0.6514957,-0.04778874,-2.8045,-0.6956803,-0.6448927,-0.803325,0.23721932,-0.26536897,0.36390907,-0.56769127,-0.83686244,-1.8447495,-3.1951423,-4.4521637,0.51221883,0.0072854804,0.5116562,-0.33646846,-1.1734933,0.80456746,-0.06130282,0.21997458,-0.06379213,6.7382774,0.46878216,0.43228957,-1.7571744,0.6743865,0.82755876,-4.4445076,0.46331185,0.8427371,-0.8498574,-0.38365188,-0.6872331,0.6057091,-0.8493258,0.8986113,1.1910167,0.46534908,0.47271997,-1.6579692,0.37630966
23014,-1.6378047,-0.24544427,-0.85199887,0.95091426,-0.055033386,2.003508,0.16420487,1.0150026,3.0599904,-1.6998618,-0.651384,1.6439362,1.1818815,0.25961635,1.87725,-0.2939114,0.09639999,0.5395885,-1.6821089,0.27749994,-0.5534868,0.6375102,-0.1842331,0.9316405,1.5031575,-0.073449016,0.4449746,-0.36656517,-0.07581095,-0.9188967,-0.5684312,-0.6649972,3.2550077,0.8039707,0.017228737,-0.74107456,-0.15970461,0.9660822,-5.0270033,-0.26254892,-0.37501395,-2.851033,-0.4242413,1.39695,-0.70048004,2.9033494,1.3261428,-0.63565946,-3.0459394,-0.28809485,0.23531932,-4.696756,-0.3354634,1.1243026,0.32763988,-1.9529586,-0.19911757,0.89085,0.52462494,1.5776465,0.09069523,-0.21196744,0.06533314,-0.76909995,-0.4442119,-2.0647302,0.06803754,-0.308927,1.5293465,0.07677823,0.6422139,-1.7201861,0.41298997,-3.4019134,1.4323078,0.3749488,-0.043215655,0.16499788,0.20779155,-0.037838757,-1.9418373,0.25985828,-0.52986187,-2.1918252,0.24039704,-1.7618089,0.84805465,0.32321352,-0.057321884,-3.6358092,-3.5179048,-0.2664719,-0.0023762956,-1.879313,0.35285318,-3.8338168,-0.27062914,-0.48134828,0.85109365,0.37258053,-1.913043,-0.39100456,-0.9356188,0.25774482
23029,1.0023729,1.5052338,0.36694556,0.13359657,-0.22575904,2.182991,1.0243263,-0.08273702,-0.2663741,-1.0815389,-0.071326084,1.4009298,-0.13956091,-0.56669843,0.62060004,-0.20308745,-1.25015,-1.5444009,-0.08764148,-0.97619414,-0.12007047,-0.5484045,-0.5159595,0.18172738,-0.31204975,-0.64149743,1.4533352,-0.44265154,0.3482684,0.11702688,0.11061925,-0.14258063,0.66590726,-0.7326147,-0.7687206,-0.3567304,-0.46023172,-0.14200175,3.0416253,0.5251039,-0.25505,-0.23396166,-0.3695223,-1.3236,-0.10785199,-0.26640826,0.0026331916,-0.32886457,0.7713256,-0.8590885,-0.23773085,0.42012173,0.82166797,-0.22807819,-0.3952195,-0.74195886,-0.27179134,-5.11535,0.8026222,0.8374854,0.8780482,0.68386865,-0.1740031,0.6968,2.8978136,2.0987422,2.41655,0.105521396,-0.2612766,-0.114034295,0.09675007,0.38461992,-1.1854606,3.5871778,-1.7630628,1.0242407,0.33915102,-0.2335402,0.23999044,-0.738293,-0.45544755,-0.36321983,-0.16424358,-0.35845402,5.526287,0.30163315,0.21656936,-0.21856974,-0.68975264,0.9689148,-0.13689351,-0.033577606,-0.3945948,3.1423779,0.7862991,0.19987363,0.37293175,0.8983085,0.68379754,2.3687766,-0.29217738,-0.5676491,0.7282621,-3.9488838
23038,0.7189917,-0.011595994,-0.25508747,3.0466392,-0.6403652,-1.0203367,-0.42862046,0.7844699,-2.3297005,3.808279,-1.2606927,2.7247276,2.121617,2.741406,-1.8845501,1.706198,-2.5701,-3.5306067,1.5288104,-1.1762328,-0.45461285,4.5479674,-0.09845712,0.27698386,0.22943616,0.84373426,0.7086545,0.03364557,0.005436003,3.1264868,2.1656303,3.353325,2.7093732,2.409392,3.6943853,-0.16426966,0.20369336,0.81036484,3.0410936,1.425834,0.72707915,2.9166722,2.1364634,-3.82965,0.12597394,3.0800657,6.415678,2.8663645,4.957616,3.026972,3.805069,-1.016497,-1.8409506,5.648968,-1.2495053,0.7411743,-0.92666256,1.5527,0.28097373,-0.60040975,-0.15447788,-1.1637049,-0.7528219,-4.023,0.28443754,-0.39211124,-0.8667642,0.3430964,-0.096076846,0.11536458,4.3058624,-0.07999926,-2.4738007,-0.19542599,-0.35798156,-0.5560365,0.055538863,-0.38155904,-0.00435511,0.24048415,-0.14674547,-0.13221855,0.7540401,0.17331117,-0.0683676,-0.22456557,0.74398595,1.3343973,0.5509622,1.4760046,0.10395077,-0.6338848,-0.15759313,2.0159392,-0.46172267,0.36313486,-0.32653022,-1.1897913,4.0797753,-0.049594887,-0.55704224,0.22308278,0.12814064,1.1950196
23039,0.48779923,0.65536714,0.037335135,0.9507998,0.2680133,-0.043836832,0.198081,0.34581977,-4.585564,0.8389784,-0.048613757,-0.47640103,-1.3127247,-1.1297629,-1.4038,0.26433197,-2.7013998,-3.9242115,-0.46334636,-2.2925618,-0.11784327,1.9495056,-0.63189465,-0.87243134,0.42019954,0.013617784,-0.23035268,-0.02430274,0.48560974,-0.6491469,-0.0782286,-0.110651225,-1.0261816,-0.26827806,-0.3531245,1.3363477,0.012789726,0.6086632,1.1012877,0.7848295,0.27204466,0.89636827,0.26007253,-3.11665,-0.03271378,-1.9989877,-1.7866086,-1.0670888,-0.6057348,0.52836436,-0.23790775,0.448211,-0.114240855,0.32645655,-0.27269,0.62580514,0.009972786,-1.7820001,-2.9302597,-1.8242942,0.76840186,0.042966574,-0.4222334,-2.593,-0.32297137,-1.7409079,-1.9263315,0.6359039,0.80623215,0.43387768,-0.7670898,-0.53292024,-2.0054977,-2.1541104,-1.9671669,-0.006442383,0.89427745,0.5859026,0.01972051,0.8231021,-0.029964201,-0.42371494,-0.16501617,-0.41565466,-0.5196156,-0.4065951,-0.39294243,-0.041161567,-0.57411236,1.1568804,-0.95505005,-0.70264304,0.9304656,0.80430514,-0.37534338,0.048425645,0.538598,-0.06475419,0.41140532,-1.3349588,0.72112966,0.5802907,0.4321435,1.2078383
23061,0.27933413,-0.2464268,-0.8241166,0.42437342,0.55187756,-0.4669437,0.80674624,0.029741973,3.1505647,0.92644495,1.040467,1.1298654,1.4616044,1.055058,0.36585,0.76589406,3.1249,1.193464,0.91701484,1.089476,1.1218657,1.1069226,0.46697667,-0.42645994,1.6060717,1.4527655,0.19701771,0.24143331,-0.52176917,-0.22654125,0.623966,-0.46110374,0.46800548,0.064187735,-0.30008885,0.06280027,0.6571136,-0.3627118,-0.76217896,0.19479904,0.047009468,0.114511475,-0.4264251,3.0246,0.57376194,-1.0840199,-0.5508211,-0.8514541,1.4124758,-0.10892902,0.3352498,-1.3866851,0.888105,0.47205624,0.52629316,0.5425902,1.5106995,-0.27144998,-0.7550335,-1.496145,0.9316529,0.16191134,0.509228,0.48070002,0.0595192,0.54162306,0.8462886,0.43490937,1.5513575,-0.5423123,0.46403027,-0.047517806,1.9186592,-0.015357286,1.755558,-0.42855328,0.27759075,0.93245894,-0.5113823,-0.7815561,0.6053821,0.33658633,1.0578275,-0.09048425,-2.1362112,0.6262661,0.24547493,0.49442196,0.65633667,0.24360403,-0.13850814,0.31086212,0.50495887,1.1532636,0.1731053,0.118617885,0.7244986,-0.3961607,1.3173631,0.41514063,-0.04847014,0.4155616,-0.09223044,1.5544264
23076,-0.44523436,0.45620364,0.5766332,-1.0855172,-0.18415815,-0.75209993,-0.4131205,-0.6413238,-9.105887,-2.314568,0.33806908,-4.6989975,-4.04593,-4.9738765,-8.98785,-0.7589057,-8.7228,-4.437883,-1.9562399,-6.515555,0.47139546,-2.4242606,-0.45859134,-1.8240063,-0.61257416,0.4159276,-1.6717253,0.26476884,0.15279628,-2.7483103,-1.7391796,-4.8063564,-0.8017659,-0.6047144,-2.9446309,0.35847402,-0.4287606,-0.7729292,-1.5668058,-1.5172246,-0.80903053,-1.2694542,-1.9513472,-8.1702,-0.28404164,-0.88509357,-0.7899242,0.6454204,-3.5741746,-1.6126528,-3.0073836,1.5831296,-0.36257952,-3.8963168,0.17161052,-0.7608988,-0.34729147,-2.7374,-4.9277287,-3.9901276,-0.028032482,0.660215,0.22840087,-7.4299498,0.123784736,-7.0132933,-6.0100136,0.61757684,-0.9774377,0.4043612,0.21711776,-0.17693351,-7.4749827,-1.579884,-4.998351,-0.15974088,0.5686297,0.27239835,0.47502688,0.19180885,-0.10513663,-0.39955455,-0.23718005,0.7893491,-5.377837,0.9522728,-1.2029865,-0.46146154,-0.60807145,-0.4955411,0.502317,0.3928579,0.94856644,-2.055862,0.5669426,0.005300015,0.4063959,0.34067023,-2.5100884,-6.2192755,0.07905723,-0.0993651,-0.84895027,-0.93601644
