,ST16924,ST17220,ST17263,ST17530,ST17584,ST17700,ST17802,ST17956,ST18022,ST18776,ST25585,ST25588,ST25604,ST25612,ST25613,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25870,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25920,ST25938,ST25947,ST25968,ST25998,ST26024,ST26070,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26267,ST26349,ST26374,ST26376,ST26526,ST26528,ST26628,ST26673,ST26678,ST26737,ST26745,ST26764,ST26988,ST26992,ST27058,ST27087,ST27088,ST27219,ST27223,ST27284,ST27341,ST27403,ST27494,ST27522,ST27526,ST27540,ST27602,ST28012,ST28016,ST364,ST377,ST403,ST609,ST61,ST610,ST621,ST642,ST647,ST689,ST823,ST967
79094,0.475622,0.22467321,-2.0406485,0.20011719,-0.038858347,1.3445671,0.9938088,-0.5091839,3.293155,0.69057673,-0.554773,3.2248425,3.1002,3.151981,3.0204,0.43260968,2.5743,2.4976768,1.397432,2.746438,-0.5851301,-0.34006715,0.72414327,2.4505064,0.56908554,0.2893629,3.503054,-0.37450063,0.49305755,0.7440127,0.7491503,0.7299732,1.9555688,0.0061015952,2.5037966,-1.24873,2.1170268,-0.048114024,4.0908694,3.3900044,1.6419625,1.535178,0.90727955,2.9756,0.8906133,2.5197911,4.536741,0.58094347,-0.48763692,-0.7869177,0.45872658,-1.4044352,-0.041830245,0.86565244,0.8677483,0.08018504,1.0388161,2.0001,0.8406646,1.9420336,0.91392636,-0.6123655,0.3598836,2.97015,-0.66654146,2.5005183,2.5835745,-0.77800524,0.855819,0.3357619,0.3809318,0.032093566,3.5695033,1.8290752,2.916602,0.2852853,-0.33061072,0.49334034,-0.8386113,-0.88182974,0.6062313,0.37996066,-0.62435055,-0.40478376,0.18368725,-0.25373057,1.0991459,0.4734675,0.3356353,0.47512066,-0.023813114,-0.09031242,2.731838,0.19455132,2.0811076,-0.55183107,0.13422473,0.7256767,0.40010273,2.4746532,0.10825926,0.028344817,1.0511047,-0.15379703
79143,0.26418585,0.21890087,-0.9476882,3.2947035,0.009491637,-2.4829748,0.60876083,-0.098789155,1.1309091,2.9043078,0.27464813,-0.35606736,-0.9542297,0.58340454,1.21855,-0.6130854,1.44665,1.3548684,1.2249857,1.1274006,0.7232851,3.3008075,0.3245182,-3.0168605,-0.051090173,0.20275834,-2.1235707,0.88263124,0.32630658,-1.9516653,-1.007328,-0.46932754,-1.4226618,-0.3012152,-1.2779832,-1.1117202,0.22091982,0.90954775,0.91549516,-0.9307414,-1.3527536,0.2617177,0.6369923,0.08874999,0.21912026,-2.6021268,-1.1258197,-0.8595534,-1.1624428,0.21379805,-0.6543632,1.5134964,-0.26095814,-0.6594057,0.33519462,0.8783927,-2.2832012,0.20874998,-1.420215,-1.0008875,0.5731509,0.6907077,-0.6698711,-1.1881499,0.5304562,2.8585231,3.1280906,0.019659903,0.9444082,-0.77846617,0.09353791,0.89061326,0.59082836,-1.7428381,-0.6871655,-0.44063103,-0.13479698,0.21496113,0.63927233,0.18747094,0.51639086,0.4235805,-0.32267845,-1.2144746,-7.311566,-1.4810748,-0.18232405,0.74456763,1.0788147,-0.18883647,-0.2955491,-0.32869297,-0.0040741414,1.1320429,0.064072445,-0.33795315,-0.18380636,1.2233863,-0.41978928,1.4468386,1.0339795,0.8304547,0.045596004,0.03620492
79170,0.28436902,-0.622467,0.20000893,2.0909488,0.25201407,0.32499272,0.15071672,0.91727287,6.6578264,1.6887585,-0.19810884,3.6348379,2.2249877,2.219936,2.2117,0.27598408,5.21655,6.2596393,0.7719011,4.1872244,-0.2538007,2.2649693,0.63614655,1.3177615,0.44031203,-0.40617198,1.7897506,-0.92598295,-0.6309594,2.842841,1.6745158,2.3746226,0.8345682,0.37054837,3.346219,0.21367657,-0.49787587,-0.11819977,0.33622152,0.13638045,-0.43470222,1.0708101,0.7183468,5.8079,0.87294924,0.6364755,0.9343984,-1.1419929,0.26555327,0.19573508,0.8081134,1.9664327,-0.9196034,0.75645274,0.47564992,0.29136565,0.025595278,2.5384002,3.8661397,2.6364584,0.16747428,-1.6083548,0.24379249,4.62175,-0.02071007,1.8955262,1.4653233,0.002708003,0.82215965,-0.31482306,-0.96610004,-0.5892312,4.7720633,2.7470105,6.187509,0.02559352,-0.8501414,-0.55175513,-0.76602674,-0.88178515,-1.701137,-0.72056013,-0.07778543,-0.43400896,-0.7968581,-0.4915052,-0.22507489,-0.48492014,-0.14356688,-0.96258193,0.105642214,-0.16129637,-0.6657878,0.2406063,-0.86347204,-0.6183626,0.004296258,-0.7536392,0.771456,0.2611406,-0.3910884,-0.98735905,-0.63995785,-0.45733857
79174,1.5461168,-0.040228017,0.7900263,0.15182781,0.81414545,0.20163175,1.7465985,0.84609103,7.2205434,0.7303071,-0.8079174,3.5371337,3.28129,3.5527985,4.8831,0.45156127,5.5017,5.8385544,1.2781556,4.4633613,0.43787375,4.239272,0.3765544,-0.28114232,-0.5634664,-1.1269763,0.73755574,-0.6540135,-0.45691103,1.2705911,-0.09563964,2.7261455,1.6788719,-1.0515718,1.7577671,0.8422642,2.97523,1.6982039,0.9615467,0.5896109,-0.39814323,0.03582978,-0.8641617,5.89835,0.5094598,1.5290734,0.066366255,1.5175778,0.3816133,0.32292017,1.1042161,-0.2519953,0.8701521,-0.1823656,0.5245352,0.017178372,0.48584515,1.699,2.570806,2.9778266,0.9157436,-0.17677721,-0.17242569,2.9832,-0.51090103,4.008688,4.193857,0.7087523,1.0445737,0.5282545,0.2427014,-0.0014114678,6.3736706,4.9067655,4.2596326,0.12692524,0.07086094,0.33960283,-0.38783145,2.0976043,-0.047160298,-0.51748246,-0.27242234,-0.19023004,-0.3301517,0.18772402,0.6899369,0.821465,0.9629227,-0.20496145,1.3646148,0.4012652,-1.107333,-0.52819216,-0.18276784,1.8638638,-0.005100228,0.44872096,1.3763986,3.169808,-0.1187374,-0.5075635,-0.15485665,0.242616
79187,0.63860905,-0.24020705,-0.54387945,-0.082520604,2.3850343,1.2931669,-0.6973135,1.095442,8.272836,0.53665733,-0.5462478,4.1452885,2.2519357,0.3591205,2.0992,-0.26216835,5.54205,6.2760983,0.44997525,6.55817,-0.40103847,0.24397254,-0.062063485,0.36644837,0.22836703,-0.5355885,1.1412433,0.4527984,-0.6425984,0.1906705,-0.50743955,0.2630639,0.36490554,0.2355567,0.89871925,-0.84146416,-0.091230735,0.5526619,1.3811457,-0.10178644,-0.5106565,0.8005733,0.11917873,6.5293,0.5496201,4.4921947,4.76519,3.9036465,0.99923205,-0.11340594,1.761416,1.9860108,-0.09685627,1.5423794,1.282699,0.39698195,-0.6762198,0.71695,1.9468088,2.4602327,0.67297584,-0.55209666,0.069083646,5.4424,-0.5354012,3.6309476,3.6200895,-0.82826823,0.93604577,-0.5280975,-0.7816551,0.23348044,7.5972395,2.1627977,7.504815,0.036416955,-0.5078874,-0.5302262,0.013019569,0.31242836,0.13473564,0.9376366,-0.32846314,-0.36171767,-0.2168104,-0.6196404,0.632047,-0.18386453,-0.34676692,0.036470354,0.09052072,0.77348244,-1.1891474,0.111983314,1.7749176,-0.97199255,0.2872436,1.6950903,1.2134602,2.049312,-0.75667226,-0.59623563,0.10399485,0.018704593
79600,-0.23452157,-0.6185614,-0.728258,1.2892864,0.5744273,-0.2910207,3.5972397,0.6656022,8.2771435,-0.1486156,0.30334538,0.49792123,0.54912573,-1.7009575,1.14785,0.1870612,6.9708,6.912444,1.6454077,7.4321632,1.2951193,3.405273,1.3514774,0.46545416,0.3957638,-0.07192252,1.4519525,-0.47840044,-0.10614064,1.3199003,-0.11231058,1.5202394,2.326293,1.4857919,1.6429365,-0.18678622,3.6826682,0.9708137,-0.85843265,1.1637275,0.9378026,1.327709,1.6901277,0.3161502,-1.1273297,-0.99819547,5.5543003,3.8162484,0.57943064,1.1852615,1.5289418,-0.57463205,0.3028134,0.71954405,-0.4834886,-0.14673164,-0.8734803,1.81105,0.12983245,-1.1408385,-1.098574,-0.2495131,-0.6549976,1.8915501,0.23954232,0.4412503,-0.9624136,-0.7642088,2.480239,-0.30439827,0.058713436,-0.20043401,8.30154,1.56402,7.2693567,-0.30132434,-0.1277494,-0.35007054,-0.5682148,0.4774096,-0.1019603,0.94710463,0.041917518,0.43305373,-0.114497416,-0.30529362,-1.1294243,0.19382843,0.22967918,-0.18526666,0.43136358,-0.43461347,-0.56010777,1.6310256,0.31326553,0.90579975,-0.36482048,0.8445202,1.8137064,-1.5353087,-0.54895437,-0.25984204,-0.9679949,1.1424083
79643,-0.6212557,-0.061799757,0.46639204,-1.8085847,-0.05651082,-2.5195055,0.6006485,-1.9476573,0.18226516,-2.215305,0.07881676,-4.3107595,-1.6996703,-3.145629,-2.0862,-0.8359982,-0.11084998,0.2037632,-0.3543129,-0.9370843,-0.6757458,-2.0910776,2.5994322,0.6096946,-0.073852286,0.07098067,-1.7046218,0.14758995,-0.27212965,0.2405278,0.28224668,-0.19414105,-0.9516581,0.75497246,-1.7537855,0.20905441,0.26795226,0.01473619,-3.2629235,-0.402327,-0.49654388,-0.67602575,-0.78105974,-3.992,-0.5376974,-1.2750452,-0.29836065,-1.7246308,-0.43261147,2.2029557,-1.6896505,0.75591177,-0.6891011,-0.27732664,-0.18354133,0.19587977,-0.3687172,-0.84854996,-1.5735061,-2.2276165,0.065149836,-0.076853774,-0.3082883,-3.49585,-0.42477173,-5.1154895,-4.506078,1.3650576,-0.78475446,0.19117656,0.14526273,0.6170322,-1.2631636,-2.9376278,-2.515903,0.50623405,0.4146682,-0.11696469,3.830503,0.9133252,0.6524155,-0.27746654,-0.021263707,0.3867608,-0.6254692,0.92150897,-0.1263042,0.9826722,-1.2722174,-0.3593074,0.73047173,0.63538945,-0.09809044,-3.8837595,-0.34315228,0.115044296,0.12394042,-0.012283027,-0.7012261,-3.1476622,-1.1391593,0.677439,0.34132943,-0.32628644
79716,0.32453004,-0.0062663443,-0.6004636,0.89736366,0.010341301,2.0159736,0.24801101,1.9232434,4.759074,0.55153793,-0.1602485,3.0673256,1.477869,1.2941641,2.15515,0.3389148,4.6391,3.1821353,1.6676395,4.3136835,0.4523938,-0.06209585,1.3508129,1.1137012,0.17818907,1.3138169,1.2198024,-0.46134996,0.7496591,1.5872277,0.03377012,0.41955766,-0.95625925,0.14171675,0.34411407,0.8336126,-0.8495084,0.96344274,1.0013041,1.2616698,0.8144719,1.7422919,0.21152368,4.1592503,-0.2914332,-1.5544621,-0.48679674,-1.3602705,1.4872445,0.66621214,0.96465427,-1.200162,0.97207856,0.9420208,0.84767306,0.33023158,0.15175165,1.4337499,0.58658737,2.2022853,0.0619765,1.6056145,-0.5347009,3.17155,0.0026542544,1.1977412,1.0990598,-0.6747858,1.4565982,-0.5615329,-0.59764266,0.9698655,6.4031773,3.5731845,4.2107983,-0.9228464,-0.09466821,-0.9289875,-0.4475125,-0.03403309,-0.47691458,-0.30530202,-0.1735074,-0.09004094,-2.362448,-0.28896105,-0.14668009,0.4372913,-0.18717588,-0.7521712,-0.95838755,-0.37382558,-1.0837433,0.08303463,-0.6210326,0.3659893,-0.29273194,-0.65333045,0.2357823,0.518238,0.25198188,0.32135144,-0.45604348,0.04253769
7982,0.05052083,-0.70532334,0.70740056,-1.1928195,0.32573244,-3.4973664,1.0544217,1.2962278,-1.5565665,-0.62065625,0.7435855,-0.58834755,-0.30344257,-0.37323737,-2.2093,0.4116143,-2.7951498,-4.7398024,-0.07915974,-1.7180988,0.16003287,0.022273049,-0.4348296,-0.54602385,-0.034718663,-1.1335775,-1.0989134,1.165178,-1.178203,-1.2616283,-1.00425,-2.3475015,-1.2924304,-0.42562962,-0.7865379,0.73096377,0.33546832,0.050851583,2.792687,-0.27025276,0.72232056,2.9314387,1.9285142,-2.59975,-0.12477222,-5.0378447,-8.062164,-7.882927,-2.167238,-1.2762399,-2.0896935,0.844651,0.49073952,-2.4580486,-2.9547634,0.13938239,0.27639335,-1.91005,5.1172037,3.2411098,0.08970511,-0.09081447,0.7272048,-2.41065,0.14955428,1.5998471,2.0466404,-0.37067565,0.6886637,1.2657981,1.7196628,0.0098185465,-2.941773,-5.657266,-0.092824936,0.7183767,0.6541193,-0.5266762,-0.07320656,0.0061298907,-1.0805615,-0.20397411,0.6918305,-0.3647694,2.2079628,1.22966,1.1003325,0.3976447,0.0611599,0.036968052,0.23892237,0.20336667,-0.18106781,-0.15124772,-0.1157988,-0.7786132,-0.8916197,-1.7762796,-2.9044538,0.9178699,-0.25564805,-0.04882263,0.1704707,-0.88960946
79850,-0.5385554,0.4523377,1.2604429,-2.9145257,-0.13030364,-0.48311666,-0.9929141,-1.8056992,-2.8151414,-3.1742105,0.28416812,-1.2793729,-0.53766584,-0.7373023,-2.22125,-0.028578103,-1.4118,-2.0682192,-0.3599768,-2.628197,0.40327483,-3.720654,-0.6215605,-0.6281094,-0.06854822,0.7553811,-1.9321537,0.16446036,-0.35553452,-1.3129406,-1.3676288,-1.3315003,-3.9186149,-0.07693161,-1.7877116,0.37734848,0.45074445,-0.20996962,-0.57160103,-1.3111207,1.0217421,0.39657378,0.42367747,-2.9475,0.18097714,-6.1204853,-6.680402,-6.0210447,-0.5020079,-0.47862202,-0.77970874,1.8811388,-0.12303682,-0.62050164,-0.40979832,0.20869179,0.07088454,-2.1164,-1.1394978,-1.0222821,0.27262205,0.36682412,0.1215201,-2.2719,0.4111153,-1.49422,-1.3464137,0.3022888,-0.12685353,-0.80505866,-0.6282889,0.93842626,-2.019349,0.90792936,-1.015209,-0.18602443,0.30260623,1.0025656,0.64822614,0.61440915,0.8293564,0.4998822,-0.35119316,0.13389568,-4.4354734,0.61062074,-0.11211139,1.178848,-0.07991618,0.48003376,-0.03621968,0.52948284,0.8184048,-1.4455147,-0.30899355,-0.30458653,0.81359315,-0.11125487,-0.56103885,-0.25630218,0.06673676,0.31820688,0.020173091,-0.5116694
79902,-0.320184,-0.16530773,0.37653327,-1.9897538,0.095133014,-0.37388188,-1.1308835,0.10397981,-3.6685228,-2.1570399,0.6692269,-3.9464698,-4.563347,-4.279645,-6.0493,-0.18524441,-5.18075,-6.3723345,-4.0143847,-5.8789835,0.88525736,-3.5060086,-4.1948175,-2.75535,0.29671836,-0.4067305,-2.1625824,-0.50365037,-0.40382388,-1.5492404,-0.77402866,-2.04327,-5.2094193,-0.32305026,-2.504502,0.21244451,-0.49811262,-0.053355187,-3.1822803,-1.1953247,0.113989204,-0.4982872,-1.2778022,-5.5913496,-0.17711273,-5.2105436,-4.3798895,-4.798257,-2.139827,0.14555809,-1.0269979,-0.024175331,1.2577688,-0.6572871,1.0734593,0.17681077,-0.38906646,-3.4798,-2.1379972,-1.4380438,-0.14332438,0.7674693,0.040611416,-5.3145,0.28596467,-4.19174,-4.07485,1.2741568,-0.60922766,-0.01077994,0.32672074,-0.56621826,-4.282333,-3.8705015,-3.3514388,0.28417858,0.52486193,0.9816556,0.5663182,0.44356441,-0.23350258,-0.5303281,-0.16462468,0.9403026,-4.8246355,0.43618852,-1.331559,0.2658195,0.022321828,-0.16155164,1.6819061,0.47472864,0.6637807,0.99557406,-0.31362325,-0.08337772,-0.78938675,0.51577246,-1.6651804,-3.6588745,0.74805856,0.19710502,-0.4501667,0.7160708
79921,-0.34752786,-0.5639745,-0.121002436,-0.02071686,-0.016669556,0.2817054,-0.4222268,-0.13644099,-0.7685467,0.24876563,-0.5397192,-1.5093652,1.1628857,0.1612096,-1.36815,-0.4800117,-2.0679,-1.3280556,0.71639055,-0.33882064,0.10713642,-0.0847459,0.0327944,0.3815332,-0.3027991,0.10336685,1.5127537,-1.0345098,0.59425914,0.13674113,1.2030175,0.97712207,-0.1797651,0.25890252,0.6434454,-0.0009688139,-0.5703541,0.9248573,-0.8692216,1.0015252,0.8184237,-0.12912233,-0.13824445,-1.5111,-0.92729366,-2.6355615,-3.8742356,-2.3924823,2.8446078,-0.028179348,1.0716395,0.1401215,0.6669003,0.6404966,-0.78990364,-0.20020796,-0.21994725,0.29310003,-2.719796,-3.1454935,-0.010024175,0.38540256,-0.16410458,-0.8497,-0.5894489,-2.4883304,-1.2102401,-0.33163252,0.21092299,-0.5794884,-0.17158338,-0.16958399,-2.6916351,1.3672566,-2.793856,-0.32702643,0.114540055,0.08134279,0.0062616915,0.7404147,0.46944937,-0.11700076,-0.092069834,-0.38022077,0.5801999,0.09285932,0.7749904,0.5876645,-0.326658,-0.849399,-0.29667982,0.92277116,0.5655005,-0.13956659,1.0831625,-1.0593096,0.11420853,1.0240283,-0.01667291,-2.2114775,-0.54270196,0.600624,0.011854369,-0.42953813
7994,-1.0599927,-0.8170657,-0.055365883,2.0821013,-0.8494068,-0.5736944,-1.26264,2.0559516,-1.1452347,2.4337783,0.37347072,-0.6576583,0.17904136,0.59915984,-0.40735,0.015346512,-1.55425,0.5755249,0.06664334,-1.9303674,-0.44881713,2.3040156,0.006626554,0.71946824,-0.39563447,1.7022032,-0.38290924,-0.07264867,-0.1760569,-0.41168004,-0.7372195,2.0908499,3.5012176,-0.3206988,-1.2818658,0.08771603,1.9613944,0.26684806,1.3386862,-1.3168199,-0.3472919,0.115878955,0.54463446,0.9574001,1.0093044,-0.8439916,1.8647673,1.6371039,0.53242725,-0.110691234,0.53879863,0.86782366,-0.9946946,-0.29653212,-0.122463696,0.066652775,-0.7752178,0.1164,2.8468795,2.4835436,-1.1643806,-0.028749913,-0.87626064,-0.875,0.45910674,0.5362197,2.28781,-0.03838117,-0.65803874,0.30605227,-0.5200474,0.10474812,-2.2272632,-1.9523354,1.2270344,-0.37506405,-0.5537519,-0.089361206,-0.7006277,0.17687435,0.21319169,-0.44072074,-0.014033049,0.29321325,4.2720847,-0.24066308,-0.69116735,0.4749033,0.5413922,0.59553754,-0.963899,-0.5758446,0.15451539,-0.48116335,0.6076993,-0.50411093,0.12526163,0.9867259,0.530667,2.2340713,-0.32374793,0.027536258,0.8023077,1.5598862
79947,-0.26812586,0.06984982,-0.9022738,-0.10755567,-0.63141876,0.39272577,0.47347307,1.4759964,5.9820943,1.806503,-0.48519892,2.0301254,1.654881,4.1253085,3.9333,-1.0677019,5.52015,2.4425416,2.1970477,3.8512573,-0.6672578,-0.060662836,1.1277047,0.21191593,-0.8124454,-0.22224037,2.005897,-1.2823356,-0.014790751,0.75830007,-0.24677326,0.74232644,0.5992967,-0.92596513,0.48558742,-0.06421863,-1.0859952,0.79970765,1.8052762,-0.5964581,-0.9408445,-0.11493011,0.23286144,3.9913,-0.025094837,1.0673898,5.1549945,3.9220757,0.35147423,-1.1566275,0.820269,2.1618056,0.41647565,-1.2186561,1.1383965,-0.2872195,0.22232446,0.5178,0.50960565,1.2287383,0.24297413,0.20283815,-0.45937088,5.4706,-0.21233055,4.2533937,5.0702085,-0.61449546,2.1482232,1.0333606,-0.47718352,1.4552318,7.0823755,2.3735344,6.6989985,0.01799919,-0.1486229,0.3368016,-0.40845776,-0.29398096,0.24319124,-0.23468646,-1.0161233,0.12648413,-0.31659907,-0.97325397,-0.12840384,2.230312,0.09411658,1.122684,-0.94534355,0.18476887,-0.7292685,-1.6328999,-0.59123826,-0.28827935,0.7945274,0.56180817,0.34899348,6.1096706,-0.876764,-0.56358534,0.2532802,0.14843339
79961,1.5602534,0.3525369,0.8065987,0.6071416,1.1085649,0.61213106,0.7800493,0.27220657,1.4618546,1.3327427,0.10297426,0.26459217,2.5957155,1.112728,1.6875,1.076722,1.8348,1.8401873,2.7119694,-0.40066674,0.7665128,1.3828657,0.5785418,0.07221836,-0.89726704,-0.63116616,0.7401094,0.58337855,0.41776088,1.1550927,0.93874514,1.3524122,-1.3306354,-0.6174157,-0.3098489,0.9772672,-0.41321558,0.9598826,2.3535113,0.36387736,0.24232218,0.80734587,1.9188228,1.2435999,0.10120756,-1.5681707,-2.4548466,-1.8486869,1.2463845,-0.37107974,-0.02239497,-0.43683186,1.0800416,1.0025611,-0.62719804,1.706068,0.6630745,0.1448,-0.5855097,-1.0696157,1.8752129,0.3276744,0.088234946,-0.3603,0.30520624,-0.24880457,-0.053321138,0.7363199,1.0384892,-0.6518415,-0.5760048,0.95938873,2.1481352,0.87461185,2.4337091,0.5238139,-0.028819412,0.487649,0.8918191,-0.2689402,0.33159375,-0.2692112,0.58079934,-0.27077293,0.34104812,-0.033546835,-0.10150012,0.7202078,1.8489306,0.051007748,-0.50967616,0.1245207,-0.6356889,0.26552647,1.5510789,-0.03484865,-0.22285208,0.8269104,-0.009892747,-0.6102921,-0.122277096,0.105154,1.2466674,0.60884726
80204,-1.8194989,-0.58687556,0.42824095,-1.4306163,-0.25354666,-1.8893741,-1.2307361,-1.6074543,-0.07311508,-1.8287997,0.23302472,-1.040606,-1.2261082,-0.8687642,0.19335002,-2.2551503,1.3156,0.34729487,-1.8137063,-2.4456615,0.4350618,-1.7797585,-0.17401122,-0.8589584,-0.30037737,-0.75662655,-0.48828644,-0.118510425,-0.401776,-0.6415905,0.06022951,-1.7984986,0.07552771,0.32027668,-0.698542,0.5623766,0.27196702,0.059321813,-1.4161766,-0.34814224,0.08283129,-0.6137627,-0.9083445,1.41355,-0.7811087,-0.8726963,-0.6314305,-0.7553777,-2.08138,-1.2836332,-1.6636353,0.39758238,-0.87736773,-1.7169733,-0.40468985,-0.09989745,0.29483116,-0.66025,5.3103023,3.9226232,-0.690826,0.41218024,0.8871104,0.8808,-0.02422247,-0.877266,-0.50017285,0.8785082,-0.008208137,0.0065689515,0.050862625,-0.46667597,-0.11849499,-1.6309023,-0.11450833,0.42521986,-0.37857923,-0.20048034,0.39270055,0.25728616,1.0265844,0.006482303,0.30880916,0.15252617,-0.08418734,-0.34150147,0.5195782,-0.47940308,-0.20571752,-0.8194729,0.15846045,0.9028195,-0.24264616,-1.4975225,-0.29749238,-1.0950685,0.8674169,0.104353875,-2.2620814,-0.32703835,-0.0940993,0.5382327,-1.297659,-0.42046222
80212,0.37257564,0.47611997,-1.0162653,-0.73750246,-1.0671357,0.86737025,3.0243018,2.0079026,1.8244661,-0.58632374,1.6973236,0.27521265,0.98336035,2.2979228,1.5725,-0.05708137,3.25905,-0.7871448,2.4865518,2.2611656,-0.55347997,-0.5014864,4.3673763,-0.58801126,-0.6741591,-0.089713946,1.695442,0.3486963,0.59068996,2.0709028,1.6615855,4.7641935,6.5378838,1.8007461,2.9228501,-0.418961,0.1263651,-0.26751167,3.5419025,0.81697994,1.020818,0.44541422,0.4231847,0.955,-0.90503275,3.405367,4.788725,2.2719595,1.6039932,0.21461555,1.563486,4.993393,2.2285867,2.3149388,0.29899406,3.7507973,-0.13183069,1.6058,-1.4178318,-1.2282839,0.4771164,0.37000465,-0.8728291,0.4816,-0.2058016,-2.2235928,-1.8936447,-0.3743378,0.21133162,-0.17202654,0.027814746,-0.7975794,2.3410408,2.8278332,1.3704491,-0.5248632,0.01720377,0.52850896,-0.49933347,-0.3301133,1.1191115,1.2685106,0.26141995,-0.6686514,-1.4153593,-0.1981621,0.7263021,0.9991623,0.27892652,0.36214688,-0.2683299,0.4246086,-0.8331393,1.2744414,1.2298647,0.060786262,-0.80002034,1.363069,1.778619,-2.7926946,-0.264392,0.8872884,0.7689586,0.5637271
80347,0.14632878,-0.63630617,0.4520486,0.8531336,0.43202996,-1.0632081,0.8851272,0.44693756,-9.407921,0.5055959,0.022847325,-3.9841564,-2.0061352,1.0347879,-5.84925,-1.5833097,-7.1628,0.8098368,3.33258,-6.286602,1.9141506,0.6966398,-0.9939526,-0.4249882,-0.4338304,1.1287601,1.2245834,0.26282793,0.35094166,-0.63505775,-0.70376325,-0.61193526,-0.9465071,-0.9103319,-0.84036493,0.8454581,-0.00015668944,-0.5312329,-4.390748,0.18080148,0.57854867,0.6578027,0.09450409,-3.82765,-0.12177569,-0.9307725,3.947513,4.3770385,-2.5788236,-0.60868245,-2.7263181,4.5589237,-0.096289806,-1.4661673,-0.25092545,-0.28227854,-0.5524357,-0.8873,-4.5632353,-4.0885515,-0.48299888,0.9696941,0.3491863,-4.1677,0.09811314,-2.9907665,-2.6886055,1.0631741,0.104613975,-0.31128553,0.115683466,-0.17144677,-7.824375,4.1571045,-7.6896095,-0.19353868,1.0850544,-0.531986,1.152541,0.62809515,-0.5377017,-0.31735718,0.18095502,0.4583564,-3.42275,0.22489238,-0.47953665,0.6326072,-0.9373747,-0.668462,-0.26089048,0.63859147,-0.020242408,-2.7775965,-0.22920313,0.28221732,-0.6105183,0.20126343,-2.3559606,1.2438347,0.50887513,1.073283,-0.27480483,-0.4441994
80349,-0.77614236,0.93183655,-0.17776993,-0.6727249,0.46343338,0.061581135,-1.0951874,-1.7843139,-5.802397,-1.1367742,0.64671725,0.25659895,-2.117058,-2.476884,-6.8686,0.56712794,-5.40965,-1.4704154,-0.1593531,-3.7714806,0.22399032,-0.9022919,-0.21977101,-0.25108868,0.018003289,0.21839082,-1.0944012,-0.5282046,-0.7697014,0.094490364,-0.35186094,0.0010038987,-0.55687976,0.9719082,-1.177661,1.7883074,1.0152187,0.87835205,-3.12078,-0.8709326,0.16589132,-0.58630717,-0.8661883,-6.2443,-0.8471426,-2.5660877,0.9931582,1.9387934,-2.4848378,-0.7748993,-1.9221537,-0.16795993,-0.6161629,-1.397645,-0.2591147,-0.06925851,0.10886458,-1.63495,-4.4216404,-4.3078127,-0.7151207,1.2144411,0.93296766,-5.9367,0.33090758,-6.353898,-5.7954226,1.0980513,0.7759038,-0.61813277,0.56178284,-0.06766841,-4.0515947,-1.9644103,-4.5361905,0.37528187,0.7312553,-0.7635031,0.5483124,1.8544728,0.05353883,-0.13688672,0.38504001,0.8959832,-2.4594884,1.3009765,-0.53025186,-0.9019576,-0.28114238,-0.45362946,0.95610416,1.005095,0.67717814,-0.35853308,1.2810938,0.10662976,-0.22041556,-0.24769989,-1.739633,-5.0049624,-0.13917671,1.0481373,-0.12200242,0.062868565
8050,-0.5450462,-0.17234264,0.9483121,1.4221442,-0.036936477,2.1673915,-0.55794686,0.37413853,-5.830517,2.931762,0.49683237,1.1936462,-1.1705308,-0.13481945,-0.3794,-0.4671112,-7.20155,-5.244261,0.66219455,-1.9698474,-0.38020524,2.8356266,-0.26775622,0.22368033,0.036822394,-1.1633697,-1.4155169,-0.26467174,-1.1973729,-1.2504437,-0.39751992,-0.951123,-3.843306,-1.632942,-0.6900408,-0.028632462,0.45709932,-0.3356136,0.4299126,0.16854578,-0.6332898,-1.2626295,-0.6966127,-1.51605,-0.5421129,-2.5557306,-3.8424678,-3.0465357,-1.9741547,-1.7628789,-0.76361525,-0.36584407,-0.5634409,-1.2011558,-0.8764239,0.21401516,-0.31681228,-1.45045,2.5038779,2.4085674,-0.208546,-0.54469275,1.1077904,-1.45895,0.051544785,3.634686,2.9954286,0.5268343,-0.7343763,-1.109603,-0.8373672,0.35775372,-5.104767,-0.76834977,-2.1961634,-0.08060375,0.0144711435,0.295408,0.17763248,-0.27110684,-0.70926225,0.0075862557,-1.2119387,-0.60262614,3.8875942,0.74924153,0.53337723,-0.9427486,-1.1106249,0.6708281,0.050650567,-0.49512404,-0.4096958,1.3338647,-0.36244065,-1.4063841,0.5087575,-0.18566117,-1.6910598,3.0833876,-0.28207427,0.037150256,0.09914743,-0.66488916
