,ST1051,ST1076,ST144,ST16853,ST16876,ST16998,ST17005,ST17019,ST17262,ST17292,ST17332,ST17337,ST17431,ST17448,ST17451,ST17452,ST17453,ST17606,ST17689,ST17707,ST17822,ST17848,ST17911,ST17912,ST17914,ST18016,ST18027,ST18396,ST18683,ST18684,ST18687,ST21,ST25,ST25604,ST25617,ST25632,ST25633,ST25634,ST25646,ST25684,ST25688,ST25693,ST25700,ST25717,ST25720,ST25721,ST25723,ST25727,ST25729,ST25730,ST25731,ST25732,ST25741,ST25746,ST25748,ST25774,ST25775,ST25777,ST25781,ST25783,ST25785,ST25786,ST25787,ST25795,ST25798,ST25826,ST25835,ST25849,ST25851,ST25863,ST25866,ST25869,ST25870,ST25871,ST25877,ST25880,ST25883,ST25885,ST25886,ST25895,ST25901,ST25907,ST25914,ST25929,ST25943,ST25945,ST25952,ST25962,ST25983,ST26008,ST26015,ST26020,ST26090,ST26095,ST26096,ST26099,ST26139,ST26140,ST26141,ST262,ST26248,ST26257,ST26259,ST26263,ST26266,ST26328,ST26331,ST26332,ST26360,ST26362,ST26363,ST26372,ST26494,ST26603,ST26604,ST26608,ST26764,ST27077,ST27081,ST27337,ST27414,ST27418,ST27938,ST28029,ST28031,ST28135,ST28391,ST295,ST317,ST338,ST339,ST404,ST439,ST462,ST485,ST598,ST605,ST606,ST607,ST639,ST643,ST659,ST713,ST738,ST766,ST767,ST817,ST952,ST965
5715,0.72335,0.22247954,-0.56726503,0.9871759,-0.2227228,0.53757375,0.21602844,-0.12658337,0.6876642,0.47556388,0.43036392,-0.11218347,0.49595088,-0.6477443,-0.01598984,0.37471947,-0.299397,-0.46815658,-0.17716512,0.54280746,0.005953625,-1.7895416,0.3072976,1.050215,1.6307175,0.3368886,0.61874324,0.55975,-0.79859567,0.30621988,0.1187765,0.6754977,-0.06178824,0.12835455,-0.18227302,-0.82278675,0.35794997,0.8284156,0.6124998,-1.6835499,-0.11487353,-0.51735777,-0.42788157,0.15816729,-0.96251035,-0.8298652,-0.64671284,-0.38583013,0.3630259,0.5674467,-0.42049515,1.0150988,-0.19124718,0.5374872,0.1205,0.84984577,-1.4722624,0.1274659,-0.7388382,-0.19258936,-0.7206444,0.7782134,0.24111672,0.57682264,2.79315,-0.41737935,0.5728673,-0.10074374,0.867213,-0.70462286,-0.47940266,1.0235457,-0.823742,0.10516606,-1.0050321,-0.6982396,-1.7661586,0.14905138,-0.9296819,1.4635043,-0.14817739,0.117414564,0.6327447,0.58888274,0.19512054,-1.0335937,0.028162986,0.23222142,-0.087375104,0.34150365,0.013488561,-0.3481322,-0.02357088,-0.85700405,0.8111093,0.0014857575,0.7436211,-0.039936848,0.48157609,0.5379042,0.2509286,0.9769453,1.4398061,0.076750696,-0.55377996,1.2006315,0.66029793,0.91038525,-0.38837808,1.2729499,-0.3194043,0.2244147,-0.29445803,1.1725883,1.0245655,-0.5314099,0.90713537,-1.0749382,0.17589317,1.0956607,0.097685546,1.1419408,-1.3660244,1.9770248,-1.5566678,-0.9768039,1.0575659,0.35809243,-0.37695354,0.30843002,-0.6534821,-2.4057393,0.39694446,0.5997999,1.294428,0.33090943,0.275108,0.631861,0.6707084,-1.503589,1.5721345,-1.2469687,0.2849452,-0.65335315,0.1785362,-0.95236266,-1.4332631,1.2196138,-0.50325817
5716,-2.24985,0.23538893,0.17106473,0.5950962,0.022103399,0.6922399,0.35113168,0.8788402,0.6651617,-1.0706095,-0.7773277,-0.42758036,-0.0833566,-0.21743067,0.71447384,0.96728337,1.2746263,-0.61366355,-0.8585748,-1.1484793,-1.0053825,-2.3233502,0.9192177,0.08336455,-0.48295236,-0.65536237,0.7425719,-0.44474998,-1.3778014,0.075408846,0.2622039,0.21770698,0.4249288,0.121413514,1.2110318,0.23437627,-1.42515,-0.05560322,-0.87130797,0.10055332,-0.8423161,0.3011053,0.017539598,0.07772235,0.6313906,-0.06010264,0.34436172,0.072550364,-0.70365155,0.8095797,0.45184344,0.6987228,0.1026867,-0.48039818,0.023288682,-0.38311535,0.0068995953,-0.057049423,0.4851241,-0.16280758,0.19381821,0.3696267,0.44096628,-0.4098807,-0.294575,-0.16970135,0.7244484,0.3288927,-0.10577088,-0.11201443,1.0812634,-0.24866484,-1.0089319,-0.210545,-1.1986221,-0.17470695,-2.0013146,0.75476515,-2.1226463,-0.56268,-0.3050298,-0.08161143,-0.34845665,0.46244833,0.36363763,-0.24254175,0.459297,-0.018249989,0.26208192,0.89748675,0.28271234,-0.11308403,0.43213165,-0.063399486,0.018864304,0.48306555,-0.49915087,0.5499665,-0.004788786,-0.019888103,0.2380026,0.21287206,0.26602516,0.559317,-0.08080482,1.3423457,-0.1462561,-0.33146942,-0.2757823,0.9737711,0.08714269,0.7040052,0.016770005,-0.9855046,-0.92849934,-0.15625003,-0.79397255,-0.1984386,0.0016259924,-0.08067118,0.4654008,0.19515827,-0.5021529,-0.15338688,-1.4735843,-1.3906491,0.07248641,0.6737257,-0.91970015,-0.18138278,-0.36159125,-0.090329885,0.4230339,1.0306377,0.6254883,0.12331787,-0.31216535,0.82470214,0.5869289,-0.06608394,-0.44544613,-0.53244805,0.50605863,-0.7691666,0.7739609,-0.33232698,-0.033563517,-0.23190992,-0.021609128
57178,1.1866,2.0203466,0.95279384,0.8238534,0.5376736,-0.15924592,-0.27409607,-0.14856431,-0.4905535,0.84009016,-0.64055455,-0.45468235,-0.051218987,0.14404999,-0.6228038,0.32017344,0.4269978,0.30268052,-0.453389,0.7582291,0.6448196,-1.6177548,-0.057973504,2.0117893,-1.6150706,0.29629105,1.0126107,-0.07945,-0.7007853,-0.23772565,0.33359724,2.0442238,-0.78827214,0.6005273,-0.15755448,0.5149543,-0.56605,-2.2130454,0.30910483,-0.0406,0.5589365,0.60080796,-0.37529972,-0.423153,0.057653636,-0.4630163,0.5084498,-0.4661818,0.2894994,0.12749192,0.2832529,-0.8065765,0.046390347,0.3166703,1.1663918,0.15403935,1.4726686,0.2732872,0.5688828,-0.39957926,-0.2804243,-0.3273123,-0.27775255,-0.3066319,-2.2934,0.44458517,0.26925895,0.026072286,0.30276406,0.19944945,0.05893135,-0.2048414,1.1104422,-0.06912456,0.87245685,-1.0552793,1.8260076,-0.50971836,0.66083455,-0.22373992,-0.21306881,1.0774573,0.82108927,0.8539032,0.0017747581,-0.016732216,0.23295282,0.0808371,-0.23599777,-0.7841666,0.11512295,-1.1179878,-0.54366386,-0.29535758,-1.5627555,-0.11761804,0.39809254,0.5822009,0.18188138,0.5254563,-0.057755724,-0.35443258,-0.43554538,0.1171606,-0.21382013,0.9802656,0.056876846,-0.26781178,0.9201423,-0.32555947,0.9287993,1.6996397,0.58681,1.006448,1.3534563,0.73643696,-0.75569654,0.120064884,0.4827739,0.39894024,0.19680814,0.05446607,-0.34899557,2.3168886,-0.6662783,0.37430412,1.2003689,-0.054556347,0.5316416,0.8779324,2.145619,1.0947518,-0.114886716,-0.52100563,0.0662963,1.3221941,1.4739414,0.4122783,1.1349887,0.39954764,2.2084057,0.14814818,0.08623783,2.1757822,1.6256642,0.8956305,-0.91467535,1.0785489,1.337112
57192,2.5815501,1.29864,-0.32390735,1.1944921,1.7187301,0.49547964,0.3361854,-0.15640543,-0.06993936,1.3632,2.5580678,2.7049136,1.4246498,0.28718257,0.13209972,0.15597694,0.86319035,-0.5724301,-0.52366495,1.7051582,1.6072689,0.9226679,2.603542,3.2498183,3.574146,1.2115421,-0.13446091,-0.1304,2.7482347,-0.26854664,-0.50878114,4.2265043,0.63527626,-0.36829138,4.249411,0.8543349,1.33745,6.0677476,0.4904797,3.978868,1.966951,-0.7408107,2.1979623,3.0783865,-0.20461619,-0.35969275,1.4642534,2.3031316,-0.51177585,0.3991207,2.3777394,1.2901368,0.3720241,0.023084104,2.1582,0.20074779,-0.7318957,0.67897224,-0.16533068,0.6929628,0.31292394,0.4837112,0.17899022,3.0594306,3.7533998,0.9464579,2.392713,4.1786737,3.5492103,-0.6936928,1.0668552,2.7410736,2.8595679,-0.010921538,0.68235445,3.855164,-3.8473315,0.82647604,-2.6304123,7.5611486,1.1441115,0.21130757,0.113253996,0.9346,-0.054096945,-0.48054272,0.50232416,-0.75367886,-0.19770434,0.33263388,-0.717954,3.2102866,2.6296513,-0.43037108,1.6287019,0.8201835,0.35878122,-0.11767944,0.4828161,-1.3699019,0.88992816,-0.35969806,-0.090611055,2.2129555,0.7410346,4.354398,1.1851526,0.19678673,1.6050535,0.44334945,0.39309824,0.7472402,0.12172316,1.1654412,4.629755,0.6592746,1.4311453,3.9862146,0.032073516,0.29221654,-0.30051705,0.75829476,1.3539913,-0.37832028,-0.53090036,2.8462558,1.2821388,0.47716212,-1.3053486,-1.1473324,3.3744087,1.690681,1.6696858,1.6642145,1.1888683,0.28003305,1.2090609,4.6940436,1.414613,-0.8377476,4.0712543,-0.73351544,0.12884156,1.3015096,3.7205987,0.5493442,-0.09606832,0.3235739,0.16896942
572,-0.1287,0.4652539,0.99535406,2.952207,1.8113209,-0.8390527,-0.22251624,-0.3702418,-0.27119306,0.57566965,1.1617633,0.0643636,2.743065,0.4368593,0.3499655,-0.7399003,0.097951844,2.874003,0.5392367,0.4538949,0.7759199,2.1444762,3.0994577,-0.5566907,0.22467577,0.74388987,0.8858659,0.9428,-1.7501186,0.2419015,-0.17103039,-0.42371878,-0.007234633,3.2966444,-0.9076687,-0.20344359,1.8810499,-3.7110453,-1.0474668,2.36005,2.045414,1.4569957,0.4298321,0.21595007,0.1067946,1.431072,0.5486605,1.0579613,0.6573398,-0.1322539,0.23159358,2.0753858,2.363177,0.5405724,0.23133883,-0.69695497,-2.0582128,0.8607532,0.64821285,2.3307734,0.35523868,0.48258486,-0.3369102,1.1771958,1.675025,0.7484626,0.21519537,1.4710431,1.1859975,-0.035352796,-0.15966359,0.6102404,2.461866,-0.50024945,-0.07818724,1.2439815,-1.9331691,1.3465459,-0.07985389,-0.21413842,0.42578465,2.446085,-0.405547,-0.41385,4.637121,0.41748297,0.74265504,2.7470582,-0.5489446,0.08659426,-0.56719774,0.039619893,0.79925483,1.1648116,0.1915906,0.032960653,0.6938307,-0.9575154,2.424722,1.7619832,0.5675587,0.11874812,1.870918,2.3749104,1.4440084,2.1133835,1.6191326,0.745783,1.4516912,0.36461014,-0.90505654,2.9966753,4.882186,1.5311162,-0.75226516,0.18541458,0.0504238,0.16115749,2.2577665,-0.65556604,0.8505968,0.947852,0.76137424,-0.1171712,-1.1663244,0.3749478,0.89074296,-0.94713265,-0.20465407,0.286953,2.0536299,2.3096325,-0.34827155,0.07149246,0.76845074,1.2756612,0.18273449,1.7860179,0.4789393,1.6071473,-0.7883476,-1.232668,-0.25455296,-0.027309105,2.281401,0.559614,1.2408328,1.5253353,1.1345744
5720,0.1476,0.28606242,-2.9020524,0.17151567,-0.40393984,-0.26191524,-0.5182953,-0.6319276,-0.054763883,-1.704128,-1.9486789,1.2699102,-0.7997878,0.31883562,-0.19766301,0.761137,-0.6131666,0.061937436,0.053187057,-0.25932866,0.03878771,1.940236,-0.22832376,0.9131715,3.096388,-0.32611406,0.28240287,0.21074998,2.196506,-0.6602574,-0.02518268,1.1407118,0.3433057,-1.4385952,0.2431457,-0.6628895,2.6158,2.9719915,0.71981144,-0.22963583,0.06596467,-0.6399498,0.16497177,0.2859686,-0.42467874,-0.60927486,0.29035598,-0.5417868,-0.09441769,1.2026867,0.76195735,0.7103962,0.34400958,0.6812459,-0.124199994,0.3094935,3.5149925,-0.005348891,-1.4372739,-0.6235889,0.5522964,0.8081133,-0.09565491,-0.089045376,3.340375,0.061012298,-0.03519194,0.0009820461,-0.1259796,-1.2879884,0.7122486,-0.11343856,-2.2391264,-0.6295788,2.505047,2.116515,-0.7429509,0.7969931,-1.7287058,1.9357455,2.947125,-0.8001332,0.033640653,-1.3614945,0.054095566,-1.7738242,-1.9052064,-0.28501517,-0.076964304,-0.7091197,-0.9691694,-0.45957056,0.4666605,-0.8343639,0.6416521,-0.13772282,0.3816793,0.5163435,1.3180531,-1.6964066,0.37681195,0.54264855,0.9449134,-0.7406365,0.5732385,-0.25425583,0.9611874,-0.64710426,0.005726874,-0.48610362,-0.19279176,1.4584687,-0.9631553,-0.8797284,-0.44864902,-0.1970287,-1.8197491,-0.9299751,0.88620615,0.41647428,0.40187323,0.4681701,3.1157398,0.8544571,0.903179,-0.27746633,0.33042008,-0.87098575,-0.58599836,-0.044653565,-0.9907161,-0.026704311,1.0530082,-0.5984248,0.52112687,-0.6153556,-0.71305263,-0.74470377,-0.9527449,-0.20876373,0.89627314,0.6766316,0.63444704,-1.8799396,-1.8073789,0.57731634,-0.3382396,-0.6881287,-1.8122241
5721,-0.33780003,-1.4532628,-1.4201204,-0.24756974,-1.1434156,-0.070154496,0.6521798,0.0856857,0.33130723,-2.393862,-2.038386,-0.9573367,-1.010669,0.29327795,-1.1731832,0.41280517,-0.45858818,0.51527303,0.17299643,-1.2661715,-2.156628,0.35783958,-2.472108,-1.0427625,1.0188146,-0.58372617,-0.72626686,0.2615,4.4422245,-1.1469101,0.705271,-2.3387327,0.4483018,-0.6427672,0.36732024,-0.18376178,0.70655,0.21771961,0.4778576,-0.514735,-0.61975354,-0.81862056,-0.33529276,0.07990262,0.089371726,0.12460312,-1.3648684,-0.76774234,-0.14745095,0.582355,-0.47497615,-0.29941544,0.104605675,-0.63405895,1.4634,1.4930965,4.1889973,0.3080276,-0.96438056,-0.98371613,0.6341949,0.12657598,-0.17169982,-1.0743265,1.7484249,-0.48891062,-1.7137583,-1.2100787,-1.6783581,0.4371109,0.7411846,-1.2397453,-5.349594,-0.61698866,1.8900886,1.8480275,-2.0931778,0.41016003,-1.9591293,2.0577092,1.8628778,-3.0306737,-0.26376575,-2.2800612,0.70231175,-0.33596417,-0.7246844,0.8297444,0.5365036,0.15096247,0.016293421,1.9674268,-0.40487435,-0.86967194,0.638283,-0.094834924,-0.27854612,0.121421844,0.11384385,-0.7276641,0.39760554,0.15605585,0.202615,0.09001216,-0.89743483,0.033435643,0.10099539,0.14945173,-0.77151144,1.1208375,-1.1169899,0.94287324,-0.56838906,-1.01145,-1.2703533,-0.36992687,0.47653615,-0.28878483,1.0030406,-0.32044977,0.4053795,0.9503808,1.1235598,-0.32004964,3.53085,0.37508982,-1.70741,0.9632454,-0.6165267,0.44536108,-2.2725248,0.08397949,0.3509014,0.5038055,-1.0745151,-1.2151887,-1.0914922,-0.19644564,-0.99811566,0.3563633,-1.1155127,0.53026825,-1.8389078,-1.883924,-1.2920141,0.6151866,-0.8556899,-1.5104753,-1.7206941
57215,0.08989999,-0.019022048,-0.23079345,0.5066577,-0.3549591,-0.4773215,0.10640704,0.8176018,-0.22070229,0.88767755,2.6784267,0.90812314,-0.6176779,0.41614643,-1.4675075,0.16821581,-0.595179,0.6287273,-3.9768424,1.028379,1.3004904,-1.0499904,1.0362082,0.34368524,-1.3961174,0.2465714,0.4518015,-2.38,0.3183374,-3.9510102,0.41888952,-0.3858614,0.2571641,-0.10752176,0.35934615,0.51244986,1.11045,-0.08680344,0.8216016,-2.5251286,1.340475,-0.2695411,-1.2026949,0.74523205,-0.07809161,1.3930078,0.97555,-2.3358502,-0.37075657,1.1077058,-0.11759782,0.89742595,0.97349703,0.055839896,1.1751604,0.7830375,-3.5265856,-1.7607149,-0.35583615,0.15039727,0.33015275,0.42925927,-4.048552,0.8371274,0.744425,-0.07938116,0.46203724,1.6181668,0.99119645,-0.074869715,1.0955696,1.2860594,2.9211884,-0.11152457,1.8476467,-1.9360268,0.5835079,-1.796469,0.41451842,1.8653278,1.0206044,-1.1068636,0.016628742,-0.018825442,-0.1277025,0.5218202,-0.21509266,-0.035711825,0.98672503,-0.28565562,0.55836,-2.041466,0.7528802,-0.7561783,-1.5245667,1.1605077,0.58532226,0.44884825,1.063047,0.005680591,0.38499725,-1.5257536,-2.0804763,0.12538281,-2.5262053,-0.72236073,0.07726839,-0.16465783,0.13263907,1.3144903,0.033778697,0.27233666,0.31078255,1.5597856,0.55355906,0.009861276,-2.6780329,0.074754894,-0.8435363,0.19801305,0.16158564,0.3277431,3.1780565,0.044261813,-1.1017799,-0.15393762,0.46734214,0.31925485,-1.5208669,0.06862158,-0.8460255,-0.5291928,-2.0173593,0.7499843,0.36999762,-0.2088229,0.29619944,-0.45001566,0.97474796,-0.43719178,0.6800431,-1.0206673,0.3349736,0.45828658,2.0288148,0.8465888,0.27660334,-0.6175679,0.7735657
57406,-0.022100002,0.35019878,1.0588956,-0.024665788,-0.10487643,-0.15977885,-0.63489264,-0.042221453,-0.1804091,0.72950554,2.2356875,1.7965958,0.4026962,-0.25806224,1.772357,-0.54341877,-0.5364641,0.010142364,0.2780774,2.1363494,1.4437732,5.7333565,1.3868747,0.939032,3.3585653,1.2255096,0.21517703,-0.11325,2.2956471,0.12470828,-0.7530572,1.0028042,0.5384108,-0.40784898,3.032752,1.3182212,5.0531,2.9206688,0.51537895,0.41516066,1.3056964,0.85485154,0.61860144,-0.7147988,0.2790591,0.7065293,1.7350409,1.5758102,-0.60874486,0.58075655,1.3396358,0.68144536,0.86878073,4.8083315,0.9065,-0.07301304,1.3462155,-0.87235236,3.1515195,1.0267106,0.6975261,-1.1782081,2.1991503,1.1747047,4.160125,1.1461774,1.3161745,1.1027585,1.8490926,0.49717373,-0.35067332,0.0005915165,2.2358763,0.6787902,0.20748031,2.00679,2.61935,-0.32966092,5.6248016,2.4833014,1.4339701,0.34146354,-0.18996581,0.8123512,-0.19245195,0.79284346,-0.32310784,-1.0895481,0.5215174,-0.69827724,-0.442936,-0.04166262,0.39874178,1.218234,3.7197905,1.3133477,-0.7635154,-1.0741217,1.8235227,-0.1794305,1.3502682,-0.09354767,-0.49652427,1.1534932,0.751717,0.7835569,0.7335068,4.277138,1.6723037,-0.16893919,0.48318163,1.2568094,1.0227169,1.4973495,1.6616046,0.06751931,3.4567666,2.7072783,2.397822,-0.08821836,0.44594628,-0.73105633,3.6156356,0.7058633,2.3143017,4.110878,-0.28588113,-0.526039,3.074453,3.8742988,1.1856494,1.1787326,-0.52095187,0.3239655,-0.07147051,-0.54440975,0.78840715,-0.9016988,0.95753276,-0.099157296,0.06855072,3.7444663,1.9927108,1.7090057,0.6958585,0.38528895,0.70483255,-0.2769409,1.508421
5743,-0.15435,0.0922606,2.4225173,-0.0013214648,-0.62039936,1.2273525,-0.7849383,0.2805062,-0.43141857,0.20947164,1.1076949,-0.6081846,0.9490729,-0.8948409,0.4736724,0.98007214,-0.31634605,0.2506315,-0.5495626,-0.60617083,-0.18181407,-0.1483207,-1.1583396,-0.3371205,0.8758961,-0.8307188,0.4489205,1.7626,9.999999,-0.23555803,-0.13754576,-0.07070126,-0.46148014,0.35168114,-0.7752644,1.7119071,2.78625,0.88128406,-0.065953806,-0.019299999,-0.07920283,0.18706192,0.004632622,-1.1313798,-0.22590774,0.4143854,-0.8156228,-0.62157786,-0.83210766,-0.7191453,-1.4694407,1.2172847,-0.43873,-0.65366435,-0.6788612,-0.24769104,2.1160843,0.26688245,0.7390104,-0.5485505,-0.86918443,-0.3078888,2.376163,-0.48982996,0.48154998,0.086205974,-0.65115774,-1.5645316,-1.8547246,-0.17538892,-0.8015344,-0.79615843,-0.09049004,3.8509512,-0.23335057,-0.6989155,0.009413749,-0.77480865,0.14335136,-0.4439273,-0.87822497,-0.48990434,0.7584578,0.5953001,-0.2443394,0.61708736,-0.18565899,0.060994487,-0.13481867,0.37243813,0.28457838,-0.5914816,-0.5167775,0.42851406,-0.31249112,2.4818814,-0.9619289,-0.107718304,2.1983619,-1.9167589,-0.23550135,-0.36790442,-0.07619709,-0.74254113,0.16359979,-0.32703117,-0.07664853,0.10320103,1.1917353,-0.16171397,0.3298641,3.4824746,-0.68391615,-0.5750247,-1.4685137,-0.76201284,1.1036168,0.08304995,-0.61155367,0.05123961,-0.4322947,-1.2146058,-0.6303052,-0.981716,10.0,-0.2252487,-0.40544575,0.31655127,1.5649904,-0.4808291,1.6804559,2.1323617,-0.92740107,-1.5517895,-1.1954795,-0.083011754,-0.61570984,-2.1261883,-0.8159697,-0.03083229,0.11956969,-0.39619997,-0.7412899,-0.031522006,-1.409586,-0.5561087,0.66190106,0.7468724,-0.35749298
5747,0.80605,0.13780911,0.7915212,0.57152414,0.4776698,-0.002927728,0.62751216,1.8038199,0.41443974,0.39054218,0.29072013,0.97283417,0.10443367,0.068731144,0.12608346,-0.9374065,-0.14602447,-0.5055795,-0.11435224,0.75282335,0.25494212,0.6366404,-0.59762156,-0.2496914,-0.35508245,0.5158399,-0.13240653,0.57645,-0.76821053,-0.8499211,0.09528339,0.27651268,0.63117504,0.18125156,-0.81385267,-0.05158622,1.1362,0.77041537,0.72736716,0.95805407,0.28313196,-0.17587858,0.82803303,-0.74299854,0.20015943,0.21680807,0.76447976,-0.84879196,-0.6693233,-0.4734482,-0.22401348,0.2153493,-0.040222675,0.694082,-0.24769998,-0.1512885,-0.16260128,-0.8829728,0.18416435,1.1500349,0.12838662,-0.2774223,-0.14168914,0.85257304,0.35227504,0.37213013,0.82354426,0.71377766,0.12819901,0.78842914,0.47951254,-0.03776598,0.7487545,-0.014522914,-0.8034556,-0.95989835,0.9805967,0.3421016,0.00992161,-1.8177593,0.18924999,0.7273923,0.120185256,0.35621992,-0.45237392,0.37598902,0.83751047,0.2791648,0.37766498,0.19370256,0.27022782,-0.28406563,0.33418024,0.0030123293,0.43955684,-0.056050092,-0.254135,-0.11139921,0.30742937,0.48097536,0.12824696,0.71081364,0.51194936,0.14394726,0.64068484,1.4603378,-0.50317264,0.35302144,0.5625593,0.25176942,-0.54079777,0.76569617,0.21844652,1.6664844,-0.10249232,0.1583206,1.1142209,0.18375018,-0.35622257,1.4480748,0.7485242,0.43862453,-1.0140431,2.8570561,1.5071969,0.45075232,-0.34819543,0.35032094,0.5655029,0.6450262,2.6193695,0.5636832,-0.8261616,0.07523972,0.5937513,0.44620478,-0.011326224,-1.0959319,0.73030174,-0.001698494,-0.6782667,-0.1603497,-0.335657,0.68674815,-0.6882981,0.39872828,1.6880927,0.8012306,0.6900017
5770,-1.3606501,-0.5155389,0.9644139,-1.0561856,0.08446792,-0.2351717,-0.023419637,0.061290197,0.12464489,0.1811,-0.8952632,0.60948145,0.26845908,-0.6799785,-0.016942479,-0.18183699,-0.033563167,-0.2808346,-0.6579114,0.22166972,0.1963762,-4.533222,0.55159247,1.8534502,-0.45587182,0.8289422,-1.4382478,0.3159,6.3907194,-0.17455304,-0.4546446,2.5672543,0.177348,0.5098056,-0.802399,0.8904518,0.94045,-2.0304708,-0.62177867,-1.5723265,0.85639524,-0.98262644,0.3892961,-0.2199296,0.44406095,-0.42900145,0.30560452,0.7478452,0.5528052,-0.8049589,0.7151231,-0.83820295,-0.42126,0.27632058,-0.8280001,-0.81034523,-0.23101127,0.41705605,2.0821023,-1.0132749,0.42413458,-0.11044747,1.061755,-0.81072724,-0.57775,0.06786506,0.30469447,-0.818354,-0.9857291,0.3327854,-0.64692557,-0.66257155,1.020735,0.48492575,4.31482,7.939494,4.599967,-0.9689217,7.5642967,7.7356005,4.9990034,1.8766541,0.037816033,-0.37587276,0.028886802,0.1131448,-0.5149097,0.06323418,-0.75191617,0.06817235,-0.80038136,0.8321622,-0.23397247,0.23632494,-1.1770635,-2.4905734,-1.4599489,1.18269,0.029979646,0.38349313,0.044761807,0.44413167,-0.2263757,0.6532396,-0.02482304,-1.5600828,-0.96432436,0.63433164,1.3444561,-0.3053952,0.7763779,0.91604793,-0.12049951,0.44696635,1.0854024,-0.36989427,1.7320617,0.59795237,-0.20184171,0.38405114,0.6069102,0.30333903,0.22443634,-0.96388966,3.680291,-0.105183706,-0.3760472,-0.41650653,0.36357683,0.2727829,2.3386981,2.414569,-1.0334545,-0.86893797,-2.1271508,0.07499364,-0.38337097,-4.55116,-0.06532039,0.033634007,1.5501989,1.5730784,0.76125735,-0.35254484,0.46575356,-0.79589534,0.44945502,-1.1727259,0.88154316
57761,-3.8874002,-0.8252081,0.95638394,-0.28363144,-0.9366381,-0.26798755,-0.38838845,-2.1405559,-1.3510721,-0.25163162,0.85452974,0.5922994,-0.046442732,0.51288164,0.30239892,-0.4455796,-0.6114536,0.51386845,-2.0866003,-2.316207,1.083825,0.33391464,-0.71923625,-2.7740638,-1.4939282,-0.25511342,2.740889,-0.8276,-5.011827,1.4121574,-0.2930505,-5.9820027,1.1996429,-0.3660783,0.99503255,0.21404481,-1.5294001,-1.3481879,1.1786635,-4.488573,0.7099805,3.3640075,-0.12642187,-0.11689046,0.5740895,0.53400373,0.18904999,-0.26720113,-0.57787013,1.499999,-0.2880321,0.6924511,-0.7789661,0.5594811,-2.06075,0.48825568,2.6452327,-0.83695614,0.68893385,-0.10446301,1.4324937,-0.70577055,-0.22857043,1.6254349,-1.4339501,1.319549,0.14517736,1.8453982,0.80738944,1.2466075,-0.18862161,-2.4484782,2.720501,0.2444705,-5.2080564,-5.711833,-1.6218071,0.16089341,-2.7856002,-6.460022,-3.7554271,-1.5809731,-1.0063963,-1.3711,0.2101066,0.2283877,-1.5359106,-1.3767053,-0.3539963,0.17568137,0.22649348,-0.6386794,-0.3717566,0.87572247,-0.8651296,-0.5120183,-2.8553185,-1.1429181,0.77045614,-0.4079859,-0.7429714,-0.36667186,-0.46556073,-0.8418082,-1.7917749,1.0886844,-0.8040815,0.59810203,-0.14155874,-0.67754847,-2.0989604,0.5846529,-0.16641536,0.8847264,-0.90904343,-0.9874677,-0.07017022,1.0901822,-1.4452564,0.34798458,0.047422335,-2.8219125,-0.8431801,5.32211,-2.0368176,0.36317888,0.45806858,-0.6305487,0.85352385,0.5349175,-3.38316,1.1376041,0.40031433,-1.0844481,2.1665978,-1.3859875,-0.33202502,0.3468779,1.2722719,0.5702005,-3.7883818,1.2547287,-1.6572084,2.9891322,-2.4886327,0.62820303,0.7485672,-5.808835,1.4713225
5777,1.1231,-0.8822547,0.71576,-0.7999033,0.25822994,0.21660969,1.1163852,-0.23922145,-0.36432594,-0.1944486,0.34403208,-0.5640403,-0.53886086,-0.20586245,-1.0159076,-0.1116709,-0.8353152,0.10541445,-0.44717157,-0.14503643,2.6269405,1.3592398,0.10350497,0.898649,1.1995895,0.67235494,0.31842664,-0.84695005,1.2240057,-0.6681309,0.6133224,0.42316997,0.031464815,-0.4201659,-0.57436574,0.6200696,5.0315,0.8093495,0.08156233,1.7742857,-0.4116214,1.0837419,0.35409725,0.48366863,-0.9814466,0.6614816,-0.16092587,-1.0473828,0.1259886,1.2917469,-0.049198806,-0.31906876,-0.17767335,0.73994666,0.5837,0.43990108,0.7863012,0.039559677,-0.05192551,0.15103213,0.31381506,-0.5211832,-1.0121689,0.45351487,2.448925,-0.26927093,-0.30925265,0.10735217,0.63232243,0.18981798,-0.21263048,-0.48961607,0.038067333,0.28684723,0.52842486,0.75588995,-1.0913116,-0.83264905,-0.5510294,1.0913864,0.057405792,-0.47761977,0.59860116,0.4809928,0.9085395,-0.03399542,0.27174905,0.11485037,0.01419922,-0.30160016,0.39853153,0.5669641,-0.01792103,-0.7521235,0.835145,-0.12901673,-0.087747574,-0.034880668,0.18191153,-0.49516973,-0.32321775,0.06782597,-0.5124867,0.09965508,-0.4978645,-0.4342483,0.50576615,-0.14551587,0.4967816,-0.67849123,0.04623624,0.22667786,-0.10429242,-0.24786079,0.7213486,-0.5809121,1.2804623,-0.5019257,-0.8108506,-0.7138611,0.24044251,-0.41489863,3.034853,-0.17743519,0.7399789,1.687511,-0.22639567,-0.16707325,-0.45070666,0.16204187,0.38968158,-0.16571352,0.5905121,0.07125541,0.44153038,-0.3427383,-0.05223237,-0.40791422,0.031411655,0.3772534,1.1416574,-0.35642642,-0.5804782,0.3600165,0.4019711,-0.28114522,-0.61931455,-1.0714408,0.17569101
