,ST1051,ST1076,ST144,ST16853,ST16876,ST16998,ST17005,ST17019,ST17262,ST17292,ST17332,ST17337,ST17431,ST17448,ST17451,ST17452,ST17453,ST17606,ST17689,ST17707,ST17822,ST17848,ST17911,ST17912,ST17914,ST18016,ST18027,ST18396,ST18683,ST18684,ST18687,ST21,ST25,ST25604,ST25617,ST25632,ST25633,ST25634,ST25646,ST25684,ST25688,ST25693,ST25700,ST25717,ST25720,ST25721,ST25723,ST25727,ST25729,ST25730,ST25731,ST25732,ST25741,ST25746,ST25748,ST25774,ST25775,ST25777,ST25781,ST25783,ST25785,ST25786,ST25787,ST25795,ST25798,ST25826,ST25835,ST25849,ST25851,ST25863,ST25866,ST25869,ST25870,ST25871,ST25877,ST25880,ST25883,ST25885,ST25886,ST25895,ST25901,ST25907,ST25914,ST25929,ST25943,ST25945,ST25952,ST25962,ST25983,ST26008,ST26015,ST26020,ST26090,ST26095,ST26096,ST26099,ST26139,ST26140,ST26141,ST262,ST26248,ST26257,ST26259,ST26263,ST26266,ST26328,ST26331,ST26332,ST26360,ST26362,ST26363,ST26372,ST26494,ST26603,ST26604,ST26608,ST26764,ST27077,ST27081,ST27337,ST27414,ST27418,ST27938,ST28029,ST28031,ST28135,ST28391,ST295,ST317,ST338,ST339,ST404,ST439,ST462,ST485,ST598,ST605,ST606,ST607,ST639,ST643,ST659,ST713,ST738,ST766,ST767,ST817,ST952,ST965
10606,-0.40165,-0.89541185,-0.8854869,0.25589365,-1.530999,-0.030101798,0.52258503,0.49701142,0.4330339,-2.169452,-1.2715534,-1.0455453,-0.61887616,-1.2781392,-0.43295974,1.1526254,0.67730284,-2.4682648,-0.5250523,0.28913337,-3.6105494,-0.06151089,-2.5889235,0.0846592,-3.2405233,-1.0280814,0.58411294,0.67945,-4.0067244,-0.25013214,0.082854494,1.3859859,-0.32513577,-0.15857805,0.08145955,-1.161717,-3.1995,-0.3140804,-0.41202372,-1.7548323,-1.4833649,-1.0173951,-0.32115874,-0.7834745,-0.88814914,0.023781538,-2.7800322,0.10079181,-1.0874912,0.43175858,0.051771037,0.1499898,-0.7986529,-0.69265413,-2.0583992,-0.87946993,-3.387301,-0.118818566,-1.3595796,-0.71801066,1.0074729,0.3197434,0.13995282,-2.114425,-0.9103501,0.16024008,0.09507048,-1.7614865,-2.8028078,-0.8768516,-0.022046417,-2.3475237,-1.0730958,0.43285283,0.2256105,0.27904677,-3.3589275,0.5639389,-2.831759,-0.3022049,-0.7439287,-0.82625884,-1.5381529,-1.1952112,0.78141797,-2.9397452,0.23421738,-0.22724009,-1.0629138,0.256186,-0.16809219,0.31786293,-0.7494482,-0.64499927,0.2954107,0.10036342,-0.6758161,1.074632,-1.6569623,-0.25182068,-0.08953039,0.098496616,-0.61826956,-0.51954985,-0.29923037,1.1543571,-0.19208959,-0.17530105,-0.94654036,0.19989091,-1.0640123,-2.0936735,-2.6136293,-1.7375096,-2.2125564,-0.44161886,-0.037581116,-0.7323138,-0.34241432,0.5596506,0.28765446,0.41952142,-2.8092897,2.2420216,-3.6763012,-2.6330247,-0.78081185,0.92505914,0.3455206,-0.7984468,0.024657577,-2.0842762,-0.7429781,-0.6338644,-3.249033,-1.0204351,-1.2155354,-0.9396477,-2.0367925,0.19829248,0.8579657,-0.3070851,-0.38986683,-2.7736597,0.547252,0.2768641,-0.5912907,-0.73915315,-0.959165
10610,1.1098,0.4009575,-0.13429272,-0.59638774,-0.8350722,0.003281638,1.368535,0.21333829,-0.19289261,1.5266504,0.3982432,-0.2732191,-0.22276208,-0.27554145,0.95977,0.6281235,1.2731485,1.3455029,-1.0182563,-0.016125083,-0.10596344,2.9655485,-0.2853122,-0.6393781,2.8742256,0.7633733,2.1324365,-0.83495,-1.2599276,2.6199799,1.2763835,-0.23917422,0.43165717,0.5027907,-0.009182952,1.6409104,1.5543,3.8027596,0.19325104,0.66471326,0.5255891,0.009431109,0.30683428,0.4472459,0.029444382,4.8684354,0.8376745,1.2142538,1.3068892,-0.40918598,-0.3198914,1.904474,2.7317922,1.5135347,3.8395364,-0.17521146,0.5767237,-0.45361754,-0.5540945,-0.9283174,-0.73629105,-0.61028594,-0.64580274,0.93956804,0.775225,-0.20081332,1.2855055,0.5963281,-0.10273263,0.014531255,4.0420904,1.1299671,2.880281,-0.00162296,4.9399242,-0.30371788,2.513576,-0.058618747,2.0467286,0.83769935,1.2777772,-0.15193799,0.4565422,1.57855,-0.11003557,-0.122484736,2.3129787,-0.3661125,1.2050164,0.1108582,0.87776315,-0.19005086,-1.2532918,-0.37882507,0.9019725,-0.26666182,1.1571096,0.6514602,-0.29428872,0.103017375,1.1915908,-0.36702117,0.839904,-0.54694754,-1.0911422,-0.29211748,0.32000542,-0.7888776,0.04727134,0.36219513,-0.17840241,2.4653602,0.5037276,2.246787,0.44249892,2.04713,2.3661635,-0.115092315,0.86008006,0.708311,-0.11478979,-0.3728227,0.6257323,0.2881384,-1.8715789,1.0691628,0.45773774,-0.10177304,3.0650246,2.934911,-1.1806378,-0.12290638,-0.99554074,1.9177551,2.7767653,1.0415262,0.7399739,-0.7699114,0.7586196,0.7559172,-0.3241374,-0.39076734,0.22656636,1.6352106,0.6392218,-1.0741057,-0.9585743,1.6467459,2.3592265
10617,0.51820004,-0.7897697,-2.6897168,-0.19101205,-0.05190748,-1.5057385,1.4378333,1.2061532,0.1479145,-2.6884835,-5.720986,-0.30468243,-0.14620094,0.21738096,-1.0055709,0.92640954,1.0063329,-0.7255194,0.6846654,0.9784228,-3.0174975,-6.17042,-0.0834315,-0.2781788,-2.2854798,-0.6546352,1.0946565,0.8452,-0.73470306,-1.3554889,0.99154633,-0.92393994,-0.086303286,0.14632732,0.8596979,-0.058000565,-4.01125,-1.2033602,0.6717391,0.91650003,-0.7365445,-0.42027256,-0.11145398,-0.25140613,-0.4065804,0.079330444,-1.31345,-0.57513,0.17087057,0.10128887,0.22670366,0.6998196,-0.23343047,0.22543299,-0.43894994,-0.28623822,1.2160852,-0.27930713,-0.9905681,-0.1578212,-0.40151516,0.2671898,0.20866032,0.6248348,-1.7760501,-0.4353679,-0.48136613,-0.07148427,-0.16896999,-0.44493082,-0.03195867,-0.15389568,-0.25814822,0.12650315,2.6048694,2.2540832,-2.4248276,-0.08038923,-1.8355372,2.594689,2.134635,0.25205112,0.28731135,0.29186141,0.4648632,-1.0125886,0.9809336,-0.42247432,1.2682246,0.4941753,-0.12317625,0.025595382,-0.76956064,-0.3698847,-0.43873727,0.21319267,0.2662244,-0.5413859,-1.9259174,1.3761897,-1.4493369,0.4865186,0.4630109,-0.6566094,-0.93983865,-0.84293854,0.18607715,0.45480123,-1.3219144,0.77785563,-1.2088993,-1.2774204,-0.8613668,-0.40047008,-2.9473636,0.6388233,-1.739906,-1.1021065,-0.18468066,0.425599,-1.0111197,-0.09210892,-6.6915693,1.2678118,-2.1773434,-1.1503835,0.49739882,0.08048647,-0.03301771,-1.5753801,-4.731657,-0.9152156,-1.4625975,-0.9300041,0.3969234,-0.2321268,-0.5859101,-1.564215,-0.96354884,0.4931652,-1.5861552,-0.76107514,1.8874074,-2.9321017,1.2138417,-1.3053415,-1.4153134,0.7313478,-0.32618073
1062,-0.5155,0.6900149,1.615964,-0.49001968,0.4615106,-1.211523,0.80719066,0.31342936,1.7655739,-0.008451283,0.96909803,-0.42971748,1.2436748,0.8580697,-0.3965184,1.0921829,-0.61498797,0.20786704,-0.25759643,-0.18323483,0.35503644,2.3935094,0.003607452,0.9003333,2.3699007,0.9015363,-0.9714413,-0.41425,-0.073178664,-0.70846474,0.79151565,0.49116972,-0.38505083,1.1012855,1.5349479,0.005734021,3.3143,1.7356395,-0.7166479,0.3885471,-0.10237664,0.3343754,-0.6377609,0.45157924,-0.0018182397,-0.40173396,-0.022384293,0.54049283,0.1523019,-0.41388023,-0.7013753,0.4391659,-0.32263553,0.5030203,-0.22982088,-0.22313166,1.386923,1.9592775,1.1711963,1.7111175,-0.2085038,-0.4874435,1.6398805,-0.08516985,1.129925,-1.477468,-0.9470964,-0.44667158,-0.7521026,-0.070106536,0.28612828,0.3501826,0.4916777,-0.46432704,0.14140758,-0.5573944,-1.0224168,-0.9692098,-0.33451083,-0.31312886,0.47088468,1.3319066,-0.702836,0.21600322,-0.07643375,0.05230677,0.9191318,0.6687724,1.151094,0.10025637,-0.7126758,2.7498882,0.011030018,0.4769197,-0.09843516,0.8869246,0.2169464,-0.6436289,0.7401426,0.94602084,1.2864203,0.22831994,-0.21511644,0.1126688,0.1035146,-1.3934455,-0.87074137,-0.040114887,2.1285536,0.6226945,0.58158183,-0.52911264,1.7079281,1.0895461,0.6373138,0.16053833,2.6927884,0.7936864,1.6872668,-0.1824801,0.04677645,0.47131267,5.0975056,-1.3992409,-1.6729882,0.6044349,-0.3216165,1.0982289,-0.32454464,-0.06833321,0.6584173,-0.17083511,0.79582775,-0.027079374,-1.1488417,0.08724004,-0.42266026,-0.6711502,0.31350157,0.14617804,0.35223678,0.34844366,-1.5169163,0.59177244,-0.22543545,-0.35797513,0.141236,-0.33678603,0.843527
10641,0.57785,0.21461946,0.5994268,-0.33436888,0.7416886,0.052551553,0.37735438,-0.42594066,0.20829678,0.95649046,2.9856615,1.378361,-0.1706772,0.47872022,0.79292023,-0.20367926,0.30393887,0.6522912,0.6107673,2.3371923,1.5628545,2.8367996,0.81164974,1.6094326,2.6177516,0.8351418,0.07507402,0.14275,0.3678465,0.27497572,-0.46094453,1.7337078,1.4447975,-1.0840356,0.7507052,0.46149546,2.8832,0.9750557,-0.2602626,0.34626067,0.61255103,0.32671472,0.90591526,-0.50904787,1.4462916,0.6139091,1.3238516,0.6889099,1.14661,-0.14990579,0.6884749,1.1065578,0.103361666,0.31337312,-0.041800022,0.74486494,-0.3966785,-0.49610853,1.4325106,0.50292224,-0.15278195,-0.54466224,0.8475127,0.594442,-0.16897497,-0.6027427,0.61287904,0.86885214,0.6098252,1.3360827,-0.4499818,0.35251153,0.37019786,1.6881799,2.5257027,3.2797513,0.38769776,0.03732188,1.7185019,3.9859505,3.4255,-0.70768255,0.752651,-0.5703754,1.2236744,1.0258914,0.9362613,-0.2079289,-0.986492,-0.9643239,1.013713,1.611012,1.6066077,0.9401527,0.9021036,0.80867964,0.4718215,0.095041424,-0.2595645,-0.26100233,-0.82945013,1.2154567,0.47159025,1.0323112,0.591989,-0.43197376,-0.00029391795,0.3459491,1.1319609,0.570948,0.3474365,0.3670987,0.9047226,0.13510709,0.569686,1.1196698,1.7325876,0.7694042,0.44820088,0.21914673,0.91970545,-0.9901482,3.323203,0.11634052,-1.2732253,1.0996463,-0.48798501,-0.624353,0.051136732,1.7096887,1.3294063,0.4642012,0.022729937,-0.06688459,7.7028112,-0.40443605,0.17243636,-1.4009655,-0.38169205,0.108067185,-0.16031235,2.0999908,0.46834534,0.88010776,-0.7966862,0.6708429,1.2269545,1.8637027,0.8207891
10644,2.0178,0.8446435,-0.3628508,-0.8594539,-0.4053287,-0.5892025,0.89012647,0.9590073,-0.05658862,0.13196298,-2.995542,-1.7600818,0.02262795,-1.1498041,-0.8457184,0.84757394,-0.37324268,-1.0355539,0.01998815,-0.37214378,0.4440319,-4.6545587,-1.9451718,-0.011408217,-3.1987288,-0.30834487,0.9493451,0.6503,-2.4138336,-0.43700308,-0.29536656,0.116556466,-0.56792414,1.3204614,-0.22790736,-1.0140816,-4.8793,-4.721363,-0.4309784,-0.62279296,-2.417306,0.3914029,-0.2880483,0.26164117,-0.8426064,0.38386482,-1.2750914,-0.5200836,-0.5414361,-0.4629035,-0.3296889,-1.0469776,0.40811798,0.2411611,-2.6443,-1.3052756,0.07732338,-0.61049604,-1.4029897,-1.1869358,-0.44437087,0.6053777,-0.24253893,-0.608219,-3.287675,-0.16780417,0.049720347,-0.5023891,-1.218909,-0.16861907,0.6942332,0.42851466,-1.8496413,-0.098867565,1.040245,-1.9708996,0.9955399,-0.79530364,-2.443709,-2.5700068,-0.7152601,0.59332025,-0.2315406,1.5267617,0.23974103,-0.94932663,-0.12027931,-0.11707674,0.43373924,0.82197416,0.18779497,-1.6515398,-0.23734653,-0.40217346,-1.9906478,0.5960279,1.129327,-0.33123326,-0.65390027,-0.013158917,-0.43515876,0.8487783,1.2784622,0.30162573,-0.12854545,-1.6573842,-0.56681633,-0.20258659,0.22078754,-0.14757967,0.009605497,-0.46158955,-1.2078427,-0.99983335,-0.40000886,-0.34710145,-3.0116758,-1.5034186,-0.92051804,0.3753632,-0.69889,0.77443266,-3.416131,0.07036269,-1.0133147,-2.8402686,1.8795975,0.7090767,0.20030782,-0.35462698,-1.6900972,0.45201236,-0.46024412,-0.073887676,-1.4903226,1.5782441,-0.014687657,-3.111764,0.6191704,0.24303259,-0.25859013,-0.24776298,0.8661917,-0.49816853,-2.477941,-1.3053764,-0.6556937,1.0303584,-0.024004936
10652,1.50385,-0.88696855,-0.33023375,-1.3317468,1.0329635,-0.2354444,0.15038034,0.7779807,-0.062019557,1.5019989,-2.2914486,-1.6373405,-0.32921496,-0.3821984,-0.30717784,0.1702121,0.007771671,0.5843566,-1.0914049,0.08758238,-1.2066605,0.009621799,0.39827913,-0.86419797,1.291292,0.053349555,-1.3438108,-0.39749998,0.35362065,-0.33205053,0.31526646,-0.80395854,-0.61994374,1.4770308,-1.2169352,-0.3543228,1.15435,-0.66386557,-0.16437605,-0.04672712,0.3802243,-1.2446918,-1.0181042,0.25523508,-0.8088584,0.25442892,0.34164402,-0.011246443,0.5899673,-1.5973945,-1.3134172,-0.00712955,0.3789752,-0.65277123,-0.44889998,-0.01706089,2.1539657,0.47345805,0.6059346,-0.95663744,-0.047727346,0.7849926,-0.68542635,-0.9606695,0.708425,-0.6567358,-0.5483813,-1.1384952,-2.5087361,-0.40045726,-0.3628609,-0.6189093,1.1497383,-0.75154084,-1.4698784,-1.1757834,-0.9795729,0.15781185,-0.15236866,-0.7653452,-1.4559542,-1.1250048,0.4327935,0.4708109,1.4098473,0.10774119,0.9614886,0.7827563,1.1970587,-0.6585671,-1.0368156,0.6544515,-0.22178903,-0.24623881,0.21876103,-0.13219978,0.28116393,0.578572,-0.21568102,-0.09220794,0.28989595,0.28499022,0.5033096,-0.39312512,0.76356405,-0.29168662,-0.02580376,-0.11044106,-0.8514664,-0.06255412,-0.65692264,-0.84774363,0.95587975,1.4080033,-0.35998726,-0.53729635,2.0301998,0.7936342,0.054705948,0.19878635,0.39320177,0.34342518,1.1252956,1.0738373,-0.020985574,0.301598,-0.25515667,0.6607201,0.5171385,1.1554934,-1.4380307,-0.54473317,-1.2883941,0.4800707,-0.87473685,-0.7536918,-1.1985415,-0.3841089,-0.19847353,1.8469491,0.24140763,-0.2235186,-1.5912907,-0.37925687,1.0428858,0.23524421,0.17637299,-0.50232524,-1.6121054
10668,0.9274,0.15339959,-0.3374555,-3.6007655,0.22478896,-2.188006,1.2704494,0.56356645,0.31324413,0.4327427,4.6039176,-0.8081877,0.7119041,-1.0513813,-0.17949091,0.22919291,-1.0715833,0.75241816,-0.4178396,0.35161743,0.74041945,-3.36701,0.5785573,-1.3090878,-5.2084837,-0.6312923,1.7688282,-1.33695,0.10785273,-3.1101897,-0.09400749,-1.7220784,0.6375977,-1.7653327,0.06963217,1.3314048,-6.3033,-3.7371283,0.43406323,-0.5117765,0.3626283,2.2382066,0.20751736,-0.50735056,-0.2337465,-0.98123646,-0.25535,-0.38882476,-0.55973953,1.7526906,0.34282058,1.793704,0.35510308,1.4563887,-2.5742002,-0.5824724,0.63408005,0.026218802,0.061881006,-0.65091723,-0.26776084,0.38248456,-0.975042,0.879772,-3.8661501,0.13968605,1.1899246,0.114225686,0.66978955,0.28693312,0.48950976,0.6540883,1.9856837,0.9340555,3.9524622,3.508916,-1.3859104,-2.439473,1.2123665,4.6497216,2.511887,0.8280978,0.27986842,0.82337534,0.54885375,-0.5221678,-0.083447695,-0.31982073,-0.18584612,-1.0090874,-0.16712865,0.45238376,-0.19295485,0.24955375,1.4554532,1.1537073,-0.5382653,0.43973768,1.3816587,-1.2671399,-0.24815103,-0.15327716,0.06433891,-1.0495292,-0.107901484,0.8111293,0.28935558,0.65392464,-2.497963,0.40307653,-0.30895835,2.1641827,-1.3712524,-1.1146411,0.053188443,0.1132198,-3.5007668,-1.0445895,0.6311897,0.30906746,-0.21157332,-0.2951714,0.93160164,2.4436727,-0.9878844,-0.57648385,0.87111884,1.2167392,-0.17851934,-0.54958355,-4.130397,0.21190819,0.059271395,-1.2857629,1.3400371,0.9534414,0.5061663,-0.5394302,1.0712291,-0.006803006,-0.54197156,-0.4574806,0.17796221,-0.30021375,2.2748275,-2.644504,-0.7266429,0.6643932,-0.3544348
10670,-4.25045,-0.6933448,-1.2671437,0.93022054,0.45933485,0.007825971,1.2387475,0.42844617,0.9709306,-1.2285254,-5.0345078,0.10125919,0.40669325,0.061094433,-0.3229137,0.808987,1.491694,-0.736289,-0.8255472,-2.9780436,-1.2645689,-10.0,-0.6693544,2.3096652,-7.9420214,-1.1156015,-1.3388684,-0.20374998,-2.8910346,-0.036094427,0.0968301,4.57452,-0.34651107,0.03323677,-2.8608928,0.73893416,-9.084999,-8.48296,0.47696188,-3.6035001,-2.3771257,-2.2911603,-0.046780586,0.66124564,-0.7054043,-0.21568994,-1.6650213,0.26445225,-0.09835499,-0.73884994,-0.26548696,-0.77669716,-0.19377527,-1.9365846,-0.014924526,-0.8865303,-3.052315,0.30278304,-0.5308948,0.04286185,-0.5811701,0.78414345,0.12174359,-1.6552382,-9.3561,-0.29334068,-0.69185615,-1.0952152,-1.7929289,-1.0263255,0.15926082,-0.61536705,-4.361007,-0.18479505,2.8965302,2.71492,2.0688138,0.9855381,4.528133,3.4184546,2.6594563,0.5267445,0.18520026,0.047211256,0.040432155,-2.3073685,0.1636794,0.49245754,0.43554205,0.65857387,0.16823778,0.99947655,-2.5723276,-1.4951415,-4.8405128,-1.0571901,-0.040447533,1.4183171,-0.9632623,-0.024659544,0.41001475,0.004670836,-0.17485261,-1.0817363,-0.51238453,-0.13100018,0.1683921,-1.246516,1.2617013,0.7824304,1.3314121,-0.22058307,0.117248505,-0.30998403,0.5947575,0.89183307,0.37810567,-0.61914974,-0.40613258,-0.41299748,0.37857914,0.37018916,3.8737416,-0.39943963,0.80409235,-1.0001683,-0.00088495016,0.70180935,1.287135,-0.5228466,2.5224917,-1.3867962,-0.29658774,1.1210191,0.46221805,0.35270244,-0.25918025,-0.33948213,-0.78311884,-0.634363,2.5121953,-1.6847863,0.45644927,-0.9085496,1.7236502,-0.7283122,-1.1199741,-0.9565682,-1.4025681
10681,1.164,1.0770144,-0.097586274,0.3677509,-0.43076867,0.22722349,0.57880735,-0.03554955,-0.84259903,0.049399987,-1.3560545,1.5817467,-0.97044873,0.01229085,0.45972386,0.6357984,-0.25948286,0.9191847,-0.17928514,1.5540873,0.36685812,4.750857,-2.1350446,3.088457,2.6974478,1.3251201,1.5395415,0.09845,-1.2355902,-0.17491806,-0.0489925,1.7287765,0.08487278,-0.0600418,-0.20206864,-0.89434826,4.3296,4.206993,0.38507175,1.4803246,0.96542513,1.151546,-0.7992455,0.68233705,-0.09008908,-0.8177744,3.0693998,0.020040005,0.08062634,1.8403571,0.10666745,0.49997127,0.5638272,0.72427404,1.0438,-0.4714401,0.35028738,0.8778607,-0.6463935,1.3938482,0.45578465,0.95764077,0.6692159,0.76453954,2.97465,0.77364194,1.348213,1.7073061,3.1732464,-0.83647454,0.30329883,1.2178147,3.2047608,-0.73683566,0.67036635,1.1821401,4.2091694,0.22893938,3.648544,2.6778553,0.90743184,1.2173514,0.21854915,-0.41791996,0.6231966,-0.13523863,-0.36348403,0.17909977,0.6237179,0.31504917,-0.35717526,-1.611917,-0.26360726,-0.17693228,2.6220222,-0.40607184,1.7511454,0.16710918,1.6962512,-0.4730209,1.3240516,0.6856717,0.90646136,0.53724575,2.4699712,0.83178806,0.59242666,0.028424025,1.8793478,0.13146079,0.11389065,0.8905362,3.766791,1.9441683,1.8585026,0.2961883,1.4695599,-0.028927222,-0.41390833,0.6965531,-0.3744473,-0.278419,2.357829,0.5995454,-0.88640445,0.12421759,2.0938778,-0.5386946,-0.35788184,-1.3535693,0.7250467,1.8874754,0.5936336,0.9315711,1.4092526,1.7161443,0.8677641,1.9096286,1.6347317,-1.1502028,1.6792026,0.399482,0.8302877,1.7556778,-1.1595955,0.59598315,0.7317118,-0.06808825,0.9789724
10682,-1.7135,2.3490949,-1.5472004,0.7428127,2.3156443,-0.69013244,-0.30390358,0.28519148,-0.2918315,-2.072204,-1.0437183,0.9214658,1.0363462,-0.10621679,0.020872116,0.6788683,-0.42030126,2.6340127,-0.4816771,-1.526649,-1.8187301,-3.9420235,-1.2194129,-1.3963575,0.68215215,0.3935694,-2.1323192,1.0545499,-1.4651563,0.065057546,0.817906,-1.9196588,2.1249022,0.2489309,-0.875683,-0.9883177,0.9784,2.6672664,1.5984492,-0.5891906,0.90674454,-0.655636,-0.46253496,-0.13230398,-0.622898,-0.81878245,0.2956669,-0.2753777,0.13695905,-0.6509728,-0.21776469,0.062416494,3.3258789,0.895679,0.8989097,0.05573231,2.3662539,-0.28824067,0.41376084,0.7109,0.1260272,0.16562489,-0.76590586,2.8975682,1.4668,0.20406903,1.3557832,2.9204698,2.7276578,-1.276722,-0.21950465,2.359616,0.44238508,-0.3083072,-1.322089,-1.1875063,-2.9519453,0.67173,-2.4864142,-0.7466199,-1.1750519,0.91908026,0.18885721,0.41494998,0.80308616,0.11711088,0.08555895,-0.077815115,-0.53379816,1.4587023,0.09040719,-0.56664145,2.419542,1.4287441,1.0145456,0.08201414,0.90087986,-1.1941867,0.8430302,-1.2797148,1.037869,0.76598656,0.82996756,0.0930444,-0.07890001,-0.64866805,2.2648468,-0.4109536,-1.3047817,0.023941725,-1.5655843,-0.16951616,-0.7100242,3.1616685,0.6894576,0.32952645,0.8223022,-1.0332041,0.6768143,0.26038718,1.0068418,-0.17690688,-0.7316719,-3.1584973,-0.5201417,-0.36270162,1.311544,0.03397283,-0.096003056,-0.5585392,-2.760121,1.2969635,3.358539,-0.59640336,-0.7371091,1.135476,2.2368517,-1.5393207,0.8624365,-0.06908372,-1.3761095,-0.10443625,1.0542485,0.31942734,1.1912618,0.28119925,-1.9941269,0.6697784,1.770682
10695,1.5476,1.0077608,0.7993858,0.48800686,0.3221833,-0.3475257,-0.57777417,-0.63248783,-0.34782293,1.5460948,0.6078757,1.629334,0.26913655,0.0557328,0.54468066,-0.22601442,-0.6016072,3.931028,0.39738464,0.9507679,0.9093439,1.577765,0.39960265,-0.35967928,3.1681232,0.35028535,0.66858804,4.4026,4.2140713,0.23813558,0.1465841,-1.1908604,0.5501576,-0.28085232,0.68144965,0.8434312,5.7262,3.49933,0.82454,2.91015,0.9419372,-0.119500086,-0.18710306,-0.053816438,0.4200651,0.38750142,1.6215249,2.3953378,0.8845903,0.21814772,0.18187878,0.5374227,0.0061473474,2.0881171,2.4694,-0.069859475,0.9755358,-0.21562931,0.38725388,1.332396,0.4191373,-0.35201988,-0.1193445,0.7031237,3.499875,1.0895196,1.393436,1.7411824,3.2260997,1.1728342,-0.19141197,0.063387185,2.163536,-0.031161398,-1.1290058,-1.6433581,-0.9794329,-0.20298098,0.029556692,-1.7968652,-0.9193429,1.011134,4.1135006,0.2202769,0.4652395,0.5454348,3.3891954,-0.6348834,0.0023650937,-0.9298014,-0.31742483,2.7985966,-0.07239407,2.3209972,2.2928205,-0.04985988,-0.2484111,0.02526936,0.6854605,-0.8365935,0.17969534,-0.59968734,0.0694938,0.072844654,0.31830174,-0.049276672,0.6147219,-0.31369233,-0.22354874,-0.94438076,-0.615216,0.648241,1.4449804,0.10576716,0.2565551,-0.10115446,4.3089366,0.75255054,-1.1891532,-0.6077893,2.280741,-0.8798883,4.468872,0.33208078,1.0316844,2.2885463,0.6536114,-0.6486386,-0.4822976,0.8123363,0.7179214,2.2398565,0.00056269765,0.4732622,2.8876383,-0.4359545,0.7170135,1.8083293,0.49139357,0.065886304,-0.19685626,0.48273045,0.22798134,1.9087929,0.9251311,0.23243585,-0.41586882,-0.1267612,0.05267258
1070,-1.44625,0.30765408,-2.023129,0.31747624,0.3207246,0.39133376,1.0030804,0.056867246,-0.11204764,-2.0592499,1.5950197,-0.20721254,0.9304029,-0.25429618,0.09533491,1.0269417,0.5619571,0.26770502,-0.5631738,-0.8036393,0.17013004,-5.103347,-0.39815342,0.15459123,0.15964481,0.6107091,0.51270425,0.1971,-5.5877256,-0.21442603,0.065844595,0.5826665,0.25981998,0.83323294,0.6866038,-0.95871913,-1.1779,1.6443514,0.3192038,-2.0678,-0.67290074,0.78378904,-0.26302224,-0.24954852,0.49932092,0.036800742,-0.8266318,-0.3406577,-0.5153208,0.20598665,0.8403357,1.3539958,0.18083192,-0.6556609,-1.3172721,-0.36305007,-2.8316023,0.23969719,-0.22135112,-0.15124609,0.737967,0.24270529,-0.2616772,0.42275634,-4.7327,0.028805844,0.6371995,-0.65825355,-0.76726013,-0.7263904,0.2366843,-0.99402857,-3.467435,-0.16765031,3.9361916,4.341891,-0.19819374,0.2718403,0.91318095,5.06712,3.8830268,0.8989384,0.40388688,0.8697988,-0.53864473,-0.034188315,-0.29839593,0.0016364157,0.17322229,-0.050691575,-0.14797097,-2.347993,0.35199723,0.7482114,-0.6425501,-0.046871945,0.20077582,0.56249017,-0.76881737,-0.919878,-0.4180904,0.11173251,0.11192408,0.77106243,-0.21081358,0.13732281,0.5573573,0.117634915,-2.289105,0.97349405,-1.1308715,-1.3279564,-0.5756808,-0.3187029,-1.1746718,-0.36081335,-2.1493745,-0.104333684,-0.17484516,-0.3999774,-0.1555208,0.10192916,-5.658134,1.3793714,-4.162207,-1.2154903,0.5962072,0.27137396,-0.15393403,-0.04814914,-0.8312925,-1.907447,-0.69674,0.2248532,0.6017245,-0.007431984,-0.91719776,-0.5674943,-0.3683989,-0.4485029,-0.34847856,-1.6947726,0.39588583,-0.9966938,-0.45166132,-1.7311466,0.30306154,-0.5746815,-0.13067403
