,ST16924,ST17220,ST17263,ST17530,ST17584,ST17626,ST17700,ST17722,ST17802,ST17956,ST18022,ST18776,ST25585,ST25588,ST25604,ST25612,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25938,ST25945,ST25947,ST25956,ST25968,ST25998,ST26024,ST26044,ST26070,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26349,ST26374,ST26376,ST26528,ST26673,ST26678,ST26737,ST26745,ST26764,ST26992,ST27049,ST27088,ST27219,ST27223,ST27243,ST27284,ST27341,ST27403,ST27522,ST27526,ST27540,ST27602,ST364,ST377,ST502,ST609,ST61,ST610,ST621,ST642,ST647,ST652,ST689,ST823,ST967
10606,-1.4190717,0.1209379,0.6203984,-0.37684715,0.16217537,0.8837787,-1.1770208,-0.16225943,-1.5601387,-1.9458864,-3.84685,-2.492566,0.6042682,-2.838111,-3.2541335,-4.668226,-0.24264844,-2.5133092,-3.8216562,-1.6300268,-1.6586928,0.5593397,-3.416003,-0.9357464,-3.4448228,0.66550565,-1.0214202,-2.5639806,0.4156,0.37670684,-2.7404046,-0.9303248,-2.3305156,-3.9161499,-1.7248458,-2.7373571,0.7324596,-0.13141552,-0.8469909,-3.4910307,-1.4019418,-0.8361808,-1.6058359,-1.8606701,0.07858688,-2.307507,-4.3554993,-3.4743805,-1.6810726,-1.5973938,-0.1775519,-0.032723617,-0.19732007,0.69254786,-3.5531402,-0.2813842,-0.56472594,0.3205131,-0.17276767,-1.517252,-3.8530998,-3.6738024,-1.0069124,0.7590184,0.9830419,0.96415293,-3.3886375,-3.7955234,-0.30100203,-0.20955363,0.22291097,-2.9511502,-4.227323,-0.99263155,0.65203494,0.5219185,0.49219215,0.5818049,0.03286071,0.4723,0.40209025,-0.25217643,-4.769009,-1.1112068,-1.50582,0.028403785,-0.005906008,0.89165,-1.7901707,-0.61338425,0.09358049,0.5617989,-0.6575036,-2.911836,-2.1210046,-0.13850039,-2.1996999,0.18402475,-0.7108,-0.6121851
10610,0.5447197,-1.6854742,-0.49183702,1.4040076,-0.2096999,-0.13982156,0.25180712,-0.80423874,1.0752674,1.2488602,2.91725,3.0941253,-0.16745386,2.0019963,1.0669296,3.579926,0.82929486,2.4201539,3.639784,1.2124758,2.065211,-0.011022836,2.2329931,1.3190401,1.8306793,-1.5346034,-0.45482147,1.2238605,-1.1735001,-0.10303287,3.2656674,2.8933742,3.4950914,-1.1136445,1.1530125,4.7713366,0.0776594,-0.26686004,1.1348261,1.0565435,0.45108306,0.71471477,1.2488519,1.1574942,-1.0318587,1.0812867,-0.4049656,-1.6664011,3.676806,1.3942295,0.30377996,-0.2417687,0.57895494,0.39969984,1.7163866,-0.5347462,1.756057,0.4789175,-0.2858621,2.1122806,-1.81465,-1.311478,-0.37641934,-0.13408592,-0.37659034,-0.034909457,0.9436431,0.7882675,0.4309963,-0.27501145,0.43132973,2.7174501,2.1375756,2.869152,-0.70153666,-1.1645868,-0.7891769,0.33418313,-0.2312722,0.3533,0.13215952,1.4788922,-2.392589,0.8088529,0.7168411,-1.1174862,-0.43902123,-0.1387,1.4009836,0.08601886,0.31828356,0.6268798,0.47702816,1.4536184,0.20516364,1.6614645,1.5926,0.28189358,0.13385001,1.8252273
10617,-0.4365101,0.20607714,0.86002153,1.0142443,-0.059520088,-0.23695973,1.9330407,-0.016389713,-1.7238232,0.8098006,-6.13695,0.5676131,0.2868842,-0.82262135,-2.4417453,-0.5542412,-0.10809589,-4.935586,-5.5109787,1.0460889,-2.8161936,0.53815424,0.14385349,0.97772694,-0.81828,-0.3400943,0.18572728,0.8095404,-0.52919996,1.1621749,-0.78135777,-0.80152833,-0.96171063,-1.848705,0.6431215,-0.502529,-0.008572899,-0.20610538,-0.60848105,1.1932721,0.11738214,0.49448255,-0.640609,0.041306943,0.3324299,-0.5654084,-0.44738406,-0.31143892,-0.5126228,-0.97304726,2.1201167,-0.13682163,-2.0588095,0.35197008,-0.9928286,-0.11678901,0.25544637,0.044017307,0.64410675,-0.98780006,-4.18575,-3.0058975,-0.11823122,0.25163192,0.28969628,-0.051646672,-2.5390663,-2.5984795,0.7777704,-0.50268024,-0.047442466,-5.22435,-1.6446474,-2.386356,0.6883586,-0.22378558,0.8717136,0.58793855,-0.45960987,-0.50909996,0.5828897,-0.26723343,3.1056447,-0.08510011,1.1077125,-0.16305013,0.10565698,-0.23075,2.558414,0.4338886,-0.019858044,1.0095737,1.2388611,0.40220279,-1.9262327,0.56672806,-2.45725,1.8238213,0.057250023,-1.2171671
1062,1.418067,-2.6631894,-0.20427266,0.082550734,0.6173282,0.15912713,-1.2723658,-0.31213748,0.14625594,-0.58676326,-0.41619998,-0.84302646,0.6215192,-1.9043334,-1.2497725,-2.9000144,0.23075671,-1.0926489,-2.55012,-5.0604415,-2.5487633,-0.98338234,-1.1995519,0.7995028,-1.0191911,-0.34861016,0.10955809,0.02621317,0.51825,-0.7210489,-1.6788191,-1.475009,-1.8116069,0.6873065,-0.4510236,-2.3801842,0.79203653,1.032269,0.33387518,-0.066332385,-0.4677722,0.4288409,-0.52648556,-0.6223831,-0.24016333,-2.491717,-0.26885068,-1.3668716,-2.7151392,0.8878622,-1.1465381,-0.9634634,-2.341027,0.28255957,-1.6512061,0.86393,-1.0657514,-0.038225256,-0.3432004,-0.9178186,3.4599,3.6385171,1.4626615,-0.44534478,0.069614634,0.6847643,-1.4908427,-1.5222036,0.0629157,-0.23043846,-0.5619654,-1.34745,-2.7516613,-1.3087935,0.739482,-0.095820494,0.6410688,0.14903685,0.33155936,0.6559,0.5746654,1.274797,3.311958,-0.4873143,-0.5378518,0.10327695,-0.0715125,2.5377,-1.0147856,0.23175646,-0.899926,-0.6921184,-1.1208411,-1.7238983,-2.006856,-0.9485159,-0.9881,-0.5107707,0.1286,0.37567317
10641,-0.5147735,1.7658871,0.7235637,-0.3901832,-0.5425832,0.6910953,-0.5898849,1.0876136,1.0462339,-0.4230336,4.9525003,0.7460616,-0.31416366,1.3293128,0.6081387,2.2692838,-0.4359017,4.0097857,5.649923,1.5404778,3.187024,-0.80918765,1.342676,-0.42890114,0.25791982,-0.81960744,-0.10632393,1.0005769,0.70245004,-0.94329715,-0.9812515,-0.33660343,-0.89948225,2.4985342,0.27911264,0.2874482,-0.009633878,1.1080791,0.12125374,0.8794414,1.1085569,0.64973366,0.87672424,-1.483525,0.44169527,1.747435,6.146893,5.0233064,-0.14892659,1.5578225,1.293335,-0.6351496,0.57249486,0.93454635,-0.562235,-0.017420553,-0.17520553,0.21585867,0.48979908,-0.3243107,0.85590005,0.7390767,0.024465173,0.41680658,0.38475007,-0.21809176,4.1962366,2.8002136,0.84114075,0.55434704,0.12258634,5.19655,2.4455805,4.4836197,0.016427785,-0.05787664,0.017449386,0.17815188,-0.36595488,0.59494996,1.7219197,-0.47839904,-0.95675564,0.6853393,-0.24832428,-0.46614307,0.48645592,-0.10925,0.2183455,0.61816293,-0.01465112,-0.6180334,0.107059404,0.76603824,2.5891793,0.78667086,4.9072504,-0.40547112,-0.0845,0.16529927
10644,-0.7725675,0.21562394,-0.29246768,-0.413862,0.5935713,-0.74934673,-1.6577667,-0.52952033,-1.2090052,0.9411293,-2.8724499,0.05707383,0.36539307,-0.048204243,0.25188103,1.3162808,0.259514,-6.286682,-3.5885434,0.32117966,-2.8212562,0.31056964,-0.012847781,-0.08774071,-1.5946418,-0.34431565,0.6753173,0.99494135,0.60609996,0.8271973,-0.26485732,-0.38835135,-0.7241414,-0.17989206,0.58748055,-0.50549024,-1.0465643,0.28134933,-0.6453665,0.78593564,0.47797275,0.68010414,0.339952,-0.48627698,-0.30046928,-1.429779,-4.836188,-1.2432969,2.9027462,2.753794,0.07549411,-0.45943385,-0.903406,0.08063021,0.4678638,-1.7840831,-0.6037318,-0.36461967,0.8455767,-1.6184797,4.7565002,5.554019,0.24624924,-0.21876067,-0.17145407,-1.1671784,-0.3121395,-0.35368428,0.3825613,-0.6163275,-0.14554703,-6.65065,-6.49821,-4.189701,0.2994221,0.21498132,0.21616286,0.5858885,-0.1594824,0.7438,-0.04130338,-1.438667,6.0960054,-0.30781442,-0.21146692,-0.17055047,-0.15246075,0.4183,0.35696584,-0.54805154,0.7397579,0.30222797,0.14987716,2.5056062,0.12687933,-0.43512544,-4.38085,0.039664626,-0.54609996,0.9361334
10652,-0.5047367,-1.9020401,0.1272062,-0.40136594,0.04150405,0.45008522,-0.32049406,-1.1272383,-0.7643542,-1.2727175,1.6287,0.81182134,-0.01196697,-1.024068,-0.682282,-2.655586,0.4352134,2.2057297,1.2949442,-8.800597,-2.3881588,-1.5243555,0.82491326,1.0372086,-1.83162,-0.040820807,-0.44119787,-1.619553,0.5702,-3.36865,-2.3115258,-3.0589976,-2.3670626,-0.26275772,-0.912683,-3.867024,0.49756792,0.88014513,0.74438775,0.3797434,-0.8873147,-0.77163815,-0.38260436,-1.2657237,0.011516154,-5.466114,-0.301592,-2.920209,-2.8462715,-1.936019,-0.43545502,-0.7411183,-1.9483004,0.6330175,-2.2261033,0.32938156,-1.2428024,0.1467013,-0.6045588,-2.0607333,3.67615,4.959624,-1.9207289,-0.7404357,-0.10277669,0.21603532,-0.8292712,-1.0032007,-0.3876679,-0.69244826,0.34275103,2.8445501,2.277,1.7997699,0.29813072,0.23922858,0.5087838,0.63178015,0.5930763,0.12295,0.8490164,0.3310085,5.076936,-0.667032,0.5447922,0.35543746,0.76465964,1.08315,-0.20293337,-0.12036921,-2.533463,0.11086042,0.2108311,-2.9355423,-3.6689577,-0.5126477,2.3824,-0.2630168,-1.5907,0.3938728
10668,-1.0285994,1.1066985,1.0257139,0.08362476,0.8439689,-0.64816713,2.030478,-0.16726583,-1.627286,0.76468205,-5.334,0.026815057,0.05122429,-1.3378437,-0.80894214,-1.4747168,-0.2083238,-3.088807,0.6646693,-0.7666491,-1.3229829,-1.4581422,0.36163884,0.34117606,-0.93171376,-0.40204155,-0.7348592,1.8821758,-1.4854,1.1521851,0.38981283,-1.1291728,-1.1671004,-0.5265921,-0.49482465,-0.3862533,-0.29028553,-0.0661197,-1.9300206,2.142547,0.11480667,-0.24178956,0.1325959,-0.7412069,-1.160049,3.6679645,6.833338,5.5645733,-1.8674685,-2.875822,-1.5301564,-0.3827806,-1.2490888,0.5067086,-1.1703981,-1.6563134,-0.23564044,0.24816278,0.5800698,0.076575935,0.43725,0.9501311,-0.9263005,0.20754154,0.5002045,-0.22069015,4.125125,3.914373,0.2501949,0.030169763,-0.66799784,-3.4187999,2.8998685,-1.5370249,0.31118146,-0.8715465,0.34600413,0.11075401,-0.7726005,0.1474,-0.22806902,0.26414257,3.6667624,0.0629583,0.08783316,-0.68257576,1.2842872,-0.47364998,0.5877981,-0.003738813,0.30751342,0.56042993,0.058006957,-1.5049222,3.8384814,-0.6273748,-2.4710002,0.5911701,-0.56409997,-0.6558503
10670,6.1753564,-0.20704626,-0.1390123,3.896069,4.140087,0.0,0.0,8.058495,-0.24794921,-0.22247197,3.2753,0.0,3.3108113,3.2995381,3.240001,3.130318,0.46971565,5.87885,6.672032,-0.106651306,3.2656505,3.2694597,3.356992,3.6715558,-0.23192254,0.0,3.4022615,-0.23827583,4.6627502,-0.1243527,-0.11114837,2.7173152,0.41053164,-0.109298445,0.0,-0.109287046,6.2445116,2.9726412,3.627755,6.2462187,-0.1152261,3.0036411,3.283802,4.3463106,0.0,-0.22041163,6.1699233,4.5482464,-0.110844724,3.2663882,-0.11019246,0.1501127,3.6239014,6.670904,0.53657264,4.4938745,-0.21235907,0.61144304,4.7369475,-0.11176958,-0.33725,3.3439045,-0.22956644,7.272259,0.6169152,8.200662,3.6878242,-0.13859943,0.0,3.0962212,6.641405,4.5349,3.36997,2.2166288,5.046161,1.065148,1.9736952,3.1929464,0.47074258,4.8525,2.9104977,2.7892108,3.9290652,3.586194,3.359439,-0.12482127,-0.09402728,9.7651005,0.48110795,0.0,4.2476025,6.6468725,1.9158096,8.1546135,7.2818837,3.926774,-0.33725,1.4085329,5.44,3.8072252
10681,1.3358555,0.71043605,-0.5456091,-0.86125857,0.8344448,-0.41045904,-0.108277455,0.1737481,0.08485833,0.7253977,4.67395,-0.11460092,-0.016180336,1.4816813,0.31343335,2.584425,-1.1704589,6.271991,-1.3185234,-1.3605559,1.4125202,2.1577952,0.08680364,-0.06991499,2.183517,0.749681,0.43370378,2.7106156,0.80149996,-1.7198856,0.065304786,0.37076223,-0.7913213,4.8396826,1.9890714,1.1944742,-1.2295287,0.06965646,-0.2280779,0.7828787,-0.15349272,0.92476183,1.9131533,-0.058646202,-0.6636159,4.4188232,3.998362,3.4942136,1.7467513,0.88097084,0.21348241,-0.3902753,0.51624954,-0.39474964,2.7263489,-0.50942534,-0.17418365,0.36526835,-0.5154748,0.25396252,-4.51945,-4.7042894,1.3769754,-0.7057018,-0.12596554,-0.7817221,0.08499211,0.048723675,-0.5091256,0.26991072,0.23949735,2.92505,-1.5948089,0.05474353,-0.49502528,0.29249138,-0.31230748,-1.3009933,-0.75805044,-0.023800008,-0.0147771165,0.28657025,-6.2398367,0.96558344,0.7582947,0.99896866,-1.1769137,-0.51030004,2.2214322,-0.085632324,-0.5400742,-0.9346634,0.11078596,1.8034893,0.27151144,0.8382296,3.5411499,-0.43299857,1.0531499,2.0861998
10682,0.20265508,-0.4516584,0.040810265,-2.6192417,1.6496377,0.631363,-0.55886096,-1.6056626,-1.2467493,-3.3210526,-6.0525503,-3.018643,0.47966963,2.3381665,-0.91576385,1.2556562,0.36117148,-4.1394105,-1.0123886,-0.9657037,-4.2646875,-0.09086329,-3.301578,1.3613007,-0.43809864,2.4739492,2.6355793,-4.024683,3.5113,-1.1929226,-0.4158075,0.5488053,0.9121479,2.8121564,-0.86941445,-2.126844,0.63812286,-1.0898381,-0.9509462,0.88460416,-1.6033084,1.5047841,2.007799,5.052603,0.043089062,-0.43563762,-0.41849315,-0.9971221,-3.3476188,-3.48625,-2.1947014,0.33043018,0.048534147,0.7812954,-3.106782,0.4105054,1.7936419,1.0021974,0.044179387,0.4646193,-1.13825,0.23220526,-0.15539727,0.14261839,0.4795322,0.8915165,-3.6357558,-3.6879215,-0.18940252,-1.7070785,-0.06311219,-5.1636,0.9568962,-3.5451527,0.69476557,0.41294515,0.17358677,-0.7575673,-0.09830354,0.71704996,2.4970899,0.595063,-2.9414625,2.1970363,3.8558187,3.4724157,-0.37603366,0.8096,0.043587346,-1.5042584,-0.7733253,-0.58749926,-0.31417903,-4.866248,-2.8796058,0.32156482,-4.31815,0.94828,1.0505,-0.63988423
10695,0.40848294,-0.5358302,-0.34516096,0.04183802,-0.5702351,0.39307398,-1.5494616,1.5566057,0.6868417,-1.2084446,7.6858,1.8319526,0.00029705465,0.31089374,2.938804,2.174408,0.9331466,4.055179,3.660159,-0.5554775,5.214588,-1.3705223,2.0451508,-0.8531736,1.4410659,-1.0371779,0.8174666,-0.21557462,-0.6831,-1.4838349,2.9314814,1.0472623,2.3322916,-1.9103715,0.80386937,1.1133424,-0.028772883,0.45465386,-0.26382345,2.6222696,1.5136988,-0.75382715,0.9250574,0.34548086,-1.2701042,-3.355486,1.4702796,-2.0744224,2.9322424,1.5739894,-0.78014874,0.27851385,-1.4088249,0.57511675,1.2018044,0.24080344,0.32101142,-0.6658157,-0.111350864,0.52336365,-0.3588,-1.0763104,-1.117662,-0.5653745,-0.63187253,-0.044965394,0.8183161,0.72306913,-0.2049995,3.8313484,0.26988623,3.4832,0.56861883,5.135115,0.17314574,0.025801435,0.4936142,0.30422693,-0.50167215,-1.1,-0.46144003,-0.50327295,-3.603392,0.37909463,0.45623866,-0.026720196,0.853312,-0.0759,-0.31288892,1.3050675,-1.3112658,-1.0805228,-0.07696114,3.0179012,2.0262108,0.065443695,3.26475,-0.46244863,0.47425002,0.30117822
1070,0.09555015,-2.1032686,0.58240795,-0.783732,1.0847316,-0.075154096,-1.5009434,-0.64242554,-1.0268005,0.91765636,1.2119,-2.800577,0.12377775,0.56241286,-1.2952676,-1.8861063,0.20990424,3.5055676,-1.9237895,-0.29029703,0.08385203,0.17204751,-2.3552272,0.59063077,-1.1337726,0.34687373,-0.20572516,-2.021062,0.53279996,0.4808079,-2.115947,-0.9382514,-1.5359715,-0.86625195,0.8426131,-0.58741057,0.049868643,0.0053154826,-0.45260063,0.20911196,-0.07235992,0.016717248,-0.68546414,0.5794506,-0.14940187,-0.14565894,0.27054977,1.0597467,0.026543036,-0.19270495,-1.0538298,0.1689551,-0.93752867,0.14862481,-0.16862498,-0.59245074,-0.14127685,1.0164896,0.24730796,-0.5970673,-3.9356499,-3.8260846,-0.5267554,0.2492685,0.6266124,-0.23094688,-3.378262,-4.023543,-0.29101565,-1.1483809,0.044145614,1.95545,-0.6076045,1.9547241,1.0241449,0.25058234,1.3076444,0.59461844,0.56774217,0.5404,0.25092727,0.059299044,0.74105203,-0.817484,-1.133505,-0.32162893,0.7367011,0.119399995,1.2313311,-0.728719,-0.5198109,-0.10425362,1.5542169,-1.543762,-4.500211,-0.026286028,0.7994,0.34320948,0.1117,0.15304677
10730,-0.4269681,-0.5867255,-0.19852954,0.59755605,-0.039372742,0.43812045,-3.3729193,0.07692993,0.6923311,0.044337034,-1.6341,0.4067988,-0.06254859,-1.2539128,-0.6488068,0.06378752,-0.90898365,-1.2726942,-1.3605137,-0.51848733,0.4154511,-0.27872515,-0.045074046,-1.0056895,-1.9156088,-0.2256855,-0.21289144,-0.49468857,-0.4993,0.108386256,0.3003918,0.15784511,-0.74245095,-0.9799669,-1.996125,-0.018968653,0.19497386,-0.51998186,-1.0918999,-1.0989625,-0.37052613,-1.4449521,-2.1189606,-1.3864393,0.074097835,-1.5156941,-0.00038190186,-0.3798205,-2.5140631,-2.233216,-0.1758087,-0.5394994,-1.0033975,0.4782253,-2.950303,0.23808336,-0.273282,0.44999874,0.32813084,-0.54897153,0.66545,1.2051015,0.09063068,0.57113814,0.50823575,0.55721563,2.6294363,2.1583877,0.62730664,-0.11809534,-0.25415987,-2.6950002,-2.8901286,-0.17037839,-0.0744651,-0.26059237,-0.23174743,-0.40900028,-0.021216176,-0.73794997,-0.3266921,-3.5270383,0.9316455,-0.92648995,-0.8112465,0.18922248,-0.36884576,0.64414996,-3.9444442,0.10413234,0.26464128,0.057745457,-0.95841634,-2.3656921,3.5704327,-0.24596024,-0.25605,0.033220917,-0.65895003,-1.6723574
10732,-0.22381002,1.9261259,0.4146198,-1.961268,0.3504424,-0.34517637,-2.317882,0.4025754,-0.84637946,-0.81719464,-0.44685,-2.2300413,-0.9110099,0.104928285,-0.8470083,-1.9505162,0.45936912,0.97512376,-2.055037,1.0523565,-2.1784067,0.9506631,-3.7875915,-0.8105961,1.1460079,0.32399878,-0.48050082,0.84810525,0.005150005,0.63885105,-1.0316234,0.08237256,-0.74797684,1.3010576,1.3716725,2.6831393,1.1121895,0.56087124,0.79451954,0.76716983,0.2671007,0.50572336,-0.12744413,0.6387412,1.0393969,5.8191977,7.3519926,4.884744,1.9325354,2.2670565,1.304843,-0.11909023,1.3585457,0.8954019,1.8870571,-0.80516666,-0.19392343,-0.091831,-0.7312052,0.5945281,-5.1571503,-5.322818,-0.59710217,0.4015274,-0.7677986,0.07373798,-2.6444287,-2.7969468,-0.29263183,0.017645344,0.25241262,-2.83885,-0.01258111,0.039602876,0.8957724,-0.68077636,-0.51642025,0.58459824,-0.54761153,0.39824998,0.4683829,0.09511772,-5.1865797,-0.51008546,-0.5014311,0.24245706,0.38048142,0.33275,0.7448641,-1.6903858,0.5682164,-0.6193188,-0.068192564,1.1503065,-3.1790416,-1.1524727,0.91455,-0.28759676,0.069350004,1.1417065
10765,-0.321497,-0.31073362,-0.3981039,3.1730218,-0.31627896,-0.041679837,1.2717234,-0.011225954,0.46676448,1.644428,5.0851,5.011237,0.27805236,0.85920554,0.8370396,1.3756361,-0.79587805,5.660592,4.356574,1.5636293,1.4283186,-0.9761412,4.80422,1.052505,0.25152385,0.8177197,0.7887677,0.11899975,-0.43785,1.7466526,1.4593096,0.24764466,0.9520376,3.6227598,-0.4170316,1.9226022,0.41718006,-1.0042632,0.6176639,-1.6910491,0.4764523,-0.11607839,0.5508256,0.6647262,-0.22961573,4.8108344,4.472762,5.95409,2.4905958,1.9438972,-0.57882637,0.035631984,-0.55715036,-0.73153067,0.81275123,0.18699844,0.80250967,0.3354413,0.034030214,0.18928212,9.61265,9.821871,-0.10722411,-0.018060498,0.96200794,-0.06806326,1.6058663,1.755384,0.17573476,-1.0128776,0.055417076,2.51015,2.5199122,1.4473718,0.0041593015,-0.88523686,-0.45103896,-0.06747271,0.97796375,-0.83185,-0.4485505,-0.6540798,9.9232435,-0.10402182,-0.15275887,0.31462958,0.034536026,-0.49199998,0.38344905,-0.15675187,1.2304198,0.2314873,-0.3401584,2.4678438,2.0204353,-0.008247007,2.9723501,-0.6515986,-0.4756,-0.275662
10775,-0.3635244,-0.023006972,0.54844856,-0.91992044,0.19599283,-0.034773216,0.05973924,0.35616627,0.37125248,0.58839595,-5.0813,-1.4168873,-0.25752622,-2.4642572,-2.4014359,-3.7296882,-0.26487577,-5.498746,-4.172084,-0.00052052736,-3.4476287,-0.31948105,-2.1146083,-0.8035539,-0.9910057,0.13920999,-1.5993865,-2.1910465,-0.30945,0.77964854,-1.946124,-0.5945883,-1.2605855,-3.4889517,-0.9663956,-0.89412534,0.41056985,-0.80299133,-0.8915638,-0.102601424,-0.46441346,-0.79579735,-1.4574554,-0.7220879,-0.24160615,-3.2360902,2.2211118,-0.5204362,-3.637916,-3.939783,1.6979127,0.3279391,0.7540939,0.5318418,-2.8541455,-0.79098666,-0.21655509,0.9272938,0.005618125,-1.2980043,-7.69725,-7.5982327,-0.15942359,0.012019515,0.51458365,0.6023382,0.18639082,-0.36220083,-0.6317147,0.31873423,-0.8471638,-4.51225,1.8063364,-3.0194185,-0.26757967,-0.018482652,0.72090834,0.21661046,0.27905655,0.13255,0.15623982,0.041953273,-4.400868,-0.5934144,-0.886392,0.56487346,0.69194484,0.51355,-2.4274485,-0.06622136,-0.020412505,0.92302275,0.19293855,-3.6697457,0.4205816,-0.4217537,-2.9828,0.4430118,0.26015,-0.9518519
10776,-1.2621932,-0.7236869,0.85846555,-1.1232749,-0.24009246,0.5804787,-0.17591178,-0.5400555,-0.87456065,-1.066683,-9.58325,-0.6432415,1.0520632,-1.3893468,-3.433504,-3.9586573,-0.08438155,-6.062258,2.6873016,-1.2636931,-2.8319263,0.0340506,-1.8286828,0.23078755,-2.6950803,0.6968975,-1.0145744,-1.60571,0.2763,-0.25444496,-2.31307,-0.9438634,-2.2467558,-2.3683028,-0.8956095,-1.8290694,-0.37304735,0.22526282,-0.9281546,-1.9194443,-1.4824051,-0.53899825,-0.71101105,-1.023143,-0.29543212,-2.5716686,-4.9322104,-3.2374713,-1.2897332,-0.51066625,-0.79490864,-0.12713699,-1.0349545,0.54613215,-2.4877582,-0.10541968,0.47463652,0.08364065,0.6333691,-0.95524013,2.5002499,3.7787585,-0.790766,0.17037351,0.54787964,0.9334624,-3.3535585,-3.249065,0.4008271,-0.40927848,0.014238656,-5.81485,1.5688429,-4.5703454,0.3636339,-0.153611,0.1504752,0.620698,-0.08037146,-0.08230001,0.057734616,-0.43356606,-2.6427827,-1.1763822,-0.8596717,0.6704362,0.7776567,0.9058,0.2706011,-0.5587795,-0.16227782,0.43339676,-0.32416162,-1.9802585,1.6190149,-0.62255955,-4.8190002,0.58694154,-0.101199985,-0.73413444
10782,-0.24426658,-1.0401493,-0.24338388,-0.80722946,0.043643564,0.1705794,-2.2754412,0.048190266,-2.262081,0.2519541,0.19795,0.0102546625,-0.60032123,-2.0901723,-1.7048049,-3.073852,-0.20901701,0.93446624,0.38370696,-0.10918437,-0.06558781,0.13223353,-0.3496827,-0.32487187,-1.3612629,-0.6899473,0.7604042,-2.0422144,-1.34165,-1.5073962,0.8266927,-0.434511,0.84885395,-0.58480227,-0.7416159,-1.4099884,0.62940073,-1.2604795,0.36561692,-1.8557038,-0.60631114,-0.66401553,-0.31674278,0.26253343,-0.44166464,-1.654971,-1.7857931,-1.7559676,-3.7809434,-3.1018362,-0.26850584,0.20275395,-0.11487003,0.40421957,-1.9667186,0.041371256,0.10354279,0.42243952,-1.0085839,-0.5178399,-0.27545,-0.14041604,-0.7897469,-0.93027174,-0.976691,-0.19903263,-1.7768186,-1.188853,0.64919287,0.08221309,0.38965768,0.25665,-0.5975659,-2.0798817,0.45903406,0.33474472,0.5711844,0.8921295,-0.36224353,0.20795,0.49919814,1.2375357,-1.4719734,-0.41652685,0.41970074,-0.7763766,-0.8997413,-0.6131,-1.0558741,-0.5075598,-1.8796082,-0.30673853,-0.09952068,-2.8467066,-1.6432866,-0.40067214,0.2176,-0.1848123,-0.120850004,-1.0631554
10797,-2.7945957,1.0839865,1.2081716,-0.50828093,-0.7403072,-0.03167186,1.5575907,-0.91854024,-4.1562853,-4.6589365,-10.0,-2.187604,1.1827335,-1.1971836,1.904175,2.258501,-0.009108029,-9.669882,-10.0,0.4139146,-7.1542616,-0.4918264,-3.4733582,-0.5764121,0.24705416,0.06555946,0.4063609,5.248658,0.07115,1.5812801,-2.6675408,-1.5810192,-1.1309086,-1.217258,-1.6252186,2.1147575,0.4778528,4.6997285,-1.7551363,4.4780416,5.6506248,2.9124703,1.3078694,-0.2680205,0.36599153,-3.9965138,-4.7251787,-6.0211244,-5.872296,-4.26489,-1.2435952,0.43649936,-0.77661484,0.58520395,-5.0738564,-0.23013526,0.2498208,0.2157279,0.8741781,0.936154,-7.5562,-6.3727818,-2.746325,-0.32167706,0.03443639,0.14121075,1.1534531,0.59849787,1.531424,0.42796573,0.74079674,-6.17735,-3.0690742,-5.769645,0.6824199,-0.15901718,1.0527811,0.22952174,0.22379595,0.0037500001,-0.2675863,0.52337956,-10.0,-0.8432339,-0.79368514,-0.54341424,0.10743192,0.28745002,1.1653197,1.8494638,-0.28219292,0.37829566,1.0333843,-5.992201,0.7655307,1.2278665,-4.74335,0.05592965,-3.0688,-0.8631586
10810,1.2664155,-0.75238603,0.1514969,0.113783166,0.62705016,-0.4529713,-1.7338924,1.2994725,2.029571,0.8129413,7.6033,-0.6553506,-0.2547322,1.5581652,2.6444266,1.0988692,0.3369488,6.740843,5.691288,0.30802512,4.4062076,0.23457617,1.3979149,0.11195853,1.8062506,-0.5642798,0.39067858,1.1575856,-0.1379,-0.7274828,-0.026304103,-0.843655,0.11877316,3.1217248,0.12591013,-0.33869419,-0.099242166,-0.79542685,0.25164634,2.8092206,0.68473834,-0.123125374,0.13534339,1.5891443,0.28687128,3.2671225,6.0808945,3.5492408,1.0008551,0.47174233,2.3376124,-0.40807635,1.5441096,-0.5640579,0.45433724,-0.14647308,-0.796776,-1.1873724,-0.65564954,0.06964719,1.25375,1.3754635,0.56641376,0.6392085,-0.7530197,-0.9114374,3.3079445,3.0425467,-0.41190472,1.0638351,0.11934559,7.4327,1.0106101,6.6031456,-0.7604212,-0.8878534,-0.77313864,0.5748443,-0.6111655,0.32915002,0.43513423,-0.5660833,-1.0241897,0.79383886,0.17786042,-0.8090699,-0.37910014,-0.48505,2.372471,-0.40174463,-0.32847154,0.9961074,0.094807684,-0.6326709,2.5581577,-0.88818854,6.68355,-0.6702723,2.09445,-0.26745024
